Correlation for file  I01_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.530651506069974,0.0843688802142407
"i.0",0.530651506069974,1,0.10106006043663
"i.1.1",0.0843688802142407,0.10106006043663,1
Correlation for file  I02_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.604462969442312,0.29629712313062
"i.0",0.604462969442312,1,0.619530752270187
"i.1.1",0.29629712313062,0.619530752270187,1
Correlation for file  I03_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.661247269404576,0.275736733840183
"i.0",0.661247269404576,1,0.627154729227129
"i.1.1",0.275736733840183,0.627154729227129,1
Correlation for file  I04_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.985010963937348,0.958805020622935
"i.0",0.985010963937348,1,0.971763664021211
"i.1.1",0.958805020622935,0.971763664021211,1
Correlation for file  I05_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.506990071515666,0.238584549245817
"i.0",0.506990071515666,1,0.488833627703457
"i.1.1",0.238584549245817,0.488833627703457,1
Correlation for file  I06_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.446498592512966,0.463413542758829
"i.0",0.446498592512966,1,0.33460076111944
"i.1.1",0.463413542758829,0.33460076111944,1
Correlation for file  I07_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.752103237548187,0.670459774142736
"i.0",0.752103237548187,1,0.655590222573442
"i.1.1",0.670459774142736,0.655590222573442,1
Correlation for file  I08_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.813300124506276,0.755798454130943
"i.0",0.813300124506276,1,0.814166652014188
"i.1.1",0.755798454130943,0.814166652014188,1
Correlation for file  I09_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.787630138340091,0.640936239646081
"i.0",0.787630138340091,1,0.771390752132398
"i.1.1",0.640936239646081,0.771390752132398,1
Correlation for file  I10_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.610318078467287,0.352835479551081
"i.0",0.610318078467287,1,0.551429741856011
"i.1.1",0.352835479551081,0.551429741856011,1
Correlation for file  I11_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.568729000079709,0.401345895435035
"i.0",0.568729000079709,1,0.551054377042254
"i.1.1",0.401345895435035,0.551054377042254,1
Correlation for file  I12_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.987417740780699,0.976053337627582
"i.0",0.987417740780699,1,0.989326518202444
"i.1.1",0.976053337627582,0.989326518202444,1
Correlation for file  I13_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.734063641108646,-0.0234963454613253
"i.0",0.734063641108646,1,0.204632609289687
"i.1.1",-0.0234963454613253,0.204632609289687,1
Correlation for file  I14_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.78936937807326,0.356164662610967
"i.0",0.78936937807326,1,0.610343304522479
"i.1.1",0.356164662610967,0.610343304522479,1
Correlation for file  I15_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.951303479381257,0.898423052052506
"i.0",0.951303479381257,1,0.955107234525884
"i.1.1",0.898423052052506,0.955107234525884,1
Correlation for file  I16_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.775432052427726,0.624052904197296
"i.0",0.775432052427726,1,0.776596832904532
"i.1.1",0.624052904197296,0.776596832904532,1
Correlation for file  I17_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.886747162160714,0.741947799845204
"i.0",0.886747162160714,1,0.840415722836543
"i.1.1",0.741947799845204,0.840415722836543,1
Correlation for file  I18_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.833122446231581,0.659979711695795
"i.0",0.833122446231581,1,0.765115196072915
"i.1.1",0.659979711695795,0.765115196072915,1
Correlation for file  I19_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,-0.253637937557856,-0.227220697388424
"i.0",-0.253637937557856,1,-0.116653705478397
"i.1.1",-0.227220697388424,-0.116653705478397,1
Correlation for file  I20_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.676099179897085,0.551450830251319
"i.0",0.676099179897085,1,0.604304668744113
"i.1.1",0.551450830251319,0.604304668744113,1
Correlation for file  I21_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.204272321360226,0.24939328511322
"i.0",0.204272321360226,1,0.191053998708126
"i.1.1",0.24939328511322,0.191053998708126,1
Correlation for file  I22_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.594687326082415,0.507698268037505
"i.0",0.594687326082415,1,0.579208605294815
"i.1.1",0.507698268037505,0.579208605294815,1
Correlation for file  I23_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.882871511772622,0.808100467435333
"i.0",0.882871511772622,1,0.897763668034163
"i.1.1",0.808100467435333,0.897763668034163,1
Correlation for file  I24_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.947228511434297,0.894117682726915
"i.0",0.947228511434297,1,0.94968957191443
"i.1.1",0.894117682726915,0.94968957191443,1
Correlation for file  I25_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.965495759138211,0.947762482575699
"i.0",0.965495759138211,1,0.954300395112864
"i.1.1",0.947762482575699,0.954300395112864,1
Correlation for file  I26_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.960966983695757,0.943401986213409
"i.0",0.960966983695757,1,0.972684097516221
"i.1.1",0.943401986213409,0.972684097516221,1
Correlation for file  I27_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.123437563825307,-0.37078453691359
"i.0",0.123437563825307,1,0.432843580316895
"i.1.1",-0.37078453691359,0.432843580316895,1
Correlation for file  I28_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.719106990443451,0.513871105971371
"i.0",0.719106990443451,1,0.727194618027754
"i.1.1",0.513871105971371,0.727194618027754,1
Correlation for file  I29_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.7459305574722,0.659063718272416
"i.0",0.7459305574722,1,0.592170722791377
"i.1.1",0.659063718272416,0.592170722791377,1
Correlation for file  I30_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.588035269751161,0.290054679126315
"i.0",0.588035269751161,1,0.328986443264005
"i.1.1",0.290054679126315,0.328986443264005,1
Correlation for file  I31_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.679476096292507,0.679932217908128
"i.0",0.679476096292507,1,0.489022216167475
"i.1.1",0.679932217908128,0.489022216167475,1
Correlation for file  I32_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.747272364989722,0.642738880055011
"i.0",0.747272364989722,1,0.676170580523191
"i.1.1",0.642738880055011,0.676170580523191,1
Correlation for file  I33_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.651616827000457,0.205076716108843
"i.0",0.651616827000457,1,0.517136513301532
"i.1.1",0.205076716108843,0.517136513301532,1
Correlation for file  I34_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.54173163073811,-0.192847547313144
"i.0",0.54173163073811,1,0.353348247931416
"i.1.1",-0.192847547313144,0.353348247931416,1
Correlation for file  I35_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.869399931327145,0.679284156174662
"i.0",0.869399931327145,1,0.785822676537124
"i.1.1",0.679284156174662,0.785822676537124,1
Correlation for file  I36_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.931122119381238,0.870452143811547
"i.0",0.931122119381238,1,0.927489376592593
"i.1.1",0.870452143811547,0.927489376592593,1
Correlation for file  I37_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.384876666952548,0.270613355802851
"i.0",0.384876666952548,1,0.446699531551163
"i.1.1",0.270613355802851,0.446699531551163,1
Correlation for file  I38_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.320740981742583,-0.212079028763951
"i.0",0.320740981742583,1,0.100501750414665
"i.1.1",-0.212079028763951,0.100501750414665,1
Correlation for file  I39_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.789925562082579,0.52261797204731
"i.0",0.789925562082579,1,0.568810056518884
"i.1.1",0.52261797204731,0.568810056518884,1
Correlation for file  I40_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.956689827771385,0.948781787842715
"i.0",0.956689827771385,1,0.971177491638652
"i.1.1",0.948781787842715,0.971177491638652,1
Correlation for file  I41_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.168022853652034,0.466628502050495
"i.0",0.168022853652034,1,0.166444275844119
"i.1.1",0.466628502050495,0.166444275844119,1
Correlation for file  I42_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.410275665485046,0.40812804765073
"i.0",0.410275665485046,1,0.241754630908416
"i.1.1",0.40812804765073,0.241754630908416,1
Correlation for file  I43_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,-0.0500940567889647,0.199501867221526
"i.0",-0.0500940567889647,1,0.502191357771508
"i.1.1",0.199501867221526,0.502191357771508,1
Correlation for file  I44_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.589596666095624,-0.433328158424687
"i.0",0.589596666095624,1,-0.00281635490287169
"i.1.1",-0.433328158424687,-0.00281635490287169,1
Correlation for file  I45_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.22277019420749,-0.477193083850032
"i.0",0.22277019420749,1,0.422764113364558
"i.1.1",-0.477193083850032,0.422764113364558,1
Correlation for file  I46_ann.txt
-,"i.1","i.0","i.1.1"
"i.1",1,0.781035851014593,0.569481144238713
