index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	782	440	883	456	755	564	595	1	2619
4	440	883	456	755	564	595	576	0	3374
5	883	456	755	564	595	576	615	1	3938
6	456	755	564	595	576	615	653	0	4533
7	755	564	595	576	615	653	759	0	5109
8	564	595	576	615	653	759	837	0	5724
9	595	576	615	653	759	837	552	0	6377
10	576	615	653	759	837	552	1101	0	7136
11	615	653	759	837	552	1101	386	0	7973
12	653	759	837	552	1101	386	1039	1	8525
13	759	837	552	1101	386	1039	404	0	9626
14	837	552	1101	386	1039	404	899	1	10012
15	552	1101	386	1039	404	899	440	0	11051
16	1101	386	1039	404	899	440	786	1	11455
17	386	1039	404	899	440	786	509	0	12354
18	1039	404	899	440	786	509	662	1	12794
19	404	899	440	786	509	662	568	0	13580
20	899	440	786	509	662	568	611	1	14089
21	440	786	509	662	568	611	704	0	14751
22	786	509	662	568	611	704	475	0	15319
23	509	662	568	611	704	475	1148	0	15930
24	662	568	611	704	475	1148	393	0	16634
25	568	611	704	475	1148	393	1113	1	17109
26	611	704	475	1148	393	1113	393	0	18257
27	704	475	1148	393	1113	393	984	1	18650
28	475	1148	393	1113	393	984	409	0	19763
29	1148	393	1113	393	984	409	867	1	20156
30	393	1113	393	984	409	867	456	0	21140
31	1113	393	984	409	867	456	754	1	21549
32	393	984	409	867	456	754	530	0	22416
33	984	409	867	456	754	530	669	1	22872
34	409	867	456	754	530	669	599	0	23626
35	867	456	754	530	669	599	506	1	24156
36	456	754	530	669	599	506	938	0	24825
37	754	530	669	599	506	938	463	0	25424
38	530	669	599	506	938	463	930	1	25930
39	669	599	506	938	463	930	435	0	26868
40	599	506	938	463	930	435	927	1	27331
41	506	938	463	930	435	927	435	0	28261
42	938	463	930	435	927	435	845	1	28696
43	463	930	435	927	435	845	486	0	29623
44	930	435	927	435	845	486	755	1	30058
45	435	927	435	845	486	755	537	0	30903
46	927	435	845	486	755	537	665	1	31389
47	435	845	486	755	537	665	603	0	32144
48	845	486	755	537	665	603	693	1	32681
49	486	755	537	665	603	693	685	0	33346
50	755	537	665	603	693	685	731	0	33949
51	537	665	603	693	685	731	755	0	34642
52	665	603	693	685	731	755	782	0	35327
53	603	693	685	731	755	782	701	0	36058
54	693	685	731	755	782	701	727	0	36813
55	685	731	755	782	701	727	724	0	37595
56	731	755	782	701	727	724	708	0	38296
57	755	782	701	727	724	708	432	0	39023
58	782	701	727	724	708	432	907	0	39747
59	701	727	724	708	432	907	443	0	40455
60	727	724	708	432	907	443	790	1	40887
61	724	708	432	907	443	790	561	0	41794
62	708	432	907	443	790	561	572	1	42237
63	432	907	443	790	561	572	540	0	43027
64	907	443	790	561	572	540	561	1	43588
65	443	790	561	572	540	561	404	0	44160
66	790	561	572	540	561	404	845	0	44700
67	561	572	540	561	404	845	548	0	45261
68	572	540	561	404	845	548	685	1	45665
69	540	561	404	845	548	685	638	0	46510
70	561	404	845	548	685	638	475	1	47058
71	404	845	548	685	638	475	946	0	47743
72	845	548	685	638	475	946	443	0	48381
73	548	685	638	475	946	443	829	1	48856
74	685	638	475	946	443	829	506	0	49802
75	638	475	946	443	829	506	724	1	50245
76	475	946	443	829	506	724	579	0	51074
77	946	443	829	506	724	579	459	1	51580
78	443	829	506	724	579	459	790	0	52304
79	829	506	724	579	459	790	564	0	52883
80	506	724	579	459	790	564	444	1	53342
81	724	579	459	790	564	444	728	0	54132
82	579	459	790	564	444	728	560	0	54696
83	459	790	564	444	728	560	521	1	55140
84	790	564	444	728	560	521	596	0	55868
85	564	444	728	560	521	596	576	0	56428
86	444	728	560	521	596	576	630	1	56949
87	728	560	521	596	576	630	638	0	57545
88	560	521	596	576	630	638	708	0	58121
89	521	596	576	630	638	708	401	0	58751
90	596	576	630	638	708	401	1012	0	59389
91	576	630	638	708	401	1012	412	0	60097
92	630	638	708	401	1012	412	852	1	60498
93	638	708	401	1012	412	852	479	0	61510
94	708	401	1012	412	852	479	708	1	61922
95	401	1012	412	852	479	708	564	0	62774
96	1012	412	852	479	708	564	440	1	63253
97	412	852	479	708	564	440	720	0	63961
98	852	479	708	564	440	720	564	0	64525
99	479	708	564	440	720	564	409	1	64965
100	708	564	440	720	564	409	758	0	65685
101	564	440	720	564	409	758	565	0	66249
102	440	720	564	409	758	565	560	1	66658
103	720	564	409	758	565	560	580	0	67416
104	564	409	758	565	560	580	607	0	67981
105	409	758	565	560	580	607	443	0	68541
106	758	565	560	580	607	443	728	0	69121
107	565	560	580	607	443	728	548	0	69728
108	560	580	607	443	728	548	417	1	70171
109	580	607	443	728	548	417	696	0	70899
110	607	443	728	548	417	696	584	0	71447
111	443	728	548	417	696	584	486	1	71864
112	728	548	417	696	584	486	728	0	72560
113	548	417	696	584	486	728	576	0	73144
114	417	696	584	486	728	576	463	1	73630
115	696	584	486	728	576	463	759	0	74358
116	584	486	728	576	463	759	576	0	74934
117	486	728	576	463	759	576	443	1	75397
118	728	576	463	759	576	443	794	0	76156
119	576	463	759	576	443	794	521	0	76732
120	463	759	576	443	794	521	662	1	77175
121	759	576	443	794	521	662	568	0	77969
122	576	443	794	521	662	568	455	1	78490
123	443	794	521	662	568	455	837	0	79152
124	794	521	662	568	455	837	470	0	79720
125	521	662	568	455	837	470	767	1	80175
