index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	1019	841	868	786	778	568	1175	0	3514
4	841	868	786	778	568	1175	848	0	4292
5	868	786	778	568	1175	848	860	1	4860
6	786	778	568	1175	848	860	868	0	6035
7	778	568	1175	848	860	868	829	0	6883
8	568	1175	848	860	868	829	544	0	7743
9	1175	848	860	868	829	544	1176	0	8611
10	848	860	868	829	544	1176	887	0	9440
11	860	868	829	544	1176	887	579	1	9984
12	868	829	544	1176	887	579	1172	0	11160
13	829	544	1176	887	579	1172	828	0	12047
14	544	1176	887	579	1172	828	853	1	12626
15	1176	887	579	1172	828	853	867	0	13798
16	887	579	1172	828	853	867	837	0	14626
17	579	1172	828	853	867	837	525	0	15479
18	1172	828	853	867	837	525	1226	0	16346
19	828	853	867	837	525	1226	860	0	17183
20	853	867	837	525	1226	860	630	1	17708
21	867	837	525	1226	860	630	1051	0	18934
22	837	525	1226	860	630	1051	836	0	19794
23	525	1226	860	630	1051	836	872	1	20424
24	1226	860	630	1051	836	872	875	0	21475
25	860	630	1051	836	872	875	853	0	22311
26	630	1051	836	872	875	853	509	0	23183
27	1051	836	872	875	853	509	1288	0	24058
28	836	872	875	853	509	1288	926	0	24911
29	872	875	853	509	1288	926	549	1	25420
30	875	853	509	1288	926	549	1222	0	26708
31	853	509	1288	926	549	1222	891	0	27634
32	509	1288	926	549	1222	891	591	1	28183
33	1288	926	549	1222	891	591	1152	0	29405
34	926	549	1222	891	591	1152	798	0	30296
35	549	1222	891	591	1152	798	797	1	30887
36	1222	891	591	1152	798	797	782	0	32039
37	891	591	1152	798	797	782	771	0	32837
38	591	1152	798	797	782	771	595	0	33634
39	1152	798	797	782	771	595	1066	0	34416
40	798	797	782	771	595	1066	810	0	35187
41	797	782	771	595	1066	810	809	1	35782
42	782	771	595	1066	810	809	770	0	36848
43	771	595	1066	810	809	770	771	0	37658
44	595	1066	810	809	770	771	591	0	38467
45	1066	810	809	770	771	591	915	0	39237
46	810	809	770	771	591	915	758	0	40008
47	809	770	771	591	915	758	825	1	40599
48	770	771	591	915	758	825	537	0	41514
49	771	591	915	758	825	537	1191	0	42272
50	591	915	758	825	537	1191	813	0	43097
51	915	758	825	537	1191	813	841	1	43634
52	758	825	537	1191	813	841	910	0	44825
53	825	537	1191	813	841	910	930	0	45638
54	537	1191	813	841	910	930	907	0	46479
55	1191	813	841	910	930	907	646	0	47389
56	813	841	910	930	907	646	1194	0	48319
57	841	910	930	907	646	1194	1008	0	49226
58	910	930	907	646	1194	1008	545	1	49872
59	930	907	646	1194	1008	545	1307	0	51066
60	907	646	1194	1008	545	1307	946	0	52074
61	646	1194	1008	545	1307	946	540	1	52619
62	1194	1008	545	1307	946	540	1242	0	53926
63	1008	545	1307	946	540	1242	856	0	54872
64	545	1307	946	540	1242	856	622	1	55412
65	1307	946	540	1242	856	622	1129	0	56654
66	946	540	1242	856	622	1129	832	0	57510
67	540	1242	856	622	1129	832	794	1	58132
68	1242	856	622	1129	832	794	806	0	59261
69	856	622	1129	832	794	806	805	0	60093
70	622	1129	832	794	806	805	588	0	60887
71	1129	832	794	806	805	588	1066	0	61693
72	832	794	806	805	588	1066	778	0	62498
73	794	806	805	588	1066	778	794	1	63086
74	806	805	588	1066	778	794	809	0	64152
75	805	588	1066	778	794	809	841	0	64930
76	588	1066	778	794	809	841	505	0	65724
77	1066	778	794	809	841	505	1172	0	66533
78	778	794	809	841	505	1172	797	0	67374
79	794	809	841	505	1172	797	825	1	67879
80	809	841	505	1172	797	825	860	0	69051
81	841	505	1172	797	825	860	899	0	69848
82	505	1172	797	825	860	899	479	0	70673
83	1172	797	825	860	899	479	1256	0	71533
84	797	825	860	899	479	1256	825	0	72432
85	825	860	899	479	1256	825	627	1	72911
86	860	899	479	1256	825	627	1105	0	74167
87	899	479	1256	825	627	1105	848	0	74992
88	479	1256	825	627	1105	848	809	1	75619
89	1256	825	627	1105	848	809	814	0	76724
90	825	627	1105	848	809	814	801	0	77572
91	627	1105	848	809	814	801	545	0	78381
92	1105	848	809	814	801	545	988	0	79195
93	848	809	814	801	545	988	728	0	79996
94	809	814	801	545	988	728	704	1	80541
95	814	801	545	988	728	704	603	0	81529
96	801	545	988	728	704	603	868	0	82257
97	545	988	728	704	603	868	778	0	82961
98	988	728	704	603	868	778	794	1	83564
99	728	704	603	868	778	794	860	0	84432
100	704	603	868	778	794	860	875	0	85210
101	603	868	778	794	860	875	852	0	86004
102	868	778	794	860	875	852	553	0	86864
103	778	794	860	875	852	553	1183	0	87739
104	794	860	875	852	553	1183	825	0	88591
105	860	875	852	553	1183	825	778	1	89144
106	875	852	553	1183	825	778	743	0	90327
107	852	553	1183	825	778	743	720	0	91152
108	553	1183	825	778	743	720	704	0	91930
