index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	712	401	933	615	413	790	626	0	2743
4	401	933	615	413	790	626	416	1	3156
5	933	615	413	790	626	416	767	0	3946
6	615	413	790	626	416	767	587	0	4572
7	413	790	626	416	767	587	592	1	4988
8	790	626	416	767	587	592	405	0	5755
9	626	416	767	587	592	405	879	0	6342
10	416	767	587	592	405	879	700	0	6934
11	767	587	592	405	879	700	424	1	7339
12	587	592	405	879	700	424	934	0	8218
13	592	405	879	700	424	934	646	0	8918
14	405	879	700	424	934	646	417	1	9342
15	879	700	424	934	646	417	844	0	10276
16	700	424	934	646	417	844	607	0	10922
17	424	934	646	417	844	607	580	1	11339
18	934	646	417	844	607	580	404	0	12183
19	646	417	844	607	580	404	736	0	12790
20	417	844	607	580	404	736	560	0	13370
21	844	607	580	404	736	560	568	1	13774
22	607	580	404	736	560	568	409	0	14510
23	580	404	736	560	568	409	727	0	15070
24	404	736	560	568	409	727	568	0	15638
25	736	560	568	409	727	568	545	1	16047
26	560	568	409	727	568	545	584	0	16774
27	568	409	727	568	545	584	416	0	17342
28	409	727	568	545	584	416	728	0	17887
29	727	568	545	584	416	728	560	0	18471
30	568	545	584	416	728	560	572	1	18887
31	545	584	416	728	560	572	405	0	19615
32	584	416	728	560	572	405	735	0	20175
33	416	728	560	572	405	735	560	0	20747
34	728	560	572	405	735	560	565	1	21152
35	560	572	405	735	560	565	564	0	21887
36	572	405	735	560	565	564	564	0	22447
37	405	735	560	565	564	564	576	0	23012
38	735	560	565	564	564	576	588	0	23576
39	560	565	564	564	576	588	603	0	24140
40	565	564	564	576	588	603	618	0	24716
41	564	564	576	588	603	618	673	0	25304
42	564	576	588	603	618	673	705	0	25907
43	576	588	603	618	673	705	782	0	26525
44	588	603	618	673	705	782	879	0	27198
45	603	618	673	705	782	879	778	0	27903
46	618	673	705	782	879	778	432	0	28685
47	673	705	782	879	778	432	1066	0	29564
48	705	782	879	778	432	1066	748	0	30342
49	782	879	778	432	1066	748	389	1	30774
50	879	778	432	1066	748	389	1062	0	31840
51	778	432	1066	748	389	1062	724	0	32588
52	432	1066	748	389	1062	724	408	1	32977
53	1066	748	389	1062	724	408	922	0	34039
54	748	389	1062	724	408	922	600	0	34763
55	389	1062	724	408	922	600	408	1	35171
56	1062	724	408	922	600	408	845	0	36093
57	724	408	922	600	408	845	661	0	36693
58	408	922	600	408	845	661	630	1	37101
59	922	600	408	845	661	630	681	0	37946
60	600	408	845	661	630	681	740	0	38607
61	408	845	661	630	681	740	793	0	39237
62	845	661	630	681	740	793	736	0	39918
63	661	630	681	740	793	736	404	0	40658
64	630	681	740	793	736	404	1012	0	41451
65	681	740	793	736	404	1012	782	0	42187
66	740	793	736	404	1012	782	716	1	42591
67	793	736	404	1012	782	716	405	0	43603
68	736	404	1012	782	716	405	922	0	44385
69	404	1012	782	716	405	922	658	0	45101
70	1012	782	716	405	922	658	420	1	45506
71	782	716	405	922	658	420	848	0	46428
72	716	405	922	658	420	848	638	0	47086
73	405	922	658	420	848	638	607	1	47506
74	922	658	420	848	638	607	428	0	48354
75	658	420	848	638	607	428	833	0	48992
76	420	848	638	607	428	833	626	0	49599
77	848	638	607	428	833	626	607	1	50027
78	638	607	428	833	626	607	405	0	50860
79	607	428	833	626	607	405	829	0	51486
80	428	833	626	607	405	829	619	0	52093
81	833	626	607	405	829	619	591	1	52498
82	626	607	405	829	619	591	412	0	53327
83	607	405	829	619	591	412	856	0	53946
84	405	829	619	591	412	856	744	0	54537
85	829	619	591	412	856	744	416	1	54949
86	619	591	412	856	744	416	1016	0	55805
87	591	412	856	744	416	1016	723	0	56549
88	412	856	744	416	1016	723	409	1	56965
89	856	744	416	1016	723	409	941	0	57981
90	744	416	1016	723	409	941	685	0	58704
91	416	1016	723	409	941	685	638	1	59113
92	1016	723	409	941	685	638	623	0	60054
93	723	409	941	685	638	623	615	0	60739
94	409	941	685	638	623	615	642	0	61377
95	941	685	638	623	615	642	401	0	62000
96	685	638	623	615	642	401	930	0	62615
97	638	623	615	642	401	930	712	0	63257
98	623	615	642	401	930	712	665	1	63658
99	615	642	401	930	712	665	646	0	64588
100	642	401	930	712	665	646	638	0	65300
101	401	930	712	665	646	638	623	0	65965
102	930	712	665	646	638	623	416	0	66611
103	712	665	646	638	623	416	918	0	67249
104	665	646	638	623	416	918	833	0	67872
105	646	638	623	416	918	833	412	1	68288
106	638	623	416	918	833	412	487	0	69206
107	623	416	918	833	412	487	595	0	70039
108	416	918	833	412	487	595	642	1	70451
109	918	833	412	487	595	642	416	0	70938
110	833	412	487	595	642	416	818	0	71533
111	412	487	595	642	416	818	591	0	72175
112	487	595	642	416	818	591	580	1	72591
113	595	642	416	818	591	580	576	0	73409
114	642	416	818	591	580	576	572	0	74000
115	416	818	591	580	576	572	579	0	74580
116	818	591	580	576	572	579	576	0	75156
117	591	580	576	572	579	576	405	0	75728
118	580	576	572	579	576	405	790	0	76307
119	576	572	579	576	405	790	638	0	76883
120	572	579	576	405	790	638	560	1	77288
121	579	576	405	790	638	560	389	0	78078
122	576	405	790	638	560	389	779	0	78716
123	405	790	638	560	389	779	575	0	79276
124	790	638	560	389	779	575	565	1	79665
125	638	560	389	779	575	565	412	0	80444
126	560	389	779	575	565	412	739	0	81019
127	389	779	575	565	412	739	569	0	81584
128	779	575	565	412	739	569	556	1	81996
129	575	565	412	739	569	556	572	0	82735
130	565	412	739	569	556	572	587	0	83304
131	412	739	569	556	572	587	600	0	83860
132	739	569	556	572	587	600	599	0	84432
133	569	556	572	587	600	599	619	0	85019
134	556	572	587	600	599	619	649	0	85619
135	572	587	600	599	619	649	654	0	86218
136	587	600	599	619	649	654	665	0	86837
137	600	599	619	649	654	665	658	0	87486
138	599	619	649	654	665	658	623	0	88140
139	619	649	654	665	658	623	614	0	88805
140	649	654	665	658	623	614	611	0	89463
141	654	665	658	623	614	611	405	0	90086
142	665	658	623	614	611	405	805	0	90700
143	658	623	614	611	405	805	604	0	91311
144	623	614	611	405	805	604	587	1	91716
145	614	611	405	805	604	587	592	0	92521
146	611	405	805	604	587	592	595	0	93125
147	405	805	604	587	592	595	583	0	93712
148	805	604	587	592	595	583	596	0	94304
149	604	587	592	595	583	596	599	0	94899
150	587	592	595	583	596	599	627	0	95482
151	592	595	583	596	599	627	634	0	96078
152	595	583	596	599	627	634	618	0	96677
153	583	596	599	627	634	618	405	0	97304
154	596	599	627	634	618	405	821	0	97938
155	599	627	634	618	405	821	619	0	98556
156	627	634	618	405	821	619	420	1	98961
157	634	618	405	821	619	420	759	0	99782
158	618	405	821	619	420	759	580	0	100401
