index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	257	513	790	514	661	390	770	1	2074
4	513	790	514	661	390	770	580	0	2735
5	790	514	661	390	770	580	572	1	3125
6	514	661	390	770	580	572	579	0	3895
7	661	390	770	580	572	579	421	0	4475
8	390	770	580	572	579	421	731	0	5047
9	770	580	572	579	421	731	572	0	5626
10	580	572	579	421	731	572	568	1	6047
11	572	579	421	731	572	568	568	0	6778
12	579	421	731	572	568	568	580	0	7350
13	421	731	572	568	568	580	580	0	7918
14	731	572	568	568	580	580	591	0	8486
15	572	568	568	580	580	591	603	0	9066
16	568	568	580	580	591	603	604	0	9646
17	568	580	580	591	603	604	599	0	10237
18	580	580	591	603	604	599	443	0	10840
19	580	591	603	604	599	443	747	0	11444
20	591	603	604	599	443	747	596	0	12043
21	603	604	599	443	747	596	599	1	12486
22	604	599	443	747	596	599	405	0	13233
23	599	443	747	596	599	405	801	0	13829
24	443	747	596	599	405	801	607	0	14428
25	747	596	599	405	801	607	607	1	14833
26	596	599	405	801	607	607	623	0	15634
27	599	405	801	607	607	623	618	0	16241
28	405	801	607	607	623	618	627	0	16848
29	801	607	607	623	618	627	630	0	17471
30	607	607	623	618	627	630	638	0	18089
31	607	623	618	627	630	638	530	0	18716
32	623	618	627	630	638	530	809	0	19346
33	618	627	630	638	530	809	642	0	19984
34	627	630	638	530	809	642	642	1	20514
35	630	638	530	809	642	642	634	0	21323
36	638	530	809	642	642	634	631	0	21965
37	530	809	642	642	634	631	634	0	22607
38	809	642	642	634	631	634	638	0	23241
39	642	642	634	631	634	638	623	0	23872
40	642	634	631	634	638	623	626	0	24506
41	634	631	634	638	623	626	619	0	25144
42	631	634	638	623	626	619	397	0	25767
43	634	638	623	626	619	397	867	0	26393
44	638	623	626	619	397	867	623	0	27012
45	623	626	619	397	867	623	494	1	27409
46	626	619	397	867	623	494	747	0	28276
47	619	397	867	623	494	747	510	0	28899
48	397	867	623	494	747	510	739	1	29393
49	867	623	494	747	510	739	619	0	30140
50	623	494	747	510	739	619	634	1	30650
51	494	747	510	739	619	634	634	0	31389
52	747	510	739	619	634	634	646	0	32008
53	510	739	619	634	634	646	642	0	32642
54	739	619	634	634	646	642	646	0	33276
55	619	634	634	646	642	646	646	0	33922
56	634	634	646	642	646	646	405	0	34564
57	634	646	642	646	646	405	918	0	35210
58	646	642	646	646	405	918	654	0	35856
59	642	646	646	405	918	654	657	1	36261
60	646	646	405	918	654	657	658	0	37179
61	646	405	918	654	657	658	654	0	37833
62	405	918	654	657	658	654	521	0	38490
63	918	654	657	658	654	521	432	0	39148
64	654	657	658	654	521	432	996	0	39802
65	657	658	654	521	432	996	482	1	40323
66	658	654	521	432	996	482	802	1	40755
67	654	521	432	996	482	802	630	0	41751
68	521	432	996	482	802	630	631	1	42233
69	432	996	482	802	630	631	400	0	43035
70	996	482	802	630	631	400	892	0	43665
71	482	802	630	631	400	892	525	0	44296
72	802	630	631	400	892	525	762	1	44696
73	630	631	400	892	525	762	506	0	45588
74	631	400	892	525	762	506	775	1	46113
75	400	892	525	762	506	775	634	0	46875
76	892	525	762	506	775	634	630	1	47381
77	525	762	506	775	634	630	634	0	48156
78	762	506	775	634	630	634	639	0	48790
79	506	775	634	630	634	639	638	0	49420
80	775	634	630	634	639	638	650	0	50054
81	634	630	634	639	638	650	645	0	50693
82	630	634	639	638	650	645	421	0	51331
83	634	639	638	650	645	421	875	0	51981
84	639	638	650	645	421	875	634	0	52626
85	638	650	645	421	875	634	639	1	53047
86	650	645	421	875	634	639	638	0	53922
87	645	421	875	634	639	638	642	0	54556
88	421	875	634	639	638	642	653	0	55195
89	875	634	639	638	642	653	650	0	55833
90	634	639	638	642	653	650	397	0	56475
91	639	638	642	653	650	397	907	0	57128
92	638	642	653	650	397	907	642	0	57778
93	642	653	650	397	907	642	517	1	58175
94	653	650	397	907	642	517	436	0	59082
95	650	397	907	642	517	436	949	0	59724
96	397	907	642	517	436	949	514	1	60241
