index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	848	502	638	981	1089	1105	514	0	2969
4	502	638	981	1089	1105	514	634	0	4058
5	638	981	1089	1105	514	634	946	0	5163
6	981	1089	1105	514	634	946	1078	1	5677
7	1089	1105	514	634	946	1078	1077	0	6311
8	1105	514	634	946	1078	1077	522	0	7257
9	514	634	946	1078	1077	522	642	0	8335
10	634	946	1078	1077	522	642	938	0	9412
11	946	1078	1077	522	642	938	1070	1	9934
12	1078	1077	522	642	938	1070	521	0	10576
13	1077	522	642	938	1070	521	638	0	11514
14	522	642	938	1070	521	638	961	0	12584
15	642	938	1070	521	638	961	1082	1	13105
16	938	1070	521	638	961	1082	506	0	13743
17	1070	521	638	961	1082	506	661	0	14704
18	521	638	961	1082	506	661	1016	0	15786
19	638	961	1082	506	661	1016	1054	1	16292
20	961	1082	506	661	1016	1054	1074	0	16953
21	1082	506	661	1016	1054	1074	1066	0	17969
22	506	661	1016	1054	1074	1066	498	0	19023
23	661	1016	1054	1074	1066	498	627	0	20097
24	1016	1054	1074	1066	498	627	922	0	21163
25	1054	1074	1066	498	627	922	1031	1	21661
26	1074	1066	498	627	922	1031	1059	0	22288
27	1066	498	627	922	1031	1059	1042	0	23210
28	498	627	922	1031	1059	1042	495	0	24241
29	627	922	1031	1059	1042	495	649	0	25300
30	922	1031	1059	1042	495	649	954	0	26342
31	1031	1059	1042	495	649	954	1097	1	26837
32	1059	1042	495	649	954	1097	1078	0	27486
33	1042	495	649	954	1097	1078	1078	0	28440
34	495	649	954	1097	1078	1078	1089	0	29537
35	649	954	1097	1078	1078	1089	1093	0	30615
36	954	1097	1078	1078	1089	1093	1039	0	31693
37	1097	1078	1078	1089	1093	1039	491	0	32782
38	1078	1078	1089	1093	1039	491	634	0	33875
39	1078	1089	1093	1039	491	634	965	0	34914
40	1089	1093	1039	491	634	965	1050	1	35405
41	1093	1039	491	634	965	1050	495	0	36039
42	1039	491	634	965	1050	495	642	0	37004
43	491	634	965	1050	495	642	934	0	38054
