index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	214	751	872	863	818	774	774	0	2700
4	751	872	863	818	774	774	774	0	3518
5	872	863	818	774	774	774	779	0	4292
6	863	818	774	774	774	779	762	0	5066
7	818	774	774	774	779	762	759	0	5840
8	774	774	774	779	762	759	720	0	6619
9	774	774	779	762	759	720	712	0	7381
10	774	779	762	759	720	712	700	0	8140
11	779	762	759	720	712	700	767	0	8860
12	762	759	720	712	700	767	728	0	9572
13	759	720	712	700	767	728	739	0	10272
14	720	712	700	767	728	739	755	0	11039
15	712	700	767	728	739	755	743	0	11767
16	700	767	728	739	755	743	743	0	12506
17	767	728	739	755	743	743	743	0	13261
18	728	739	755	743	743	743	736	0	14004
19	739	755	743	743	743	736	739	0	14747
20	755	743	743	743	736	739	728	0	15490
21	743	743	743	736	739	728	731	0	16226
22	743	743	736	739	728	731	739	0	16965
23	743	736	739	728	731	739	740	0	17693
24	736	739	728	731	739	740	739	0	18424
25	739	728	731	739	740	739	735	0	19163
26	728	731	739	740	739	735	736	0	19903
27	731	739	740	739	735	736	747	0	20642
28	739	740	739	735	736	747	743	0	21377
29	740	739	735	736	747	743	751	0	22113
30	739	735	736	747	743	751	739	0	22860
31	735	736	747	743	751	739	747	0	23603
32	736	747	743	751	739	747	755	0	24354
33	747	743	751	739	747	755	759	0	25093
34	743	751	739	747	755	759	755	0	25840
35	751	739	747	755	759	755	755	0	26595
36	739	747	755	759	755	755	759	0	27354
37	747	755	759	755	755	759	751	0	28109
38	755	759	755	755	759	751	751	0	28864
39	759	755	755	759	751	751	747	0	29623
40	755	755	759	751	751	747	747	0	30374
41	755	759	751	751	747	747	755	0	31125
42	759	751	751	747	747	755	751	0	31872
43	751	751	747	747	755	751	747	0	32619
44	751	747	747	755	751	747	743	0	33374
45	747	747	755	751	747	743	743	0	34125
46	747	755	751	747	743	743	747	0	34872
47	755	751	747	743	743	747	743	0	35615
48	751	747	743	743	747	743	740	0	36358
49	747	743	743	747	743	740	684	0	37105
50	743	743	747	743	740	684	724	0	37848
51	743	747	743	740	684	724	887	0	38588
52	747	743	740	684	724	887	872	0	39272
53	743	740	684	724	887	872	883	0	39996
54	740	684	724	887	872	883	763	0	40883
55	684	724	887	872	883	763	731	0	41755
56	724	887	872	883	763	731	720	0	42638
57	887	872	883	763	731	720	704	0	43401
58	872	883	763	731	720	704	1063	0	44132
59	883	763	731	720	704	1063	895	0	44852
60	763	731	720	704	1063	895	766	0	45556
61	731	720	704	1063	895	766	732	0	46619
62	720	704	1063	895	766	732	696	0	47514
63	704	1063	895	766	732	696	1090	0	48280
64	1063	895	766	732	696	1090	895	0	49012
65	895	766	732	696	1090	895	774	0	49708
66	766	732	696	1090	895	774	731	0	50798
67	732	696	1090	895	774	731	709	0	51693
68	696	1090	895	774	731	709	700	0	52467
69	1090	895	774	731	709	700	712	0	53198
70	895	774	731	709	700	712	1066	0	53907
71	774	731	709	700	712	1066	899	0	54607
72	731	709	700	712	1066	899	805	0	55319
73	709	700	712	1066	899	805	755	0	56385
74	700	712	1066	899	805	755	751	0	57284
75	712	1066	899	805	755	751	747	0	58089
76	1066	899	805	755	751	747	1090	0	58844
77	899	805	755	751	747	1090	1728	0	59595
78	805	755	751	747	1090	1728	1501	0	60342
79	755	751	747	1090	1728	1501	1421	0	61432
80	751	747	1090	1728	1501	1421	1124	0	63160
81	747	1090	1728	1501	1421	1124	1650	0	64661
82	1090	1728	1501	1421	1124	1650	1479	0	66082
83	1728	1501	1421	1124	1650	1479	1704	0	67206
84	1501	1421	1124	1650	1479	1704	1591	0	68856
