index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	237	747	709	696	693	688	685	0	2389
4	747	709	696	693	688	685	673	0	3082
5	709	696	693	688	685	673	666	0	3770
6	696	693	688	685	673	666	646	0	4455
7	693	688	685	673	666	646	634	0	5128
8	688	685	673	666	646	634	634	0	5794
9	685	673	666	646	634	634	483	0	6440
10	673	666	646	634	634	483	782	0	7074
11	666	646	634	634	483	782	743	0	7708
12	646	634	634	483	782	743	724	1	8191
13	634	634	483	782	743	724	720	0	8973
14	634	483	782	743	724	720	727	0	9716
15	483	782	743	724	720	727	736	0	10440
16	782	743	724	720	727	736	719	0	11160
17	743	724	720	727	736	719	724	0	11887
18	724	720	727	736	719	724	736	0	12623
19	720	727	736	719	724	736	735	0	13342
20	727	736	719	724	736	735	724	0	14066
21	736	719	724	736	735	724	727	0	14802
22	719	724	736	735	724	727	724	0	15537
23	724	736	735	724	727	724	708	0	16261
24	736	735	724	727	724	708	666	0	16988
25	735	724	727	724	708	666	649	0	17712
26	724	727	724	708	666	649	646	0	18420
27	727	724	708	666	649	646	923	0	19086
28	724	708	666	649	646	923	859	0	19735
29	708	666	649	646	923	859	748	0	20381
30	666	649	646	923	859	748	743	0	21304
31	649	646	923	859	748	743	723	0	22163
32	646	923	859	748	743	723	716	0	22911
33	923	859	748	743	723	716	709	0	23654
34	859	748	743	723	716	709	696	0	24377
35	748	743	723	716	709	696	685	0	25093
36	743	723	716	709	696	685	669	0	25802
37	723	716	709	696	685	669	658	0	26498
38	716	709	696	685	669	658	650	0	27183
39	709	696	685	669	658	650	980	0	27852
40	696	685	669	658	650	980	802	0	28510
41	685	669	658	650	980	802	700	0	29160
42	669	658	650	980	802	700	669	0	30140
43	658	650	980	802	700	669	654	0	30942
44	650	980	802	700	669	654	642	0	31642
45	980	802	700	669	654	642	638	0	32311
46	802	700	669	654	642	638	638	0	32965
47	700	669	654	642	638	638	884	0	33607
48	669	654	642	638	638	884	828	0	34245
49	654	642	638	638	884	828	732	0	34883
50	642	638	638	884	828	732	677	0	35767
51	638	638	884	828	732	677	661	0	36595
52	638	884	828	732	677	661	642	0	37327
53	884	828	732	677	661	642	639	0	38004
54	828	732	677	661	642	639	634	0	38665
55	732	677	661	642	639	634	638	0	39307
56	677	661	642	639	634	638	638	0	39946
57	661	642	639	634	638	638	891	0	40580
58	642	639	634	638	638	891	782	0	41218
59	639	634	638	638	891	782	708	0	41856
60	634	638	638	891	782	708	666	0	42747
61	638	638	891	782	708	666	634	0	43529
62	638	891	782	708	666	634	619	0	44237
63	891	782	708	666	634	619	926	0	44903
64	782	708	666	634	619	926	844	0	45537
65	708	666	634	619	926	844	790	0	46156
66	666	634	619	926	844	790	782	0	47082
67	634	619	926	844	790	782	755	0	47926
68	619	926	844	790	782	755	739	0	48716
69	926	844	790	782	755	739	724	0	49498
70	844	790	782	755	739	724	708	0	50253
71	790	782	755	739	724	708	716	0	50992
72	782	755	739	724	708	716	700	0	51716
73	755	739	724	708	716	700	697	0	52424
74	739	724	708	716	700	697	681	0	53140
75	724	708	716	700	697	681	673	0	53840
76	708	716	700	697	681	673	665	0	54537
77	716	700	697	681	673	665	1000	0	55218
78	700	697	681	673	665	1000	868	0	55891
79	697	681	673	665	1000	868	774	0	56556
80	681	673	665	1000	868	774	709	0	57556
81	673	665	1000	868	774	709	681	0	58424
82	665	1000	868	774	709	681	665	0	59198
83	1000	868	774	709	681	665	650	0	59907
84	868	774	709	681	665	650	646	0	60588
85	774	709	681	665	650	646	638	0	61253
86	709	681	665	650	646	638	642	0	61903
87	681	665	650	646	638	642	957	0	62549
88	665	650	646	638	642	957	802	0	63187
89	650	646	638	642	957	802	696	0	63829
90	646	638	642	957	802	696	677	0	64786
91	638	642	957	802	696	677	665	0	65588
92	642	957	802	696	677	665	646	0	66284
93	957	802	696	677	665	646	642	0	66961
94	802	696	677	665	646	642	642	0	67626
95	696	677	665	646	642	642	635	0	68272
96	677	665	646	642	642	635	926	0	68914
97	665	646	642	642	635	926	829	0	69556
98	646	642	642	635	926	829	712	0	70191
99	642	642	635	926	829	712	681	0	71117
100	642	635	926	829	712	681	669	0	71946
101	635	926	829	712	681	669	657	0	72658
102	926	829	712	681	669	657	662	0	73339
103	829	712	681	669	657	662	977	0	74008
104	712	681	669	657	662	977	832	0	74665
105	681	669	657	662	977	832	712	0	75327
106	669	657	662	977	832	712	689	0	76304
107	657	662	977	832	712	689	665	0	77136
108	662	977	832	712	689	665	662	0	77848
109	977	832	712	689	665	662	654	0	78537
110	832	712	689	665	662	654	653	0	79202
111	712	689	665	662	654	653	658	0	79864
112	689	665	662	654	653	658	969	0	80518
113	665	662	654	653	658	969	817	0	81171
114	662	654	653	658	969	817	759	0	81829
115	654	653	658	969	817	759	696	0	82798
116	653	658	969	817	759	696	677	0	83615
117	658	969	817	759	696	677	650	0	84374
