index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	868	852	845	832	1269	1194	1187	0	3490
4	852	845	832	1269	1194	1187	1109	0	4759
5	845	832	1269	1194	1187	1109	907	0	5953
6	832	1269	1194	1187	1109	907	867	0	7140
7	1269	1194	1187	1109	907	867	864	0	8249
8	1194	1187	1109	907	867	864	864	0	9156
9	1187	1109	907	867	864	864	840	0	10023
10	1109	907	867	864	864	840	849	0	10887
11	907	867	864	864	840	849	891	0	11751
12	867	864	864	840	849	891	899	0	12591
13	864	864	840	849	891	899	863	0	13440
14	864	840	849	891	899	863	841	0	14331
15	840	849	891	899	863	841	1074	0	15230
16	849	891	899	863	841	1074	1152	0	16093
17	891	899	863	841	1074	1152	1089	0	16934
18	899	863	841	1074	1152	1089	961	0	18008
19	863	841	1074	1152	1089	961	903	0	19160
20	841	1074	1152	1089	961	903	879	0	20249
21	1074	1152	1089	961	903	879	845	0	21210
22	1152	1089	961	903	879	845	1011	0	22113
23	1089	961	903	879	845	1011	1136	0	22992
24	961	903	879	845	1011	1136	1105	0	23837
25	903	879	845	1011	1136	1105	1008	0	24848
26	879	845	1011	1136	1105	1008	1020	0	25984
27	845	1011	1136	1105	1008	1020	972	0	27089
28	1011	1136	1105	1008	1020	972	911	0	28097
29	1136	1105	1008	1020	972	911	879	0	29117
30	1105	1008	1020	972	911	879	841	0	30089
31	1008	1020	972	911	879	841	817	0	31000
32	1020	972	911	879	841	817	856	0	31879
33	972	911	879	841	817	856	875	0	32720
34	911	879	841	817	856	875	884	0	33537
35	879	841	817	856	875	884	860	0	34393
36	841	817	856	875	884	860	863	0	35268
37	817	856	875	884	860	863	845	0	36152
38	856	875	884	860	863	845	821	0	37012
39	875	884	860	863	845	821	801	0	37875
40	884	860	863	845	821	801	794	0	38720
41	860	863	845	821	801	794	790	0	39541
42	863	845	821	801	794	790	774	0	40342
43	845	821	801	794	790	774	763	0	41136
44	821	801	794	790	774	763	770	0	41926
45	801	794	790	774	763	770	775	0	42700
46	794	790	774	763	770	775	759	0	43463
47	790	774	763	770	775	759	782	0	44233
48	774	763	770	775	759	782	1054	0	45008
49	763	770	775	759	782	1054	1000	0	45767
50	770	775	759	782	1054	1000	996	0	46549
51	775	759	782	1054	1000	996	922	0	47603
52	759	782	1054	1000	996	922	845	0	48603
53	782	1054	1000	996	922	845	817	0	49599
54	1054	1000	996	922	845	817	798	0	50521
55	1000	996	922	845	817	798	778	0	51366
56	996	922	845	817	798	778	805	0	52183
57	922	845	817	798	778	805	810	0	52981
58	845	817	798	778	805	810	821	0	53759
59	817	798	778	805	810	821	813	0	54564
60	798	778	805	810	821	813	809	0	55374
61	778	805	810	821	813	809	813	0	56195
62	805	810	821	813	809	813	856	0	57008
63	810	821	813	809	813	856	860	0	57817
64	821	813	809	813	856	860	856	0	58630
65	813	809	813	856	860	856	845	0	59486
66	809	813	856	860	856	845	817	0	60346
67	813	856	860	856	845	817	848	0	61202
68	856	860	856	845	817	848	1004	0	62047
69	860	856	845	817	848	1004	1047	0	62864
70	856	845	817	848	1004	1047	1000	0	63712
71	845	817	848	1004	1047	1000	945	0	64716
72	817	848	1004	1047	1000	945	891	0	65763
73	848	1004	1047	1000	945	891	856	0	66763
74	1004	1047	1000	945	891	856	817	0	67708
75	1047	1000	945	891	856	817	794	0	68599
76	1000	945	891	856	817	794	778	0	69455
77	945	891	856	817	794	778	759	0	70272
78	891	856	817	794	778	759	771	0	71066
79	856	817	794	778	759	771	789	0	71844
80	817	794	778	759	771	789	833	0	72603
81	794	778	759	771	789	833	829	0	73374
82	778	759	771	789	833	829	821	0	74163
83	759	771	789	833	829	821	1144	0	74996
84	771	789	833	829	821	1144	1136	0	75825
85	789	833	829	821	1144	1136	1082	0	76646
86	833	829	821	1144	1136	1082	1004	0	77790
87	829	821	1144	1136	1082	1004	906	0	78926
88	821	1144	1136	1082	1004	906	833	0	80008
89	1144	1136	1082	1004	906	833	829	0	81012
90	1136	1082	1004	906	833	829	809	0	81918
91	1082	1004	906	833	829	809	829	0	82751
92	1004	906	833	829	809	829	883	0	83580
93	906	833	829	809	829	883	887	0	84389
94	833	829	809	829	883	887	872	0	85218
95	829	809	829	883	887	872	852	0	86101
96	809	829	883	887	872	852	1183	0	86988
97	829	883	887	872	852	1183	1159	0	87860
98	883	887	872	852	1183	1159	1168	0	88712
99	887	872	852	1183	1159	1168	1132	0	89895
100	872	852	1183	1159	1168	1132	1055	0	91054
