index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	634	708	522	1015	674	638	529	0	2879
4	708	522	1015	674	638	529	825	0	3553
5	522	1015	674	638	529	825	638	0	4191
6	1015	674	638	529	825	638	630	1	4720
7	674	638	529	825	638	630	541	0	5545
8	638	529	825	638	630	541	852	0	6183
9	529	825	638	630	541	852	658	0	6813
10	825	638	630	541	852	658	681	1	7354
11	638	630	541	852	658	681	587	0	8206
12	630	541	852	658	681	587	833	0	8864
13	541	852	658	681	587	833	677	0	9545
14	852	658	681	587	833	677	700	1	10132
15	658	681	587	833	677	700	483	0	10965
16	681	587	833	677	700	483	918	0	11642
17	587	833	677	700	483	918	650	0	12342
18	833	677	700	483	918	650	623	1	12825
19	677	700	483	918	650	623	614	0	13743
20	700	483	918	650	623	614	440	0	14393
21	483	918	650	623	614	440	786	0	15016
22	918	650	623	614	440	786	603	0	15630
23	650	623	614	440	786	603	634	1	16070
24	623	614	440	786	603	634	553	0	16856
25	614	440	786	603	634	553	759	0	17459
26	440	786	603	634	553	759	630	0	18093
27	786	603	634	553	759	630	658	1	18646
28	603	634	553	759	630	658	525	0	19405
29	634	553	759	630	658	525	879	0	20035
30	553	759	630	658	525	879	673	0	20693
31	759	630	658	525	879	673	681	1	21218
32	630	658	525	879	673	681	638	0	22097
33	658	525	879	673	681	638	390	0	22770
34	525	879	673	681	638	390	926	0	23451
35	879	673	681	638	390	926	634	0	24089
36	673	681	638	390	926	634	638	1	24479
37	681	638	390	926	634	638	506	0	25405
38	638	390	926	634	638	506	728	0	26039
39	390	926	634	638	506	728	599	0	26677
40	926	634	638	506	728	599	622	1	27183
41	634	638	506	728	599	622	533	0	27911
42	638	506	728	599	622	533	740	0	28510
43	506	728	599	622	533	740	591	0	29132
44	728	599	622	533	740	591	607	1	29665
45	599	622	533	740	591	607	572	0	30405
46	622	533	740	591	607	572	646	0	30996
47	533	740	591	607	572	646	584	0	31603
48	740	591	607	572	646	584	611	1	32175
49	591	607	572	646	584	611	661	0	32821
50	607	572	646	584	611	661	658	0	33405
51	572	646	584	611	661	658	673	0	34016
52	646	584	611	661	658	673	653	0	34677
53	584	611	661	658	673	653	639	0	35335
54	611	661	658	673	653	639	630	0	36008
55	661	658	673	653	639	630	611	0	36661
56	658	673	653	639	630	611	599	0	37300
57	673	653	639	630	611	599	580	0	37930
58	653	639	630	611	599	580	584	0	38541
59	639	630	611	599	580	584	591	0	39140
60	630	611	599	580	584	591	521	0	39720
61	611	599	580	584	591	521	736	0	40304
62	599	580	584	591	521	736	599	0	40895
63	580	584	591	521	736	599	611	1	41416
64	584	591	521	736	599	611	494	0	42152
65	591	521	736	599	611	494	669	0	42751
66	521	736	599	611	494	669	561	0	43362
67	736	599	611	494	669	561	556	1	43856
68	599	611	494	669	561	556	572	0	44525
69	611	494	669	561	556	572	661	0	45086
70	494	669	561	556	572	661	705	0	45642
71	669	561	556	572	661	705	720	0	46214
72	561	556	572	661	705	720	766	0	46875
73	556	572	661	705	720	766	518	0	47580
74	572	661	705	720	766	518	984	0	48300
75	661	705	720	766	518	984	642	0	49066
76	705	720	766	518	984	642	646	1	49584
77	720	766	518	984	642	646	611	0	50568
78	766	518	984	642	646	611	615	0	51210
79	518	984	642	646	611	615	595	0	51856
80	984	642	646	611	615	595	588	0	52467
81	642	646	611	615	595	588	591	0	53082
82	646	611	615	595	588	591	494	0	53677
83	611	615	595	588	591	494	810	0	54265
84	615	595	588	591	494	810	634	0	54856
85	595	588	591	494	810	634	615	1	55350
86	588	591	494	810	634	615	505	0	56160
87	591	494	810	634	615	505	705	0	56794
88	494	810	634	615	505	705	591	0	57409
89	810	634	615	505	705	591	611	1	57914
90	634	615	505	705	591	611	630	0	58619
91	615	505	705	591	611	630	498	0	59210
