index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	1042	845	887	1016	1182	1265	1230	0	3837
4	845	887	1016	1182	1265	1230	1245	0	5019
5	887	1016	1182	1265	1230	1245	1179	0	6284
6	1016	1182	1265	1230	1245	1179	1070	0	7514
7	1182	1265	1230	1245	1179	1070	622	0	8759
8	1265	1230	1245	1179	1070	622	1265	0	9938
9	1230	1245	1179	1070	622	1265	1000	0	11008
10	1245	1179	1070	622	1265	1000	549	1	11630
11	1179	1070	622	1265	1000	549	1202	0	12895
12	1070	622	1265	1000	549	1202	1019	0	13895
13	622	1265	1000	549	1202	1019	557	1	14444
14	1265	1000	549	1202	1019	557	1276	0	15646
15	1000	549	1202	1019	557	1276	685	0	16665
16	549	1202	1019	557	1276	685	1490	1	17222
17	1202	1019	557	1276	685	1490	576	0	18498
18	1019	557	1276	685	1490	576	1377	1	19183
19	557	1276	685	1490	576	1377	580	0	20673
20	1276	685	1490	576	1377	580	1370	1	21249
21	685	1490	576	1377	580	1370	607	0	22626
22	1490	576	1377	580	1370	607	1370	1	23206
23	576	1377	580	1370	607	1370	677	0	24576
24	1377	580	1370	607	1370	677	1618	1	25183
25	580	1370	607	1370	677	1618	1670	0	26553
26	1370	607	1370	677	1618	1670	1525	1	27230
27	607	1370	677	1618	1670	1525	1338	0	28848
28	1370	677	1618	1670	1525	1338	1210	0	30518
29	677	1618	1670	1525	1338	1210	549	0	32043
30	1618	1670	1525	1338	1210	549	1245	0	33381
31	1670	1525	1338	1210	549	1245	1008	0	34591
32	1525	1338	1210	549	1245	1008	568	1	35140
33	1338	1210	549	1245	1008	568	1164	0	36385
34	1210	549	1245	1008	568	1164	957	0	37393
35	549	1245	1008	568	1164	957	544	1	37961
36	1245	1008	568	1164	957	544	1187	0	39125
37	1008	568	1164	957	544	1187	1035	0	40082
38	568	1164	957	544	1187	1035	557	1	40626
39	1164	957	544	1187	1035	557	1284	0	41813
40	957	544	1187	1035	557	1284	653	0	42848
41	544	1187	1035	557	1284	653	1370	1	43405
42	1187	1035	557	1284	653	1370	630	0	44689
43	1035	557	1284	653	1370	630	1374	1	45342
44	557	1284	653	1370	630	1374	658	0	46712
45	1284	653	1370	630	1374	658	1463	1	47342
46	653	1370	630	1374	658	1463	568	0	48716
47	1370	630	1374	658	1463	568	1338	1	49374
48	630	1374	658	1463	568	1338	638	0	50837
49	1374	658	1463	568	1338	638	1417	1	51405
50	658	1463	568	1338	638	1417	587	0	52743
51	1463	568	1338	638	1417	587	1347	1	53381
52	568	1338	638	1417	587	1347	1295	0	54798
53	1338	638	1417	587	1347	1295	1179	1	55385
54	638	1417	587	1347	1295	1179	1222	0	56732
55	1417	587	1347	1295	1179	1222	556	0	58027
56	587	1347	1295	1179	1222	556	1261	0	59206
57	1347	1295	1179	1222	556	1261	1125	0	60428
58	1295	1179	1222	556	1261	1125	556	1	60984
59	1179	1222	556	1261	1125	556	1199	0	62245
60	1222	556	1261	1125	556	1199	1011	0	63370
61	556	1261	1125	556	1199	1011	568	1	63926
62	1261	1125	556	1199	1011	568	1226	0	65125
63	1125	556	1199	1011	568	1226	1058	0	66136
64	556	1199	1011	568	1226	1058	561	1	66704
65	1199	1011	568	1226	1058	561	1225	0	67930
66	1011	568	1226	1058	561	1225	1039	0	68988
67	568	1226	1058	561	1225	1039	557	1	69549
68	1226	1058	561	1225	1039	557	1171	0	70774
69	1058	561	1225	1039	557	1171	996	0	71813
70	561	1225	1039	557	1171	996	576	1	72370
71	1225	1039	557	1171	996	576	1241	0	73541
72	1039	557	1171	996	576	1241	669	0	74537
73	557	1171	996	576	1241	669	1428	1	75113
74	1171	996	576	1241	669	1428	576	0	76354
75	996	576	1241	669	1428	576	1354	1	77023
76	576	1241	669	1428	576	1354	619	0	78451
77	1241	669	1428	576	1354	619	1339	1	79027
78	669	1428	576	1354	619	1339	739	0	80381
79	1428	576	1354	619	1339	739	1467	1	81000
80	576	1354	619	1339	739	1467	568	0	82339
81	1354	619	1339	739	1467	568	1257	1	83078
82	619	1339	739	1467	568	1257	1046	0	84545
83	1339	739	1467	568	1257	1046	553	1	85113
84	739	1467	568	1257	1046	553	1233	0	86370
85	1467	568	1257	1046	553	1233	1043	0	87416
86	568	1257	1046	553	1233	1043	580	1	87969
87	1257	1046	553	1233	1043	580	1249	0	89202
88	1046	553	1233	1043	580	1249	1144	0	90245
89	553	1233	1043	580	1249	1144	564	1	90825
90	1233	1043	580	1249	1144	564	1253	0	92074
