index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	444	634	642	646	397	898	643	0	2366
4	634	642	646	397	898	643	634	1	2763
5	642	646	397	898	643	634	646	0	3661
6	646	397	898	643	634	646	626	0	4304
7	397	898	643	634	646	626	623	0	4938
8	898	643	634	646	626	623	614	0	5584
9	643	634	646	626	623	614	631	0	6210
10	634	646	626	623	614	631	626	0	6833
11	646	626	623	614	631	626	607	0	7447
12	626	623	614	631	626	607	638	0	8078
13	623	614	631	626	607	638	386	0	8704
14	614	631	626	607	638	386	891	0	9311
15	631	626	607	638	386	891	611	0	9949
16	626	607	638	386	891	611	626	1	10335
17	607	638	386	891	611	626	623	0	11226
18	638	386	891	611	626	623	614	0	11837
19	386	891	611	626	623	614	623	0	12463
20	891	611	626	623	614	623	615	0	13086
21	611	626	623	614	623	615	618	0	13700
22	626	623	614	623	615	618	619	0	14323
23	623	614	623	615	618	619	630	0	14938
24	614	623	615	618	619	630	642	0	15556
25	623	615	618	619	630	642	650	0	16175
26	615	618	619	630	642	650	654	0	16805
27	618	619	630	642	650	654	650	0	17447
28	619	630	642	650	654	650	661	0	18097
29	630	642	650	654	650	661	417	0	18751
30	642	650	654	650	661	417	930	0	19401
31	650	654	650	661	417	930	657	0	20062
32	654	650	661	417	930	657	654	1	20479
33	650	661	417	930	657	654	665	0	21409
34	661	417	930	657	654	665	638	0	22066
35	417	930	657	654	665	638	646	0	22720
36	930	657	654	665	638	646	642	0	23385
37	657	654	665	638	646	642	638	0	24023
38	654	665	638	646	642	638	646	0	24669
39	665	638	646	642	638	646	631	0	25311
40	638	646	642	638	646	631	630	0	25949
41	646	642	638	646	631	630	626	0	26595
42	642	638	646	631	630	626	631	0	27226
43	638	646	631	630	626	631	634	0	27856
44	646	631	630	626	631	634	630	0	28482
45	631	630	626	631	634	630	623	0	29113
46	630	626	631	634	630	623	611	0	29747
47	626	631	634	630	623	611	615	0	30377
48	631	634	630	623	611	615	626	0	31000
49	634	630	623	611	615	626	381	0	31611
50	630	623	611	615	626	381	880	0	32226
51	623	611	615	626	381	880	615	0	32852
52	611	615	626	381	880	615	607	1	33233
53	615	626	381	880	615	607	626	0	34113
54	626	381	880	615	607	626	588	0	34728
55	381	880	615	607	626	588	614	0	35335
56	880	615	607	626	588	614	600	0	35961
57	615	607	626	588	614	600	607	0	36549
58	607	626	588	614	600	607	603	0	37163
59	626	588	614	600	607	603	607	0	37763
60	588	614	600	607	603	607	607	0	38370
61	614	600	607	603	607	607	603	0	38973
62	600	607	603	607	607	603	607	0	39580
63	607	603	607	607	603	607	615	0	40187
64	603	607	607	603	607	615	381	0	40790
65	607	607	603	607	615	381	864	0	41397
66	607	603	607	615	381	864	611	0	42012
67	603	607	615	381	864	611	622	1	42393
68	607	615	381	864	611	622	607	0	43257
69	615	381	864	611	622	607	603	0	43868
70	381	864	611	622	607	603	596	0	44490
71	864	611	622	607	603	596	599	0	45097
72	611	622	607	603	596	599	603	0	45700
73	622	607	603	596	599	603	603	0	46296
74	607	603	596	599	603	603	607	0	46895
75	603	596	599	603	603	607	599	0	47498
76	596	599	603	603	607	599	607	0	48101
77	599	603	603	607	599	607	607	0	48708
78	603	603	607	599	607	607	611	0	49307
79	603	607	599	607	607	611	607	0	49914
80	607	599	607	607	611	607	603	0	50521
81	599	607	607	611	607	603	619	0	51132
82	607	607	611	607	603	619	595	0	51739
83	607	611	607	603	619	595	611	0	52342
84	611	607	603	619	595	611	611	0	52961
85	607	603	619	595	611	611	599	0	53556
86	603	619	595	611	611	599	604	0	54167
87	619	595	611	611	599	604	610	0	54778
88	595	611	611	599	604	610	611	0	55377
89	611	611	599	604	610	611	615	0	55981
90	611	599	604	610	611	615	611	0	56591
91	599	604	610	611	615	611	607	0	57202
92	604	610	611	615	611	607	607	0	57817
93	610	611	615	611	607	607	615	0	58428
94	611	615	611	607	607	615	618	0	59035
95	615	611	607	607	615	618	592	0	59642
96	611	607	607	615	618	592	615	0	60257
97	607	607	615	618	592	615	381	0	60875
98	607	615	618	592	615	381	848	0	61467
99	615	618	592	615	381	848	603	0	62082
100	618	592	615	381	848	603	619	1	62463
101	592	615	381	848	603	619	615	0	63311
102	615	381	848	603	619	615	607	0	63914
103	381	848	603	619	615	607	615	0	64533
104	848	603	619	615	607	615	626	0	65148
105	603	619	615	607	615	626	428	0	65755
106	619	615	607	615	626	428	833	0	66370
107	615	607	615	626	428	833	630	0	66996
108	607	615	626	428	833	630	627	1	67424
109	615	626	428	833	630	627	626	0	68257
110	626	428	833	630	627	626	405	0	68887
111	428	833	630	627	626	405	856	0	69514
112	833	630	627	626	405	856	622	0	70140
113	630	627	626	405	856	622	627	1	70545
114	627	626	405	856	622	627	618	0	71401
115	626	405	856	622	627	618	405	0	72023
116	405	856	622	627	618	405	860	0	72650
117	856	622	627	618	405	860	615	0	73268
118	622	627	618	405	860	615	626	1	73673
119	627	618	405	860	615	626	607	0	74533
120	618	405	860	615	626	607	615	0	75148
121	405	860	615	626	607	615	599	0	75774
122	860	615	626	607	615	599	611	0	76381
123	615	626	607	615	599	611	603	0	76996
124	626	607	615	599	611	603	603	0	77595
125	607	615	599	611	603	603	623	0	78206
126	615	599	611	603	603	623	603	0	78809
127	599	611	603	603	623	603	615	0	79412
128	611	603	603	623	603	615	619	0	80035
129	603	603	623	603	615	619	618	0	80638
130	603	623	603	615	619	618	627	0	81253
131	623	603	615	619	618	627	626	0	81872
132	603	615	619	618	627	626	627	0	82490
133	615	619	618	627	626	627	630	0	83117
134	619	618	627	626	627	630	634	0	83743
135	618	627	626	627	630	634	634	0	84370
136	627	626	627	630	634	634	405	0	85000
137	626	627	630	634	634	405	883	0	85634
138	627	630	634	634	405	883	658	0	86268
139	630	634	634	405	883	658	646	1	86673
140	634	634	405	883	658	646	650	0	87556
141	634	405	883	658	646	650	389	0	88214
142	405	883	658	646	650	389	922	0	88860
143	883	658	646	650	389	922	459	0	89510
144	658	646	650	389	922	459	837	1	89899
145	646	650	389	922	459	837	646	0	90821
146	650	389	922	459	837	646	642	1	91280
147	389	922	459	837	646	642	397	0	92117
148	922	459	837	646	642	397	894	0	92763
149	459	837	646	642	397	894	662	0	93405
150	837	646	642	397	894	662	658	1	93802
151	646	642	397	894	662	658	389	0	94696
152	642	397	894	662	658	389	953	0	95358
153	397	894	662	658	389	953	447	0	96016
154	894	662	658	389	953	447	903	1	96405
155	662	658	389	953	447	903	681	0	97358
156	658	389	953	447	903	681	669	1	97805
157	389	953	447	903	681	669	666	0	98708
158	953	447	903	681	669	666	673	0	99389
159	447	903	681	669	666	673	416	0	100058
160	903	681	669	666	673	416	930	0	100724
161	681	669	666	673	416	930	669	0	101397
162	669	666	673	416	930	669	650	1	101813
163	666	673	416	930	669	650	658	0	102743
164	673	416	930	669	650	658	385	0	103412
165	416	930	669	650	658	385	938	0	104062
166	930	669	650	658	385	938	661	0	104720
167	669	650	658	385	938	661	662	1	105105
168	650	658	385	938	661	662	673	0	106043
169	658	385	938	661	662	673	385	0	106704
170	385	938	661	662	673	385	973	0	107366
171	938	661	662	673	385	973	685	0	108039
172	661	662	673	385	973	685	673	1	108424
173	662	673	385	973	685	673	677	0	109397
174	673	385	973	685	673	677	385	0	110082
175	385	973	685	673	677	385	992	0	110755
176	973	685	673	677	385	992	456	0	111432
177	685	673	677	385	992	456	937	1	111817
178	673	677	385	992	456	937	693	0	112809
179	677	385	992	456	937	693	681	1	113265
180	385	992	456	937	693	681	389	0	114202
181	992	456	937	693	681	389	977	0	114895
182	456	937	693	681	389	977	684	0	115576
183	937	693	681	389	977	684	666	1	115965
184	693	681	389	977	684	666	669	0	116942
185	681	389	977	684	666	669	665	0	117626
186	389	977	684	666	669	665	662	0	118292
187	977	684	666	669	665	662	661	0	118961
188	684	666	669	665	662	661	662	0	119626
189	666	669	665	662	661	662	669	0	120288
190	669	665	662	661	662	669	669	0	120949
191	665	662	661	662	669	669	409	0	121611
192	662	661	662	669	669	409	961	0	122280
193	661	662	669	669	409	961	677	0	122949
194	662	669	669	409	961	677	677	1	123358
195	669	669	409	961	677	677	677	0	124319
196	669	409	961	677	677	677	669	0	124996
197	409	961	677	677	677	669	471	0	125673
198	961	677	677	677	669	471	891	0	126350
199	677	677	677	669	471	891	670	0	127019
200	677	677	669	471	891	670	661	1	127490
201	677	669	471	891	670	661	413	0	128381
202	669	471	891	670	661	413	937	0	129051
203	471	891	670	661	413	937	673	0	129712
204	891	670	661	413	937	673	658	1	130125
205	670	661	413	937	673	658	665	0	131062
206	661	413	937	673	658	665	654	0	131735
207	413	937	673	658	665	654	673	0	132393
208	937	673	658	665	654	673	666	0	133058
209	673	658	665	654	673	666	692	0	133712
210	658	665	654	673	666	692	704	0	134385
211	665	654	673	666	692	704	705	0	135051
212	654	673	666	692	704	705	716	0	135743
213	673	666	692	704	705	716	708	0	136447
214	666	692	704	705	716	708	704	0	137152
215	692	704	705	716	708	704	712	0	137868
216	704	705	716	708	704	712	704	0	138576
217	705	716	708	704	712	704	479	0	139280
218	716	708	704	712	704	479	922	0	139992
219	708	704	712	704	479	922	685	0	140696
220	704	712	704	479	922	685	413	1	141175
221	712	704	479	922	685	413	957	0	142097
222	704	479	922	685	413	957	692	0	142782
223	479	922	685	413	957	692	685	1	143195
224	922	685	413	957	692	685	397	0	144152
225	685	413	957	692	685	397	977	0	144844
226	413	957	692	685	397	977	685	0	145529
227	957	692	685	397	977	685	404	1	145926
228	692	685	397	977	685	404	996	0	146903
229	685	397	977	685	404	996	693	0	147588
230	397	977	685	404	996	693	700	1	147992
231	977	685	404	996	693	700	393	0	148988
232	685	404	996	693	700	393	1004	0	149681
233	404	996	693	700	393	1004	708	0	150381
234	996	693	700	393	1004	708	401	1	150774
235	693	700	393	1004	708	401	1020	0	151778
236	700	393	1004	708	401	1020	719	0	152486
237	393	1004	708	401	1020	719	716	1	152887
238	1004	708	401	1020	719	716	393	0	153907
239	708	401	1020	719	716	393	1043	0	154626
240	401	1020	719	716	393	1043	704	0	155342
241	1020	719	716	393	1043	704	409	1	155735
242	719	716	393	1043	704	409	1012	0	156778
243	716	393	1043	704	409	1012	696	0	157482
244	393	1043	704	409	1012	696	424	1	157891
245	1043	704	409	1012	696	424	985	0	158903
246	704	409	1012	696	424	985	700	0	159599
247	409	1012	696	424	985	700	697	1	160023
248	1012	696	424	985	700	697	393	0	161008
249	696	424	985	700	697	393	1007	0	161708
250	424	985	700	697	393	1007	709	0	162405
251	985	700	697	393	1007	709	397	1	162798
252	700	697	393	1007	709	397	996	0	163805
253	697	393	1007	709	397	996	684	0	164514
254	393	1007	709	397	996	684	689	1	164911
255	1007	709	397	996	684	689	397	0	165907
256	709	397	996	684	689	397	977	0	166591
257	397	996	684	689	397	977	685	0	167280
258	996	684	689	397	977	685	700	1	167677
259	684	689	397	977	685	700	393	0	168654
260	689	397	977	685	700	393	973	0	169339
261	397	977	685	700	393	973	669	0	170039
262	977	685	700	393	973	669	681	1	170432
263	685	700	393	973	669	681	401	0	171405
264	700	393	973	669	681	401	965	0	172074
265	393	973	669	681	401	965	673	0	172755
266	973	669	681	401	965	673	677	1	173156
267	669	681	401	965	673	677	404	0	174121
268	681	401	965	673	677	404	977	0	174794
269	401	965	673	677	404	977	704	0	175471
270	965	673	677	404	977	704	701	1	175875
271	673	677	404	977	704	701	393	0	176852
272	677	404	977	704	701	393	1004	0	177556
273	404	977	704	701	393	1004	704	0	178257
274	977	704	701	393	1004	704	700	1	178650
275	704	701	393	1004	704	700	393	0	179654
