index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	280	790	794	801	806	813	825	0	2665
4	790	794	801	806	813	825	833	0	3471
5	794	801	806	813	825	833	840	0	4284
6	801	806	813	825	833	840	852	0	5109
7	806	813	825	833	840	852	864	0	5942
8	813	825	833	840	852	864	856	0	6782
9	825	833	840	852	864	856	860	0	7634
10	833	840	852	864	856	860	864	0	8498
11	840	852	864	856	860	864	844	0	9354
12	852	864	856	860	864	844	848	0	10214
13	864	856	860	864	844	848	837	0	11078
14	856	860	864	844	848	837	829	0	11922
15	860	864	844	848	837	829	817	0	12770
16	864	844	848	837	829	817	809	0	13607
17	844	848	837	829	817	809	798	0	14436
18	848	837	829	817	809	798	794	0	15253
19	837	829	817	809	798	794	797	0	16062
20	829	817	809	798	794	797	786	0	16860
21	817	809	798	794	797	786	786	0	17654
22	809	798	794	797	786	786	786	0	18451
23	798	794	797	786	786	786	786	0	19237
24	794	797	786	786	786	786	775	0	20023
25	797	786	786	786	786	775	782	0	20809
26	786	786	786	786	775	782	774	0	21595
27	786	786	786	775	782	774	774	0	22370
28	786	786	775	782	774	774	767	0	23152
29	786	775	782	774	774	767	766	0	23926
30	775	782	774	774	767	766	771	0	24700
31	782	774	774	767	766	771	790	0	25467
32	774	774	767	766	771	790	770	0	26233
33	774	767	766	771	790	770	518	0	27004
34	767	766	771	790	770	518	1062	0	27794
35	766	771	790	770	518	1062	767	0	28564
36	771	790	770	518	1062	767	774	1	29082
37	790	770	518	1062	767	774	766	0	30144
38	770	518	1062	767	774	766	736	0	30911
39	518	1062	767	774	766	736	786	0	31685
40	1062	767	774	766	736	786	762	0	32451
41	767	774	766	736	786	762	786	0	33187
42	774	766	736	786	762	786	783	0	33973
43	766	736	786	762	786	783	789	0	34735
44	736	786	762	786	783	789	806	0	35521
45	786	762	786	783	789	806	801	0	36304
46	762	786	783	789	806	801	818	0	37093
47	786	783	789	806	801	818	778	0	37899
48	783	789	806	801	818	778	786	0	38700
49	789	806	801	818	778	786	793	0	39518
50	806	801	818	778	786	793	794	0	40296
51	801	818	778	786	793	794	790	0	41082
52	818	778	786	793	794	790	806	0	41875
53	778	786	793	794	790	806	797	0	42669
54	786	793	794	790	806	797	802	0	43459
55	793	794	790	806	797	802	801	0	44265
56	794	790	806	797	802	801	802	0	45062
57	790	806	797	802	801	802	805	0	45864
58	806	797	802	801	802	805	810	0	46665
59	797	802	801	802	805	810	817	0	47467
60	802	801	802	805	810	817	829	0	48272
61	801	802	805	810	817	829	817	0	49082
62	802	805	810	817	829	817	832	0	49899
63	805	810	817	829	817	832	829	0	50728
64	810	817	829	817	832	829	825	0	51545
65	817	829	817	832	829	825	841	0	52377
66	829	817	832	829	825	841	828	0	53206
67	817	832	829	825	841	828	829	0	54031
68	832	829	825	841	828	829	825	0	54872
69	829	825	841	828	829	825	809	0	55700
70	825	841	828	829	825	809	821	0	56529
71	841	828	829	825	809	821	821	0	57354
72	828	829	825	809	821	821	825	0	58163
73	829	825	809	821	821	825	821	0	58984
74	825	809	821	821	825	821	817	0	59805
75	809	821	821	825	821	817	810	0	60630
76	821	821	825	821	817	810	840	0	61451
77	821	825	821	817	810	840	821	0	62268
78	825	821	817	810	840	821	829	0	63078
79	821	817	810	840	821	829	825	0	63918
80	817	810	840	821	829	825	805	0	64739
81	810	840	821	829	825	805	802	0	65568
82	840	821	829	825	805	802	802	0	66393
83	821	829	825	805	802	802	805	0	67198
84	829	825	805	802	802	805	817	0	68000
85	825	805	802	802	805	817	817	0	68802
86	805	802	802	805	817	817	821	0	69607
87	802	802	805	817	817	821	821	0	70424
88	802	805	817	817	821	821	817	0	71241
89	805	817	817	821	821	817	810	0	72062
90	817	817	821	821	817	810	809	0	72883
91	817	821	821	817	810	809	809	0	73700
92	821	821	817	810	809	809	821	0	74510
93	821	817	810	809	809	821	814	0	75319
94	817	810	809	809	821	814	809	0	76128
95	810	809	809	821	814	809	821	0	76949
96	809	809	821	814	809	821	790	0	77763
97	809	821	814	809	821	790	801	0	78572
98	821	814	809	821	790	801	814	0	79393
99	814	809	821	790	801	814	813	0	80183
100	809	821	790	801	814	813	829	0	80984
101	821	790	801	814	813	829	821	0	81798
102	790	801	814	813	829	821	817	0	82611
103	801	814	813	829	821	817	825	0	83440
104	814	813	829	821	817	825	809	0	84261
105	813	829	821	817	825	809	790	0	85078
106	829	821	817	825	809	790	778	0	85903
107	821	817	825	809	790	778	782	0	86712
108	817	825	809	790	778	782	810	0	87502
109	825	809	790	778	782	810	786	0	88280
110	809	790	778	782	810	786	813	0	89062
111	790	778	782	810	786	813	809	0	89872
112	778	782	810	786	813	809	809	0	90658
113	782	810	786	813	809	809	810	0	91471
114	810	786	813	809	809	810	805	0	92280
