index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	669	420	1137	739	409	1000	638	0	2965
4	420	1137	739	409	1000	638	439	1	3374
5	1137	739	409	1000	638	439	891	0	4374
6	739	409	1000	638	439	891	650	0	5012
7	409	1000	638	439	891	650	642	1	5451
8	1000	638	439	891	650	642	670	0	6342
9	638	439	891	650	642	670	677	0	6992
10	439	891	650	642	670	677	680	0	7634
11	891	650	642	670	677	680	658	0	8304
12	650	642	670	677	680	658	654	0	8981
13	642	670	677	680	658	654	669	0	9661
14	670	677	680	658	654	669	412	0	10319
15	677	680	658	654	669	412	1039	0	10973
16	680	658	654	669	412	1039	782	0	11642
17	658	654	669	412	1039	782	425	1	12054
18	654	669	412	1039	782	425	996	0	13093
19	669	412	1039	782	425	996	673	0	13875
20	412	1039	782	425	996	673	420	1	14300
21	1039	782	425	996	673	420	922	0	15296
22	782	425	996	673	420	922	654	0	15969
23	425	996	673	420	922	654	630	1	16389
24	996	673	420	922	654	630	635	0	17311
25	673	420	922	654	630	635	618	0	17965
26	420	922	654	630	635	618	619	0	18595
27	922	654	630	635	618	619	615	0	19230
28	654	630	635	618	619	615	626	0	19848
29	630	635	618	619	615	626	666	0	20467
30	635	618	619	615	626	666	665	0	21082
31	618	619	615	626	666	665	661	0	21708
32	619	615	626	666	665	661	646	0	22374
33	615	626	666	665	661	646	638	0	23039
34	626	666	665	661	646	638	635	0	23700
35	666	665	661	646	638	635	626	0	24346
36	665	661	646	638	635	626	623	0	24984
37	661	646	638	635	626	623	622	0	25619
38	646	638	635	626	623	622	619	0	26245
39	638	635	626	623	622	619	615	0	26868
40	635	626	623	622	619	615	618	0	27490
41	626	623	622	619	615	618	607	0	28109
42	623	622	619	615	618	607	600	0	28724
43	622	619	615	618	607	600	599	0	29342
44	619	615	618	607	600	599	595	0	29949
45	615	618	607	600	599	595	607	0	30549
46	618	607	600	599	595	607	615	0	31148
47	607	600	599	595	607	615	424	0	31743
48	600	599	595	607	615	424	833	0	32350
49	599	595	607	615	424	833	603	0	32965
50	595	607	615	424	833	603	447	1	33389
51	607	615	424	833	603	447	779	0	34222
52	615	424	833	603	447	779	603	0	34825
53	424	833	603	447	779	603	447	1	35272
54	833	603	447	779	603	447	728	0	36051
55	603	447	779	603	447	728	580	0	36654
56	447	779	603	447	728	580	575	1	37101
57	779	603	447	728	580	575	428	0	37829
58	603	447	728	580	575	428	767	0	38409
59	447	728	580	575	428	767	588	0	38984
60	728	580	575	428	767	588	587	1	39412
61	580	575	428	767	588	587	416	0	40179
62	575	428	767	588	587	416	837	0	40767
63	428	767	588	587	416	837	669	0	41354
64	767	588	587	416	837	669	627	1	41770
65	588	587	416	837	669	627	646	0	42607
66	587	416	837	669	627	646	649	0	43276
67	416	837	669	627	646	649	642	0	43903
68	837	669	627	646	649	642	623	0	44549
69	669	627	646	649	642	623	658	0	45198
70	627	646	649	642	623	658	665	0	45840
71	646	649	642	623	658	665	650	0	46463
72	649	642	623	658	665	650	650	0	47121
73	642	623	658	665	650	650	669	0	47786
74	623	658	665	650	650	669	681	0	48436
75	658	665	650	650	669	681	692	0	49086
76	665	650	650	669	681	692	674	0	49755
77	650	650	669	681	692	674	649	0	50436
78	650	669	681	692	674	649	674	0	51128
79	669	681	692	674	649	674	688	0	51802
80	681	692	674	649	674	688	689	0	52451
81	692	674	649	674	688	689	693	0	53125
82	674	649	674	688	689	693	439	0	53813
83	649	674	688	689	693	439	934	0	54502
84	674	688	689	693	439	934	654	0	55195
85	688	689	693	439	934	654	428	1	55634
86	689	693	439	934	654	428	910	0	56568
87	693	439	934	654	428	910	701	0	57222
88	439	934	654	428	910	701	455	1	57650
89	934	654	428	910	701	455	903	0	58560
90	654	428	910	701	455	903	688	0	59261
91	428	910	701	455	903	688	650	1	59716
92	910	701	455	903	688	650	662	0	60619
93	701	455	903	688	650	662	688	0	61307
94	455	903	688	650	662	688	736	0	61957
95	903	688	650	662	688	736	420	0	62619
96	688	650	662	688	736	420	1156	0	63307
97	650	662	688	736	420	1156	774	0	64043
98	662	688	736	420	1156	774	424	1	64463
99	688	736	420	1156	774	424	1051	0	65619
100	736	420	1156	774	424	1051	661	0	66393
101	420	1156	774	424	1051	661	432	1	66817
102	1156	774	424	1051	661	432	868	0	67868
103	774	424	1051	661	432	868	665	0	68529
104	424	1051	661	432	868	665	646	1	68961
105	1051	661	432	868	665	646	654	0	69829
106	661	432	868	665	646	654	638	0	70494
107	432	868	665	646	654	638	440	0	71140
108	868	665	646	654	638	440	945	0	71794
109	665	646	654	638	440	945	798	0	72432
110	646	654	638	440	945	798	755	1	72872
111	654	638	440	945	798	755	412	0	73817
112	638	440	945	798	755	412	1070	0	74615
113	440	945	798	755	412	1070	685	0	75370
114	945	798	755	412	1070	685	428	1	75782
115	798	755	412	1070	685	428	922	0	76852
116	755	412	1070	685	428	922	681	0	77537
117	412	1070	685	428	922	681	673	1	77965
118	1070	685	428	922	681	673	417	0	78887
119	685	428	922	681	673	417	918	0	79568
120	428	922	681	673	417	918	654	0	80241
121	922	681	673	417	918	654	431	1	80658
122	681	673	417	918	654	431	888	0	81576
123	673	417	918	654	431	888	661	0	82230
124	417	918	654	431	888	661	646	1	82661
125	918	654	431	888	661	646	412	0	83549
126	654	431	888	661	646	412	973	0	84210
127	431	888	661	646	412	973	786	0	84856
128	888	661	646	412	973	786	794	1	85268
129	661	646	412	973	786	794	416	0	86241
130	646	412	973	786	794	416	545	0	87027
131	412	973	786	794	416	545	697	0	87821
132	973	786	794	416	545	697	432	1	88237
133	786	794	416	545	697	432	350	0	88782
134	794	416	545	697	432	350	840	0	89479
135	416	545	697	432	350	840	774	1	89911
136	545	697	432	350	840	774	783	1	90261
137	697	432	350	840	774	783	424	0	91101
138	432	350	840	774	783	424	1202	0	91875
139	350	840	774	783	424	1202	798	0	92658
140	840	774	783	424	1202	798	782	1	93082
141	774	783	424	1202	798	782	412	0	94284
142	783	424	1202	798	782	412	1203	0	95082
143	424	1202	798	782	412	1203	789	0	95864
144	1202	798	782	412	1203	789	794	1	96276
145	798	782	412	1203	789	794	417	0	97479
146	782	412	1203	789	794	417	1190	0	98268
147	412	1203	789	794	417	1190	775	0	99062
148	1203	789	794	417	1190	775	786	1	99479
149	789	794	417	1190	775	786	412	0	100669
150	794	417	1190	775	786	412	514	0	101444
151	417	1190	775	786	412	514	731	0	102230
152	1190	775	786	412	514	731	837	1	102642
153	775	786	412	514	731	837	455	0	103156
154	786	412	514	731	837	455	1237	0	103887
155	412	514	731	837	455	1237	841	0	104724
156	514	731	837	455	1237	841	432	1	105179
157	731	837	455	1237	841	432	517	0	106416
158	837	455	1237	841	432	517	712	0	107257
159	455	1237	841	432	517	712	817	1	107689
160	1237	841	432	517	712	817	806	0	108206
161	841	432	517	712	817	806	405	0	108918
162	432	517	712	817	806	405	1229	0	109735
163	517	712	817	806	405	1229	813	0	110541
164	712	817	806	405	1229	813	428	1	110946
165	817	806	405	1229	813	428	510	0	112175
166	806	405	1229	813	428	510	681	0	112988
167	405	1229	813	428	510	681	805	1	113416
168	1229	813	428	510	681	805	825	0	113926
169	813	428	510	681	805	825	413	0	114607
170	428	510	681	805	825	413	521	0	115412
171	510	681	805	825	413	521	755	0	116237
172	681	805	825	413	521	755	829	1	116650
173	805	825	413	521	755	829	852	0	117171
174	825	413	521	755	829	852	409	0	117926
175	413	521	755	829	852	409	529	0	118755
176	521	755	829	852	409	529	770	0	119607
177	755	829	852	409	529	770	833	1	120016
178	829	852	409	529	770	833	432	0	120545
179	852	409	529	770	833	432	1198	0	121315
180	409	529	770	833	432	1198	798	0	122148
181	529	770	833	432	1198	798	782	1	122580
182	770	833	432	1198	798	782	786	0	123778
183	833	432	1198	798	782	786	786	0	124576
184	432	1198	798	782	786	786	790	0	125358
185	1198	798	782	786	786	790	790	0	126144
186	798	782	786	786	790	790	412	0	126930
187	782	786	786	790	790	412	522	0	127720
188	786	786	790	790	412	522	684	0	128510
189	786	790	790	412	522	684	794	1	128922
190	790	790	412	522	684	794	790	0	129444
191	790	412	522	684	794	790	420	0	130128
192	412	522	684	794	790	420	1172	0	130922
193	522	684	794	790	420	1172	789	0	131712
194	684	794	790	420	1172	789	425	1	132132
195	794	790	420	1172	789	425	1120	0	133304
196	790	420	1172	789	425	1120	689	0	134093
197	420	1172	789	425	1120	689	424	1	134518
198	1172	789	425	1120	689	424	918	0	135638
199	789	425	1120	689	424	918	642	0	136327
200	425	1120	689	424	918	642	611	1	136751
201	1120	689	424	918	642	611	420	0	137669
202	689	424	918	642	611	420	845	0	138311
203	424	918	642	611	420	845	618	0	138922
204	918	642	611	420	845	618	428	1	139342
205	642	611	420	845	618	428	825	0	140187
206	611	420	845	618	428	825	607	0	140805
207	420	845	618	428	825	607	600	1	141233
208	845	618	428	825	607	600	447	0	142058
209	618	428	825	607	600	447	751	0	142665
210	428	825	607	600	447	751	591	0	143265
211	825	607	600	447	751	591	592	1	143712
212	607	600	447	751	591	592	591	0	144463
213	600	447	751	591	592	591	603	0	145054
214	447	751	591	592	591	603	417	0	145646
215	751	591	592	591	603	417	910	0	146237
216	591	592	591	603	417	910	677	0	146840
217	592	591	603	417	910	677	452	1	147257
218	591	603	417	910	677	452	875	0	148167
219	603	417	910	677	452	875	631	0	148844
220	417	910	677	452	875	631	645	1	149296
221	910	677	452	875	631	645	650	0	150171
222	677	452	875	631	645	650	619	0	150802
223	452	875	631	645	650	619	638	0	151447
224	875	631	645	650	619	638	677	0	152097
225	631	645	650	619	638	677	673	0	152716
226	645	650	619	638	677	673	413	0	153354
227	650	619	638	677	673	413	1109	0	154031
228	619	638	677	673	413	1109	840	0	154704
229	638	677	673	413	1109	840	444	1	155117
230	677	673	413	1109	840	444	1058	0	156226
231	673	413	1109	840	444	1058	700	0	157066
232	413	1109	840	444	1058	700	448	1	157510
233	1109	840	444	1058	700	448	914	0	158568
234	840	444	1058	700	448	914	654	0	159268
235	444	1058	700	448	914	654	642	1	159716
236	1058	700	448	914	654	642	630	0	160630
237	700	448	914	654	642	630	662	0	161284
238	448	914	654	642	630	662	657	0	161926
239	914	654	642	630	662	657	713	0	162556
240	654	642	630	662	657	713	906	0	163218
241	642	630	662	657	713	906	930	0	163875
242	630	662	657	713	906	930	790	0	164588
243	662	657	713	906	930	790	412	0	165494
244	657	713	906	930	790	412	1211	0	166424
245	713	906	930	790	412	1211	778	0	167214
246	906	930	790	412	1211	778	782	1	167626
247	930	790	412	1211	778	782	420	0	168837
248	790	412	1211	778	782	420	1140	0	169615
249	412	1211	778	782	420	1140	728	0	170397
250	1211	778	782	420	1140	728	669	1	170817
251	778	782	420	1140	728	669	424	0	171957
252	782	420	1140	728	669	424	1171	0	172685
253	420	1140	728	669	424	1171	763	0	173354
254	1140	728	669	424	1171	763	448	1	173778
255	728	669	424	1171	763	448	1136	0	174949
256	669	424	1171	763	448	1136	770	0	175712
257	424	1171	763	448	1136	770	463	1	176160
258	1171	763	448	1136	770	463	1121	0	177296
259	763	448	1136	770	463	1121	786	0	178066
260	448	1136	770	463	1121	786	455	1	178529
261	1136	770	463	1121	786	455	1097	0	179650
262	770	463	1121	786	455	1097	775	0	180436
263	463	1121	786	455	1097	775	774	1	180891
264	1121	786	455	1097	775	774	420	0	181988
265	786	455	1097	775	774	420	1160	0	182763
266	455	1097	775	774	420	1160	766	0	183537
267	1097	775	774	420	1160	766	775	1	183957
268	775	774	420	1160	766	775	420	0	185117
269	774	420	1160	766	775	420	1163	0	185883
270	420	1160	766	775	420	1163	747	0	186658
271	1160	766	775	420	1163	747	779	1	187078
272	766	775	420	1163	747	779	766	0	188241
273	775	420	1163	747	779	766	782	0	188988
274	420	1163	747	779	766	782	813	0	189767
275	1163	747	779	766	782	813	417	0	190533
276	747	779	766	782	813	417	1225	0	191315
