index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	642	720	743	759	747	673	560	0	2864
4	720	743	759	747	673	560	849	0	3611
5	743	759	747	673	560	849	754	0	4284
6	759	747	673	560	849	754	740	1	4844
7	747	673	560	849	754	740	751	0	5693
8	673	560	849	754	740	751	700	0	6447
9	560	849	754	740	751	700	732	0	7187
10	849	754	740	751	700	732	727	0	7938
11	754	740	751	700	732	727	599	0	8638
12	740	751	700	732	727	599	853	0	9370
13	751	700	732	727	599	853	774	0	10097
14	700	732	727	599	853	774	743	1	10696
15	732	727	599	853	774	743	763	0	11549
16	727	599	853	774	743	763	735	0	12323
17	599	853	774	743	763	735	778	0	13066
18	853	774	743	763	735	778	740	0	13829
19	774	743	763	735	778	740	762	0	14564
20	743	763	735	778	740	762	763	0	15342
21	763	735	778	740	762	763	751	0	16082
22	735	778	740	762	763	751	767	0	16844
23	778	740	762	763	751	767	739	0	17607
24	740	762	763	751	767	739	778	0	18358
25	762	763	751	767	739	778	755	0	19125
26	763	751	767	739	778	755	696	0	19864
27	751	767	739	778	755	696	759	0	20642
28	767	739	778	755	696	759	701	0	21397
29	739	778	755	696	759	701	747	0	22093
30	778	755	696	759	701	747	719	0	22852
31	755	696	759	701	747	719	736	0	23553
32	696	759	701	747	719	736	720	0	24300
33	759	701	747	719	736	720	782	0	25019
34	701	747	719	736	720	782	735	0	25755
35	747	719	736	720	782	735	743	0	26475
36	719	736	720	782	735	743	732	0	27257
37	736	720	782	735	743	732	724	0	27992
38	720	782	735	743	732	724	770	0	28735
39	782	735	743	732	724	770	716	0	29467
40	735	743	732	724	770	716	747	0	30191
41	743	732	724	770	716	747	716	0	30961
42	732	724	770	716	747	716	778	0	31677
43	724	770	716	747	716	778	689	0	32424
44	770	716	747	716	778	689	786	0	33140
45	716	747	716	778	689	786	755	0	33918
46	747	716	778	689	786	755	747	0	34607
47	716	778	689	786	755	747	751	0	35393
48	778	689	786	755	747	751	731	0	36148
49	689	786	755	747	751	731	751	0	36895
50	786	755	747	751	731	751	732	0	37646
51	755	747	751	731	751	732	739	0	38377
52	747	751	731	751	732	739	712	0	39128
53	751	731	751	732	739	712	751	0	39860
54	731	751	732	739	712	751	724	0	40599
55	751	732	739	712	751	724	724	0	41311
56	732	739	712	751	724	724	739	0	42062
57	739	712	751	724	724	739	735	0	42786
58	712	751	724	724	739	735	736	0	43510
59	751	724	724	739	735	736	712	0	44249
60	724	724	739	735	736	712	747	0	44984
61	724	739	735	736	712	747	724	0	45720
62	739	735	736	712	747	724	735	0	46432
63	735	736	712	747	724	735	732	0	47179
64	736	712	747	724	735	732	735	0	47903
65	712	747	724	735	732	735	739	0	48638
66	747	724	735	732	735	739	697	0	49370
67	724	735	732	735	739	697	747	0	50105
68	735	732	735	739	697	747	696	0	50844
69	732	735	739	697	747	696	771	0	51541
70	735	739	697	747	696	771	692	0	52288
71	739	697	747	696	771	692	748	0	52984
72	697	747	696	771	692	748	708	0	53755
73	747	696	771	692	748	708	735	0	54447
74	696	771	692	748	708	735	716	0	55195
75	771	692	748	708	735	716	685	0	55903
76	692	748	708	735	716	685	739	0	56638
77	748	708	735	716	685	739	693	0	57354
78	708	735	716	685	739	693	727	0	58039
79	735	716	685	739	693	727	705	0	58778
80	716	685	739	693	727	705	743	0	59471
81	685	739	693	727	705	743	693	0	60198
82	739	693	727	705	743	693	505	0	60903
83	693	727	705	743	693	505	814	0	61646
84	727	705	743	693	505	814	786	0	62339
85	705	743	693	505	814	786	770	1	62844
86	743	693	505	814	786	770	759	0	63658
87	693	505	814	786	770	759	751	0	64444
88	505	814	786	770	759	751	743	0	65214
89	814	786	770	759	751	743	731	0	65973
90	786	770	759	751	743	731	713	0	66724
91	770	759	751	743	731	713	727	0	67467
92	759	751	743	731	713	727	728	0	68198
93	751	743	731	713	727	728	580	0	68911
94	743	731	713	727	728	580	832	0	69638
95	731	713	727	728	580	832	518	0	70366
96	713	727	728	580	832	518	891	0	70946
97	727	728	580	832	518	891	774	0	71778
98	728	580	832	518	891	774	782	1	72296
99	580	832	518	891	774	782	759	0	73187
100	832	518	891	774	782	759	739	0	73961
101	518	891	774	782	759	739	740	0	74743
102	891	774	782	759	739	740	700	0	75502
103	774	782	759	739	740	700	661	0	76241
104	782	759	739	740	700	661	701	0	76981
105	759	739	740	700	661	701	677	0	77681
106	739	740	700	661	701	677	747	0	78342
107	740	700	661	701	677	747	685	0	79043
108	700	661	701	677	747	685	720	0	79720
109	661	701	677	747	685	720	712	0	80467
110	701	677	747	685	720	712	720	0	81152
111	677	747	685	720	712	720	630	0	81872
112	747	685	720	712	720	630	817	0	82584
113	685	720	712	720	630	817	735	0	83304
114	720	712	720	630	817	735	751	0	83934
115	712	720	630	817	735	751	728	0	84751
116	720	630	817	735	751	728	735	0	85486
117	630	817	735	751	728	735	755	0	86237
118	817	735	751	728	735	755	740	0	86965
119	735	751	728	735	755	740	774	0	87700
120	751	728	735	755	740	774	735	0	88455
121	728	735	755	740	774	735	775	0	89195
122	735	755	740	774	735	775	766	0	89969
123	755	740	774	735	775	766	743	0	90704
124	740	774	735	775	766	743	744	0	91479
125	774	735	775	766	743	744	797	0	92245
126	735	775	766	743	744	797	755	0	92988
127	775	766	743	744	797	755	767	0	93732
128	766	743	744	797	755	767	681	0	94529
129	743	744	797	755	767	681	840	0	95284
