index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	191	708	689	696	708	708	697	0	2284
4	708	689	696	708	708	697	669	0	2992
5	689	696	708	708	697	669	677	0	3700
6	696	708	708	697	669	677	658	0	4397
7	708	708	697	669	677	658	661	0	5066
8	708	697	669	677	658	661	642	0	5743
9	697	669	677	658	661	642	646	0	6401
10	669	677	658	661	642	646	646	0	7062
11	677	658	661	642	646	646	673	0	7704
12	658	661	642	646	646	673	666	0	8350
13	661	642	646	646	673	666	704	0	8996
14	642	646	646	673	666	704	731	0	9669
15	646	646	673	666	704	731	763	0	10335
16	646	673	666	704	731	763	774	0	11039
17	673	666	704	731	763	774	782	0	11770
18	666	704	731	763	774	782	751	0	12533
19	704	731	763	774	782	751	751	0	13307
20	731	763	774	782	751	751	744	0	14089
21	763	774	782	751	751	744	735	0	14840
22	774	782	751	751	744	735	700	0	15591
23	782	751	751	744	735	700	677	0	16335
24	751	751	744	735	700	677	654	0	17070
25	751	744	735	700	677	654	646	0	17770
26	744	735	700	677	654	646	634	0	18447
27	735	700	677	654	646	634	611	0	19101
28	700	677	654	646	634	611	619	0	19747
29	677	654	646	634	611	619	650	0	20381
30	654	646	634	611	619	650	692	0	20992
31	646	634	611	619	650	692	681	0	21611
32	634	611	619	650	692	681	681	0	22261
33	611	619	650	692	681	681	677	0	22953
34	619	650	692	681	681	677	697	0	23634
35	650	692	681	681	677	697	700	0	24315
36	692	681	681	677	697	700	673	0	24992
37	681	681	677	697	700	673	670	0	25689
38	681	677	697	700	673	670	669	0	26389
39	677	697	700	673	670	669	669	0	27062
40	697	700	673	670	669	669	669	0	27732
41	700	673	670	669	669	669	662	0	28401
42	673	670	669	669	669	662	665	0	29070
43	670	669	669	669	662	665	677	0	29739
44	669	669	669	662	665	677	689	0	30401
45	669	669	662	665	677	689	689	0	31066
46	669	662	665	677	689	689	692	0	31743
47	662	665	677	689	689	692	705	0	32432
48	665	677	689	689	692	705	712	0	33121
49	677	689	689	692	705	712	700	0	33813
50	689	689	692	705	712	700	681	0	34518
51	689	692	705	712	700	681	673	0	35230
52	692	705	712	700	681	673	681	0	35930
53	705	712	700	681	673	681	693	0	36611
54	712	700	681	673	681	693	692	0	37284
55	700	681	673	681	693	692	693	0	37965
56	681	673	681	693	692	693	677	0	38658
57	673	681	693	692	693	677	650	0	39350
58	681	693	692	693	677	650	653	0	40043
59	693	692	693	677	650	653	662	0	40720
60	692	693	677	650	653	662	689	0	41370
61	693	677	650	653	662	689	723	0	42023
62	677	650	653	662	689	723	740	0	42685
63	650	653	662	689	723	740	739	0	43374
64	653	662	689	723	740	739	708	0	44097
65	662	689	723	740	739	708	700	0	44837
66	689	723	740	739	708	700	681	0	45576
67	723	740	739	708	700	681	681	0	46284
68	740	739	708	700	681	681	681	0	46984
69	739	708	700	681	681	681	705	0	47665
70	708	700	681	681	681	705	735	0	48346
71	700	681	681	681	705	735	763	0	49027
72	681	681	681	705	735	763	770	0	49732
73	681	681	705	735	763	770	747	0	50467
74	681	705	735	763	770	747	708	0	51230
75	705	735	763	770	747	708	689	0	52000
76	735	763	770	747	708	689	685	0	52747
77	763	770	747	708	689	685	669	0	53455
78	770	747	708	689	685	669	669	0	54144
79	747	708	689	685	669	669	658	0	54829
80	708	689	685	669	669	658	665	0	55498
81	689	685	669	669	658	665	654	0	56167
82	685	669	669	658	665	654	665	0	56825
83	669	669	658	665	654	665	689	0	57490
84	669	658	665	654	665	689	700	0	58144
85	658	665	654	665	689	700	709	0	58809
86	665	654	665	689	700	709	692	0	59498
87	654	665	689	700	709	692	666	0	60198
88	665	689	700	709	692	666	665	0	60907
89	689	700	709	692	666	665	677	0	61599
90	700	709	692	666	665	677	673	0	62265
91	709	692	666	665	677	673	697	0	62930
92	692	666	665	677	673	697	739	0	63607
93	666	665	677	673	697	739	759	0	64280
94	665	677	673	697	739	759	762	0	64977
95	677	673	697	739	759	762	755	0	65716
96	673	697	739	759	762	755	732	0	66475
97	697	739	759	762	755	732	700	0	67237
98	739	759	762	755	732	700	693	0	67992
99	759	762	755	732	700	693	673	0	68724
100	762	755	732	700	693	673	654	0	69424
101	755	732	700	693	673	654	677	0	70117
102	732	700	693	673	654	677	684	0	70790
103	700	693	673	654	677	684	689	0	71444
104	693	673	654	677	684	689	666	0	72121
105	673	654	677	684	689	666	684	0	72805
106	654	677	684	689	666	684	693	0	73494
107	677	684	689	666	684	693	700	0	74160
108	684	689	666	684	693	700	681	0	74844
109	689	666	684	693	700	681	705	0	75537
