index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	385	385	385	382	381	377	386	0	1588
4	385	385	382	381	377	386	377	0	1969
5	385	382	381	377	386	377	385	0	2346
6	382	381	377	386	377	385	378	0	2732
7	381	377	386	377	385	378	381	0	3109
8	377	386	377	385	378	381	377	0	3494
9	386	377	385	378	381	377	382	0	3872
10	377	385	378	381	377	382	373	0	4253
11	385	378	381	377	382	373	382	0	4630
12	378	381	377	382	373	382	377	0	5012
13	381	377	382	373	382	377	374	0	5385
14	377	382	373	382	377	374	381	0	5767
15	382	373	382	377	374	381	369	0	6144
16	373	382	377	374	381	369	378	0	6518
17	382	377	374	381	369	378	377	0	6899
18	377	374	381	369	378	377	374	0	7268
19	374	381	369	378	377	374	373	0	7646
20	381	369	378	377	374	373	378	0	8023
21	369	378	377	374	373	378	373	0	8397
22	378	377	374	373	378	373	374	0	8770
23	377	374	373	378	373	374	385	0	9148
24	374	373	378	373	374	385	381	0	9521
25	373	378	373	374	385	381	382	0	9895
26	378	373	374	385	381	382	377	0	10280
27	373	374	385	381	382	377	385	0	10661
28	374	385	381	382	377	385	382	0	11043
29	385	381	382	377	385	382	381	0	11420
30	381	382	377	385	382	381	381	0	11805
31	382	377	385	382	381	381	386	0	12187
32	377	385	382	381	381	386	381	0	12568
33	385	382	381	381	386	381	389	0	12949
34	382	381	381	386	381	389	385	0	13335
35	381	381	386	381	389	385	389	0	13716
36	381	386	381	389	385	389	393	0	14105
37	386	381	389	385	389	393	386	0	14490
38	381	389	385	389	393	386	396	0	14879
39	389	385	389	393	386	396	393	0	15272
40	385	389	393	386	396	393	393	0	15658
41	389	393	386	396	393	393	397	0	16054
42	393	386	396	393	393	397	393	0	16447
43	386	396	393	393	397	393	397	0	16840
44	396	393	393	397	393	397	389	0	17237
45	393	393	397	393	397	389	397	0	17630
46	393	397	393	397	389	397	393	0	18027
47	397	393	397	389	397	393	393	0	18416
48	393	397	389	397	393	393	393	0	18813
49	397	389	397	393	393	393	393	0	19206
50	389	397	393	393	393	393	397	0	19599
51	397	393	393	393	393	397	389	0	19992
52	393	393	393	393	397	389	389	0	20385
53	393	393	393	397	389	389	401	0	20782
54	393	393	397	389	389	401	385	0	21171
55	393	397	389	389	401	385	393	0	21560
56	397	389	389	401	385	393	389	0	21961
57	389	389	401	385	393	389	382	0	22346
58	389	401	385	393	389	382	401	0	22739
59	401	385	393	389	382	401	393	0	23128
60	385	393	389	382	401	393	392	1	23510
61	393	389	382	401	393	392	393	0	23911
62	389	382	401	393	392	393	405	0	24304
63	382	401	393	392	393	405	381	0	24696
64	401	393	392	393	405	381	393	0	25089
65	393	392	393	405	381	393	397	0	25494
66	392	393	405	381	393	397	393	0	25875
67	393	405	381	393	397	393	393	0	26268
68	405	381	393	397	393	393	389	0	26665
69	381	393	397	393	393	389	393	1	27058
70	393	397	393	393	389	393	393	0	27451
71	397	393	393	389	393	393	393	0	27840
72	393	393	389	393	393	393	390	0	28233
73	393	389	393	393	393	390	385	0	28626
74	389	393	393	393	390	385	385	0	29019
75	393	393	393	390	385	385	389	0	29409
76	393	393	390	385	385	389	381	0	29794
77	393	390	385	385	389	381	382	0	30179
78	390	385	385	389	381	382	385	0	30568
79	385	385	389	381	382	385	385	0	30949
80	385	389	381	382	385	385	378	0	31331
81	389	381	382	385	385	378	385	0	31716
82	381	382	385	385	378	385	385	0	32101
83	382	385	385	378	385	385	377	0	32479
84	385	385	378	385	385	377	390	0	32864
85	385	378	385	385	377	390	377	0	33249
86	378	385	385	377	390	377	389	0	33626
87	385	385	377	390	377	389	385	0	34016
88	385	377	390	377	389	385	401	0	34393
89	377	390	377	389	385	401	350	0	34782
90	390	377	389	385	401	350	428	0	35167
91	377	389	385	401	350	428	389	0	35568
92	389	385	401	350	428	389	390	1	35918
93	385	401	350	428	389	390	393	0	36346
94	401	350	428	389	390	393	393	0	36735
95	350	428	389	390	393	393	385	0	37125
96	428	389	390	393	393	385	385	0	37518
