index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	556	514	1370	486	1323	510	1245	1	2926
4	514	1370	486	1323	510	1245	560	0	4249
5	1370	486	1323	510	1245	560	1226	1	4759
6	486	1323	510	1245	560	1226	541	0	6004
7	1323	510	1245	560	1226	541	1268	1	6564
8	510	1245	560	1226	541	1268	529	0	7790
9	1245	560	1226	541	1268	529	1335	1	8331
10	560	1226	541	1268	529	1335	498	0	9599
11	1226	541	1268	529	1335	498	1304	1	10128
12	541	1268	529	1335	498	1304	521	0	11463
13	1268	529	1335	498	1304	521	1171	1	11961
14	529	1335	498	1304	521	1171	852	0	13265
15	1335	498	1304	521	1171	852	467	1	13786
16	498	1304	521	1171	852	467	1327	0	14957
17	1304	521	1171	852	467	1327	506	0	15809
18	521	1171	852	467	1327	506	1284	1	16276
19	1171	852	467	1327	506	1284	549	0	17603
20	852	467	1327	506	1284	549	1404	1	18109
21	467	1327	506	1284	549	1404	471	0	19393
22	1327	506	1284	549	1404	471	1346	1	19942
23	506	1284	549	1404	471	1346	502	0	21346
24	1284	549	1404	471	1346	502	1210	1	21817
25	549	1404	471	1346	502	1210	868	0	23163
26	1404	471	1346	502	1210	868	459	1	23665
27	471	1346	502	1210	868	459	1280	0	24875
28	1346	502	1210	868	459	1280	569	0	25743
29	502	1210	868	459	1280	569	1167	1	26202
30	1210	868	459	1280	569	1167	899	0	27482
31	868	459	1280	569	1167	899	459	1	28051
32	459	1280	569	1167	899	459	642	0	29218
33	1280	569	1167	899	459	642	759	0	30117
34	569	1167	899	459	642	759	926	1	30576
35	1167	899	459	642	759	926	467	0	31218
36	899	459	642	759	926	467	1272	0	31977
37	459	642	759	926	467	1272	521	0	32903
38	642	759	926	467	1272	521	693	1	33370
39	759	926	467	1272	521	693	1265	0	34642
40	926	467	1272	521	693	1265	447	1	35163
41	467	1272	521	693	1265	447	665	0	35856
42	1272	521	693	1265	447	665	1121	0	37121
43	521	693	1265	447	665	1121	459	1	37568
44	693	1265	447	665	1121	459	708	0	38233
45	1265	447	665	1121	459	708	1172	0	39354
46	447	665	1121	459	708	1172	439	1	39813
47	665	1121	459	708	1172	439	1557	0	40521
48	1121	459	708	1172	439	1557	443	0	41693
49	459	708	1172	439	1557	443	1428	1	42132
50	708	1172	439	1557	443	1428	475	0	43689
51	1172	439	1557	443	1428	475	1261	1	44132
52	439	1557	443	1428	475	1261	638	0	45560
53	1557	443	1428	475	1261	638	1089	1	46035
54	443	1428	475	1261	638	1089	899	0	47296
55	1428	475	1261	638	1089	899	459	1	47934
56	475	1261	638	1089	899	459	673	0	49023
57	1261	638	1089	899	459	673	720	0	49922
58	638	1089	899	459	673	720	977	1	50381
59	1089	899	459	673	720	977	444	0	51054
60	899	459	673	720	977	444	821	0	51774
61	459	673	720	977	444	821	1323	0	52751
62	673	720	977	444	821	1323	439	1	53195
63	720	977	444	821	1323	439	728	0	54016
64	977	444	821	1323	439	728	1198	0	55339
65	444	821	1323	439	728	1198	448	1	55778
66	821	1323	439	728	1198	448	712	0	56506
67	1323	439	728	1198	448	712	1140	0	57704
68	439	728	1198	448	712	1140	436	1	58152
69	728	1198	448	712	1140	436	681	0	58864
70	1198	448	712	1140	436	681	902	0	60004
71	448	712	1140	436	681	902	510	1	60440
72	712	1140	436	681	902	510	619	0	61121
73	1140	436	681	902	510	619	953	0	62023
74	436	681	902	510	619	953	553	1	62533
75	681	902	510	619	953	553	646	0	63152
76	902	510	619	953	553	646	867	0	64105
77	510	619	953	553	646	867	957	1	64658
78	619	953	553	646	867	957	460	0	65304
79	953	553	646	867	957	460	642	0	66171
80	553	646	867	957	460	642	871	0	67128
81	646	867	957	460	642	871	572	1	67588
82	867	957	460	642	871	572	646	0	68230
83	957	460	642	871	572	646	887	0	69101
84	460	642	871	572	646	887	1483	1	69673
85	642	871	572	646	887	1483	1334	0	70319
86	871	572	646	887	1483	1334	623	0	71206
87	572	646	887	1483	1334	623	607	0	72689
88	646	887	1483	1334	623	607	1206	0	74023
89	887	1483	1334	623	607	1206	471	1	74646
90	1483	1334	623	607	1206	471	728	0	75253
91	1334	623	607	1206	471	728	1097	0	76459
92	623	607	1206	471	728	1097	471	1	76930
93	607	1206	471	728	1097	471	649	0	77658
94	1206	471	728	1097	471	649	872	0	78755
95	471	728	1097	471	649	872	977	1	79226
96	728	1097	471	649	872	977	455	0	79875
97	1097	471	649	872	977	455	646	0	80747
98	471	649	872	977	455	646	864	0	81724
99	649	872	977	455	646	864	611	1	82179
100	872	977	455	646	864	611	1404	0	82825
101	977	455	646	864	611	1404	502	0	83689
102	455	646	864	611	1404	502	623	1	84300
103	646	864	611	1404	502	623	879	0	85704
104	864	611	1404	502	623	879	1000	1	86206
105	611	1404	502	623	879	1000	467	0	86829
106	1404	502	623	879	1000	467	1381	0	87708
107	502	623	879	1000	467	1381	526	0	88708
108	623	879	1000	467	1381	526	1315	1	89175
109	879	1000	467	1381	526	1315	568	0	90556
110	1000	467	1381	526	1315	568	1257	1	91082
111	467	1381	526	1315	568	1257	899	0	92397
112	1381	526	1315	568	1257	899	906	1	92965
113	526	1315	568	1257	899	906	957	0	94222
114	1315	568	1257	899	906	957	973	0	95121
115	568	1257	899	906	957	973	455	0	96027
116	1257	899	906	957	973	455	1347	0	96984
117	899	906	957	973	455	1347	545	0	97957
118	906	957	973	455	1347	545	1295	1	98412
119	957	973	455	1347	545	1295	557	0	99759
120	973	455	1347	545	1295	557	1299	1	100304
121	455	1347	545	1295	557	1299	561	0	101599
122	1347	545	1295	557	1299	561	1295	1	102156
123	545	1295	557	1299	561	1295	553	0	103455
124	1295	557	1299	561	1295	553	1307	1	104016
125	557	1299	561	1295	553	1307	545	0	105311
126	1299	561	1295	553	1307	545	1241	1	105864
127	561	1295	553	1307	545	1241	895	0	107171
128	1295	553	1307	545	1241	895	475	1	107716
129	553	1307	545	1241	895	475	1338	0	108957
130	1307	545	1241	895	475	1338	530	0	109852
131	545	1241	895	475	1338	530	1280	1	110327
132	1241	895	475	1338	530	1280	945	0	111665
133	895	475	1338	530	1280	945	973	1	112195
134	475	1338	530	1280	945	973	1004	0	113475
135	1338	530	1280	945	973	1004	961	0	114420
136	530	1280	945	973	1004	961	451	0	115393
137	1280	945	973	1004	961	451	650	0	116397
138	945	973	1004	961	451	650	852	0	117358
139	973	1004	961	451	650	852	1004	1	117809
140	1004	961	451	650	852	1004	448	0	118459
141	961	451	650	852	1004	448	681	0	119311
142	451	650	852	1004	448	681	821	0	120315
143	650	852	1004	448	681	821	957	1	120763
144	852	1004	448	681	821	957	447	0	121444
145	1004	448	681	821	957	447	666	0	122265
146	448	681	821	957	447	666	871	0	123222
147	681	821	957	447	666	871	580	1	123669
148	821	957	447	666	871	580	1436	0	124335
149	957	447	666	871	580	1436	498	0	125206
150	447	666	871	580	1436	498	622	1	125786
151	666	871	580	1436	498	622	841	0	127222
152	871	580	1436	498	622	841	988	1	127720
153	580	1436	498	622	841	988	463	0	128342
154	1436	498	622	841	988	463	1409	0	129183
155	498	622	841	988	463	1409	517	0	130171
156	622	841	988	463	1409	517	1351	1	130634
157	841	988	463	1409	517	1351	544	0	132043
158	988	463	1409	517	1351	544	1280	1	132560
159	463	1409	517	1351	544	1280	926	0	133911
160	1409	517	1351	544	1280	926	962	1	134455
161	517	1351	544	1280	926	962	1011	0	135735
162	1351	544	1280	926	962	1011	985	0	136661
163	544	1280	926	962	1011	985	455	0	137623
164	1280	926	962	1011	985	455	654	0	138634
165	926	962	1011	985	455	654	883	0	139619
166	962	1011	985	455	654	883	568	1	140074
167	1011	985	455	654	883	568	1595	0	140728
168	985	455	654	883	568	1595	444	0	141611
169	455	654	883	568	1595	444	696	1	142179
170	654	883	568	1595	444	696	989	0	143774
171	883	568	1595	444	696	989	509	1	144218
172	568	1595	444	696	989	509	654	0	144914
173	1595	444	696	989	509	654	1055	0	145903
174	444	696	989	509	654	1055	502	1	146412
175	696	989	509	654	1055	502	716	0	147066
176	989	509	654	1055	502	716	809	0	148121
177	509	654	1055	502	716	809	1089	1	148623
178	654	1055	502	716	809	1089	440	0	149339
179	1055	502	716	809	1089	440	724	0	150148
180	502	716	809	1089	440	724	864	0	151237
181	716	809	1089	440	724	864	1007	1	151677
182	809	1089	440	724	864	1007	448	0	152401
183	1089	440	724	864	1007	448	673	0	153265
184	440	724	864	1007	448	673	903	0	154272
185	724	864	1007	448	673	903	541	1	154720
186	864	1007	448	673	903	541	638	0	155393
187	1007	448	673	903	541	638	899	0	156296
188	448	673	903	541	638	899	1019	1	156837
189	673	903	541	638	899	1019	451	0	157475
190	903	541	638	899	1019	451	646	0	158374
191	541	638	899	1019	451	646	911	0	159393
192	638	899	1019	451	646	911	607	1	159844
193	899	1019	451	646	911	607	1342	0	160490
194	1019	451	646	911	607	1342	576	0	161401
195	451	646	911	607	1342	576	1327	1	162008
196	646	911	607	1342	576	1327	595	0	163350
197	911	607	1342	576	1327	595	1308	1	163926
198	607	1342	576	1327	595	1308	595	0	165253
199	1342	576	1327	595	1308	595	1265	1	165848
200	576	1327	595	1308	595	1265	953	0	167156
201	1327	595	1308	595	1265	953	475	1	167751
202	595	1308	595	1265	953	475	1381	0	169016
203	1308	595	1265	953	475	1381	560	0	169969
204	595	1265	953	475	1381	560	1230	1	170444
205	1265	953	475	1381	560	1230	938	0	171825
206	953	475	1381	560	1230	938	474	1	172385
207	475	1381	560	1230	938	474	1300	0	173615
208	1381	560	1230	938	474	1300	879	0	174553
209	560	1230	938	474	1300	879	475	1	175027
210	1230	938	474	1300	879	475	1307	0	176327
211	938	474	1300	879	475	1307	903	0	177206
212	474	1300	879	475	1307	903	483	1	177681
213	1300	879	475	1307	903	483	1303	0	178988
214	879	475	1307	903	483	1303	922	0	179891
215	475	1307	903	483	1303	922	479	1	180374
216	1307	903	483	1303	922	479	1350	0	181677
217	903	483	1303	922	479	1350	541	0	182599
218	483	1303	922	479	1350	541	1237	1	183078
219	1303	922	479	1350	541	1237	911	0	184428
220	922	479	1350	541	1237	911	467	1	184969
221	479	1350	541	1237	911	467	1334	0	186206
222	1350	541	1237	911	467	1334	553	0	187117
223	541	1237	911	467	1334	553	1241	1	187584
224	1237	911	467	1334	553	1241	922	0	188918
225	911	467	1334	553	1241	922	471	1	189471
226	467	1334	553	1241	922	471	1354	0	190712
227	1334	553	1241	922	471	1354	518	0	191634
228	553	1241	922	471	1354	518	1264	1	192105
229	1241	922	471	1354	518	1264	911	0	193459
230	922	471	1354	518	1264	911	471	1	193977
231	471	1354	518	1264	911	471	1311	0	195241
232	1354	518	1264	911	471	1311	545	0	196152
233	518	1264	911	471	1311	545	1225	1	196623
234	1264	911	471	1311	545	1225	911	0	197934
235	911	471	1311	545	1225	911	467	1	198479
236	471	1311	545	1225	911	467	1338	0	199704
237	1311	545	1225	911	467	1338	514	0	200615
238	545	1225	911	467	1338	514	1264	1	201082
239	1225	911	467	1338	514	1264	919	0	202420
240	911	467	1338	514	1264	919	467	1	202934
241	467	1338	514	1264	919	467	1346	0	204198
242	1338	514	1264	919	467	1346	510	0	205117
243	514	1264	919	467	1346	510	1256	1	205584
244	1264	919	467	1346	510	1256	895	0	206930
245	919	467	1346	510	1256	895	467	1	207440
246	467	1346	510	1256	895	467	1312	0	208696
247	1346	510	1256	895	467	1312	544	0	209591
248	510	1256	895	467	1312	544	1261	1	210058
249	1256	895	467	1312	544	1261	560	0	211370
250	895	467	1312	544	1261	560	1319	1	211914
251	467	1312	544	1261	560	1319	510	0	213175
252	1312	544	1261	560	1319	510	1300	1	213735
253	544	1261	560	1319	510	1300	556	0	215054
254	1261	560	1319	510	1300	556	1304	1	215564
255	560	1319	510	1300	556	1304	517	0	216864
256	1319	510	1300	556	1304	517	1308	1	217420
257	510	1300	556	1304	517	1308	533	0	218724
258	1300	556	1304	517	1308	533	1260	1	219241
259	556	1304	517	1308	533	1260	565	0	220549
260	1304	517	1308	533	1260	565	1229	1	221082
261	517	1308	533	1260	565	1229	584	0	222342
262	1308	533	1260	565	1229	584	1237	1	222907
263	533	1260	565	1229	584	1237	553	0	224136
264	1260	565	1229	584	1237	553	1303	1	224720
265	565	1229	584	1237	553	1303	518	0	225957
266	1229	584	1237	553	1303	518	1276	1	226510
267	584	1237	553	1303	518	1276	580	0	227813
268	1237	553	1303	518	1276	580	1229	1	228331
269	553	1303	518	1276	580	1229	580	0	229607
270	1303	518	1276	580	1229	580	1265	1	230187
271	518	1276	580	1229	580	1265	537	0	231416
272	1276	580	1229	580	1265	537	1319	1	231996
273	580	1229	580	1265	537	1319	517	0	233261
274	1229	580	1265	537	1319	517	1280	1	233798
275	580	1265	537	1319	517	1280	592	0	235117
276	1265	537	1319	517	1280	592	1268	1	235634
277	537	1319	517	1280	592	1268	530	0	236914
278	1319	517	1280	592	1268	530	1291	1	237506
279	517	1280	592	1268	530	1291	549	0	238774
280	1280	592	1268	530	1291	549	1296	1	239304
281	592	1268	530	1291	549	1296	533	0	240595
282	1268	530	1291	549	1296	533	1288	1	241144
283	530	1291	549	1296	533	1288	552	0	242440
284	1291	549	1296	533	1288	552	1265	1	242973
285	549	1296	533	1288	552	1265	564	0	244261
286	1296	533	1288	552	1265	564	1265	1	244813
287	533	1288	552	1265	564	1265	552	0	246078
288	1288	552	1265	564	1265	552	1241	1	246642
289	552	1265	564	1265	552	1241	646	0	247907
290	1265	564	1265	552	1241	646	1226	1	248459
291	564	1265	552	1241	646	1226	541	0	249700
292	1265	552	1241	646	1226	541	1327	1	250346
293	552	1241	646	1226	541	1327	533	0	251572
294	1241	646	1226	541	1327	533	1354	1	252113
295	646	1226	541	1327	533	1354	517	0	253440
296	1226	541	1327	533	1354	517	1277	1	253973
297	541	1327	533	1354	517	1277	611	0	255327
298	1327	533	1354	517	1277	611	1171	1	255844
299	533	1354	517	1277	611	1171	902	0	257121
300	1354	517	1277	611	1171	902	471	1	257732
301	517	1277	611	1171	902	471	1288	0	258903
302	1277	611	1171	902	471	1288	903	0	259805
303	611	1171	902	471	1288	903	899	1	260276
304	1171	902	471	1288	903	899	910	0	261564
305	902	471	1288	903	899	910	919	0	262467
306	471	1288	903	899	910	919	474	0	263366
307	1288	903	899	910	919	474	650	0	264276
308	903	899	910	919	474	650	864	0	265195
309	899	910	919	474	650	864	587	1	265669
310	910	919	474	650	864	587	1448	0	266319
311	919	474	650	864	587	1448	478	0	267183
312	474	650	864	587	1448	478	1432	1	267770
313	650	864	587	1448	478	1432	506	0	269218
314	864	587	1448	478	1432	506	1292	1	269696
315	587	1448	478	1432	506	1292	864	0	271128
316	1448	478	1432	506	1292	864	475	1	271634
317	478	1432	506	1292	864	475	1260	0	272926
318	1432	506	1292	864	475	1260	899	0	273790
319	506	1292	864	475	1260	899	483	1	274265
320	1292	864	475	1260	899	483	1272	0	275525
321	864	475	1260	899	483	1272	638	0	276424
322	475	1260	899	483	1272	638	1179	1	276907
323	1260	899	483	1272	638	1179	899	0	278179
324	899	483	1272	638	1179	899	883	1	278817
325	483	1272	638	1179	899	883	487	0	279996
326	1272	638	1179	899	883	487	1424	0	280895
327	638	1179	899	883	487	1424	478	0	281778
328	1179	899	883	487	1424	478	1347	1	282265
329	899	883	487	1424	478	1347	521	0	283689
330	883	487	1424	478	1347	521	1265	1	284167
331	487	1424	478	1347	521	1265	708	0	285514
332	1424	478	1347	521	1265	708	1117	1	286035
333	478	1347	521	1265	708	1117	902	0	287300
334	1347	521	1265	708	1117	902	475	1	288008
335	521	1265	708	1117	902	475	1338	0	289125
336	1265	708	1117	902	475	1338	518	0	290027
337	708	1117	902	475	1338	518	1284	1	290502
338	1117	902	475	1338	518	1284	549	0	291840
339	902	475	1338	518	1284	549	1245	1	292358
340	475	1338	518	1284	549	1245	564	0	293642
341	1338	518	1284	549	1245	564	1280	1	294191
342	518	1284	549	1245	564	1280	522	0	295436
343	1284	549	1245	564	1280	522	1280	1	296000
344	549	1245	564	1280	522	1280	564	0	297280
345	1245	564	1280	522	1280	564	1276	1	297802
346	564	1280	522	1280	564	1276	522	0	299082
347	1280	522	1280	564	1276	522	1311	1	299646
348	522	1280	564	1276	522	1311	529	0	300922
349	1280	564	1276	522	1311	529	1327	1	301444
350	564	1276	522	1311	529	1327	514	0	302755
351	1276	522	1311	529	1327	514	1303	1	303284
352	522	1311	529	1327	514	1303	529	0	304611
353	1311	529	1327	514	1303	529	1292	1	305125
354	529	1327	514	1303	529	1292	529	0	306428
355	1327	514	1303	529	1292	529	1300	1	306957
