index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	206	455	849	467	825	463	836	1	1977
4	455	849	467	825	463	836	448	0	2802
5	849	467	825	463	836	448	836	1	3265
6	467	825	463	836	448	836	444	0	4101
7	825	463	836	448	836	444	832	1	4549
8	463	836	448	836	444	832	448	0	5385
9	836	448	836	444	832	448	825	1	5829
10	448	836	444	832	448	825	447	0	6661
11	836	444	832	448	825	447	821	1	7109
12	444	832	448	825	447	821	444	0	7934
13	832	448	825	447	821	444	848	1	8381
14	448	825	447	821	444	848	444	0	9202
15	825	447	821	444	848	444	840	1	9646
16	447	821	444	848	444	840	444	0	10494
17	821	444	848	444	840	444	883	1	10938
18	444	848	444	840	444	883	451	0	11778
19	848	444	840	444	883	451	876	1	12222
20	444	840	444	883	451	876	463	0	13105
21	840	444	883	451	876	463	910	1	13556
22	444	883	451	876	463	910	401	0	14432
23	883	451	876	463	910	401	954	1	14895
24	451	876	463	910	401	954	447	0	15805
25	876	463	910	401	954	447	911	1	16206
26	463	910	401	954	447	911	459	0	17160
27	910	401	954	447	911	459	879	1	17607
28	401	954	447	911	459	879	451	0	18518
29	954	447	911	459	879	451	880	1	18977
30	447	911	459	879	451	880	451	0	19856
31	911	459	879	451	880	451	961	1	20307
32	459	879	451	880	451	961	455	0	21187
33	879	451	880	451	961	455	950	1	21638
34	451	880	451	961	455	950	451	0	22599
35	880	451	961	455	950	451	973	1	23054
36	451	961	455	950	451	973	455	0	24004
37	961	455	950	451	973	455	938	1	24455
38	455	950	451	973	455	938	455	0	25428
39	950	451	973	455	938	455	926	1	25883
40	451	973	455	938	455	926	448	0	26821
41	973	455	938	455	926	448	945	1	27276
42	455	938	455	926	448	945	456	0	28202
43	938	455	926	448	945	456	965	1	28650
44	455	926	448	945	456	965	447	0	29595
45	926	448	945	456	965	447	981	1	30051
46	448	945	456	965	447	981	459	0	31016
47	945	456	965	447	981	459	1054	1	31463
48	456	965	447	981	459	1054	455	0	32444
49	965	447	981	459	1054	455	1063	1	32903
50	447	981	459	1054	455	1063	455	0	33957
51	981	459	1054	455	1063	455	1051	1	34412
52	459	1054	455	1063	455	1051	466	0	35475
53	1054	455	1063	455	1051	466	1063	1	35930
54	455	1063	455	1051	466	1063	455	0	36981
55	1063	455	1051	466	1063	455	1019	1	37447
56	455	1051	466	1063	455	1019	456	0	38510
57	1051	466	1063	455	1019	456	1031	1	38965
58	466	1063	455	1019	456	1031	463	0	39984
59	1063	455	1019	456	1031	463	1027	1	40440
60	455	1019	456	1031	463	1027	463	0	41471
61	1019	456	1031	463	1027	463	1031	1	41934
62	456	1031	463	1027	463	1031	452	0	42961
63	1031	463	1027	463	1031	452	1023	1	43424
64	463	1027	463	1031	452	1023	463	0	44455
65	1027	463	1031	452	1023	463	1031	1	44907
66	463	1031	452	1023	463	1031	455	0	45930
67	1031	452	1023	463	1031	455	985	1	46393
68	452	1023	463	1031	455	985	463	0	47424
69	1023	463	1031	455	985	463	1043	1	47879
70	463	1031	455	985	463	1043	467	0	48864
71	1031	455	985	463	1043	467	1058	1	49327
72	455	985	463	1043	467	1058	463	0	50370
73	985	463	1043	467	1058	463	1070	1	50837
74	463	1043	467	1058	463	1070	471	0	51895
75	1043	467	1058	463	1070	471	1062	1	52358
