index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	241	327	697	700	696	697	700	0	1965
4	327	697	700	696	697	700	689	0	2661
5	697	700	696	697	700	689	693	0	3358
6	700	696	697	700	689	693	696	0	4058
7	696	697	700	689	693	696	697	0	4747
8	697	700	689	693	696	697	696	0	5440
9	700	689	693	696	697	696	708	0	6136
10	689	693	696	697	696	708	697	0	6833
11	693	696	697	696	708	697	700	0	7529
12	696	697	696	708	697	700	705	0	8237
13	697	696	708	697	700	705	700	0	8934
14	696	708	697	700	705	700	716	0	9634
15	708	697	700	705	700	716	708	0	10339
16	697	700	705	700	716	708	720	0	11039
17	700	705	700	716	708	720	735	0	11755
18	705	700	716	708	720	735	728	0	12463
19	700	716	708	720	735	728	735	0	13183
20	716	708	720	735	728	735	724	0	13918
21	708	720	735	728	735	724	732	0	14646
22	720	735	728	735	724	732	719	0	15381
23	735	728	735	724	732	719	716	0	16105
24	728	735	724	732	719	716	712	0	16837
25	735	724	732	719	716	712	712	0	17556
26	724	732	719	716	712	712	720	0	18272
27	732	719	716	712	712	720	720	0	18984
28	719	716	712	712	720	720	716	0	19696
29	716	712	712	720	720	716	708	0	20416
30	712	712	720	720	716	708	708	0	21136
31	712	720	720	716	708	708	701	0	21852
32	720	720	716	708	708	701	704	0	22560
33	720	716	708	708	701	704	689	0	23268
34	716	708	708	701	704	689	685	0	23969
35	708	708	701	704	689	685	688	0	24673
36	708	701	704	689	685	688	506	0	25362
37	701	704	689	685	688	506	876	0	26047
38	704	689	685	688	506	876	681	0	26735
39	689	685	688	506	876	681	681	1	27241
40	685	688	506	876	681	681	681	0	28117
41	688	506	876	681	681	681	677	0	28798
42	506	876	681	681	681	677	677	0	29479
43	876	681	681	681	677	677	681	0	30160
44	681	681	681	677	677	681	680	0	30837
45	681	681	677	677	681	680	681	0	31514
46	681	677	677	681	680	681	685	0	32195
47	677	677	681	680	681	685	693	0	32875
48	677	681	680	681	685	693	708	0	33556
49	681	680	681	685	693	708	498	0	34241
50	680	681	685	693	708	498	942	0	34934
51	681	685	693	708	498	942	708	0	35642
