index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	910	1004	1074	1008	1074	525	1339	0	4043
4	1004	1074	1008	1074	525	1339	505	0	5117
5	1074	1008	1074	525	1339	505	1253	1	5642
6	1008	1074	525	1339	505	1253	876	0	6981
7	1074	525	1339	505	1253	876	926	1	7486
8	525	1339	505	1253	876	926	988	0	8739
9	1339	505	1253	876	926	988	1109	0	9615
10	505	1253	876	926	988	1109	498	0	10541
11	1253	876	926	988	1109	498	420	0	11529
12	876	926	988	1109	498	420	1047	0	12638
13	926	988	1109	498	420	1047	1199	1	13136
14	988	1109	498	420	1047	1199	1237	1	13556
15	1109	498	420	1047	1199	1237	1144	0	14603
16	498	420	1047	1199	1237	1144	1156	0	15802
17	420	1047	1199	1237	1144	1156	505	0	17039
18	1047	1199	1237	1144	1156	505	1386	0	18183
19	1199	1237	1144	1156	505	1386	1035	0	19339
20	1237	1144	1156	505	1386	1035	1101	1	19844
21	1144	1156	505	1386	1035	1101	490	0	21230
22	1156	505	1386	1035	1101	490	1428	0	22265
23	505	1386	1035	1101	490	1428	1058	0	23366
24	1386	1035	1101	490	1428	1058	1082	1	23856
25	1035	1101	490	1428	1058	1082	506	0	25284
26	1101	490	1428	1058	1082	506	1459	0	26342
27	490	1428	1058	1082	506	1459	1167	0	27424
28	1428	1058	1082	506	1459	1167	502	1	27930
29	1058	1082	506	1459	1167	502	1405	0	29389
30	1082	506	1459	1167	502	1405	1117	0	30556
31	506	1459	1167	502	1405	1117	1031	1	31058
32	1459	1167	502	1405	1117	1031	1004	0	32463
33	1167	502	1405	1117	1031	1004	525	0	33580
34	502	1405	1117	1031	1004	525	1378	0	34611
35	1405	1117	1031	1004	525	1378	949	0	35615
36	1117	1031	1004	525	1378	949	514	1	36140
37	1031	1004	525	1378	949	514	1358	0	37518
38	1004	525	1378	949	514	1358	906	0	38467
39	525	1378	949	514	1358	906	1031	1	38981
40	1378	949	514	1358	906	1031	522	0	40339
41	949	514	1358	906	1031	522	1428	0	41245
42	514	1358	906	1031	522	1428	1101	0	42276
43	1358	906	1031	522	1428	1101	498	1	42798
44	906	1031	522	1428	1101	498	1381	0	44226
45	1031	522	1428	1101	498	1381	1012	0	45327
46	522	1428	1101	498	1381	1012	934	1	45825
47	1428	1101	498	1381	1012	934	509	0	47206
48	1101	498	1381	1012	934	509	1351	0	48218
49	498	1381	1012	934	509	1351	906	0	49152
50	1381	1012	934	509	1351	906	1156	1	49661
51	1012	934	509	1351	906	1156	510	0	51012
52	934	509	1351	906	1156	510	420	0	51918
53	509	1351	906	1156	510	420	977	0	53074
54	1351	906	1156	510	420	977	941	1	53584
55	906	1156	510	420	977	941	490	1	54004
56	1156	510	420	977	941	490	1351	0	54981
57	510	420	977	941	490	1351	1050	0	55922
58	420	977	941	490	1351	1050	522	1	56412
