index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	222	957	965	981	1003	1012	1012	0	3125
4	957	965	981	1003	1012	1012	1011	0	4128
5	965	981	1003	1012	1012	1011	1008	0	5140
6	981	1003	1012	1012	1011	1008	977	0	6152
7	1003	1012	1012	1011	1008	977	988	0	7163
8	1012	1012	1011	1008	977	988	1000	0	8171
9	1012	1011	1008	977	988	1000	981	0	9148
10	1011	1008	977	988	1000	981	1031	0	10136
11	1008	977	988	1000	981	1031	1023	0	11136
12	977	988	1000	981	1031	1023	1043	0	12117
13	988	1000	981	1031	1023	1043	1047	0	13148
14	1000	981	1031	1023	1043	1047	1046	0	14171
15	981	1031	1023	1043	1047	1046	1051	0	15214
16	1031	1023	1043	1047	1046	1051	1054	0	16261
17	1023	1043	1047	1046	1051	1054	1055	0	17307
18	1043	1047	1046	1051	1054	1055	1012	0	18358
19	1047	1046	1051	1054	1055	1012	984	0	19412
20	1046	1051	1054	1055	1012	984	961	0	20467
21	1051	1054	1055	1012	984	961	973	0	21479
22	1054	1055	1012	984	961	973	973	0	22463
23	1055	1012	984	961	973	973	976	0	23424
24	1012	984	961	973	973	976	973	0	24397
25	984	961	973	973	976	973	977	0	25370
26	961	973	973	976	973	977	969	0	26346
27	973	973	976	973	977	969	968	0	27319
28	973	976	973	977	969	968	981	0	28296
29	976	973	977	969	968	981	977	0	29265
30	973	977	969	968	981	977	976	0	30233
31	977	969	968	981	977	976	977	0	31214
32	969	968	981	977	976	977	977	0	32191
33	968	981	977	976	977	977	961	0	33167
34	981	977	976	977	977	961	969	0	34144
35	977	976	977	977	961	969	968	0	35121
36	976	977	977	961	969	968	981	0	36082
37	977	977	961	969	968	981	1004	0	37051
38	977	961	969	968	981	1004	988	0	38019
39	961	969	968	981	1004	988	996	0	39000
40	969	968	981	1004	988	996	1000	0	40004
41	968	981	1004	988	996	1000	985	0	40992
42	981	1004	988	996	1000	985	984	0	41988
43	1004	988	996	1000	985	984	973	0	42988
44	988	996	1000	985	984	973	969	0	43973
45	996	1000	985	984	973	969	973	0	44957
46	1000	985	984	973	969	973	961	0	45930
47	985	984	973	969	973	961	922	0	46899
48	984	973	969	973	961	922	918	0	47872
49	973	969	973	961	922	918	907	0	48833
