index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	514	743	747	735	751	778	755	0	2739
4	743	747	735	751	778	755	751	0	3490
5	747	735	751	778	755	751	751	0	4268
6	735	751	778	755	751	751	747	0	5023
7	751	778	755	751	751	747	755	0	5774
8	778	755	751	751	747	755	759	0	6525
9	755	751	751	747	755	759	751	0	7272
10	751	751	747	755	759	751	755	0	8027
11	751	747	755	759	751	755	755	0	8786
12	747	755	759	751	755	755	751	0	9537
13	755	759	751	755	755	751	758	0	10292
14	759	751	755	755	751	758	771	0	11047
15	751	755	755	751	758	771	770	0	11798
16	755	755	751	758	771	770	771	0	12556
17	755	751	758	771	770	771	762	0	13327
18	751	758	771	770	771	762	775	0	14097
19	758	771	770	771	762	775	766	0	14868
20	771	770	771	762	775	766	790	0	15630
21	770	771	762	775	766	790	774	0	16405
22	771	762	775	766	790	774	779	0	17171
23	762	775	766	790	774	779	786	0	17961
24	775	766	790	774	779	786	801	0	18735
25	766	790	774	779	786	801	813	0	19514
26	790	774	779	786	801	813	825	0	20300
27	774	779	786	801	813	825	825	0	21101
28	779	786	801	813	825	825	829	0	21914
29	786	801	813	825	825	829	833	0	22739
30	801	813	825	825	829	833	828	0	23564
31	813	825	825	829	833	828	833	0	24393
32	825	825	829	833	828	833	837	0	25226
33	825	829	833	828	833	837	829	0	26054
34	829	833	828	833	837	829	832	0	26887
35	833	828	833	837	829	832	833	0	27724
36	828	833	837	829	832	833	836	0	28553
37	833	837	829	832	833	836	841	0	29385
38	837	829	832	833	836	841	840	0	30218
39	829	832	833	836	841	840	841	0	31054
40	832	833	836	841	840	841	852	0	31895
41	833	836	841	840	841	852	844	0	32735
42	836	841	840	841	852	844	849	0	33576
43	841	840	841	852	844	849	848	0	34428
44	840	841	852	844	849	848	848	0	35272
45	841	852	844	849	848	848	844	0	36121
46	852	844	849	848	848	844	857	0	36969
47	844	849	848	848	844	857	856	0	37817
48	849	848	848	844	857	856	848	0	38661
49	848	848	844	857	856	848	852	0	39518
50	848	844	857	856	848	852	852	0	40374
51	844	857	856	848	852	852	844	0	41222
52	857	856	848	852	852	844	837	0	42074
53	856	848	852	852	844	837	844	0	42926
54	848	852	852	844	837	844	849	0	43770
55	852	852	844	837	844	849	848	0	44607
56	852	844	837	844	849	848	848	0	45451
57	844	837	844	849	848	848	844	0	46300
58	837	844	849	848	848	844	860	0	47148
59	844	849	848	848	844	860	849	0	47996
60	849	848	848	844	860	849	836	0	48840
61	848	848	844	860	849	836	845	0	49700
62	848	844	860	849	836	845	836	0	50549
63	844	860	849	836	845	836	821	0	51385
64	860	849	836	845	836	821	833	0	52230
65	849	836	845	836	821	833	821	0	53066
66	836	845	836	821	833	821	821	0	53887
67	845	836	821	833	821	821	825	0	54720
68	836	821	833	821	821	825	817	0	55541
69	821	833	821	821	825	817	809	0	56362
70	833	821	821	825	817	809	829	0	57187
71	821	821	825	817	809	829	833	0	58004
72	821	825	817	809	829	833	825	0	58813
73	825	817	809	829	833	825	836	0	59642
74	817	809	829	833	825	836	841	0	60475
75	809	829	833	825	836	841	840	0	61300
76	829	833	825	836	841	840	852	0	62136
77	833	825	836	841	840	852	864	0	62977
78	825	836	841	840	852	864	872	0	63817
79	836	841	840	852	864	872	863	0	64669
80	841	840	852	864	872	863	884	0	65533
81	840	852	864	872	863	884	891	0	66405
82	852	864	872	863	884	891	899	0	67268
83	864	872	863	884	891	899	867	0	68152
84	872	863	884	891	899	867	872	0	69043
85	863	884	891	899	867	872	856	0	69942
86	884	891	899	867	872	856	848	0	70809
87	891	899	867	872	856	848	852	0	71681
88	899	867	872	856	848	852	849	0	72537
89	867	872	856	848	852	849	840	0	73385
90	872	856	848	852	849	840	844	0	74237
91	856	848	852	849	840	844	841	0	75086
92	848	852	849	840	844	841	840	0	75926
93	852	849	840	844	841	840	853	0	76770
94	849	840	844	841	840	853	856	0	77611
95	840	844	841	840	853	856	852	0	78451
96	844	841	840	853	856	852	860	0	79304
