index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	226	338	829	899	821	914	767	0	2292
4	338	829	899	821	914	767	910	0	3113
5	829	899	821	914	767	910	786	0	4027
6	899	821	914	767	910	786	895	0	4794
7	821	914	767	910	786	895	798	0	5704
8	914	767	910	786	895	798	1214	0	6490
9	767	910	786	895	798	1214	1047	0	7385
10	910	786	895	798	1214	1047	797	0	8183
11	786	895	798	1214	1047	797	662	0	9397
12	895	798	1214	1047	797	662	638	0	10444
13	798	1214	1047	797	662	638	638	0	11241
14	1214	1047	797	662	638	638	630	0	11903
15	1047	797	662	638	638	630	623	0	12541
16	797	662	638	638	630	623	630	0	13179
17	662	638	638	630	623	630	627	0	13809
18	638	638	630	623	630	627	700	0	14432
19	638	630	623	630	627	700	634	0	15062
20	630	623	630	627	700	634	689	0	15689
21	623	630	627	700	634	689	611	0	16389
22	630	627	700	634	689	611	829	0	17023
23	627	700	634	689	611	829	821	0	17712
24	700	634	689	611	829	821	871	0	18323
25	634	689	611	829	821	871	825	0	19152
26	689	611	829	821	871	825	868	0	19973
27	611	829	821	871	825	868	821	0	20844
28	829	821	871	825	868	821	922	0	21669
29	821	871	825	868	821	922	798	0	22537
30	871	825	868	821	922	798	891	0	23358
31	825	868	821	922	798	891	840	0	24280
32	868	821	922	798	891	840	856	0	25078
33	821	922	798	891	840	856	872	0	25969
34	922	798	891	840	856	872	844	0	26809
35	798	891	840	856	872	844	849	0	27665
36	891	840	856	872	844	849	859	0	28537
37	840	856	872	844	849	859	806	0	29381
38	856	872	844	849	859	806	1249	0	30230
39	872	844	849	859	806	1249	751	0	31089
40	844	849	859	806	1249	751	673	0	31895
41	849	859	806	1249	751	673	603	0	33144
42	859	806	1249	751	673	603	623	0	33895
43	806	1249	751	673	603	623	622	0	34568
44	1249	751	673	603	623	622	646	0	35171
45	751	673	603	623	622	646	689	0	35794
46	673	603	623	622	646	689	677	0	36416
47	603	623	622	646	689	677	611	0	37062
48	623	622	646	689	677	611	665	0	37751
49	622	646	689	677	611	665	619	0	38428
50	646	689	677	611	665	619	658	0	39039
51	689	677	611	665	619	658	622	0	39704
52	677	611	665	619	658	622	654	0	40323
53	611	665	619	658	622	654	626	0	40981
