index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	167	424	670	541	544	421	373	0	1802
4	424	670	541	544	421	373	385	0	2346
5	670	541	544	421	373	385	922	1	2767
6	541	544	421	373	385	922	401	1	3140
7	544	421	373	385	922	401	716	1	3525
8	421	373	385	922	401	716	413	0	4447
9	373	385	922	401	716	413	653	1	4848
10	385	922	401	716	413	653	530	0	5564
11	922	401	716	413	653	530	529	1	5977
12	401	716	413	653	530	529	408	0	6630
13	716	413	653	530	529	408	374	0	7160
14	413	653	530	529	408	374	875	0	7689
15	653	530	529	408	374	875	541	1	8097
16	530	529	408	374	875	541	541	1	8471
17	529	408	374	875	541	541	412	0	9346
18	408	374	875	541	541	412	386	0	9887
19	374	875	541	541	412	386	902	0	10428
20	875	541	541	412	386	902	409	1	10840
21	541	541	412	386	902	409	720	1	11226
22	541	412	386	902	409	720	548	0	12128
23	412	386	902	409	720	548	549	1	12537
24	386	902	409	720	548	549	409	0	13257
25	902	409	720	548	549	409	362	0	13805
26	409	720	548	549	409	362	894	0	14354
27	720	548	549	409	362	894	428	1	14763
28	548	549	409	362	894	428	646	1	15125
29	549	409	362	894	428	646	545	0	16019
30	409	362	894	428	646	545	537	1	16447
31	362	894	428	646	545	537	420	0	17093
32	894	428	646	545	537	420	673	0	17638
33	428	646	545	537	420	673	534	0	18175
34	646	545	537	420	673	534	548	1	18595
35	545	537	420	673	534	548	444	0	19268
36	537	420	673	534	548	444	346	0	19802
37	420	673	534	548	444	346	953	0	20350
38	673	534	548	444	346	953	440	1	20794
39	534	548	444	346	953	440	704	1	21140
40	548	444	346	953	440	704	572	0	22093
41	444	346	953	440	704	572	549	1	22533
42	346	953	440	704	572	549	424	0	23237
43	953	440	704	572	549	424	782	0	23809
44	440	704	572	549	424	782	409	0	24358
45	704	572	549	424	782	409	727	1	24782
46	572	549	424	782	409	727	592	0	25564
47	549	424	782	409	727	592	552	1	25973
48	424	782	409	727	592	552	397	0	26700
49	782	409	727	592	552	397	366	0	27292
50	409	727	592	552	397	366	852	0	27844
51	727	592	552	397	366	852	576	1	28241
52	592	552	397	366	852	576	514	1	28607
53	552	397	366	852	576	514	529	0	29459
54	397	366	852	576	514	529	525	0	30035
55	366	852	576	514	529	525	518	0	30549
56	852	576	514	529	525	518	525	0	31078
57	576	514	529	525	518	525	514	0	31603
58	514	529	525	518	525	514	517	0	32121
59	529	525	518	525	514	517	529	0	32646
60	525	518	525	514	517	529	545	0	33160
61	518	525	514	517	529	545	440	0	33677
62	525	514	517	529	545	440	346	0	34206
63	514	517	529	545	440	346	856	0	34751
64	517	529	545	440	346	856	545	1	35191
65	529	545	440	346	856	545	544	1	35537
66	545	440	346	856	545	544	417	0	36393
67	440	346	856	545	544	417	677	0	36938
68	346	856	545	544	417	677	412	0	37482
69	856	545	544	417	677	412	670	1	37899
70	545	544	417	677	412	670	521	0	38576
71	544	417	677	412	670	521	529	1	38988
72	417	677	412	670	521	529	405	0	39658
73	677	412	670	521	529	405	350	0	40179
74	412	670	521	529	405	350	817	0	40708
75	670	521	529	405	350	817	455	1	41113
76	521	529	405	350	817	455	588	1	41463
77	529	405	350	817	455	588	517	0	42280
78	405	350	817	455	588	517	518	1	42735
79	350	817	455	588	517	518	377	0	43323
80	817	455	588	517	518	377	685	0	43840
81	455	588	517	518	377	685	409	0	44358
82	588	517	518	377	685	409	650	1	44735
83	517	518	377	685	409	650	432	0	45420
84	518	377	685	409	650	432	630	1	45829
85	377	685	409	650	432	630	424	0	46479
86	685	409	650	432	630	424	642	1	46911
87	409	650	432	630	424	642	428	0	47541
88	650	432	630	424	642	428	654	1	47965
89	432	630	424	642	428	654	397	0	48607
90	630	424	642	428	654	397	681	1	49035
91	424	642	428	654	397	681	431	0	49689
92	642	428	654	397	681	431	658	1	50086
93	428	654	397	681	431	658	397	0	50767
94	654	397	681	431	658	397	681	1	51198
95	397	681	431	658	397	681	377	0	51856
96	681	431	658	397	681	377	681	1	52253
97	431	658	397	681	377	681	420	0	52934
98	658	397	681	377	681	420	619	1	53311
99	397	681	377	681	420	619	518	0	53992
100	681	377	681	420	619	518	389	1	54412
101	377	681	420	619	518	389	362	0	55031
102	681	420	619	518	389	362	817	0	55549
103	420	619	518	389	362	817	471	1	55938
104	619	518	389	362	817	471	560	1	56300
105	518	389	362	817	471	560	373	0	57117
106	389	362	817	471	560	373	343	1	57588
107	362	817	471	560	373	343	821	0	58148
108	817	471	560	373	343	821	404	1	58521
109	471	560	373	343	821	404	627	1	58864
110	560	373	343	821	404	627	510	0	59685
111	373	343	821	404	627	510	498	1	60089
112	343	821	404	627	510	498	498	0	60716
113	821	404	627	510	498	498	498	0	61226
114	404	627	510	498	498	498	494	0	61724
115	627	510	498	498	498	494	498	0	62222
116	510	498	498	498	494	498	486	0	62720
117	498	498	498	494	498	486	491	0	63214
118	498	498	494	498	486	491	397	0	63712
119	498	494	498	486	491	397	338	0	64198
120	494	498	486	491	397	338	759	0	64689
121	498	486	491	397	338	759	393	1	65086
122	486	491	397	338	759	393	603	1	65424
123	491	397	338	759	393	603	486	0	66183
124	397	338	759	393	603	486	483	1	66576
125	338	759	393	603	486	483	486	0	67179
126	759	393	603	486	483	486	479	0	67665
127	393	603	486	483	486	479	455	0	68148
128	603	486	483	486	479	455	510	0	68634
129	486	483	486	479	455	510	385	0	69113
130	483	486	479	455	510	385	584	0	69568
131	486	479	455	510	385	584	459	0	70078
132	479	455	510	385	584	459	517	1	70463
133	455	510	385	584	459	517	370	0	71047
134	510	385	584	459	517	370	335	1	71506
135	385	584	459	517	370	335	774	0	72023
136	584	459	517	370	335	774	486	1	72393
137	459	517	370	335	774	486	487	1	72728
138	517	370	335	774	486	487	474	0	73502
139	370	335	774	486	487	474	483	0	73988
140	335	774	486	487	474	483	479	0	74475
141	774	486	487	474	483	479	470	0	74949
142	486	487	474	483	479	470	397	0	75432
143	487	474	483	479	470	397	564	0	75911
144	474	483	479	470	397	564	475	0	76381
145	483	479	470	397	564	475	479	1	76778
146	479	470	397	564	475	479	471	0	77342
147	470	397	564	475	479	471	474	0	77817
148	397	564	475	479	471	474	382	0	78296
149	564	475	479	471	474	382	334	0	78767
150	475	479	471	474	382	334	739	0	79241
151	479	471	474	382	334	739	374	1	79623
152	471	474	382	334	739	374	607	1	79957
153	474	382	334	739	374	607	393	0	80696
154	382	334	739	374	607	393	572	1	81070
155	334	739	374	607	393	572	444	0	81677
156	739	374	607	393	572	444	517	1	82070
157	374	607	393	572	444	517	432	0	82642
158	607	393	572	444	517	432	506	1	83086
159	393	572	444	517	432	506	467	0	83603
160	572	444	517	432	506	467	463	1	84035
161	444	517	432	506	467	463	459	0	84541
162	517	432	506	467	463	459	479	0	85008
163	432	506	467	463	459	479	482	0	85471
164	506	467	463	459	479	482	467	0	85930
165	467	463	459	479	482	467	471	0	86409
166	463	459	479	482	467	471	471	0	86891
167	459	479	482	467	471	471	474	0	87358
168	479	482	467	471	471	474	479	0	87829
169	482	467	471	471	474	479	381	0	88300
170	467	471	471	474	479	381	549	0	88774
171	471	471	474	479	381	549	366	0	89253
172	471	474	479	381	549	366	607	1	89634
173	474	479	381	549	366	607	354	0	90183
174	479	381	549	366	607	354	576	1	90549
175	381	549	366	607	354	576	400	0	91156
176	549	366	607	354	576	400	541	1	91510
177	366	607	354	576	400	541	362	0	92086
178	607	354	576	400	541	362	572	1	92486
179	354	576	400	541	362	572	451	0	93027
180	576	400	541	362	572	451	456	1	93389
181	400	541	362	572	451	456	420	0	93961
182	541	362	572	451	456	420	486	0	94412
183	362	572	451	456	420	486	409	0	94868
184	572	451	456	420	486	409	490	1	95288
185	451	456	420	486	409	490	393	0	95774
186	456	420	486	409	490	393	510	1	96183
187	420	486	409	490	393	510	401	0	96673
188	486	409	490	393	510	401	470	1	97066
189	409	490	393	510	401	470	444	0	97576
190	490	393	510	401	470	444	440	1	97977
191	393	510	401	470	444	440	358	0	98447
192	510	401	470	444	440	358	311	0	98891
193	401	470	444	440	358	311	661	0	99331
194	470	444	440	358	311	661	343	1	99689
195	444	440	358	311	661	343	525	1	100000
196	440	358	311	661	343	525	432	0	100661
197	358	311	661	343	525	432	436	1	101004
198	311	661	343	525	432	436	428	0	101529
199	661	343	525	432	436	428	432	0	101961
200	343	525	432	436	428	432	377	0	102397
201	525	432	436	428	432	377	494	0	102825
202	432	436	428	432	377	494	390	0	103257
203	436	428	432	377	494	390	470	1	103634
204	428	432	377	494	390	470	436	0	104128
205	432	377	494	390	470	436	432	1	104518
206	377	494	390	470	436	432	432	0	104988
207	494	390	470	436	432	432	432	0	105424
208	390	470	436	432	432	432	362	0	105856
209	470	436	432	432	432	362	311	0	106288
210	436	432	432	432	362	311	623	0	106720
211	432	432	432	362	311	623	393	1	107082
212	432	432	362	311	623	393	478	1	107393
213	432	362	311	623	393	478	432	0	108016
214	362	311	623	393	478	432	432	1	108409
