index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	214	253	868	863	888	852	864	0	2198
4	253	868	863	888	852	864	867	0	3086
5	868	863	888	852	864	867	852	0	3938
6	863	888	852	864	867	852	837	0	4802
7	888	852	864	867	852	837	767	0	5669
8	852	864	867	852	837	767	801	0	6521
9	864	867	852	837	767	801	782	0	7358
10	867	852	837	767	801	782	1043	0	8125
11	852	837	767	801	782	1043	763	0	8926
12	837	767	801	782	1043	763	848	0	9708
13	767	801	782	1043	763	848	860	0	10751
14	801	782	1043	763	848	860	871	0	11514
15	782	1043	763	848	860	871	860	0	12362
16	1043	763	848	860	871	860	884	0	13222
17	763	848	860	871	860	884	863	0	14093
18	848	860	871	860	884	863	845	0	14953
19	860	871	860	884	863	845	883	0	15837
20	871	860	884	863	845	883	844	0	16700
21	860	884	863	845	883	844	853	0	17545
22	884	863	845	883	844	853	879	0	18428
23	863	845	883	844	853	879	875	0	19272
24	845	883	844	853	879	875	837	0	20125
25	883	844	853	879	875	837	872	0	21004
26	844	853	879	875	837	872	766	0	21879
27	853	879	875	837	872	766	1257	0	22716
28	879	875	837	872	766	1257	704	0	23588
29	875	837	872	766	1257	704	782	0	24354
30	837	872	766	1257	704	782	841	0	25611
31	872	766	1257	704	782	841	755	0	26315
32	766	1257	704	782	841	755	1280	0	27097
33	1257	704	782	841	755	1280	790	0	27938
34	704	782	841	755	1280	790	657	0	28693
35	782	841	755	1280	790	657	693	0	29973
36	841	755	1280	790	657	693	681	0	30763
37	755	1280	790	657	693	681	782	0	31420
38	1280	790	657	693	681	782	844	0	32113
39	790	657	693	681	782	844	864	0	32794
40	657	693	681	782	844	864	856	0	33576
41	693	681	782	844	864	856	852	0	34420
42	681	782	844	864	856	852	883	0	35284
43	782	844	864	856	852	883	872	0	36140
44	844	864	856	852	883	872	876	0	36992
45	864	856	852	883	872	876	840	0	37875
46	856	852	883	872	876	840	720	0	38747
47	852	883	872	876	840	720	665	0	39623
48	883	872	876	840	720	665	689	0	40463
49	872	876	840	720	665	689	767	0	41183
50	876	840	720	665	689	767	828	0	41848
51	840	720	665	689	767	828	891	0	42537
52	720	665	689	767	828	891	817	0	43304
53	665	689	767	828	891	817	938	0	44132
54	689	767	828	891	817	938	813	0	45023
55	767	828	891	817	938	813	860	0	45840
56	828	891	817	938	813	860	888	0	46778
57	891	817	938	813	860	888	821	0	47591
58	817	938	813	860	888	821	801	0	48451
59	938	813	860	888	821	801	821	0	49339
60	813	860	888	821	801	821	813	0	50160
61	860	888	821	801	821	813	868	0	50961
62	888	821	801	821	813	868	860	0	51782
63	821	801	821	813	868	860	840	0	52595
64	801	821	813	868	860	840	919	0	53463
65	821	813	868	860	840	919	860	0	54323
66	813	868	860	840	919	860	708	0	55163
67	868	860	840	919	860	708	801	0	56082
68	860	840	919	860	708	801	853	0	56942
69	840	919	860	708	801	853	891	0	57650
70	919	860	708	801	853	891	836	0	58451
71	860	708	801	853	891	836	868	0	59304
72	708	801	853	891	836	868	864	0	60195
73	801	853	891	836	868	864	867	0	61031
74	853	891	836	868	864	867	868	0	61899
75	891	836	868	864	867	868	860	0	62763
76	836	868	864	867	868	860	848	0	63630
77	868	864	867	868	860	848	864	0	64498
78	864	867	868	860	848	864	868	0	65358
79	867	868	860	848	864	868	879	0	66206
80	868	860	848	864	868	879	833	0	67070
81	860	848	864	868	879	833	751	0	67938
82	848	864	868	879	833	751	692	0	68817
83	864	868	879	833	751	692	1203	0	69650
84	868	879	833	751	692	1203	661	0	70401
85	879	833	751	692	1203	661	642	0	71093
86	833	751	692	1203	661	642	654	0	72296
87	751	692	1203	661	642	654	646	0	72957
88	692	1203	661	642	654	646	638	0	73599
89	1203	661	642	654	646	638	665	0	74253
90	661	642	654	646	638	665	646	0	74899
91	642	654	646	638	665	646	724	0	75537
92	654	646	638	665	646	724	825	0	76202
93	646	638	665	646	724	825	809	0	76848
94	638	665	646	724	825	809	872	0	77572
95	665	646	724	825	809	872	844	0	78397
96	646	724	825	809	872	844	759	0	79206
97	724	825	809	872	844	759	778	0	80078
98	825	809	872	844	759	778	825	0	80922
99	809	872	844	759	778	825	864	0	81681
100	872	844	759	778	825	864	848	0	82459
101	844	759	778	825	864	848	856	0	83284
102	759	778	825	864	848	856	864	0	84148
103	778	825	864	848	856	864	805	0	84996
104	825	864	848	856	864	805	841	0	85852
105	864	848	856	864	805	841	770	0	86716
106	848	856	864	805	841	770	666	0	87521
107	856	864	805	841	770	666	665	0	88362
108	864	805	841	770	666	665	665	0	89132
109	805	841	770	666	665	665	732	0	89798
110	841	770	666	665	665	732	1272	0	90463
111	770	666	665	665	732	1272	755	0	91128
112	666	665	665	732	1272	755	673	0	91860
113	665	665	732	1272	755	673	720	0	93132
114	665	732	1272	755	673	720	798	0	93887
115	732	1272	755	673	720	798	833	0	94560
116	1272	755	673	720	798	833	856	0	95280
117	755	673	720	798	833	856	856	0	96078
118	673	720	798	833	856	856	867	0	96911
