index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	401	1128	1179	1097	1012	1175	1105	0	3805
4	1128	1179	1097	1012	1175	1105	1047	0	4817
5	1179	1097	1012	1175	1105	1047	1233	0	5992
6	1097	1012	1175	1105	1047	1233	1199	0	7097
7	1012	1175	1105	1047	1233	1199	1054	0	8144
8	1175	1105	1047	1233	1199	1054	1148	0	9377
9	1105	1047	1233	1199	1054	1148	1175	0	10576
10	1047	1233	1199	1054	1148	1175	1031	0	11630
11	1233	1199	1054	1148	1175	1031	1059	0	12778
12	1199	1054	1148	1175	1031	1059	1128	0	13953
13	1054	1148	1175	1031	1059	1128	1066	0	14984
14	1148	1175	1031	1059	1128	1066	1039	0	16043
15	1175	1031	1059	1128	1066	1039	1156	0	17171
16	1031	1059	1128	1066	1039	1156	1191	0	18237
17	1059	1128	1066	1039	1156	1191	1070	0	19276
18	1128	1066	1039	1156	1191	1070	1171	0	20432
19	1066	1039	1156	1191	1070	1171	1241	0	21623
20	1039	1156	1191	1070	1171	1241	1132	0	22693
21	1156	1191	1070	1171	1241	1132	1156	0	23864
22	1191	1070	1171	1241	1132	1156	1175	0	25105
23	1070	1171	1241	1132	1156	1175	1125	0	26237
24	1171	1241	1132	1156	1175	1125	1190	0	27393
25	1241	1132	1156	1175	1125	1190	1269	0	28568
26	1132	1156	1175	1125	1190	1269	1093	0	29693
27	1156	1175	1125	1190	1269	1093	1148	0	30883
28	1175	1125	1190	1269	1093	1148	1218	0	32152
29	1125	1190	1269	1093	1148	1218	1082	0	33245
30	1190	1269	1093	1148	1218	1082	1105	0	34393
31	1269	1093	1148	1218	1082	1105	1175	0	35611
32	1093	1148	1218	1082	1105	1175	1097	0	36693
33	1148	1218	1082	1105	1175	1097	1047	0	37798
34	1218	1082	1105	1175	1097	1047	1202	0	38973
35	1082	1105	1175	1097	1047	1202	1128	0	40070
36	1105	1175	1097	1047	1202	1128	1004	0	41117
37	1175	1097	1047	1202	1128	1004	1109	0	42319
38	1097	1047	1202	1128	1004	1109	1094	0	43447
39	1047	1202	1128	1004	1109	1094	1035	0	44451
40	1202	1128	1004	1109	1094	1035	1190	0	45560
41	1128	1004	1109	1094	1035	1190	1105	0	46654
42	1004	1109	1094	1035	1190	1105	1016	0	47689
43	1109	1094	1035	1190	1105	1016	1109	0	48879
44	1094	1035	1190	1105	1016	1109	1167	0	49984
45	1035	1190	1105	1016	1109	1167	1051	0	51000
46	1190	1105	1016	1109	1167	1051	1148	0	52109
