index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	327	1078	455	1058	456	1027	459	0	2918
4	1078	455	1058	456	1027	459	1000	1	3374
5	455	1058	456	1027	459	1000	447	0	4401
6	1058	456	1027	459	1000	447	985	1	4860
7	456	1027	459	1000	447	985	451	0	5860
8	1027	459	1000	447	985	451	973	1	6307
9	459	1000	447	985	451	973	455	0	7292
10	1000	447	985	451	973	455	954	1	7743
11	447	985	451	973	455	954	451	0	8716
12	985	451	973	455	954	451	957	1	9171
13	451	973	455	954	451	957	455	0	10125
14	973	455	954	451	957	455	985	1	10576
15	455	954	451	957	455	985	459	0	11533
16	954	451	957	455	985	459	1015	1	11988
17	451	957	455	985	459	1015	456	0	12973
18	957	455	985	459	1015	456	1031	1	13432
19	455	985	459	1015	456	1031	459	0	14447
20	985	459	1015	456	1031	459	1031	1	14903
21	459	1015	456	1031	459	1031	451	0	15934
22	1015	456	1031	459	1031	451	1028	1	16393
23	456	1031	459	1031	451	1028	451	0	17424
24	1031	459	1031	451	1028	451	1062	1	17875
25	459	1031	451	1028	451	1062	452	0	18903
26	1031	451	1028	451	1062	452	1031	1	19354
27	451	1028	451	1062	452	1031	447	0	20416
28	1028	451	1062	452	1031	447	1028	1	20868
29	451	1062	452	1031	447	1028	447	0	21899
30	1062	452	1031	447	1028	447	1027	1	22346
31	452	1031	447	1028	447	1027	456	0	23374
32	1031	447	1028	447	1027	456	1027	1	23821
33	447	1028	447	1027	456	1027	463	0	24848
34	1028	447	1027	456	1027	463	1000	1	25304
35	447	1027	456	1027	463	1000	478	0	26331
36	1027	456	1027	463	1000	478	993	1	26794
37	456	1027	463	1000	478	993	459	0	27794
38	1027	463	1000	478	993	459	1015	1	28272
39	463	1000	478	993	459	1015	448	0	29265
40	1000	478	993	459	1015	448	1027	1	29724
41	478	993	459	1015	448	1027	455	0	30739
42	993	459	1015	448	1027	455	1012	1	31187
43	459	1015	448	1027	455	1012	455	0	32214
44	1015	448	1027	455	1012	455	1074	1	32669
45	448	1027	455	1012	455	1074	459	0	33681
46	1027	455	1012	455	1074	459	1086	1	34136
47	455	1012	455	1074	459	1086	463	0	35210
48	1012	455	1074	459	1086	463	1082	1	35669
49	455	1074	459	1086	463	1082	447	0	36755
50	1074	459	1086	463	1082	447	1082	1	37218
51	459	1086	463	1082	447	1082	455	0	38300
52	1086	463	1082	447	1082	455	1078	1	38747
53	463	1082	447	1082	455	1078	459	0	39829
54	1082	447	1082	455	1078	459	1051	1	40284
55	447	1082	455	1078	459	1051	455	0	41362
56	1082	455	1078	459	1051	455	1000	1	41821
57	455	1078	459	1051	455	1000	455	0	42872
58	1078	459	1051	455	1000	455	1043	1	43327
