index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	603	588	599	588	576	579	569	0	2401
4	588	599	588	576	579	569	571	0	2977
5	599	588	576	579	569	571	553	0	3556
6	588	576	579	569	571	553	553	0	4125
7	576	579	569	571	553	553	544	0	4696
8	579	569	571	553	553	544	549	0	5249
9	569	571	553	553	544	549	541	0	5802
10	571	553	553	544	549	541	556	0	6346
11	553	553	544	549	541	556	576	0	6895
12	553	544	549	541	556	576	595	0	7436
13	544	549	541	556	576	595	600	0	7992
14	549	541	556	576	595	600	591	0	8568
15	541	556	576	595	600	591	580	0	9163
16	556	576	595	600	591	580	595	0	9763
17	576	595	600	591	580	595	599	0	10354
18	595	600	591	580	595	599	600	0	10934
19	600	591	580	595	599	600	599	0	11529
20	591	580	595	599	600	599	595	0	12128
21	580	595	599	600	599	595	584	0	12728
22	595	599	600	599	595	584	583	0	13327
23	599	600	599	595	584	583	588	0	13922
24	600	599	595	584	583	588	580	0	14506
25	599	595	584	583	588	580	583	0	15089
26	595	584	583	588	580	583	576	0	15677
27	584	583	588	580	583	576	572	0	16257
28	583	588	580	583	576	572	572	0	16840
29	588	580	583	576	572	572	565	0	17416
30	580	583	576	572	572	565	568	0	17988
31	583	576	572	572	565	568	560	0	18560
32	576	572	572	565	568	560	556	0	19125
33	572	572	565	568	560	556	549	0	19693
34	572	565	568	560	556	549	549	0	20253
35	565	568	560	556	549	549	548	0	20809
36	568	560	556	549	549	548	541	0	21358
37	560	556	549	549	548	541	541	0	21907
38	556	549	549	548	541	541	537	0	22455
39	549	549	548	541	541	537	529	0	22996
40	549	548	541	541	537	529	525	0	23537
41	548	541	541	537	529	525	530	0	24074
42	541	541	537	529	525	530	525	0	24603
43	541	537	529	525	530	525	529	0	25128
44	537	529	525	530	525	529	521	0	25658
45	529	525	530	525	529	521	522	0	26183
46	525	530	525	529	521	522	517	0	26712
47	530	525	529	521	522	517	514	0	27233
48	525	529	521	522	517	514	521	0	27755
49	529	521	522	517	514	521	522	0	28272
50	521	522	517	514	521	522	513	0	28786
51	522	517	514	521	522	513	522	0	29307
52	517	514	521	522	513	522	517	0	29829
53	514	521	522	513	522	517	522	0	30342
54	521	522	513	522	517	522	525	0	30864
55	522	513	522	517	522	525	518	0	31381
56	513	522	517	522	525	518	517	0	31903
57	522	517	522	525	518	517	521	0	32428
58	517	522	525	518	517	521	518	0	32946
59	522	525	518	517	521	518	517	0	33463
60	525	518	517	521	518	517	522	0	33984
61	518	517	521	518	517	522	517	0	34502
62	517	521	518	517	522	517	518	0	35019
63	521	518	517	522	517	518	517	0	35541
64	518	517	522	517	518	517	514	0	36058
65	517	522	517	518	517	514	518	0	36576
66	522	517	518	517	514	518	517	0	37093
67	517	518	517	514	518	517	514	0	37607
68	518	517	514	518	517	514	513	0	38125
69	517	514	518	517	514	513	510	0	38642
70	514	518	517	514	513	510	514	0	39156
71	518	517	514	513	510	514	509	0	39669
72	517	514	513	510	514	509	514	0	40179
73	514	513	510	514	509	514	506	0	40693
74	513	510	514	509	514	506	517	0	41202
75	510	514	509	514	506	517	522	0	41716
76	514	509	514	506	517	522	529	0	42222
77	509	514	506	517	522	529	541	0	42739
78	514	506	517	522	529	541	541	0	43261
79	506	517	522	529	541	541	552	0	43790
80	517	522	529	541	541	552	553	0	44331
81	522	529	541	541	552	553	572	0	44872
82	529	541	541	552	553	572	591	0	45424
83	541	541	552	553	572	591	592	0	45977
84	541	552	553	572	591	592	572	0	46549
85	552	553	572	591	592	572	568	0	47140
86	553	572	591	592	572	568	564	0	47732
87	572	591	592	572	568	564	568	0	48304
88	591	592	572	568	564	568	564	0	48872
89	592	572	568	564	568	564	560	0	49436
90	572	568	564	568	564	560	565	0	50004
91	568	564	568	564	560	565	552	0	50568
92	564	568	564	560	565	552	557	0	51128
93	568	564	560	565	552	557	548	0	51693
94	564	560	565	552	557	548	537	0	52245
95	560	565	552	557	548	537	541	0	52802
96	565	552	557	548	537	541	533	0	53350
97	552	557	548	537	541	533	533	0	53887
98	557	548	537	541	533	533	533	0	54428
99	548	537	541	533	533	533	541	0	54961
100	537	541	533	533	533	541	541	0	55494
101	541	533	533	533	541	541	537	0	56027
102	533	533	533	541	541	537	537	0	56568
103	533	533	541	541	537	537	545	0	57109
104	533	541	541	537	537	545	548	0	57646
105	541	541	537	537	545	548	557	0	58183
106	541	537	537	545	548	557	552	0	58728
107	537	537	545	548	557	552	557	0	59276
108	537	545	548	557	552	557	560	0	59833
109	545	548	557	552	557	560	580	0	60385
110	548	557	552	557	560	580	587	0	60942
111	557	552	557	560	580	587	584	0	61502
112	552	557	560	580	587	584	576	0	62082
113	557	560	580	587	584	576	583	0	62669
114	560	580	587	584	576	583	596	0	63253
115	580	587	584	576	583	596	595	0	63829
116	587	584	576	583	596	595	580	0	64412
117	584	576	583	596	595	580	576	0	65008
118	576	583	596	595	580	576	568	0	65603
119	583	596	595	580	576	568	580	0	66183
120	596	595	580	576	568	580	564	0	66759
121	595	580	576	568	580	564	564	0	67327
122	580	576	568	580	564	564	560	0	67907
123	576	568	580	564	564	560	561	0	68471
124	568	580	564	564	560	561	564	0	69035
125	580	564	564	560	561	564	564	0	69595
126	564	564	560	561	564	564	568	0	70156
127	564	560	561	564	564	568	584	0	70720
128	560	561	564	564	568	584	576	0	71284
129	561	564	564	568	584	576	564	0	71852
130	564	564	568	584	576	564	568	0	72436
131	564	568	584	576	564	568	576	0	73012
132	568	584	576	564	568	576	587	0	73576
133	584	576	564	568	576	587	596	0	74144
134	576	564	568	576	587	596	579	0	74720
135	564	568	576	587	596	579	572	0	75307
136	568	576	587	596	579	572	569	0	75903
137	576	587	596	579	572	569	583	0	76482
138	587	596	579	572	569	583	576	0	77054
139	596	579	572	569	583	576	576	0	77623
140	579	572	569	583	576	576	576	0	78206
141	572	569	583	576	576	576	584	0	78782
142	569	583	576	576	576	584	603	0	79358
