index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	455	638	421	867	635	416	879	0	2381
4	638	421	867	635	416	879	452	0	3016
5	421	867	635	416	879	452	863	1	3432
6	867	635	416	879	452	863	487	0	4311
7	635	416	879	452	863	487	817	1	4763
8	416	879	452	863	487	817	455	0	5626
9	879	452	863	487	817	455	930	1	6113
10	452	863	487	817	455	930	424	0	6930
11	863	487	817	455	930	424	930	1	7385
12	487	817	455	930	424	930	654	0	8315
13	817	455	930	424	930	654	420	1	8739
14	455	930	424	930	654	420	930	0	9669
15	930	424	930	654	420	930	654	0	10323
16	424	930	654	420	930	654	424	1	10743
17	930	654	420	930	654	424	965	0	11673
18	654	420	930	654	424	965	665	0	12327
19	420	930	654	424	965	665	424	1	12751
20	930	654	424	965	665	424	1012	0	13716
21	654	424	965	665	424	1012	689	0	14381
22	424	965	665	424	1012	689	416	1	14805
23	965	665	424	1012	689	416	1055	0	15817
24	665	424	1012	689	416	1055	700	0	16506
25	424	1012	689	416	1055	700	420	1	16922
26	1012	689	416	1055	700	420	996	0	17977
27	689	416	1055	700	420	996	677	0	18677
28	416	1055	700	420	996	677	417	1	19097
29	1055	700	420	996	677	417	976	0	20093
30	700	420	996	677	417	976	681	0	20770
31	420	996	677	417	976	681	417	1	21187
32	996	677	417	976	681	417	984	0	22163
33	677	417	976	681	417	984	673	0	22844
34	417	976	681	417	984	673	424	1	23261
35	976	681	417	984	673	424	997	0	24245
36	681	417	984	673	424	997	669	0	24918
37	417	984	673	424	997	669	420	1	25342
38	984	673	424	997	669	420	977	0	26339
39	673	424	997	669	420	977	673	0	27008
40	424	997	669	420	977	673	420	1	27428
41	997	669	420	977	673	420	973	0	28405
42	669	420	977	673	420	973	681	0	29078
43	420	977	673	420	973	681	416	1	29498
44	977	673	420	973	681	416	1000	0	30471
45	673	420	973	681	416	1000	662	0	31152
46	420	973	681	416	1000	662	416	1	31568
47	973	681	416	1000	662	416	926	0	32568
48	681	416	1000	662	416	926	646	0	33230
49	416	1000	662	416	926	646	424	1	33646
50	1000	662	416	926	646	424	852	0	34572
51	662	416	926	646	424	852	638	0	35218
52	416	926	646	424	852	638	424	1	35642
53	926	646	424	852	638	424	798	0	36494
54	646	424	852	638	424	798	611	0	37132
55	424	852	638	424	798	611	591	1	37556
56	852	638	424	798	611	591	417	0	38354
57	638	424	798	611	591	417	805	0	38965
58	424	798	611	591	417	805	611	0	39556
59	798	611	591	417	805	611	615	1	39973
60	611	591	417	805	611	615	412	0	40778
61	591	417	805	611	615	412	965	0	41389
