index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	813	922	895	895	763	502	1261	0	3525
4	922	895	895	763	502	1261	867	0	4288
5	895	895	763	502	1261	867	782	1	4790
6	895	763	502	1261	867	782	510	0	6051
7	763	502	1261	867	782	510	891	0	6918
8	502	1261	867	782	510	891	736	0	7700
9	1261	867	782	510	891	736	824	1	8210
10	867	782	510	891	736	824	518	0	9101
11	782	510	891	736	824	518	1109	0	9837
12	510	891	736	824	518	1109	790	0	10661
13	891	736	824	518	1109	790	704	1	11179
14	736	824	518	1109	790	704	522	0	12288
15	824	518	1109	790	704	522	840	0	13078
16	518	1109	790	704	522	840	696	0	13782
17	1109	790	704	522	840	696	841	1	14304
18	790	704	522	840	696	841	778	0	15144
19	704	522	840	696	841	778	809	0	15840
20	522	840	696	841	778	809	724	0	16681
21	840	696	841	778	809	724	693	0	17459
22	696	841	778	809	724	693	766	0	18268
23	841	778	809	724	693	766	872	0	18992
24	778	809	724	693	766	872	533	0	19685
25	809	724	693	766	872	533	1101	0	20451
26	724	693	766	872	533	1101	673	0	21323
27	693	766	872	533	1101	673	810	1	21856
28	766	872	533	1101	673	810	521	0	22957
29	872	533	1101	673	810	521	1152	0	23630
30	533	1101	673	810	521	1152	860	0	24440
31	1101	673	810	521	1152	860	692	1	24961
32	673	810	521	1152	860	692	510	0	26113
33	810	521	1152	860	692	510	856	0	26973
34	521	1152	860	692	510	856	704	0	27665
35	1152	860	692	510	856	704	856	1	28175
36	860	692	510	856	704	856	806	0	29031
37	692	510	856	704	856	806	840	0	29735
38	510	856	704	856	806	840	747	0	30591
39	856	704	856	806	840	747	724	0	31397
40	704	856	806	840	747	724	518	0	32237
41	856	806	840	747	724	518	1233	0	32984
42	806	840	747	724	518	1233	759	0	33708
43	840	747	724	518	1233	759	739	1	34226
44	747	724	518	1233	759	739	514	0	35459
45	724	518	1233	759	739	514	1085	0	36218
46	518	1233	759	739	514	1085	670	0	36957
47	1233	759	739	514	1085	670	871	1	37471
48	759	739	514	1085	670	871	806	0	38556
49	739	514	1085	670	871	806	829	0	39226
50	514	1085	670	871	806	829	727	0	40097
51	1085	670	871	806	829	727	673	0	40903
52	670	871	806	829	727	673	670	0	41732
53	871	806	829	727	673	670	747	0	42459
54	806	829	727	673	670	747	856	0	43132
55	829	727	673	670	747	856	533	0	43802
56	727	673	670	747	856	533	1124	0	44549
57	673	670	747	856	533	1124	708	0	45405
58	670	747	856	533	1124	708	697	1	45938
59	747	856	533	1124	708	697	833	0	47062
60	856	533	1124	708	697	833	825	0	47770
61	533	1124	708	697	833	825	836	0	48467
62	1124	708	697	833	825	836	755	0	49300
63	708	697	833	825	836	755	739	0	50125
64	697	833	825	836	755	739	494	0	50961
65	833	825	836	755	739	494	1269	0	51716
66	825	836	755	739	494	1269	747	0	52455
67	836	755	739	494	1269	747	856	1	52949
68	755	739	494	1269	747	856	693	0	54218
69	739	494	1269	747	856	693	653	0	54965
70	494	1269	747	856	693	653	666	0	55821
71	1269	747	856	693	653	666	506	0	56514
72	747	856	693	653	666	506	1171	0	57167
73	856	693	653	666	506	1171	794	0	57833
74	693	653	666	506	1171	794	778	1	58339
75	653	666	506	1171	794	778	685	0	59510
76	666	506	1171	794	778	685	645	0	60304
77	506	1171	794	778	685	645	642	0	61082
78	1171	794	778	685	645	642	526	0	61767
79	794	778	685	645	642	526	910	0	62412
80	778	685	645	642	526	910	798	0	63054
81	685	645	642	526	910	798	782	1	63580
82	645	642	526	910	798	782	778	0	64490
83	642	526	910	798	782	778	759	0	65288
84	526	910	798	782	778	759	697	0	66070
85	910	798	782	778	759	697	638	0	66848
86	798	782	778	759	697	638	649	0	67607
87	782	778	759	697	638	649	689	0	68304
88	778	759	697	638	649	689	712	0	68942
89	759	697	638	649	689	712	673	0	69591
90	697	638	649	689	712	673	666	0	70280
91	638	649	689	712	673	666	646	0	70992
92	649	689	712	673	666	646	642	0	71665
93	689	712	673	666	646	642	626	0	72331
94	712	673	666	646	642	626	739	0	72977
95	673	666	646	642	626	739	674	0	73619
96	666	646	642	626	739	674	716	0	74245
97	646	642	626	739	674	716	688	0	74984
98	642	626	739	674	716	688	712	0	75658
99	626	739	674	716	688	712	685	0	76374
100	739	674	716	688	712	685	533	0	77062
101	674	716	688	712	685	533	880	0	77774
102	716	688	712	685	533	880	712	0	78459
103	688	712	685	533	880	712	696	1	78992
104	712	685	533	880	712	696	708	0	79872
105	685	533	880	712	696	708	681	0	80584
106	533	880	712	696	708	681	728	0	81280
107	880	712	696	708	681	728	696	0	81988
108	712	696	708	681	728	696	724	0	82669
109	696	708	681	728	696	724	732	0	83397
110	708	681	728	696	724	732	751	0	84093
111	681	728	696	724	732	751	712	0	84817
112	728	696	724	732	751	712	731	0	85549
113	696	724	732	751	712	731	525	0	86300
114	724	732	751	712	731	525	962	0	87012
