index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	685	801	848	868	876	906	922	0	3245
4	801	848	868	876	906	922	872	0	4121
5	848	868	876	906	922	872	872	0	5027
6	868	876	906	922	872	872	902	0	5949
7	876	906	922	872	872	902	887	0	6821
8	906	922	872	872	902	887	853	0	7693
9	922	872	872	902	887	853	856	0	8595
10	872	872	902	887	853	856	879	0	9482
11	872	902	887	853	856	879	876	0	10335
12	902	887	853	856	879	876	848	0	11191
13	887	853	856	879	876	848	856	0	12070
14	853	856	879	876	848	856	871	0	12946
15	856	879	876	848	856	871	849	0	13794
16	879	876	848	856	871	849	860	0	14650
17	876	848	856	871	849	860	883	0	15521
18	848	856	871	849	860	883	899	0	16370
19	856	871	849	860	883	899	867	0	17230
20	871	849	860	883	899	867	856	0	18113
21	849	860	883	899	867	856	833	0	19012
22	860	883	899	867	856	833	825	0	19879
23	883	899	867	856	833	825	829	0	20735
24	899	867	856	833	825	829	844	0	21568
25	867	856	833	825	829	844	876	0	22393
26	856	833	825	829	844	876	992	0	23222
27	833	825	829	844	876	992	1082	0	24066
28	825	829	844	876	992	1082	1093	0	24942
29	829	844	876	992	1082	1093	1070	0	25934
30	844	876	992	1082	1093	1070	1012	0	27016
31	876	992	1082	1093	1070	1012	1015	0	28109
32	992	1082	1093	1070	1012	1015	1020	0	29179
33	1082	1093	1070	1012	1015	1020	972	0	30191
34	1093	1070	1012	1015	1020	972	969	0	31206
35	1070	1012	1015	1020	972	969	977	0	32226
36	1012	1015	1020	972	969	977	965	0	33198
37	1015	1020	972	969	977	965	965	0	34167
38	1020	972	969	977	965	965	996	0	35144
39	972	969	977	965	965	996	996	0	36109
40	969	977	965	965	996	996	930	0	37074
41	977	965	965	996	996	930	918	0	38070
42	965	965	996	996	930	918	915	0	39066
43	965	996	996	930	918	915	891	0	39996
44	996	996	930	918	915	891	906	0	40914
45	996	930	918	915	891	906	934	0	41829
46	930	918	915	891	906	934	950	0	42720
47	918	915	891	906	934	950	918	0	43626
48	915	891	906	934	950	918	949	0	44560
49	891	906	934	950	918	949	1004	0	45510
50	906	934	950	918	949	1004	930	0	46428
51	934	950	918	949	1004	930	895	0	47377
52	950	918	949	1004	930	895	883	0	48381
53	918	949	1004	930	895	883	829	0	49311
54	949	1004	930	895	883	829	852	0	50206
55	1004	930	895	883	829	852	829	0	51089
56	930	895	883	829	852	829	813	0	51918
57	895	883	829	852	829	813	818	0	52770
58	883	829	852	829	813	818	856	0	53599
59	829	852	829	813	818	856	887	0	54412
60	852	829	813	818	856	887	887	0	55230
61	829	813	818	856	887	887	938	0	56086
62	813	818	856	887	887	938	1004	0	56973
63	818	856	887	887	938	1004	988	0	57860
64	856	887	887	938	1004	988	957	0	58798
65	887	887	938	1004	988	957	938	0	59802
66	887	938	1004	988	957	938	930	0	60790
