index	i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter	Time
3	848	712	494	946	724	478	957	0	3039
4	712	494	946	724	478	957	709	0	3763
5	494	946	724	478	957	709	486	1	4241
6	946	724	478	957	709	486	938	0	5198
7	724	478	957	709	486	938	700	0	5907
8	478	957	709	486	938	700	498	1	6393
9	957	709	486	938	700	498	903	0	7331
10	709	486	938	700	498	903	696	0	8031
11	486	938	700	498	903	696	530	1	8529
12	938	700	498	903	696	530	898	0	9432
13	700	498	903	696	530	898	705	0	10128
14	498	903	696	530	898	705	525	1	10658
15	903	696	530	898	705	525	914	0	11556
16	696	530	898	705	525	914	720	0	12261
17	530	898	705	525	914	720	491	1	12786
18	898	705	525	914	720	491	949	0	13700
19	705	525	914	720	491	949	704	0	14420
20	525	914	720	491	949	704	490	1	14911
21	914	720	491	949	704	490	954	0	15860
22	720	491	949	704	490	954	724	0	16564
23	491	949	704	490	954	724	478	1	17054
24	949	704	490	954	724	478	957	0	18008
25	704	490	954	724	478	957	712	0	18732
26	490	954	724	478	957	712	483	1	19210
27	954	724	478	957	712	483	961	0	20167
28	724	478	957	712	483	961	712	0	20879
29	478	957	712	483	961	712	724	1	21362
30	957	712	483	961	712	724	653	0	22323
31	712	483	961	712	724	653	779	0	23035
32	483	961	712	724	653	779	727	0	23759
33	961	712	724	653	779	727	533	1	24412
34	712	724	653	779	727	533	946	0	25191
35	724	653	779	727	533	946	739	0	25918
36	653	779	727	533	946	739	475	1	26451
37	779	727	533	946	739	475	984	0	27397
38	727	533	946	739	475	984	736	0	28136
39	533	946	739	475	984	736	731	1	28611
40	946	739	475	984	736	731	588	0	29595
41	739	475	984	736	731	588	883	0	30331
42	475	984	736	731	588	883	732	0	31062
43	984	736	731	588	883	732	490	1	31650
44	736	731	588	883	732	490	969	0	32533
45	731	588	883	732	490	969	731	0	33265
46	588	883	732	490	969	731	471	1	33755
47	883	732	490	969	731	471	981	0	34724
48	732	490	969	731	471	981	716	0	35455
49	490	969	731	471	981	716	474	1	35926
50	969	731	471	981	716	474	969	0	36907
51	731	471	981	716	474	969	716	0	37623
52	471	981	716	474	969	716	479	1	38097
53	981	716	474	969	716	479	949	0	39066
54	716	474	969	716	479	949	716	0	39782
55	474	969	716	479	949	716	479	1	40261
56	969	716	479	949	716	479	949	0	41210
57	716	479	949	716	479	949	704	0	41926
58	479	949	716	479	949	704	479	1	42405
59	949	716	479	949	704	479	930	0	43354
60	716	479	949	704	479	930	704	0	44058
61	479	949	704	479	930	704	494	1	44537
62	949	704	479	930	704	494	923	0	45467
63	704	479	930	704	494	923	688	0	46171
64	479	930	704	494	923	688	518	1	46665
65	930	704	494	923	688	518	891	0	47588
66	704	494	923	688	518	891	704	0	48276
67	494	923	688	518	891	704	525	1	48794
68	923	688	518	891	704	525	884	0	49685
69	688	518	891	704	525	884	704	0	50389
70	518	891	704	525	884	704	514	1	50914
71	891	704	525	884	704	514	910	0	51798
72	704	525	884	704	514	910	700	0	52502
73	525	884	704	514	910	700	514	1	53016
74	884	704	514	910	700	514	907	0	53926
75	704	514	910	700	514	907	708	0	54626
76	514	910	700	514	907	708	513	1	55140
77	910	700	514	907	708	513	899	0	56047
78	700	514	907	708	513	899	697	0	56755
79	514	907	708	513	899	697	541	1	57268
80	907	708	513	899	697	541	883	0	58167
81	708	513	899	697	541	883	704	0	58864
82	513	899	697	541	883	704	533	1	59405
83	899	697	541	883	704	533	891	0	60288
84	697	541	883	704	533	891	712	0	60992
85	541	883	704	533	891	712	498	1	61525
86	883	704	533	891	712	498	946	0	62416
87	704	533	891	712	498	946	708	0	63128
88	533	891	712	498	946	708	490	1	63626
89	891	712	498	946	708	490	938	0	64572
90	712	498	946	708	490	938	716	0	65280
91	498	946	708	490	938	716	487	1	65770
92	946	708	490	938	716	487	941	0	66708
93	708	490	938	716	487	941	693	0	67424
94	490	938	716	487	941	693	509	1	67911
95	938	716	487	941	693	509	895	0	68852
96	716	487	941	693	509	895	697	0	69545
97	487	941	693	509	895	697	545	1	70054
98	941	693	509	895	697	545	856	0	70949
99	693	509	895	697	545	856	692	0	71646
100	509	895	697	545	856	692	557	1	72191
101	895	697	545	856	692	557	852	0	73047
102	697	545	856	692	557	852	692	0	73739
103	545	856	692	557	852	692	596	1	74296
104	856	692	557	852	692	596	805	0	75148
105	692	557	852	692	596	805	697	0	75840
106	557	852	692	596	805	697	716	1	76436
107	852	692	596	805	697	716	704	0	77241
108	692	596	805	697	716	704	720	0	77938
109	596	805	697	716	704	720	727	0	78654
110	805	697	716	704	720	727	456	0	79358
111	697	716	704	720	727	456	1004	0	80078
112	716	704	720	727	456	1004	723	0	80805
113	704	720	727	456	1004	723	467	1	81261
114	720	727	456	1004	723	467	992	0	82265
115	727	456	1004	723	467	992	724	0	82988
116	456	1004	723	467	992	724	467	1	83455
117	1004	723	467	992	724	467	977	0	84447
118	723	467	992	724	467	977	704	0	85171
119	467	992	724	467	977	704	479	1	85638
120	992	724	467	977	704	479	961	0	86615
121	724	467	977	704	479	961	712	0	87319
122	467	977	704	479	961	712	475	1	87798
123	977	704	479	961	712	475	937	0	88759
124	704	479	961	712	475	937	705	0	89471
125	479	961	712	475	937	705	482	1	89946
126	961	712	475	937	705	482	930	0	90883
127	712	475	937	705	482	930	700	0	91588
128	475	937	705	482	930	700	487	1	92070
129	937	705	482	930	700	487	934	0	93000
130	705	482	930	700	487	934	708	0	93700
131	482	930	700	487	934	708	486	1	94187
132	930	700	487	934	708	486	926	0	95121
133	700	487	934	708	486	926	697	0	95829
134	487	934	708	486	926	697	502	1	96315
135	934	708	486	926	697	502	895	0	97241
136	708	486	926	697	502	895	696	0	97938
137	486	926	697	502	895	696	522	1	98440
138	926	697	502	895	696	522	887	0	99335
139	697	502	895	696	522	887	692	0	100031
140	502	895	696	522	887	692	502	1	100553
141	895	696	522	887	692	502	919	0	101440
142	696	522	887	692	502	919	708	0	102132
143	522	887	692	502	919	708	494	1	102634
144	887	692	502	919	708	494	926	0	103553
145	692	502	919	708	494	926	712	0	104261
146	502	919	708	494	926	712	486	1	104755
147	919	708	494	926	712	486	930	0	105681
148	708	494	926	712	486	930	701	0	106393
149	494	926	712	486	930	701	498	1	106879
150	926	712	486	930	701	498	914	0	107809
151	712	486	930	701	498	914	704	0	108510
152	486	930	701	498	914	704	506	1	109008
153	930	701	498	914	704	506	899	0	109922
154	701	498	914	704	506	899	704	0	110626
155	498	914	704	506	899	704	491	1	111132
156	914	704	506	899	704	491	918	0	112031
157	704	506	899	704	491	918	696	0	112735
158	506	899	704	491	918	696	506	1	113226
159	899	704	491	918	696	506	907	0	114144
160	704	491	918	696	506	907	704	0	114840
161	491	918	696	506	907	704	506	1	115346
162	918	696	506	907	704	506	911	0	116253
163	696	506	907	704	506	911	696	0	116957
164	506	907	704	506	911	696	490	1	117463
165	907	704	506	911	696	490	930	0	118374
166	704	506	911	696	490	930	705	0	119070
167	506	911	696	490	930	705	490	1	119560
168	911	696	490	930	705	490	918	0	120490
169	696	490	930	705	490	918	697	0	121195
170	490	930	705	490	918	697	513	1	121685
171	930	705	490	918	697	513	883	0	122603
172	705	490	918	697	513	883	685	0	123300
173	490	918	697	513	883	685	530	1	123813
174	918	697	513	883	685	530	856	0	124696
175	697	513	883	685	530	856	700	0	125381
176	513	883	685	530	856	700	560	1	125911
177	883	685	530	856	700	560	876	0	126767
178	685	530	856	700	560	876	700	0	127467
179	530	856	700	560	876	700	557	1	128027
180	856	700	560	876	700	557	902	0	128903
181	700	560	876	700	557	902	728	0	129603
182	560	876	700	557	902	728	498	1	130160
183	876	700	557	902	728	498	945	0	131062
184	700	557	902	728	498	945	716	0	131790
185	557	902	728	498	945	716	483	1	132288
