      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.058       15     N    0    0    0
    0:00.821      211     N    0    0    0
    0:01.553      399     N    0    0    0
    0:02.319      596     N    0    0    0
    0:03.051      784     N    0    0    0
    0:03.821      982     N    0    0    0
    0:04.560     1172     N    0    0    0
    0:05.327     1369     N    0    0    0
    0:06.066     1559     N    0    0    0
    0:06.829     1755     N    0    0    0
    0:07.553     1941     N    0    0    0
    0:08.331     2141     N    0    0    0
    0:09.039     2323     N    0    0    0
    0:09.813     2522     N    0    0    0
    0:10.560     2714     N    0    0    0
    0:11.323     2910     N    0    0    0
    0:12.062     3100     N    0    0    0
    0:12.821     3295     N    0    0    0
    0:13.572     3488     N    0    0    0
    0:14.307     3677     N    0    0    0
    0:15.004     3856     N    0    0    0
    0:15.739     4045     N    0    0    0
    0:16.444     4226     N    0    0    0
    0:17.160     4410     N    0    0    0
    0:17.864     4591     N    0    0    0
    0:18.564     4771     N    0    0    0
    0:19.280     4955     N    0    0    0
    0:19.996     5139     N    0    0    0
    0:20.704     5321     N    0    0    0
    0:21.416     5504     N    0    0    0
    0:22.121     5685     N    0    0    0
    0:22.844     5871     N    0    0    0
    0:23.545     6051     N    0    0    0
    0:24.265     6236     N    0    0    0
    0:24.996     6424     N    0    0    0
    0:25.700     6605     N    0    0    0
    0:26.416     6789     N    0    0    0
    0:27.101     6965     N    0    0    0
    0:27.817     7149     N    0    0    0
    0:28.521     7330     N    0    0    0
    0:29.245     7516     N    0    0    0
    0:29.961     7700     N    0    0    0
    0:30.638     7874     N    0    0    0
    0:31.339     8054     N    0    0    0
    0:32.027     8231     N    0    0    0
    0:32.739     8414     N    0    0    0
    0:33.463     8600     N    0    0    0
    0:34.179     8784     N    0    0    0
    0:34.872     8962     N    0    0    0
    0:35.588     9146     N    0    0    0
    0:36.292     9327     N    0    0    0
    0:36.984     9505     N    0    0    0
    0:37.611     9666     N    0    0    0
    0:38.339     9853     N    0    0    0
    0:39.051    10036     N    0    0    0
    0:39.728    10210     N    0    0    0
    0:40.366    10374     N    0    0    0
    0:41.101    10563     N    0    0    0
    0:41.747    10729     N    0    0    0
    0:42.467    10914     N    0    0    0
    0:43.113    11080     N    0    0    0
    0:43.829    11264     N    0    0    0
    0:44.475    11430     N    0    0    0
    0:45.191    11614     N    0    0    0
    0:45.872    11789     N    0    0    0
    0:46.568    11968     N    0    0    0
    0:47.257    12145     N    0    0    0
    0:47.973    12329     N    0    0    0
    0:48.650    12503     N    0    0    0
    0:49.366    12687     N    0    0    0
    0:50.078    12870     N    0    0    0
    0:50.782    13051     N    0    0    0
    0:51.471    13228     N    0    0    0
    0:52.179    13410     N    0    0    0
    0:52.848    13582     N    0    0    0
    0:53.588    13772     N    0    0    0
    0:54.257    13944     N    0    0    0
    0:54.992    14133     N    0    0    0
    0:55.716    14319     N    0    0    0
    0:56.420    14500     N    0    0    0
    0:57.117    14679     N    0    0    0
    0:57.837    14864     N    0    0    0
    0:58.525    15041     N    0    0    0
    0:59.257    15229     N    0    0    0
    0:59.957    15409     N    0    0    0
    1:00.700    15600     N    0    0    0
    1:01.424    15786     N    0    0    0
    1:02.140    15970     N    0    0    0
    1:02.864    16156     N    0    0    0
    1:03.591    16343     N    0    0    0
    1:04.268    16517     N    0    0    0
    1:05.027    16712     N    0    0    0
    1:05.770    16903     N    0    0    0
    1:06.498    17090     N    0    0    0
    1:07.226    17277     N    0    0    0
    1:07.938    17460     N    0    0    0
    1:08.661    17646     N    0    0    0
    1:09.385    17832     N    0    0    0
    1:10.113    18019     N    0    0    0
    1:10.840    18206     N    0    0    0
    1:11.564    18392     N    0    0    0
    1:12.284    18577     N    0    0    0
    1:13.008    18763     N    0    0    0
    1:13.708    18943     N    0    0    0
    1:14.447    19133     N    0    0    0
    1:15.167    19318     N    0    0    0
    1:15.895    19505     N    0    0    0
    1:16.595    19685     N    0    0    0
    1:17.331    19874     N    0    0    0
    1:18.054    20060     N    0    0    0
    1:18.786    20248     N    0    0    0
    1:19.479    20426     N    0    0    0
    1:20.195    20610     N    0    0    0
    1:20.922    20797     N    0    0    0
    1:21.650    20984     N    0    0    0
    1:22.377    21171     N    0    0    0
    1:23.109    21359     N    0    0    0
    1:23.825    21543     N    0    0    0
    1:24.537    21726     N    0    0    0
    1:25.121    21876     A    0    0    0
    1:25.973    22095     N    0    0    0
    1:26.704    22283     N    0    0    0
    1:27.428    22469     N    0    0    0
    1:28.152    22655     N    0    0    0
    1:28.872    22840     N    0    0    0
    1:29.572    23020     N    0    0    0
    1:30.307    23209     N    0    0    0
    1:31.016    23391     N    0    0    0
    1:31.739    23577     N    0    0    0
    1:32.463    23763     N    0    0    0
    1:33.171    23945     N    0    0    0
    1:33.891    24130     N    0    0    0
    1:34.607    24314     N    0    0    0
    1:35.265    24483     A    0    0    0
    1:35.778    24615     A    0    0    0
    1:36.630    24834     N    0    0    0
    1:37.377    25026     N    0    0    0
    1:38.105    25213     N    0    0    0
    1:38.840    25402     N    0    0    0
    1:39.572    25590     N    0    0    0
    1:40.288    25774     N    0    0    0
    1:41.004    25958     N    0    0    0
    1:41.743    26148     N    0    0    0
    1:42.463    26333     N    0    0    0
    1:43.179    26517     N    0    0    0
    1:43.907    26704     N    0    0    0
    1:44.630    26890     N    0    0    0
    1:45.350    27075     N    0    0    0
    1:46.078    27262     N    0    0    0
    1:46.809    27450     N    0    0    0
    1:47.541    27638     N    0    0    0
    1:48.276    27827     N    0    0    0
    1:49.019    28018     N    0    0    0
    1:49.751    28206     N    0    0    0
    1:50.482    28394     N    0    0    0
    1:51.222    28584     N    0    0    0
    1:51.949    28771     N    0    0    0
    1:52.673    28957     N    0    0    0
    1:53.405    29145     N    0    0    0
    1:54.132    29332     N    0    0    0
    1:54.852    29517     N    0    0    0
    1:55.568    29701     N    0    0    0
    1:56.292    29887     N    0    0    0
    1:57.004    30070     N    0    0    0
    1:57.724    30255     N    0    0    0
    1:58.436    30438     N    0    0    0
    1:59.148    30621     N    0    0    0
    1:59.860    30804     N    0    0    0
    2:00.572    30987     N    0    0    0
    2:01.288    31171     N    0    0    0
    2:01.992    31352     N    0    0    0
    2:02.712    31537     N    0    0    0
    2:03.428    31721     N    0    0    0
    2:04.140    31904     N    0    0    0
    2:04.856    32088     N    0    0    0
    2:05.564    32270     N    0    0    0
    2:06.272    32452     N    0    0    0
    2:06.973    32632     N    0    0    0
    2:07.704    32820     N    0    0    0
    2:08.420    33004     N    0    0    0
    2:09.128    33186     N    0    0    0
    2:09.837    33368     N    0    0    0
    2:10.545    33550     N    0    0    0
    2:11.249    33731     N    0    0    0
    2:11.961    33914     N    0    0    0
    2:12.665    34095     N    0    0    0
    2:13.370    34276     N    0    0    0
    2:14.089    34461     N    0    0    0
    2:14.786    34640     N    0    0    0
    2:15.490    34821     N    0    0    0
    2:16.191    35001     N    0    0    0
    2:16.887    35180     N    0    0    0
    2:17.591    35361     N    0    0    0
    2:18.296    35542     N    0    0    0
    2:19.012    35726     N    0    0    0
    2:19.712    35906     N    0    0    0
    2:20.389    36080     N    0    0    0
    2:21.125    36269     N    0    0    0
    2:21.790    36440     N    0    0    0
    2:22.514    36626     N    0    0    0
    2:23.226    36809     N    0    0    0
    2:23.887    36979     N    0    0    0
    2:24.607    37164     N    0    0    0
    2:25.300    37342     N    0    0    0
    2:26.000    37522     N    0    0    0
    2:26.689    37699     N    0    0    0
    2:27.374    37875     N    0    0    0
    2:28.066    38053     N    0    0    0
    2:28.747    38228     N    0    0    0
    2:29.428    38403     N    0    0    0
    2:30.113    38579     N    0    0    0
    2:30.794    38754     N    0    0    0
    2:31.475    38929     N    0    0    0
    2:32.163    39106     N    0    0    0
    2:32.778    39264     N    0    0    0
    2:33.486    39446     N    0    0    0
    2:34.117    39608     N    0    0    0
    2:34.829    39791     N    0    0    0
    2:35.553    39977     N    0    0    0
    2:36.249    40156     N    0    0    0
    2:36.934    40332     N    0    0    0
    2:37.630    40511     N    0    0    0
    2:38.268    40675     N    0    0    0
    2:38.973    40856     N    0    0    0
    2:39.595    41016     N    0    0    0
    2:40.315    41201     N    0    0    0
    2:41.019    41382     N    0    0    0
    2:41.720    41562     N    0    0    0
    2:42.366    41728     N    0    0    0
    2:43.078    41911     N    0    0    0
    2:43.696    42070     N    0    0    0
    2:44.230    42207     A    0    0    0
    2:45.062    42421     N    0    0    0
    2:45.759    42600     N    0    0    0
    2:46.451    42778     N    0    0    0
    2:47.144    42956     N    0    0    0
    2:47.829    43132     N    0    0    0
    2:48.498    43304     N    0    0    0
    2:49.136    43468     N    0    0    0
    2:49.840    43649     N    0    0    0
    2:50.521    43824     N    0    0    0
    2:51.202    43999     N    0    0    0
    2:51.875    44172     N    0    0    0
    2:52.545    44344     N    0    0    0
    2:53.218    44517     N    0    0    0
    2:53.840    44677     N    0    0    0
    2:54.553    44860     N    0    0    0
    2:55.230    45034     N    0    0    0
    2:55.911    45209     N    0    0    0
    2:56.588    45383     N    0    0    0
    2:57.261    45556     N    0    0    0
    2:57.942    45731     N    0    0    0
    2:58.615    45904     N    0    0    0
    2:59.288    46077     N    0    0    0
    2:59.922    46240     N    0    0    0
    3:00.603    46415     N    0    0    0
    3:01.300    46594     N    0    0    0
    3:01.934    46757     N    0    0    0
    3:02.626    46935     N    0    0    0
    3:03.292    47106     N    0    0    0
    3:03.992    47286     N    0    0    0
    3:04.673    47461     N    0    0    0
    3:05.350    47635     N    0    0    0
    3:06.019    47807     N    0    0    0
    3:06.704    47983     N    0    0    0
