      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.148       38     N    0    0    0
    0:01.661      427     N    0    0    0
    0:02.580      663     N    0    0    0
    0:03.451      887     N    0    0    0
    0:04.280     1100     N    0    0    0
    0:05.117     1315     N    0    0    0
    0:05.681     1460     A    0    0    0
    0:06.249     1606     A    0    0    0
    0:07.140     1835     N    0    0    0
    0:07.938     2040     N    0    0    0
    0:08.802     2262     N    0    0    0
    0:10.366     2664     N    0    0    0
    0:11.346     2916     N    0    0    0
    0:12.241     3146     N    0    0    0
    0:13.160     3382     N    0    0    0
    0:14.082     3619     N    0    0    0
    0:14.984     3851     N    0    0    0
    0:15.879     4081     N    0    0    0
    0:16.751     4305     N    0    0    0
    0:18.261     4693     N    0    0    0
    0:19.183     4930     N    0    0    0
    0:20.043     5151     N    0    0    0
    0:20.875     5365     N    0    0    0
    0:21.685     5573     N    0    0    0
    0:23.156     5951     N    0    0    0
    0:24.043     6179     N    0    0    0
    0:24.603     6323     N    0    0    0
    0:25.518     6558     N    0    0    0
    0:26.389     6782     N    0    0    0
    0:27.179     6985     N    0    0    0
    0:27.973     7189     N    0    0    0
    0:28.770     7394     N    0    0    0
    0:29.354     7544     A    0    0    0
    0:30.346     7799     N    0    0    0
    0:31.167     8010     N    0    0    0
    0:32.689     8401     N    0    0    0
    0:33.545     8621     N    0    0    0
    0:34.105     8765     N    0    0    0
    0:35.035     9004     N    0    0    0
    0:35.661     9165     A    0    0    0
    0:36.549     9393     N    0    0    0
    0:37.440     9622     N    0    0    0
    0:38.296     9842     N    0    0    0
    0:39.105    10050     N    0    0    0
    0:39.926    10261     N    0    0    0
    0:40.735    10469     N    0    0    0
    0:41.276    10608     A    0    0    0
    0:41.860    10758     A    0    0    0
    0:42.852    11013     N    0    0    0
    0:43.802    11257     N    0    0    0
    0:44.681    11483     N    0    0    0
    0:45.521    11699     N    0    0    0
    0:46.362    11915     N    0    0    0
    0:47.191    12128     N    0    0    0
