214	0	214
751	0	965
872	0	1837
863	0	2700
818	0	3518
774	0	4292
774	0	5066
774	0	5840
779	0	6619
762	0	7381
759	0	8140
720	0	8860
712	0	9572
700	0	10272
767	0	11039
728	0	11767
739	0	12506
755	0	13261
743	0	14004
743	0	14747
743	0	15490
736	0	16226
739	0	16965
728	0	17693
731	0	18424
739	0	19163
740	0	19903
739	0	20642
735	0	21377
736	0	22113
747	0	22860
743	0	23603
751	0	24354
739	0	25093
747	0	25840
755	0	26595
759	0	27354
755	0	28109
755	0	28864
759	0	29623
751	0	30374
751	0	31125
747	0	31872
747	0	32619
755	0	33374
751	0	34125
747	0	34872
743	0	35615
743	0	36358
747	0	37105
743	0	37848
740	0	38588
684	0	39272
724	0	39996
887	0	40883
872	0	41755
883	0	42638
763	0	43401
731	0	44132
720	0	44852
704	0	45556
1063	0	46619
895	0	47514
766	0	48280
732	0	49012
696	0	49708
1090	0	50798
895	0	51693
774	0	52467
731	0	53198
709	0	53907
700	0	54607
712	0	55319
1066	0	56385
899	0	57284
805	0	58089
755	0	58844
751	0	59595
747	0	60342
1090	0	61432
1728	0	63160
1501	0	64661
1421	0	66082
1124	0	67206
1650	0	68856
1479	0	70335
1704	1	72039
1591	0	73630
1545	0	75175
1541	0	76716
1560	0	78276
1568	0	79844
1475	0	81319
1420	0	82739
790	0	83529
1409	0	84938
1463	0	86401
1327	0	87728
692	0	88420
1304	0	89724
1210	0	90934
1191	0	92125
704	0	92829
1268	0	94097
1160	0	95257
731	0	95988
1242	0	97230
1175	0	98405
1136	0	99541
1136	0	100677
1125	0	101802
1175	0	102977
622	0	103599
1253	0	104852
1370	0	106222
1498	0	107720
1482	0	109202
1257	0	110459
1502	0	111961
821	0	112782
1522	0	114304
1097	0	115401
770	0	116171
747	0	116918
720	0	117638
1047	0	118685
953	0	119638
817	0	120455
798	0	121253
1591	1	122844
1152	0	123996
1451	0	125447
1425	0	126872
1120	0	127992
969	0	128961
1529	1	130490
1456	0	131946
1136	0	133082
941	0	134023
1432	0	135455
1401	0	136856
759	0	137615
953	0	138568
946	0	139514
863	0	140377
814	0	141191
1482	1	142673
930	0	143603
1475	1	145078
801	0	145879
759	0	146638
1506	1	148144
1156	0	149300
797	0	150097
782	0	150879
747	0	151626
1070	0	152696
969	0	153665
833	0	154498
802	0	155300
778	0	156078
766	0	156844
755	0	157599
716	0	158315
1055	0	159370
949	0	160319
860	0	161179
837	0	162016
813	0	162829
786	0	163615
786	0	164401
782	0	165183
770	0	165953
872	0	166825
778	0	167603
1374	1	168977
533	1	169510
1509	0	171019
786	0	171805
1343	0	173148
1082	0	174230
797	0	175027
829	0	175856
759	0	176615
735	0	177350
697	0	178047
696	0	178743
989	0	179732
875	0	180607
778	0	181385
736	0	182121
1035	0	183156
918	0	184074
1471	0	185545
1393	0	186938
1315	0	188253
1222	0	189475
1451	0	190926
1467	0	192393
1490	0	193883
1537	0	195420
1129	0	196549
949	0	197498
1475	0	198973
1451	0	200424
1522	0	201946
1358	0	203304
653	0	203957
1284	0	205241
1401	0	206642
1078	0	207720
1424	0	209144
1350	0	210494
1300	0	211794
1241	0	213035
673	0	213708
751	0	214459
755	0	215214
860	0	216074
852	0	216926
883	0	217809
864	0	218673
833	0	219506
1373	0	220879
1366	0	222245
1432	0	223677
1537	0	225214
1506	0	226720
1506	0	228226
1264	0	229490
1607	0	231097
1557	0	232654
1334	0	233988
1635	0	235623
1490	0	237113
1124	0	238237
938	0	239175
1416	0	240591
1393	0	241984
1456	0	243440
1042	0	244482
833	0	245315
786	0	246101
1187	0	247288
1019	0	248307
1553	0	249860
1591	0	251451
1012	0	252463
891	0	253354
872	0	254226
817	0	255043
871	0	255914
782	0	256696
771	0	257467
1319	0	258786
1510	1	260296
1116	0	261412
751	0	262163
1343	0	263506
1513	1	265019
1545	0	266564
1533	1	268097
1522	0	269619
1171	0	270790
965	0	271755
829	0	272584
782	0	273366
755	0	274121
801	0	274922
1113	0	276035
887	0	276922
798	0	277720
770	0	278490
759	0	279249
778	0	280027
1066	0	281093
533	1	281626
1195	0	282821
778	0	283599
755	0	284354
716	0	285070
1019	0	286089
907	0	286996
782	0	287778
732	0	288510
1039	0	289549
906	0	290455
817	0	291272
763	0	292035
724	0	292759
1058	0	293817
934	0	294751
798	0	295549
762	0	296311
728	0	297039
1109	0	298148
910	0	299058
814	0	299872
770	0	300642
759	0	301401
743	0	302144
1070	0	303214
946	0	304160
797	0	304957
755	0	305712
743	0	306455
732	0	307187
704	0	307891
1074	0	308965
930	0	309895
809	0	310704
759	0	311463
732	0	312195
723	0	312918
728	0	313646
720	0	314366
1085	0	315451
895	0	316346
802	0	317148
770	0	317918
751	0	318669
1113	0	319782
938	0	320720
825	0	321545
782	0	322327
747	0	323074
1078	0	324152
899	0	325051
848	0	325899
759	0	326658
723	0	327381
708	0	328089
697	0	328786
1105	0	329891
922	0	330813
821	0	331634
755	0	332389
739	0	333128
732	0	333860
728	0	334588
1105	0	335693
914	0	336607
798	0	337405
770	0	338175
739	0	338914
1094	0	340008
922	0	340930
821	0	341751
770	0	342521
736	0	343257
1089	0	344346
915	0	345261
805	0	346066
767	0	346833
731	0	347564
1094	0	348658
906	0	349564
798	0	350362
766	0	351128
724	0	351852
1097	0	352949
