1035	0	1035
1090	0	2125
1054	0	3179
1047	0	4226
1054	0	5280
1066	0	6346
1094	0	7440
1078	0	8518
1097	0	9615
1113	0	10728
984	0	11712
1187	0	12899
1050	0	13949
1032	0	14981
1000	0	15981
941	0	16922
1125	0	18047
1078	0	19125
1105	0	20230
1054	0	21284
1062	0	22346
1070	0	23416
1102	0	24518
1105	0	25623
1058	0	26681
1031	0	27712
1043	0	28755
1058	0	29813
1035	0	30848
1055	0	31903
1074	0	32977
1109	0	34086
1101	0	35187
1117	0	36304
1147	0	37451
1125	0	38576
1089	0	39665
1059	0	40724
1070	0	41794
1113	0	42907
1124	0	44031
1152	0	45183
1144	0	46327
1241	0	47568
1206	0	48774
1133	0	49907
1062	0	50969
1035	0	52004
1058	0	53062
1117	0	54179
1175	0	55354
1261	0	56615
1241	0	57856
1167	0	59023
1133	0	60156
1105	0	61261
1105	0	62366
1089	0	63455
1082	0	64537
1086	0	65623
1093	0	66716
1089	0	67805
1098	0	68903
1113	0	70016
1073	0	71089
1039	0	72128
1074	0	73202
1082	0	74284
1090	0	75374
1058	0	76432
1019	0	77451
1008	0	78459
1008	0	79467
1023	0	80490
1051	0	81541
1074	0	82615
1109	0	83724
1140	0	84864
1179	0	86043
1194	0	87237
1187	0	88424
1136	0	89560
1129	0	90689
1151	0	91840
1214	0	93054
1238	0	94292
1358	0	95650
1272	0	96922
1261	0	98183
1187	0	99370
1116	0	100486
1109	0	101595
1098	0	102693
1109	0	103802
1081	0	104883
1105	0	105988
1234	0	107222
1257	0	108479
1112	0	109591
1059	0	110650
1039	0	111689
1054	0	112743
1051	0	113794
1039	0	114833
1054	0	115887
1066	0	116953
1090	0	118043
1089	0	119132
1074	0	120206
1047	0	121253
1027	0	122280
1027	0	123307
1051	0	124358
1051	0	125409
1081	0	126490
1105	0	127595
1066	0	128661
1055	0	129716
1051	0	130767
1046	0	131813
1031	0	132844
1016	0	133860
1058	0	134918
1160	0	136078
1218	0	137296
1155	0	138451
1144	0	139595
1094	0	140689
1046	0	141735
1028	0	142763
1000	0	143763
980	0	144743
930	0	145673
891	0	146564
883	0	147447
853	0	148300
883	0	149183
938	0	150121
945	0	151066
950	0	152016
965	0	152981
965	0	153946
984	0	154930
1000	0	155930
1047	0	156977
1066	0	158043
1035	0	159078
992	0	160070
965	0	161035
957	0	161992
946	0	162938
961	0	163899
980	0	164879
1032	0	165911
1112	0	167023
1102	0	168125
1046	0	169171
837	1	170008
1272	0	171280
1059	0	172339
1019	0	173358
1051	0	174409
1070	0	175479
1093	0	176572
1086	0	177658
1035	0	178693
1054	0	179747
1070	0	180817
1086	0	181903
1081	0	182984
1032	0	184016
1035	0	185051
1070	0	186121
1112	0	187233
1078	0	188311
1016	0	189327
996	0	190323
984	0	191307
969	0	192276
954	0	193230
910	0	194140
872	0	195012
899	0	195911
910	0	196821
953	0	197774
1000	0	198774
1074	0	199848
1078	0	200926
1078	0	202004
1062	0	203066
1078	0	204144
1109	0	205253
1074	0	206327
1054	0	207381
1055	0	208436
1120	0	209556
1144	0	210700
1125	0	211825
1097	0	212922
1097	0	214019
1125	0	215144
1167	0	216311
1253	0	217564
1222	0	218786
1241	0	220027
1210	0	221237
1125	0	222362
1078	0	223440
1101	0	224541
1097	0	225638
1078	0	226716
1039	0	227755
1015	0	228770
1020	0	229790
1019	0	230809
996	0	231805
973	0	232778
954	0	233732
961	0	234693
949	0	235642
930	0	236572
977	0	237549
1039	0	238588
1050	0	239638
1043	0	240681
1047	0	241728
1097	0	242825
1167	0	243992
1105	0	245097
1043	0	246140
1097	0	247237
1090	0	248327
1120	0	249447
1117	0	250564
1082	0	251646
1086	0	252732
1128	0	253860
1163	0	255023
1210	0	256233
1207	0	257440
1198	0	258638
1179	0	259817
1140	0	260957
1113	0	262070
1105	0	263175
1113	0	264288
1140	0	265428
1167	0	266595
1175	0	267770
1183	0	268953
1179	0	270132
1183	0	271315
1117	0	272432
1070	0	273502
1097	0	274599
1109	0	275708
1132	0	276840
1168	0	278008
1152	0	279160
1112	0	280272
1086	0	281358
1066	0	282424
1043	0	283467
1035	0	284502
1035	0	285537
1039	0	286576
1062	0	287638
1074	0	288712
1078	0	289790
1101	0	290891
1113	0	292004
1105	0	293109
1113	0	294222
1117	0	295339
1097	0	296436
1078	0	297514
1054	0	298568
1023	0	299591
977	0	300568
930	0	301498
965	0	302463
973	0	303436
992	0	304428
977	0	305405
941	0	306346
930	0	307276
922	0	308198
740	1	308938
1031	0	309969
856	0	310825
868	0	311693
871	0	312564
880	0	313444
879	0	314323
875	0	315198
891	0	316089
907	0	316996
918	1	317914
919	1	318833
922	1	319755
899	1	320654
918	1	321572
918	1	322490
919	1	323409
926	1	324335
922	1	325257
926	1	326183
926	1	327109
883	1	327992
662	1	328654
949	1	329603
879	1	330482
845	1	331327
774	1	332101
817	1	332918
884	1	333802
789	1	334591
872	1	335463
805	1	336268
821	1	337089
748	1	337837
735	1	338572
630	1	339202
658	1	339860
595	1	340455
775	1	341230
