index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	190	1156	1156	525	1323	1163	1160	1140	591	0	4471
5	1156	1156	525	1323	1163	1160	1140	591	1366	0	5634
6	1156	525	1323	1163	1160	1140	591	1366	1175	0	6794
7	525	1323	1163	1160	1140	591	1366	1175	1132	0	7934
8	1323	1163	1160	1140	591	1366	1175	1132	1148	1	8525
9	1163	1160	1140	591	1366	1175	1132	1148	1129	0	9891
10	1160	1140	591	1366	1175	1132	1148	1129	1113	0	11066
11	1140	591	1366	1175	1132	1148	1129	1113	521	0	12198
12	591	1366	1175	1132	1148	1129	1113	521	1327	0	13346
13	1366	1175	1132	1148	1129	1113	521	1327	1113	0	14475
14	1175	1132	1148	1129	1113	521	1327	1113	1120	0	15588
15	1132	1148	1129	1113	521	1327	1113	1120	1109	1	16109
16	1148	1129	1113	521	1327	1113	1120	1109	596	0	17436
17	1129	1113	521	1327	1113	1120	1109	596	1365	0	18549
18	1113	521	1327	1113	1120	1109	596	1365	1172	0	19669
19	521	1327	1113	1120	1109	596	1365	1172	1128	0	20778
20	1327	1113	1120	1109	596	1365	1172	1128	1148	1	21374
21	1113	1120	1109	596	1365	1172	1128	1148	591	0	22739
22	1120	1109	596	1365	1172	1128	1148	591	1339	0	23911
23	1109	596	1365	1172	1128	1148	591	1339	1163	0	25039
24	596	1365	1172	1128	1148	591	1339	1163	1125	0	26187
25	1365	1172	1128	1148	591	1339	1163	1125	1085	1	26778
26	1172	1128	1148	591	1339	1163	1125	1085	1074	0	28117
27	1128	1148	591	1339	1163	1125	1085	1074	1105	0	29280
28	1148	591	1339	1163	1125	1085	1074	1105	1113	0	30405
29	591	1339	1163	1125	1085	1074	1105	1113	595	0	31490
30	1339	1163	1125	1085	1074	1105	1113	595	1316	0	32564
31	1163	1125	1085	1074	1105	1113	595	1316	1112	0	33669
32	1125	1085	1074	1105	1113	595	1316	1112	1078	0	34782
33	1085	1074	1105	1113	595	1316	1112	1078	1074	1	35377
34	1074	1105	1113	595	1316	1112	1078	1074	592	0	36693
35	1105	1113	595	1316	1112	1078	1074	592	1280	0	37805
36	1113	595	1316	1112	1078	1074	592	1280	1078	0	38883
37	595	1316	1112	1078	1074	592	1280	1078	1070	0	39957
38	1316	1112	1078	1074	592	1280	1078	1070	1007	1	40549
39	1112	1078	1074	592	1280	1078	1070	1007	541	0	41829
40	1078	1074	592	1280	1078	1070	1007	541	1273	0	42907
41	1074	592	1280	1078	1070	1007	541	1273	1074	0	43977
42	592	1280	1078	1070	1007	541	1273	1074	1054	0	44984
43	1280	1078	1070	1007	541	1273	1074	1054	553	1	45525
44	1078	1070	1007	541	1273	1074	1054	553	1291	0	46798
45	1070	1007	541	1273	1074	1054	553	1291	1102	0	47872
46	1007	541	1273	1074	1054	553	1291	1102	1085	0	48926
47	541	1273	1074	1054	553	1291	1102	1085	1105	1	49479
48	1273	1074	1054	553	1291	1102	1085	1105	1121	0	50770
49	1074	1054	553	1291	1102	1085	1105	1121	595	0	51872
50	1054	553	1291	1102	1085	1105	1121	595	1331	0	52957
51	553	1291	1102	1085	1105	1121	595	1331	1167	0	54062
52	1291	1102	1085	1105	1121	595	1331	1167	1171	0	55183
53	1102	1085	1105	1121	595	1331	1167	1171	1141	1	55778
54	1085	1105	1121	595	1331	1167	1171	1141	1155	0	57109
55	1105	1121	595	1331	1167	1171	1141	1155	1160	0	58276
56	1121	595	1331	1167	1171	1141	1155	1160	525	0	59447
57	595	1331	1167	1171	1141	1155	1160	525	1339	0	60588
58	1331	1167	1171	1141	1155	1160	525	1339	1167	0	61743
59	1167	1171	1141	1155	1160	525	1339	1167	1128	0	62903
60	1171	1141	1155	1160	525	1339	1167	1128	1105	1	63428
61	1141	1155	1160	525	1339	1167	1128	1105	1105	0	64767
62	1155	1160	525	1339	1167	1128	1105	1105	592	0	65934
63	1160	525	1339	1167	1128	1105	1105	592	1331	0	67062
64	525	1339	1167	1128	1105	1105	592	1331	1144	0	68167
65	1339	1167	1128	1105	1105	592	1331	1144	1151	0	69272
66	1167	1128	1105	1105	592	1331	1144	1151	1148	1	69864
67	1128	1105	1105	592	1331	1144	1151	1148	1117	0	71195
68	1105	1105	592	1331	1144	1151	1148	1117	1136	0	72339
69	1105	592	1331	1144	1151	1148	1117	1136	525	0	73490
70	592	1331	1144	1151	1148	1117	1136	525	1331	0	74638
71	1331	1144	1151	1148	1117	1136	525	1331	1156	0	75755
72	1144	1151	1148	1117	1136	525	1331	1156	1151	0	76891
73	1151	1148	1117	1136	525	1331	1156	1151	1133	1	77416
74	1148	1117	1136	525	1331	1156	1151	1133	537	0	78747
75	1117	1136	525	1331	1156	1151	1133	537	1327	0	79903
76	1136	525	1331	1156	1151	1133	537	1327	1163	0	81054
77	525	1331	1156	1151	1133	537	1327	1163	1132	0	82187
78	1331	1156	1151	1133	537	1327	1163	1132	592	1	82724
79	1156	1151	1133	537	1327	1163	1132	592	1397	0	84051
80	1151	1133	537	1327	1163	1132	592	1397	1186	0	85214
81	1133	537	1327	1163	1132	592	1397	1186	1148	0	86346
82	537	1327	1163	1132	592	1397	1186	1148	1164	1	86938
83	1327	1163	1132	592	1397	1186	1148	1164	1155	0	88335
84	1163	1132	592	1397	1186	1148	1164	1155	1133	0	89521
85	1132	592	1397	1186	1148	1164	1155	1133	599	0	90669
86	592	1397	1186	1148	1164	1155	1133	599	1358	0	91833
87	1397	1186	1148	1164	1155	1133	599	1358	1175	0	92988
88	1186	1148	1164	1155	1133	599	1358	1175	1140	0	94121
89	1148	1164	1155	1133	599	1358	1175	1140	1144	1	94720
90	1164	1155	1133	599	1358	1175	1140	1144	591	0	96078
91	1155	1133	599	1358	1175	1140	1144	591	1351	0	97253
92	1133	599	1358	1175	1140	1144	591	1351	1171	0	98393
93	599	1358	1175	1140	1144	591	1351	1171	1148	0	99537
94	1358	1175	1140	1144	591	1351	1171	1148	1124	1	100128
