index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	1042	845	887	1016	1182	1265	1230	1245	1179	0	5019
5	845	887	1016	1182	1265	1230	1245	1179	1070	0	6284
6	887	1016	1182	1265	1230	1245	1179	1070	622	0	7514
7	1016	1182	1265	1230	1245	1179	1070	622	1265	0	8759
8	1182	1265	1230	1245	1179	1070	622	1265	1000	0	9938
9	1265	1230	1245	1179	1070	622	1265	1000	549	0	11008
10	1230	1245	1179	1070	622	1265	1000	549	1202	1	11630
11	1245	1179	1070	622	1265	1000	549	1202	1019	0	12895
12	1179	1070	622	1265	1000	549	1202	1019	557	0	13895
13	1070	622	1265	1000	549	1202	1019	557	1276	1	14444
14	622	1265	1000	549	1202	1019	557	1276	685	0	15646
15	1265	1000	549	1202	1019	557	1276	685	1490	0	16665
16	1000	549	1202	1019	557	1276	685	1490	576	1	17222
17	549	1202	1019	557	1276	685	1490	576	1377	0	18498
18	1202	1019	557	1276	685	1490	576	1377	580	1	19183
19	1019	557	1276	685	1490	576	1377	580	1370	0	20673
20	557	1276	685	1490	576	1377	580	1370	607	1	21249
21	1276	685	1490	576	1377	580	1370	607	1370	0	22626
22	685	1490	576	1377	580	1370	607	1370	677	1	23206
23	1490	576	1377	580	1370	607	1370	677	1618	0	24576
24	576	1377	580	1370	607	1370	677	1618	1670	1	25183
25	1377	580	1370	607	1370	677	1618	1670	1525	0	26553
26	580	1370	607	1370	677	1618	1670	1525	1338	1	27230
27	1370	607	1370	677	1618	1670	1525	1338	1210	0	28848
28	607	1370	677	1618	1670	1525	1338	1210	549	0	30518
29	1370	677	1618	1670	1525	1338	1210	549	1245	0	32043
30	677	1618	1670	1525	1338	1210	549	1245	1008	0	33381
31	1618	1670	1525	1338	1210	549	1245	1008	568	0	34591
32	1670	1525	1338	1210	549	1245	1008	568	1164	1	35140
33	1525	1338	1210	549	1245	1008	568	1164	957	0	36385
34	1338	1210	549	1245	1008	568	1164	957	544	0	37393
35	1210	549	1245	1008	568	1164	957	544	1187	1	37961
36	549	1245	1008	568	1164	957	544	1187	1035	0	39125
37	1245	1008	568	1164	957	544	1187	1035	557	0	40082
38	1008	568	1164	957	544	1187	1035	557	1284	1	40626
39	568	1164	957	544	1187	1035	557	1284	653	0	41813
40	1164	957	544	1187	1035	557	1284	653	1370	0	42848
41	957	544	1187	1035	557	1284	653	1370	630	1	43405
42	544	1187	1035	557	1284	653	1370	630	1374	0	44689
43	1187	1035	557	1284	653	1370	630	1374	658	1	45342
44	1035	557	1284	653	1370	630	1374	658	1463	0	46712
45	557	1284	653	1370	630	1374	658	1463	568	1	47342
46	1284	653	1370	630	1374	658	1463	568	1338	0	48716
47	653	1370	630	1374	658	1463	568	1338	638	1	49374
48	1370	630	1374	658	1463	568	1338	638	1417	0	50837
49	630	1374	658	1463	568	1338	638	1417	587	1	51405
50	1374	658	1463	568	1338	638	1417	587	1347	0	52743
51	658	1463	568	1338	638	1417	587	1347	1295	1	53381
52	1463	568	1338	638	1417	587	1347	1295	1179	0	54798
53	568	1338	638	1417	587	1347	1295	1179	1222	1	55385
54	1338	638	1417	587	1347	1295	1179	1222	556	0	56732
55	638	1417	587	1347	1295	1179	1222	556	1261	0	58027
56	1417	587	1347	1295	1179	1222	556	1261	1125	0	59206
57	587	1347	1295	1179	1222	556	1261	1125	556	0	60428
58	1347	1295	1179	1222	556	1261	1125	556	1199	1	60984
59	1295	1179	1222	556	1261	1125	556	1199	1011	0	62245
60	1179	1222	556	1261	1125	556	1199	1011	568	0	63370
61	1222	556	1261	1125	556	1199	1011	568	1226	1	63926
62	556	1261	1125	556	1199	1011	568	1226	1058	0	65125
63	1261	1125	556	1199	1011	568	1226	1058	561	0	66136
64	1125	556	1199	1011	568	1226	1058	561	1225	1	66704
65	556	1199	1011	568	1226	1058	561	1225	1039	0	67930
66	1199	1011	568	1226	1058	561	1225	1039	557	0	68988
67	1011	568	1226	1058	561	1225	1039	557	1171	1	69549
68	568	1226	1058	561	1225	1039	557	1171	996	0	70774
69	1226	1058	561	1225	1039	557	1171	996	576	0	71813
70	1058	561	1225	1039	557	1171	996	576	1241	1	72370
71	561	1225	1039	557	1171	996	576	1241	669	0	73541
72	1225	1039	557	1171	996	576	1241	669	1428	0	74537
73	1039	557	1171	996	576	1241	669	1428	576	1	75113
74	557	1171	996	576	1241	669	1428	576	1354	0	76354
75	1171	996	576	1241	669	1428	576	1354	619	1	77023
76	996	576	1241	669	1428	576	1354	619	1339	0	78451
77	576	1241	669	1428	576	1354	619	1339	739	1	79027
78	1241	669	1428	576	1354	619	1339	739	1467	0	80381
79	669	1428	576	1354	619	1339	739	1467	568	1	81000
80	1428	576	1354	619	1339	739	1467	568	1257	0	82339
81	576	1354	619	1339	739	1467	568	1257	1046	1	83078
82	1354	619	1339	739	1467	568	1257	1046	553	0	84545
83	619	1339	739	1467	568	1257	1046	553	1233	1	85113
84	1339	739	1467	568	1257	1046	553	1233	1043	0	86370
85	739	1467	568	1257	1046	553	1233	1043	580	0	87416
86	1467	568	1257	1046	553	1233	1043	580	1249	1	87969
87	568	1257	1046	553	1233	1043	580	1249	1144	0	89202
88	1257	1046	553	1233	1043	580	1249	1144	564	0	90245
89	1046	553	1233	1043	580	1249	1144	564	1253	1	90825
90	553	1233	1043	580	1249	1144	564	1253	1171	0	92074
91	1233	1043	580	1249	1144	564	1253	1171	553	0	93218
92	1043	580	1249	1144	564	1253	1171	553	1264	1	93782
93	580	1249	1144	564	1253	1171	553	1264	728	0	95035
94	1249	1144	564	1253	1171	553	1264	728	1323	0	96206
95	1144	564	1253	1171	553	1264	728	1323	1058	1	96759
96	564	1253	1171	553	1264	728	1323	1058	564	0	98023
97	1253	1171	553	1264	728	1323	1058	564	1238	1	98751
98	1171	553	1264	728	1323	1058	564	1238	1210	0	100074
99	553	1264	728	1323	1058	564	1238	1210	556	0	101132
100	1264	728	1323	1058	564	1238	1210	556	1238	1	101696
101	728	1323	1058	564	1238	1210	556	1238	1159	0	102934
102	1323	1058	564	1238	1210	556	1238	1159	1148	0	104144
103	1058	564	1238	1210	556	1238	1159	1148	1035	1	104700
104	564	1238	1210	556	1238	1159	1148	1035	1070	0	105938
105	1238	1210	556	1238	1159	1148	1035	1070	1070	0	107097
106	1210	556	1238	1159	1148	1035	1070	1070	1066	0	108245
107	556	1238	1159	1148	1035	1070	1070	1066	1047	0	109280
108	1238	1159	1148	1035	1070	1070	1066	1047	556	0	110350
109	1159	1148	1035	1070	1070	1066	1047	556	1215	0	111420
110	1148	1035	1070	1070	1066	1047	556	1215	976	0	112486
111	1035	1070	1070	1066	1047	556	1215	976	560	0	113533
112	1070	1070	1066	1047	556	1215	976	560	1172	1	114089
113	1070	1066	1047	556	1215	976	560	1172	937	0	115304
114	1066	1047	556	1215	976	560	1172	937	565	0	116280
115	1047	556	1215	976	560	1172	937	565	1241	1	116840
116	556	1215	976	560	1172	937	565	1241	1089	0	118012
117	1215	976	560	1172	937	565	1241	1089	568	0	118949
118	976	560	1172	937	565	1241	1089	568	1327	1	119514
119	560	1172	937	565	1241	1089	568	1327	592	0	120755
120	1172	937	565	1241	1089	568	1327	592	1354	0	121844
121	937	565	1241	1089	568	1327	592	1354	642	1	122412
122	565	1241	1089	568	1327	592	1354	642	1280	0	123739
123	1241	1089	568	1327	592	1354	642	1280	965	1	124331
124	1089	568	1327	592	1354	642	1280	965	556	0	125685
125	568	1327	592	1354	642	1280	965	556	1222	1	126327
126	1327	592	1354	642	1280	965	556	1222	977	0	127607
127	592	1354	642	1280	965	556	1222	977	564	0	128572
128	1354	642	1280	965	556	1222	977	564	1210	1	129128
129	642	1280	965	556	1222	977	564	1210	1086	0	130350
130	1280	965	556	1222	977	564	1210	1086	564	0	131327
131	965	556	1222	977	564	1210	1086	564	1206	1	131891
132	556	1222	977	564	1210	1086	564	1206	1059	0	133101
133	1222	977	564	1210	1086	564	1206	1059	568	0	134187
134	977	564	1210	1086	564	1206	1059	568	1210	1	134751
135	564	1210	1086	564	1206	1059	568	1210	1074	0	135957
136	1210	1086	564	1206	1059	568	1210	1074	556	0	137016
137	1086	564	1206	1059	568	1210	1074	556	1226	1	137584
138	564	1206	1059	568	1210	1074	556	1226	1070	0	138794
139	1206	1059	568	1210	1074	556	1226	1070	576	0	139868
140	1059	568	1210	1074	556	1226	1070	576	1272	1	140424
141	568	1210	1074	556	1226	1070	576	1272	619	0	141650
142	1210	1074	556	1226	1070	576	1272	619	1362	0	142720
143	1074	556	1226	1070	576	1272	619	1362	626	1	143296
144	556	1226	1070	576	1272	619	1362	626	1366	0	144568
145	1226	1070	576	1272	619	1362	626	1366	622	1	145187
