index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	420	1136	1125	1156	1124	1132	1156	1144	1156	0	4961
5	1136	1125	1156	1124	1132	1156	1144	1156	1186	0	6093
6	1125	1156	1124	1132	1156	1144	1156	1186	1179	0	7249
7	1156	1124	1132	1156	1144	1156	1186	1179	1179	0	8393
8	1124	1132	1156	1144	1156	1186	1179	1179	1203	0	9549
9	1132	1156	1144	1156	1186	1179	1179	1203	1171	0	10735
10	1156	1144	1156	1186	1179	1179	1203	1171	1171	0	11914
11	1144	1156	1186	1179	1179	1203	1171	1171	1187	0	13093
12	1156	1186	1179	1179	1203	1171	1171	1187	1163	0	14296
13	1186	1179	1179	1203	1171	1171	1187	1163	1137	0	15467
14	1179	1179	1203	1171	1171	1187	1163	1137	1143	0	16638
15	1179	1203	1171	1171	1187	1163	1137	1143	1129	0	17825
16	1203	1171	1171	1187	1163	1137	1143	1129	1128	0	18988
17	1171	1171	1187	1163	1137	1143	1129	1128	1133	0	20125
18	1171	1187	1163	1137	1143	1129	1128	1133	1116	0	21268
19	1187	1163	1137	1143	1129	1128	1133	1116	1121	0	22397
20	1163	1137	1143	1129	1128	1133	1116	1121	1156	0	23525
21	1137	1143	1129	1128	1133	1116	1121	1156	1155	0	24658
22	1143	1129	1128	1133	1116	1121	1156	1155	1156	0	25774
23	1129	1128	1133	1116	1121	1156	1155	1156	1187	0	26895
24	1128	1133	1116	1121	1156	1155	1156	1187	1171	0	28051
25	1133	1116	1121	1156	1155	1156	1187	1171	1159	0	29206
26	1116	1121	1156	1155	1156	1187	1171	1159	1179	0	30362
27	1121	1156	1155	1156	1187	1171	1159	1179	1140	0	31549
28	1156	1155	1156	1187	1171	1159	1179	1140	1106	0	32720
29	1155	1156	1187	1171	1159	1179	1140	1106	1116	0	33879
30	1156	1187	1171	1159	1179	1140	1106	1116	1113	0	35058
31	1187	1171	1159	1179	1140	1106	1116	1113	1093	0	36198
32	1171	1159	1179	1140	1106	1116	1113	1093	1020	0	37304
33	1159	1179	1140	1106	1116	1113	1093	1020	879	0	38420
34	1179	1140	1106	1116	1113	1093	1020	879	849	0	39533
35	1140	1106	1116	1113	1093	1020	879	849	844	0	40626
36	1106	1116	1113	1093	1020	879	849	844	848	0	41646
37	1116	1113	1093	1020	879	849	844	848	802	0	42525
38	1113	1093	1020	879	849	844	848	802	821	0	43374
39	1093	1020	879	849	844	848	802	821	844	0	44218
40	1020	879	849	844	848	802	821	844	864	0	45066
41	879	849	844	848	802	821	844	864	844	0	45868
42	849	844	848	802	821	844	864	844	833	0	46689
43	844	848	802	821	844	864	844	833	852	0	47533
44	848	802	821	844	864	844	833	852	829	0	48397
45	802	821	844	864	844	833	852	829	813	0	49241
46	821	844	864	844	833	852	829	813	837	0	50074
47	844	864	844	833	852	829	813	837	863	0	50926
48	864	844	833	852	829	813	837	863	837	0	51755
49	844	833	852	829	813	837	863	837	813	0	52568
50	833	852	829	813	837	863	837	813	860	0	53405
51	852	829	813	837	863	837	813	860	876	0	54268
52	829	813	837	863	837	813	860	876	844	0	55105
53	813	837	863	837	813	860	876	844	872	0	55918
54	837	863	837	813	860	876	844	872	941	0	56778
55	863	837	813	860	876	844	872	941	919	0	57654
56	837	813	860	876	844	872	941	919	910	0	58498
