index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	642	720	743	759	747	673	560	849	754	0	3611
5	720	743	759	747	673	560	849	754	740	0	4284
6	743	759	747	673	560	849	754	740	751	1	4844
7	759	747	673	560	849	754	740	751	700	0	5693
8	747	673	560	849	754	740	751	700	732	0	6447
9	673	560	849	754	740	751	700	732	727	0	7187
10	560	849	754	740	751	700	732	727	599	0	7938
11	849	754	740	751	700	732	727	599	853	0	8638
12	754	740	751	700	732	727	599	853	774	0	9370
13	740	751	700	732	727	599	853	774	743	0	10097
14	751	700	732	727	599	853	774	743	763	1	10696
15	700	732	727	599	853	774	743	763	735	0	11549
16	732	727	599	853	774	743	763	735	778	0	12323
17	727	599	853	774	743	763	735	778	740	0	13066
18	599	853	774	743	763	735	778	740	762	0	13829
19	853	774	743	763	735	778	740	762	763	0	14564
20	774	743	763	735	778	740	762	763	751	0	15342
21	743	763	735	778	740	762	763	751	767	0	16082
22	763	735	778	740	762	763	751	767	739	0	16844
23	735	778	740	762	763	751	767	739	778	0	17607
24	778	740	762	763	751	767	739	778	755	0	18358
25	740	762	763	751	767	739	778	755	696	0	19125
26	762	763	751	767	739	778	755	696	759	0	19864
27	763	751	767	739	778	755	696	759	701	0	20642
28	751	767	739	778	755	696	759	701	747	0	21397
29	767	739	778	755	696	759	701	747	719	0	22093
30	739	778	755	696	759	701	747	719	736	0	22852
31	778	755	696	759	701	747	719	736	720	0	23553
32	755	696	759	701	747	719	736	720	782	0	24300
33	696	759	701	747	719	736	720	782	735	0	25019
34	759	701	747	719	736	720	782	735	743	0	25755
35	701	747	719	736	720	782	735	743	732	0	26475
36	747	719	736	720	782	735	743	732	724	0	27257
37	719	736	720	782	735	743	732	724	770	0	27992
38	736	720	782	735	743	732	724	770	716	0	28735
39	720	782	735	743	732	724	770	716	747	0	29467
40	782	735	743	732	724	770	716	747	716	0	30191
41	735	743	732	724	770	716	747	716	778	0	30961
42	743	732	724	770	716	747	716	778	689	0	31677
43	732	724	770	716	747	716	778	689	786	0	32424
44	724	770	716	747	716	778	689	786	755	0	33140
45	770	716	747	716	778	689	786	755	747	0	33918
46	716	747	716	778	689	786	755	747	751	0	34607
47	747	716	778	689	786	755	747	751	731	0	35393
48	716	778	689	786	755	747	751	731	751	0	36148
49	778	689	786	755	747	751	731	751	732	0	36895
50	689	786	755	747	751	731	751	732	739	0	37646
51	786	755	747	751	731	751	732	739	712	0	38377
52	755	747	751	731	751	732	739	712	751	0	39128
53	747	751	731	751	732	739	712	751	724	0	39860
54	751	731	751	732	739	712	751	724	724	0	40599
55	731	751	732	739	712	751	724	724	739	0	41311
56	751	732	739	712	751	724	724	739	735	0	42062
57	732	739	712	751	724	724	739	735	736	0	42786
58	739	712	751	724	724	739	735	736	712	0	43510
59	712	751	724	724	739	735	736	712	747	0	44249
60	751	724	724	739	735	736	712	747	724	0	44984
61	724	724	739	735	736	712	747	724	735	0	45720
62	724	739	735	736	712	747	724	735	732	0	46432
63	739	735	736	712	747	724	735	732	735	0	47179
64	735	736	712	747	724	735	732	735	739	0	47903
65	736	712	747	724	735	732	735	739	697	0	48638
66	712	747	724	735	732	735	739	697	747	0	49370
67	747	724	735	732	735	739	697	747	696	0	50105
68	724	735	732	735	739	697	747	696	771	0	50844
69	735	732	735	739	697	747	696	771	692	0	51541
70	732	735	739	697	747	696	771	692	748	0	52288
71	735	739	697	747	696	771	692	748	708	0	52984
72	739	697	747	696	771	692	748	708	735	0	53755
73	697	747	696	771	692	748	708	735	716	0	54447
74	747	696	771	692	748	708	735	716	685	0	55195
75	696	771	692	748	708	735	716	685	739	0	55903
76	771	692	748	708	735	716	685	739	693	0	56638
77	692	748	708	735	716	685	739	693	727	0	57354
78	748	708	735	716	685	739	693	727	705	0	58039
79	708	735	716	685	739	693	727	705	743	0	58778
80	735	716	685	739	693	727	705	743	693	0	59471
81	716	685	739	693	727	705	743	693	505	0	60198
82	685	739	693	727	705	743	693	505	814	0	60903
83	739	693	727	705	743	693	505	814	786	0	61646
84	693	727	705	743	693	505	814	786	770	0	62339
85	727	705	743	693	505	814	786	770	759	1	62844
86	705	743	693	505	814	786	770	759	751	0	63658
87	743	693	505	814	786	770	759	751	743	0	64444
88	693	505	814	786	770	759	751	743	731	0	65214
89	505	814	786	770	759	751	743	731	713	0	65973
90	814	786	770	759	751	743	731	713	727	0	66724
91	786	770	759	751	743	731	713	727	728	0	67467
92	770	759	751	743	731	713	727	728	580	0	68198
93	759	751	743	731	713	727	728	580	832	0	68911
94	751	743	731	713	727	728	580	832	518	0	69638
95	743	731	713	727	728	580	832	518	891	0	70366
96	731	713	727	728	580	832	518	891	774	0	70946
97	713	727	728	580	832	518	891	774	782	0	71778
98	727	728	580	832	518	891	774	782	759	1	72296
99	728	580	832	518	891	774	782	759	739	0	73187
100	580	832	518	891	774	782	759	739	740	0	73961
101	832	518	891	774	782	759	739	740	700	0	74743
102	518	891	774	782	759	739	740	700	661	0	75502
103	891	774	782	759	739	740	700	661	701	0	76241
104	774	782	759	739	740	700	661	701	677	0	76981
105	782	759	739	740	700	661	701	677	747	0	77681
106	759	739	740	700	661	701	677	747	685	0	78342
107	739	740	700	661	701	677	747	685	720	0	79043
108	740	700	661	701	677	747	685	720	712	0	79720
109	700	661	701	677	747	685	720	712	720	0	80467
110	661	701	677	747	685	720	712	720	630	0	81152
111	701	677	747	685	720	712	720	630	817	0	81872
112	677	747	685	720	712	720	630	817	735	0	82584
113	747	685	720	712	720	630	817	735	751	0	83304
114	685	720	712	720	630	817	735	751	728	0	83934
115	720	712	720	630	817	735	751	728	735	0	84751
116	712	720	630	817	735	751	728	735	755	0	85486
