index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	455	1171	459	1168	459	1144	455	1082	463	1	3759
5	1171	459	1168	459	1144	455	1082	463	1046	0	4903
6	459	1168	459	1144	455	1082	463	1046	463	1	5358
7	1168	459	1144	455	1082	463	1046	463	1032	0	6440
8	459	1144	455	1082	463	1046	463	1032	463	1	6903
9	1144	455	1082	463	1046	463	1032	463	1112	0	7949
10	455	1082	463	1046	463	1032	463	1112	456	1	8412
11	1082	463	1046	463	1032	463	1112	456	1163	0	9444
12	463	1046	463	1032	463	1112	456	1163	455	1	9907
13	1046	463	1032	463	1112	456	1163	455	1164	0	11019
14	463	1032	463	1112	456	1163	455	1164	459	1	11475
15	1032	463	1112	456	1163	455	1164	459	1237	0	12638
16	463	1112	456	1163	455	1164	459	1237	456	1	13093
17	1112	456	1163	455	1164	459	1237	456	1194	0	14257
18	456	1163	455	1164	459	1237	456	1194	459	1	14716
19	1163	455	1164	459	1237	456	1194	459	1222	0	15953
20	455	1164	459	1237	456	1194	459	1222	455	1	16409
21	1164	459	1237	456	1194	459	1222	455	1207	0	17603
22	459	1237	456	1194	459	1222	455	1207	455	1	18062
23	1237	456	1194	459	1222	455	1207	455	1194	0	19284
24	456	1194	459	1222	455	1207	455	1194	459	1	19739
25	1194	459	1222	455	1207	455	1194	459	1234	0	20946
26	459	1222	455	1207	455	1194	459	1234	455	1	21401
27	1222	455	1207	455	1194	459	1234	455	1179	0	22595
28	455	1207	455	1194	459	1234	455	1179	459	1	23054
29	1207	455	1194	459	1234	455	1179	459	1226	0	24288
30	455	1194	459	1234	455	1179	459	1226	455	1	24743
31	1194	459	1234	455	1179	459	1226	455	1203	0	25922
32	459	1234	455	1179	459	1226	455	1203	455	1	26381
33	1234	455	1179	459	1226	455	1203	455	1128	0	27607
34	455	1179	459	1226	455	1203	455	1128	459	1	28062
35	1179	459	1226	455	1203	455	1128	459	1105	0	29265
36	459	1226	455	1203	455	1128	459	1105	460	1	29720
37	1226	455	1203	455	1128	459	1105	460	1062	0	30848
38	455	1203	455	1128	459	1105	460	1062	463	1	31307
39	1203	455	1128	459	1105	460	1062	463	1097	0	32412
40	455	1128	459	1105	460	1062	463	1097	459	1	32872
41	1128	459	1105	460	1062	463	1097	459	1070	0	33934
42	459	1105	460	1062	463	1097	459	1070	463	1	34397
43	1105	460	1062	463	1097	459	1070	463	1098	0	35494
44	460	1062	463	1097	459	1070	463	1098	459	1	35953
45	1062	463	1097	459	1070	463	1098	459	1070	0	37023
46	463	1097	459	1070	463	1098	459	1070	459	1	37486
47	1097	459	1070	463	1098	459	1070	459	1058	0	38584
48	459	1070	463	1098	459	1070	459	1058	467	1	39043
49	1070	463	1098	459	1070	459	1058	467	1047	0	40113
50	463	1098	459	1070	459	1058	467	1047	463	1	40572
