index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	669	670	680	697	700	705	716	727	720	0	3416
5	670	680	697	700	705	716	727	720	704	0	4121
6	680	697	700	705	716	727	720	704	697	0	4837
7	697	700	705	716	727	720	704	697	704	0	5564
8	700	705	716	727	720	704	697	704	720	0	6284
9	705	716	727	720	704	697	704	720	724	0	6988
10	716	727	720	704	697	704	720	724	739	0	7685
11	727	720	704	697	704	720	724	739	724	0	8389
12	720	704	697	704	720	724	739	724	723	0	9109
13	704	697	704	720	724	739	724	723	720	0	9833
14	697	704	720	724	739	724	723	720	708	0	10572
15	704	720	724	739	724	723	720	708	713	0	11296
16	720	724	739	724	723	720	708	713	715	0	12019
17	724	739	724	723	720	708	713	715	705	0	12739
18	739	724	723	720	708	713	715	705	685	0	13447
19	724	723	720	708	713	715	705	685	669	0	14160
20	723	720	708	713	715	705	685	669	650	0	14875
21	720	708	713	715	705	685	669	650	677	0	15580
22	708	713	715	705	685	669	650	677	681	0	16265
23	713	715	705	685	669	650	677	681	692	0	16934
24	715	705	685	669	650	677	681	692	705	0	17584
25	705	685	669	650	677	681	692	705	708	0	18261
26	685	669	650	677	681	692	705	708	716	0	18942
27	669	650	677	681	692	705	708	716	696	0	19634
28	650	677	681	692	705	708	716	696	708	0	20339
29	677	681	692	705	708	716	696	708	701	0	21047
30	681	692	705	708	716	696	708	701	696	0	21763
31	692	705	708	716	696	708	701	696	697	0	22459
32	705	708	716	696	708	701	696	697	704	0	23167
33	708	716	696	708	701	696	697	704	716	0	23868
34	716	696	708	701	696	697	704	716	708	0	24564
35	696	708	701	696	697	704	716	708	708	0	25261
36	708	701	696	697	704	716	708	708	728	0	25965
37	701	696	697	704	716	708	708	728	739	0	26681
38	696	697	704	716	708	708	728	739	732	0	27389
39	697	704	716	708	708	728	739	732	723	0	28097
40	704	716	708	708	728	739	732	723	720	0	28825
41	716	708	708	728	739	732	723	720	736	0	29564
42	708	708	728	739	732	723	720	736	716	0	30296
43	708	728	739	732	723	720	736	716	708	0	31019
44	728	739	732	723	720	736	716	708	704	0	31739
45	739	732	723	720	736	716	708	704	712	0	32475
46	732	723	720	736	716	708	704	712	716	0	33191
47	723	720	736	716	708	704	712	716	712	0	33899
48	720	736	716	708	704	712	716	712	701	0	34603
49	736	716	708	704	712	716	712	701	708	0	35315
50	716	708	704	712	716	712	701	708	712	0	36031
51	708	704	712	716	712	701	708	712	700	0	36743
52	704	712	716	712	701	708	712	700	697	0	37444
53	712	716	712	701	708	712	700	697	688	0	38152
54	716	712	701	708	712	700	697	688	693	0	38864
55	712	701	708	712	700	697	688	693	700	0	39564
56	701	708	712	700	697	688	693	700	701	0	40261
57	708	712	700	697	688	693	700	701	716	0	40949
58	712	700	697	688	693	700	701	716	723	0	41642
59	700	697	688	693	700	701	716	723	724	0	42342
60	697	688	693	700	701	716	723	724	712	0	43043
61	688	693	700	701	716	723	724	712	712	0	43759
62	693	700	701	716	723	724	712	712	720	0	44482
63	700	701	716	723	724	712	712	720	720	0	45206
64	701	716	723	724	712	712	720	720	704	0	45918
65	716	723	724	712	712	720	720	704	705	0	46630
66	723	724	712	712	720	720	704	705	712	0	47350
67	724	712	712	720	720	704	705	712	712	0	48070
68	712	712	720	720	704	705	712	712	704	0	48774
69	712	720	720	704	705	712	712	704	700	0	49479
70	720	720	704	705	712	712	704	700	712	0	50191
71	720	704	705	712	712	704	700	712	716	0	50903
72	704	705	712	712	704	700	712	716	709	0	51607
73	705	712	712	704	700	712	716	709	716	0	52307
74	712	712	704	700	712	716	709	716	723	0	53019
75	712	704	700	712	716	709	716	723	712	0	53735
76	704	700	712	716	709	716	723	712	712	0	54444
77	700	712	716	709	716	723	712	712	709	0	55160
78	712	716	709	716	723	712	712	709	719	0	55883
79	716	709	716	723	712	712	709	719	712	0	56595
80	709	716	723	712	712	709	719	712	705	0	57307
81	716	723	712	712	709	719	712	705	700	0	58016
82	723	712	712	709	719	712	705	700	704	0	58735
83	712	712	709	719	712	705	700	704	693	0	59447
84	712	709	719	712	705	700	704	693	681	0	60152
85	709	719	712	705	700	704	693	681	677	0	60852
86	719	712	705	700	704	693	681	677	685	0	61556
87	712	705	700	704	693	681	677	685	689	0	62249
88	705	700	704	693	681	677	685	689	692	0	62930
89	700	704	693	681	677	685	689	692	704	0	63607
90	704	693	681	677	685	689	692	704	724	0	64292
91	693	681	677	685	689	692	704	724	720	0	64981
92	681	677	685	689	692	704	724	720	724	0	65673
93	677	685	689	692	704	724	720	724	720	0	66377
