index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	1019	841	868	786	778	568	1175	848	860	0	4292
5	841	868	786	778	568	1175	848	860	868	1	4860
6	868	786	778	568	1175	848	860	868	829	0	6035
7	786	778	568	1175	848	860	868	829	544	0	6883
8	778	568	1175	848	860	868	829	544	1176	0	7743
9	568	1175	848	860	868	829	544	1176	887	0	8611
10	1175	848	860	868	829	544	1176	887	579	0	9440
11	848	860	868	829	544	1176	887	579	1172	1	9984
12	860	868	829	544	1176	887	579	1172	828	0	11160
13	868	829	544	1176	887	579	1172	828	853	0	12047
14	829	544	1176	887	579	1172	828	853	867	1	12626
15	544	1176	887	579	1172	828	853	867	837	0	13798
16	1176	887	579	1172	828	853	867	837	525	0	14626
17	887	579	1172	828	853	867	837	525	1226	0	15479
18	579	1172	828	853	867	837	525	1226	860	0	16346
19	1172	828	853	867	837	525	1226	860	630	0	17183
20	828	853	867	837	525	1226	860	630	1051	1	17708
21	853	867	837	525	1226	860	630	1051	836	0	18934
22	867	837	525	1226	860	630	1051	836	872	0	19794
23	837	525	1226	860	630	1051	836	872	875	1	20424
24	525	1226	860	630	1051	836	872	875	853	0	21475
25	1226	860	630	1051	836	872	875	853	509	0	22311
26	860	630	1051	836	872	875	853	509	1288	0	23183
27	630	1051	836	872	875	853	509	1288	926	0	24058
28	1051	836	872	875	853	509	1288	926	549	0	24911
29	836	872	875	853	509	1288	926	549	1222	1	25420
30	872	875	853	509	1288	926	549	1222	891	0	26708
31	875	853	509	1288	926	549	1222	891	591	0	27634
32	853	509	1288	926	549	1222	891	591	1152	1	28183
33	509	1288	926	549	1222	891	591	1152	798	0	29405
34	1288	926	549	1222	891	591	1152	798	797	0	30296
35	926	549	1222	891	591	1152	798	797	782	1	30887
36	549	1222	891	591	1152	798	797	782	771	0	32039
37	1222	891	591	1152	798	797	782	771	595	0	32837
38	891	591	1152	798	797	782	771	595	1066	0	33634
39	591	1152	798	797	782	771	595	1066	810	0	34416
40	1152	798	797	782	771	595	1066	810	809	0	35187
41	798	797	782	771	595	1066	810	809	770	1	35782
42	797	782	771	595	1066	810	809	770	771	0	36848
43	782	771	595	1066	810	809	770	771	591	0	37658
44	771	595	1066	810	809	770	771	591	915	0	38467
45	595	1066	810	809	770	771	591	915	758	0	39237
46	1066	810	809	770	771	591	915	758	825	0	40008
47	810	809	770	771	591	915	758	825	537	1	40599
48	809	770	771	591	915	758	825	537	1191	0	41514
49	770	771	591	915	758	825	537	1191	813	0	42272
50	771	591	915	758	825	537	1191	813	841	0	43097
51	591	915	758	825	537	1191	813	841	910	1	43634
52	915	758	825	537	1191	813	841	910	930	0	44825
53	758	825	537	1191	813	841	910	930	907	0	45638
54	825	537	1191	813	841	910	930	907	646	0	46479
55	537	1191	813	841	910	930	907	646	1194	0	47389
56	1191	813	841	910	930	907	646	1194	1008	0	48319
57	813	841	910	930	907	646	1194	1008	545	0	49226
58	841	910	930	907	646	1194	1008	545	1307	1	49872
59	910	930	907	646	1194	1008	545	1307	946	0	51066
60	930	907	646	1194	1008	545	1307	946	540	0	52074
61	907	646	1194	1008	545	1307	946	540	1242	1	52619
62	646	1194	1008	545	1307	946	540	1242	856	0	53926
63	1194	1008	545	1307	946	540	1242	856	622	0	54872
64	1008	545	1307	946	540	1242	856	622	1129	1	55412
65	545	1307	946	540	1242	856	622	1129	832	0	56654
66	1307	946	540	1242	856	622	1129	832	794	0	57510
67	946	540	1242	856	622	1129	832	794	806	1	58132
68	540	1242	856	622	1129	832	794	806	805	0	59261
69	1242	856	622	1129	832	794	806	805	588	0	60093
70	856	622	1129	832	794	806	805	588	1066	0	60887
71	622	1129	832	794	806	805	588	1066	778	0	61693
72	1129	832	794	806	805	588	1066	778	794	0	62498
73	832	794	806	805	588	1066	778	794	809	1	63086
74	794	806	805	588	1066	778	794	809	841	0	64152
75	806	805	588	1066	778	794	809	841	505	0	64930
76	805	588	1066	778	794	809	841	505	1172	0	65724
77	588	1066	778	794	809	841	505	1172	797	0	66533
78	1066	778	794	809	841	505	1172	797	825	0	67374
79	778	794	809	841	505	1172	797	825	860	1	67879
80	794	809	841	505	1172	797	825	860	899	0	69051
81	809	841	505	1172	797	825	860	899	479	0	69848
82	841	505	1172	797	825	860	899	479	1256	0	70673
83	505	1172	797	825	860	899	479	1256	825	0	71533
84	1172	797	825	860	899	479	1256	825	627	0	72432
85	797	825	860	899	479	1256	825	627	1105	1	72911
86	825	860	899	479	1256	825	627	1105	848	0	74167
87	860	899	479	1256	825	627	1105	848	809	0	74992
88	899	479	1256	825	627	1105	848	809	814	1	75619
89	479	1256	825	627	1105	848	809	814	801	0	76724
90	1256	825	627	1105	848	809	814	801	545	0	77572
91	825	627	1105	848	809	814	801	545	988	0	78381
92	627	1105	848	809	814	801	545	988	728	0	79195
93	1105	848	809	814	801	545	988	728	704	0	79996
94	848	809	814	801	545	988	728	704	603	1	80541
95	809	814	801	545	988	728	704	603	868	0	81529
96	814	801	545	988	728	704	603	868	778	0	82257
97	801	545	988	728	704	603	868	778	794	0	82961
98	545	988	728	704	603	868	778	794	860	1	83564
99	988	728	704	603	868	778	794	860	875	0	84432
100	728	704	603	868	778	794	860	875	852	0	85210
101	704	603	868	778	794	860	875	852	553	0	86004
102	603	868	778	794	860	875	852	553	1183	0	86864
103	868	778	794	860	875	852	553	1183	825	0	87739
104	778	794	860	875	852	553	1183	825	778	0	88591
105	794	860	875	852	553	1183	825	778	743	1	89144
106	860	875	852	553	1183	825	778	743	720	0	90327
107	875	852	553	1183	825	778	743	720	704	0	91152
108	852	553	1183	825	778	743	720	704	693	0	91930
109	553	1183	825	778	743	720	704	693	685	0	92673
110	1183	825	778	743	720	704	693	685	685	0	93393
111	825	778	743	720	704	693	685	685	680	0	94097
112	778	743	720	704	693	685	685	680	681	0	94790
113	743	720	704	693	685	685	680	681	693	0	95475
114	720	704	693	685	685	680	681	693	689	0	96160
