index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	937	946	949	938	949	907	911	879	868	0	4840
5	946	949	938	949	907	911	879	868	836	0	5747
6	949	938	949	907	911	879	868	836	829	0	6658
7	938	949	907	911	879	868	836	829	837	0	7537
8	949	907	911	879	868	836	829	837	883	0	8405
9	907	911	879	868	836	829	837	883	852	0	9241
10	911	879	868	836	829	837	883	852	860	0	10070
11	879	868	836	829	837	883	852	860	860	0	10907
12	868	836	829	837	883	852	860	860	864	0	11790
13	836	829	837	883	852	860	860	864	852	0	12642
14	829	837	883	852	860	860	864	852	852	0	13502
15	837	883	852	860	860	864	852	852	856	0	14362
16	883	852	860	860	864	852	852	856	856	0	15226
17	852	860	860	864	852	852	856	856	852	0	16078
18	860	860	864	852	852	856	856	852	868	0	16930
19	860	864	852	852	856	856	852	868	860	0	17786
20	864	852	852	856	856	852	868	860	867	0	18642
21	852	852	856	856	852	868	860	867	895	0	19494
22	852	856	856	852	868	860	867	895	927	0	20362
23	856	856	852	868	860	867	895	927	782	0	21222
24	856	852	868	860	867	895	927	782	1101	0	22089
25	852	868	860	867	895	927	782	1101	934	0	22984
26	868	860	867	895	927	782	1101	934	933	0	23911
27	860	867	895	927	782	1101	934	933	942	1	24693
28	867	895	927	782	1101	934	933	942	934	0	25794
29	895	927	782	1101	934	933	942	934	934	0	26728
30	927	782	1101	934	933	942	934	934	922	0	27661
31	782	1101	934	933	942	934	934	922	907	0	28603
32	1101	934	933	942	934	934	922	907	914	0	29537
33	934	933	942	934	934	922	907	914	918	0	30471
34	933	942	934	934	922	907	914	918	930	0	31393
35	942	934	934	922	907	914	918	930	919	0	32300
36	934	934	922	907	914	918	930	919	926	0	33214
37	934	922	907	914	918	930	919	926	957	0	34132
38	922	907	914	918	930	919	926	957	969	0	35062
39	907	914	918	930	919	926	957	969	949	0	35981
40	914	918	930	919	926	957	969	949	938	0	36907
41	918	930	919	926	957	969	949	938	961	0	37864
42	930	919	926	957	969	949	938	961	969	0	38833
43	919	926	957	969	949	938	961	969	973	0	39782
44	926	957	969	949	938	961	969	973	968	0	40720
45	957	969	949	938	961	969	973	968	954	0	41681
46	969	949	938	961	969	973	968	954	937	0	42650
47	949	938	961	969	973	968	954	937	927	0	43623
48	938	961	969	973	968	954	937	927	895	0	44591
49	961	969	973	968	954	937	927	895	922	0	45545
50	969	973	968	954	937	927	895	922	899	0	46482
51	973	968	954	937	927	895	922	899	863	0	47409
52	968	954	937	927	895	922	899	863	887	0	48304
53	954	937	927	895	922	899	863	887	880	0	49226
54	937	927	895	922	899	863	887	880	856	0	50125
55	927	895	922	899	863	887	880	856	852	0	50988
56	895	922	899	863	887	880	856	852	837	0	51875
57	922	899	863	887	880	856	852	837	832	0	52755
58	899	863	887	880	856	852	837	832	825	0	53611
59	863	887	880	856	852	837	832	825	833	0	54463
60	887	880	856	852	837	832	825	833	821	0	55300
61	880	856	852	837	832	825	833	821	848	0	56132
62	856	852	837	832	825	833	821	848	821	0	56957
63	852	837	832	825	833	821	848	821	841	0	57790
64	837	832	825	833	821	848	821	841	856	0	58611
65	832	825	833	821	848	821	841	856	836	0	59459
66	825	833	821	848	821	841	856	836	825	0	60280
67	833	821	848	821	841	856	836	825	841	0	61121
68	821	848	821	841	856	836	825	841	852	0	61977
69	848	821	841	856	836	825	841	852	860	0	62813
70	821	841	856	836	825	841	852	860	883	0	63638
71	841	856	836	825	841	852	860	883	879	0	64479
72	856	836	825	841	852	860	883	879	891	0	65331
73	836	825	841	852	860	883	879	891	888	0	66191
74	825	841	852	860	883	879	891	888	906	0	67074
75	841	852	860	883	879	891	888	906	922	0	67953
76	852	860	883	879	891	888	906	922	930	0	68844
77	860	883	879	891	888	906	922	930	934	0	69732
78	883	879	891	888	906	922	930	934	918	0	70638
79	879	891	888	906	922	930	934	918	919	0	71560
80	891	888	906	922	930	934	918	919	930	0	72490
81	888	906	922	930	934	918	919	930	930	0	73424
82	906	922	930	934	918	919	930	930	941	0	74342
83	922	930	934	918	919	930	930	941	930	0	75261
84	930	934	918	919	930	930	941	930	915	0	76191
85	934	918	919	930	930	941	930	915	895	0	77121
86	918	919	930	930	941	930	915	895	883	0	78062
87	919	930	930	941	930	915	895	883	899	0	78992
88	930	930	941	930	915	895	883	899	895	0	79907
89	930	941	930	915	895	883	899	895	891	0	80802
90	941	930	915	895	883	899	895	891	883	0	81685
91	930	915	895	883	899	895	891	883	735	0	82584
92	915	895	883	899	895	891	883	735	1094	0	83479
93	895	883	899	895	891	883	735	1094	910	0	84370
94	883	899	895	891	883	735	1094	910	899	0	85253
95	899	895	891	883	735	1094	910	899	907	1	85988
96	895	891	883	735	1094	910	899	907	910	0	87082
97	891	883	735	1094	910	899	907	910	911	0	87992
98	883	735	1094	910	899	907	910	911	910	0	88891
99	735	1094	910	899	907	910	911	910	899	0	89798
100	1094	910	899	907	910	911	910	899	907	0	90708
101	910	899	907	910	911	910	899	907	887	0	91619
102	899	907	910	911	910	899	907	887	875	0	92529
103	907	910	911	910	899	907	887	875	852	0	93428
104	910	911	910	899	907	887	875	852	891	0	94335
105	911	910	899	907	887	875	852	891	868	0	95222
106	910	899	907	887	875	852	891	868	880	0	96097
107	899	907	887	875	852	891	868	880	914	0	96949
108	907	887	875	852	891	868	880	914	903	0	97840
109	887	875	852	891	868	880	914	903	918	0	98708
110	875	852	891	868	880	914	903	918	953	0	99588
111	852	891	868	880	914	903	918	953	965	0	100502
112	891	868	880	914	903	918	953	965	942	0	101405
113	868	880	914	903	918	953	965	942	942	0	102323
114	880	914	903	918	953	965	942	942	976	0	103276
115	914	903	918	953	965	942	942	976	965	0	104241
116	903	918	953	965	942	942	976	965	938	0	105183
117	918	953	965	942	942	976	965	938	969	0	106125
118	953	965	942	942	976	965	938	969	980	0	107101
119	965	942	942	976	965	938	969	980	961	0	108066
120	942	942	976	965	938	969	980	961	958	0	109004
121	942	976	965	938	969	980	961	958	992	0	109973
122	976	965	938	969	980	961	958	992	1011	0	110953
123	965	938	969	980	961	958	992	1011	1004	0	111914
124	938	969	980	961	958	992	1011	1004	989	0	112872
125	969	980	961	958	992	1011	1004	989	1007	0	113864
126	980	961	958	992	1011	1004	989	1007	1012	0	114875
127	961	958	992	1011	1004	989	1007	1012	1020	0	115879
128	958	992	1011	1004	989	1007	1012	1020	1000	0	116868
129	992	1011	1004	989	1007	1012	1020	1000	996	0	117875
130	1011	1004	989	1007	1012	1020	1000	996	1015	0	118887
131	1004	989	1007	1012	1020	1000	996	1015	1000	0	119907
132	989	1007	1012	1020	1000	996	1015	1000	989	0	120907
133	1007	1012	1020	1000	996	1015	1000	989	1000	0	121903
134	1012	1020	1000	996	1015	1000	989	1000	1015	0	122918
135	1020	1000	996	1015	1000	989	1000	1015	992	0	123918
136	1000	996	1015	1000	989	1000	1015	992	985	0	124907
137	996	1015	1000	989	1000	1015	992	985	996	0	125907
138	1015	1000	989	1000	1015	992	985	996	945	0	126922
139	1000	989	1000	1015	992	985	996	945	899	0	127914
140	989	1000	1015	992	985	996	945	899	926	0	128899
141	1000	1015	992	985	996	945	899	926	919	0	129895
142	1015	992	985	996	945	899	926	919	949	0	130840
143	992	985	996	945	899	926	919	949	942	0	131739
144	985	996	945	899	926	919	949	942	945	0	132665
145	996	945	899	926	919	949	942	945	950	0	133584
146	945	899	926	919	949	942	945	950	992	0	134533
147	899	926	919	949	942	945	950	992	988	0	135475
148	926	919	949	942	945	950	992	988	973	0	136420
149	919	949	942	945	950	992	988	973	977	0	137370
150	949	942	945	950	992	988	973	977	968	0	138362
151	942	945	950	992	988	973	977	968	942	0	139350
152	945	950	992	988	973	977	968	942	926	0	140323
153	950	992	988	973	977	968	942	926	899	0	141300
154	992	988	973	977	968	942	926	899	876	0	142268
155	988	973	977	968	942	926	899	876	875	0	143210
156	973	977	968	942	926	899	876	875	840	0	144136
157	977	968	942	926	899	876	875	840	860	0	145035
158	968	942	926	899	876	875	840	860	919	0	145911
159	942	926	899	876	875	840	860	919	891	0	146786
160	926	899	876	875	840	860	919	891	891	0	147626
161	899	876	875	840	860	919	891	891	902	0	148486
162	876	875	840	860	919	891	891	902	895	0	149405
163	875	840	860	919	891	891	902	895	891	0	150296
164	840	860	919	891	891	902	895	891	892	0	151187
165	860	919	891	891	902	895	891	892	910	0	152089
166	919	891	891	902	895	891	892	910	911	0	152984
167	891	891	902	895	891	892	910	911	910	0	153875
168	891	902	895	891	892	910	911	910	899	0	154767
169	902	895	891	892	910	911	910	899	903	0	155677
170	895	891	892	910	911	910	899	903	926	0	156588
171	891	892	910	911	910	899	903	926	937	0	157498
172	892	910	911	910	899	903	926	937	954	0	158397
173	910	911	910	899	903	926	937	954	945	0	159300
174	911	910	899	903	926	937	954	945	950	0	160226
175	910	899	903	926	937	954	945	950	949	0	161163
176	899	903	926	937	954	945	950	949	965	0	162117
177	903	926	937	954	945	950	949	965	961	0	163062
178	926	937	954	945	950	949	965	961	946	0	164012
179	937	954	945	950	949	965	961	946	957	0	164961
180	954	945	950	949	965	961	946	957	945	0	165926
181	945	950	949	965	961	946	957	945	942	0	166887
182	950	949	965	961	946	957	945	942	926	0	167833
183	949	965	961	946	957	945	942	926	907	0	168790
184	965	961	946	957	945	942	926	907	867	0	169735
185	961	946	957	945	942	926	907	867	954	0	170677
186	946	957	945	942	926	907	867	954	918	0	171603
187	957	945	942	926	907	867	954	918	899	0	172510
188	945	942	926	907	867	954	918	899	891	0	173377
189	942	926	907	867	954	918	899	891	914	0	174331
190	926	907	867	954	918	899	891	914	926	0	175249
191	907	867	954	918	899	891	914	926	930	0	176148
192	867	954	918	899	891	914	926	930	934	0	177039
193	954	918	899	891	914	926	930	934	934	0	177953
194	918	899	891	914	926	930	934	934	907	0	178879
195	899	891	914	926	930	934	934	907	922	0	179809
196	891	914	926	930	934	934	907	922	953	0	180743
197	914	926	930	934	934	907	922	953	961	0	181677
198	926	930	934	934	907	922	953	961	950	0	182584
199	930	934	934	907	922	953	961	950	937	0	183506
200	934	934	907	922	953	961	950	937	950	0	184459
201	934	907	922	953	961	950	937	950	969	0	185420
202	907	922	953	961	950	937	950	969	972	0	186370
203	922	953	961	950	937	950	969	972	965	0	187307
204	953	961	950	937	950	969	972	965	969	0	188257
205	961	950	937	950	969	972	965	969	973	0	189226
206	950	937	950	969	972	965	969	973	988	0	190198
207	937	950	969	972	965	969	973	988	1004	0	191163
208	950	969	972	965	969	973	988	1004	985	0	192132
209	969	972	965	969	973	988	1004	985	961	0	193105
