index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	206	455	849	467	825	463	836	448	836	0	2802
5	455	849	467	825	463	836	448	836	444	1	3265
6	849	467	825	463	836	448	836	444	832	0	4101
7	467	825	463	836	448	836	444	832	448	1	4549
8	825	463	836	448	836	444	832	448	825	0	5385
9	463	836	448	836	444	832	448	825	447	1	5829
10	836	448	836	444	832	448	825	447	821	0	6661
11	448	836	444	832	448	825	447	821	444	1	7109
12	836	444	832	448	825	447	821	444	848	0	7934
13	444	832	448	825	447	821	444	848	444	1	8381
14	832	448	825	447	821	444	848	444	840	0	9202
15	448	825	447	821	444	848	444	840	444	1	9646
16	825	447	821	444	848	444	840	444	883	0	10494
17	447	821	444	848	444	840	444	883	451	1	10938
18	821	444	848	444	840	444	883	451	876	0	11778
19	444	848	444	840	444	883	451	876	463	1	12222
20	848	444	840	444	883	451	876	463	910	0	13105
21	444	840	444	883	451	876	463	910	401	1	13556
22	840	444	883	451	876	463	910	401	954	0	14432
23	444	883	451	876	463	910	401	954	447	1	14895
24	883	451	876	463	910	401	954	447	911	0	15805
25	451	876	463	910	401	954	447	911	459	1	16206
26	876	463	910	401	954	447	911	459	879	0	17160
27	463	910	401	954	447	911	459	879	451	1	17607
28	910	401	954	447	911	459	879	451	880	0	18518
29	401	954	447	911	459	879	451	880	451	1	18977
30	954	447	911	459	879	451	880	451	961	0	19856
31	447	911	459	879	451	880	451	961	455	1	20307
32	911	459	879	451	880	451	961	455	950	0	21187
33	459	879	451	880	451	961	455	950	451	1	21638
34	879	451	880	451	961	455	950	451	973	0	22599
35	451	880	451	961	455	950	451	973	455	1	23054
36	880	451	961	455	950	451	973	455	938	0	24004
37	451	961	455	950	451	973	455	938	455	1	24455
38	961	455	950	451	973	455	938	455	926	0	25428
39	455	950	451	973	455	938	455	926	448	1	25883
40	950	451	973	455	938	455	926	448	945	0	26821
41	451	973	455	938	455	926	448	945	456	1	27276
42	973	455	938	455	926	448	945	456	965	0	28202
43	455	938	455	926	448	945	456	965	447	1	28650
44	938	455	926	448	945	456	965	447	981	0	29595
45	455	926	448	945	456	965	447	981	459	1	30051
46	926	448	945	456	965	447	981	459	1054	0	31016
47	448	945	456	965	447	981	459	1054	455	1	31463
48	945	456	965	447	981	459	1054	455	1063	0	32444
49	456	965	447	981	459	1054	455	1063	455	1	32903
50	965	447	981	459	1054	455	1063	455	1051	0	33957
51	447	981	459	1054	455	1063	455	1051	466	1	34412
52	981	459	1054	455	1063	455	1051	466	1063	0	35475
53	459	1054	455	1063	455	1051	466	1063	455	1	35930
54	1054	455	1063	455	1051	466	1063	455	1019	0	36981
55	455	1063	455	1051	466	1063	455	1019	456	1	37447
56	1063	455	1051	466	1063	455	1019	456	1031	0	38510
57	455	1051	466	1063	455	1019	456	1031	463	1	38965
58	1051	466	1063	455	1019	456	1031	463	1027	0	39984
59	466	1063	455	1019	456	1031	463	1027	463	1	40440
60	1063	455	1019	456	1031	463	1027	463	1031	0	41471
61	455	1019	456	1031	463	1027	463	1031	452	1	41934
62	1019	456	1031	463	1027	463	1031	452	1023	0	42961
63	456	1031	463	1027	463	1031	452	1023	463	1	43424
64	1031	463	1027	463	1031	452	1023	463	1031	0	44455
65	463	1027	463	1031	452	1023	463	1031	455	1	44907
66	1027	463	1031	452	1023	463	1031	455	985	0	45930
67	463	1031	452	1023	463	1031	455	985	463	1	46393
68	1031	452	1023	463	1031	455	985	463	1043	0	47424
69	452	1023	463	1031	455	985	463	1043	467	1	47879
70	1023	463	1031	455	985	463	1043	467	1058	0	48864
71	463	1031	455	985	463	1043	467	1058	463	1	49327
72	1031	455	985	463	1043	467	1058	463	1070	0	50370
73	455	985	463	1043	467	1058	463	1070	471	1	50837
74	985	463	1043	467	1058	463	1070	471	1062	0	51895
75	463	1043	467	1058	463	1070	471	1062	471	1	52358
76	1043	467	1058	463	1070	471	1062	471	1050	0	53428
77	467	1058	463	1070	471	1062	471	1050	467	1	53899
78	1058	463	1070	471	1062	471	1050	467	1051	0	54961
79	463	1070	471	1062	471	1050	467	1051	459	1	55432
80	1070	471	1062	471	1050	467	1051	459	1070	0	56482
81	471	1062	471	1050	467	1051	459	1070	448	1	56949
82	1062	471	1050	467	1051	459	1070	448	1074	0	58000
83	471	1050	467	1051	459	1070	448	1074	459	1	58459
84	1050	467	1051	459	1070	448	1074	459	1050	0	59529
85	467	1051	459	1070	448	1074	459	1050	448	1	59977
86	1051	459	1070	448	1074	459	1050	448	1046	0	61051
87	459	1070	448	1074	459	1050	448	1046	460	1	61510
88	1070	448	1074	459	1050	448	1046	460	1031	0	62560
89	448	1074	459	1050	448	1046	460	1031	455	1	63008
90	1074	459	1050	448	1046	460	1031	455	1027	0	64054
91	459	1050	448	1046	460	1031	455	1027	467	1	64514
92	1050	448	1046	460	1031	455	1027	467	1027	0	65545
93	448	1046	460	1031	455	1027	467	1027	456	1	66000
94	1046	460	1031	455	1027	467	1027	456	1011	0	67027
95	460	1031	455	1027	467	1027	456	1011	467	1	67494
96	1031	455	1027	467	1027	456	1011	467	1012	0	68521
97	455	1027	467	1027	456	1011	467	1012	471	1	68977
98	1027	467	1027	456	1011	467	1012	471	1031	0	69988
99	467	1027	456	1011	467	1012	471	1031	467	1	70455
100	1027	456	1011	467	1012	471	1031	467	1043	0	71467
101	456	1011	467	1012	471	1031	467	1043	459	1	71938
102	1011	467	1012	471	1031	467	1043	459	1027	0	72969
103	467	1012	471	1031	467	1043	459	1027	467	1	73436
104	1012	471	1031	467	1043	459	1027	467	1023	0	74479
105	471	1031	467	1043	459	1027	467	1023	467	1	74938
106	1031	467	1043	459	1027	467	1023	467	1008	0	75965
107	467	1043	459	1027	467	1023	467	1008	463	1	76432
108	1043	459	1027	467	1023	467	1008	463	1016	0	77455
109	459	1027	467	1023	467	1008	463	1016	463	1	77922
110	1027	467	1023	467	1008	463	1016	463	1050	0	78930
111	467	1023	467	1008	463	1016	463	1050	463	1	79393
112	1023	467	1008	463	1016	463	1050	463	1094	0	80409
113	467	1008	463	1016	463	1050	463	1094	459	1	80872
114	1008	463	1016	463	1050	463	1094	459	1120	0	81922
115	463	1016	463	1050	463	1094	459	1120	460	1	82385
116	1016	463	1050	463	1094	459	1120	460	1124	0	83479
117	463	1050	463	1094	459	1120	460	1124	463	1	83938
118	1050	463	1094	459	1120	460	1124	463	1097	0	85058
119	463	1094	459	1120	460	1124	463	1097	452	1	85518
120	1094	459	1120	460	1124	463	1097	452	1124	0	86642
121	459	1120	460	1124	463	1097	452	1124	467	1	87105
122	1120	460	1124	463	1097	452	1124	467	1160	0	88202
123	460	1124	463	1097	452	1124	467	1160	455	1	88654
124	1124	463	1097	452	1124	467	1160	455	1159	0	89778
125	463	1097	452	1124	467	1160	455	1159	463	1	90245
126	1097	452	1124	467	1160	455	1159	463	1144	0	91405
127	452	1124	467	1160	455	1159	463	1144	471	1	91860
128	1124	467	1160	455	1159	463	1144	471	1164	0	93019
129	467	1160	455	1159	463	1144	471	1164	471	1	93482
130	1160	455	1159	463	1144	471	1164	471	1186	0	94626
131	455	1159	463	1144	471	1164	471	1186	471	1	95097
132	1159	463	1144	471	1164	471	1186	471	1191	0	96261
133	463	1144	471	1164	471	1186	471	1191	463	1	96732
134	1144	471	1164	471	1186	471	1191	463	1190	0	97918
135	471	1164	471	1186	471	1191	463	1190	463	1	98389
136	1164	471	1186	471	1191	463	1190	463	1152	0	99580
137	471	1186	471	1191	463	1190	463	1152	467	1	100043
138	1186	471	1191	463	1190	463	1152	467	1105	0	101233
139	471	1191	463	1190	463	1152	467	1105	475	1	101696
140	1191	463	1190	463	1152	467	1105	475	1074	0	102848
141	463	1190	463	1152	467	1105	475	1074	463	1	103315
142	1190	463	1152	467	1105	475	1074	463	1117	0	104420
143	463	1152	467	1105	475	1074	463	1117	463	1	104895
144	1152	467	1105	475	1074	463	1117	463	1132	0	105969
145	467	1105	475	1074	463	1117	463	1132	471	1	106432
146	1105	475	1074	463	1117	463	1132	471	1163	0	107549
147	475	1074	463	1117	463	1132	471	1163	467	1	108012
148	1074	463	1117	463	1132	471	1163	467	1179	0	109144
149	463	1117	463	1132	471	1163	467	1179	463	1	109615
150	1117	463	1132	471	1163	467	1179	463	1160	0	110778
151	463	1132	471	1163	467	1179	463	1160	474	1	111245
152	1132	471	1163	467	1179	463	1160	474	1148	0	112424
153	471	1163	467	1179	463	1160	474	1148	467	1	112887
154	1163	467	1179	463	1160	474	1148	467	1136	0	114047
155	467	1179	463	1160	474	1148	467	1136	471	1	114521
156	1179	463	1160	474	1148	467	1136	471	1121	0	115669
157	463	1160	474	1148	467	1136	471	1121	463	1	116136
158	1160	474	1148	467	1136	471	1121	463	1109	0	117272
159	474	1148	467	1136	471	1121	463	1109	471	1	117743
160	1148	467	1136	471	1121	463	1109	471	1097	0	118864
161	467	1136	471	1121	463	1109	471	1097	463	1	119327
162	1136	471	1121	463	1109	471	1097	463	1140	0	120436
163	471	1121	463	1109	471	1097	463	1140	471	1	120907
164	1121	463	1109	471	1097	463	1140	471	1159	0	122004
165	463	1109	471	1097	463	1140	471	1159	479	1	122467
166	1109	471	1097	463	1140	471	1159	479	1171	0	123607
167	471	1097	463	1140	471	1159	479	1171	452	1	124078
168	1097	463	1140	471	1159	479	1171	452	1190	0	125237
169	463	1140	471	1159	479	1171	452	1190	467	1	125716
170	1140	471	1159	479	1171	452	1190	467	1167	0	126887
