index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	724	591	607	596	603	607	618	428	759	0	3121
5	591	607	596	603	607	618	428	759	494	0	3728
6	607	596	603	607	618	428	759	494	794	0	4346
7	596	603	607	618	428	759	494	794	630	1	4774
8	603	607	618	428	759	494	794	630	619	0	5533
9	607	618	428	759	494	794	630	619	591	1	6027
10	618	428	759	494	794	630	619	591	588	0	6821
11	428	759	494	794	630	619	591	588	576	0	7451
12	759	494	794	630	619	591	588	576	595	0	8070
13	494	794	630	619	591	588	576	595	599	0	8661
14	794	630	619	591	588	576	595	599	604	0	9249
15	630	619	591	588	576	595	599	604	610	0	9825
16	619	591	588	576	595	599	604	610	557	0	10420
17	591	588	576	595	599	604	610	557	677	0	11019
18	588	576	595	599	604	610	557	677	607	0	11623
19	576	595	599	604	610	557	677	607	611	0	12233
20	595	599	604	610	557	677	607	611	603	1	12790
21	599	604	610	557	677	607	611	603	416	0	13467
22	604	610	557	677	607	611	603	416	654	0	14074
23	610	557	677	607	611	603	416	654	700	0	14685
24	557	677	607	611	603	416	654	700	611	0	15288
25	677	607	611	603	416	654	700	611	627	1	15704
26	607	611	603	416	654	700	611	627	622	0	16358
27	611	603	416	654	700	611	627	622	627	0	17058
28	603	416	654	700	611	627	622	627	657	0	17669
29	416	654	700	611	627	622	627	657	662	0	18296
30	654	700	611	627	622	627	657	662	669	0	18918
31	700	611	627	622	627	657	662	669	665	0	19545
32	611	627	622	627	657	662	669	665	674	0	20202
33	627	622	627	657	662	669	665	674	688	0	20864
34	622	627	657	662	669	665	674	688	681	0	21533
35	627	657	662	669	665	674	688	681	693	0	22198
36	657	662	669	665	674	688	681	693	692	0	22872
37	662	669	665	674	688	681	693	692	697	0	23560
38	669	665	674	688	681	693	692	697	696	0	24241
39	665	674	688	681	693	692	697	696	693	0	24934
40	674	688	681	693	692	697	696	693	700	0	25626
41	688	681	693	692	697	696	693	700	685	0	26323
42	681	693	692	697	696	693	700	685	693	0	27019
43	693	692	697	696	693	700	685	693	677	0	27712
44	692	697	696	693	700	685	693	677	677	0	28412
45	697	696	693	700	685	693	677	677	673	0	29097
46	696	693	700	685	693	677	677	673	654	0	29790
47	693	700	685	693	677	677	673	654	657	0	30467
48	700	685	693	677	677	673	654	657	662	0	31144
49	685	693	677	677	673	654	657	662	661	0	31817
50	693	677	677	673	654	657	662	661	658	0	32471
51	677	677	673	654	657	662	661	658	646	0	33128
52	677	673	654	657	662	661	658	646	654	0	33790
53	673	654	657	662	661	658	646	654	680	0	34451
54	654	657	662	661	658	646	654	680	685	0	35109
55	657	662	661	658	646	654	680	685	673	0	35755
56	662	661	658	646	654	680	685	673	689	0	36409
57	661	658	646	654	680	685	673	689	685	0	37089
58	658	646	654	680	685	673	689	685	685	0	37774
59	646	654	680	685	673	689	685	685	685	0	38447
60	654	680	685	673	689	685	685	685	677	0	39136
61	680	685	673	689	685	685	685	677	669	0	39821
62	685	673	689	685	685	685	677	669	661	0	40506
63	673	689	685	685	685	677	669	661	674	0	41191
64	689	685	685	685	677	669	661	674	681	0	41868
65	685	685	685	677	669	661	674	681	677	0	42537
66	685	685	677	669	661	674	681	677	665	0	43198
67	685	677	669	661	674	681	677	665	665	0	43872
68	677	669	661	674	681	677	665	665	654	0	44553
69	669	661	674	681	677	665	665	654	650	0	45230
70	661	674	681	677	665	665	654	650	654	0	45895
71	674	681	677	665	665	654	650	654	638	0	46560
72	681	677	665	665	654	650	654	638	638	0	47214
73	677	665	665	654	650	654	638	638	634	0	47864
74	665	665	654	650	654	638	638	634	623	0	48518
75	665	654	650	654	638	638	634	623	638	0	49156
76	654	650	654	638	638	634	623	638	642	0	49794
77	650	654	638	638	634	623	638	642	650	0	50428
78	654	638	638	634	623	638	642	650	653	0	51051
79	638	638	634	623	638	642	650	653	631	0	51689
80	638	634	623	638	642	650	653	631	638	0	52331
81	634	623	638	642	650	653	631	638	626	0	52981
82	623	638	642	650	653	631	638	626	522	0	53634
83	638	642	650	653	631	638	626	522	521	0	54265
84	642	650	653	631	638	626	522	521	825	0	54903
85	650	653	631	638	626	522	521	825	611	0	55529
86	653	631	638	626	522	521	825	611	599	0	56051
87	631	638	626	522	521	825	611	599	607	1	56572
88	638	626	522	521	825	611	599	607	603	0	57397
89	626	522	521	825	611	599	607	603	603	0	58008
90	522	521	825	611	599	607	603	603	615	0	58607
91	521	825	611	599	607	603	603	615	603	0	59214
92	825	611	599	607	603	603	615	603	525	0	59817
93	611	599	607	603	603	615	603	525	701	0	60420
94	599	607	603	603	615	603	525	701	618	0	61035
95	607	603	603	615	603	525	701	618	518	0	61638
96	603	603	615	603	525	701	618	518	716	0	62163
97	603	615	603	525	701	618	518	716	623	0	62864
98	615	603	525	701	618	518	716	623	618	0	63482
99	603	525	701	618	518	716	623	618	623	0	64000
100	525	701	618	518	716	623	618	623	615	0	64716
101	701	618	518	716	623	618	623	615	614	0	65339
102	618	518	716	623	618	623	615	614	600	0	65957
103	518	716	623	618	623	615	614	600	614	0	66580
104	716	623	618	623	615	614	600	614	631	0	67195
105	623	618	623	615	614	600	614	631	622	0	67809
106	618	623	615	614	600	614	631	622	642	0	68409
107	623	615	614	600	614	631	622	642	642	0	69023
108	615	614	600	614	631	622	642	642	642	0	69654
109	614	600	614	631	622	642	642	642	646	0	70276
110	600	614	631	622	642	642	642	646	514	0	70918
111	614	631	622	642	642	642	646	514	790	0	71560
112	631	622	642	642	642	646	514	790	451	0	72202
113	622	642	642	642	646	514	790	451	778	0	72848
114	642	642	642	646	514	790	451	778	494	1	73362
115	642	642	646	514	790	451	778	494	806	0	74152
116	642	646	514	790	451	778	494	806	619	1	74603
117	646	514	790	451	778	494	806	619	622	0	75381
118	514	790	451	778	494	806	619	622	642	1	75875
119	790	451	778	494	806	619	622	642	623	0	76681
120	451	778	494	806	619	622	642	623	634	0	77300
121	778	494	806	619	622	642	623	634	638	0	77922
122	494	806	619	622	642	623	634	638	642	0	78564
123	806	619	622	642	623	634	638	642	1206	0	79187
124	619	622	642	623	634	638	642	1206	670	0	79821
125	622	642	623	634	638	642	1206	670	408	0	80459
126	642	623	634	638	642	1206	670	408	810	0	81101
127	623	634	638	642	1206	670	408	810	677	0	82307
128	634	638	642	1206	670	408	810	677	649	0	82977
129	638	642	1206	670	408	810	677	649	666	1	83385
130	642	1206	670	408	810	677	649	666	653	0	84195
131	1206	670	408	810	677	649	666	653	658	0	84872
132	670	408	810	677	649	666	653	658	483	0	85521
133	408	810	677	649	666	653	658	483	747	0	86187
134	810	677	649	666	653	658	483	747	700	0	86840
135	677	649	666	653	658	483	747	700	428	0	87498
136	649	666	653	658	483	747	700	428	833	1	87981
137	666	653	658	483	747	700	428	833	685	0	88728
138	653	658	483	747	700	428	833	685	1198	0	89428
139	658	483	747	700	428	833	685	1198	642	1	89856
140	483	747	700	428	833	685	1198	642	626	0	90689
141	747	700	428	833	685	1198	642	626	623	0	91374
142	700	428	833	685	1198	642	626	623	591	0	92572
143	428	833	685	1198	642	626	623	591	580	0	93214
144	833	685	1198	642	626	623	591	580	588	0	93840
145	685	1198	642	626	623	591	580	588	587	0	94463
146	1198	642	626	623	591	580	588	587	580	0	95054
147	642	626	623	591	580	588	587	580	584	0	95634
148	626	623	591	580	588	587	580	584	595	0	96222
149	623	591	580	588	587	580	584	595	592	0	96809
150	591	580	588	587	580	584	595	592	618	0	97389
151	580	588	587	580	584	595	592	618	603	0	97973
152	588	587	580	584	595	592	618	603	619	0	98568
153	587	580	584	595	592	618	603	619	630	0	99160
154	580	584	595	592	618	603	619	630	635	0	99778
155	584	595	592	618	603	619	630	635	626	0	100381
156	595	592	618	603	619	630	635	626	603	0	101000
157	592	618	603	619	630	635	626	603	607	0	101630
158	618	603	619	630	635	626	603	607	584	0	102265
159	603	619	630	635	626	603	607	584	607	0	102891
160	619	630	635	626	603	607	584	607	607	0	103494
161	630	635	626	603	607	584	607	607	580	0	104101
162	635	626	603	607	584	607	607	580	614	0	104685
163	626	603	607	584	607	607	580	614	592	0	105292
164	603	607	584	607	607	580	614	592	541	0	105899
165	607	584	607	607	580	614	592	541	634	0	106479
166	584	607	607	580	614	592	541	634	576	0	107093
167	607	607	580	614	592	541	634	576	572	0	107685
168	607	580	614	592	541	634	576	572	568	1	108226
169	580	614	592	541	634	576	572	568	568	0	108860
170	614	592	541	634	576	572	568	568	514	0	109436
171	592	541	634	576	572	568	568	514	459	0	110008
172	541	634	576	572	568	568	514	459	677	0	110576
173	634	576	572	568	568	514	459	677	587	0	111144
174	576	572	568	568	514	459	677	587	584	0	111658
175	572	568	568	514	459	677	587	584	588	0	112117
176	568	568	514	459	677	587	584	588	599	0	112794
177	568	514	459	677	587	584	588	599	607	0	113381
178	514	459	677	587	584	588	599	607	626	0	113965
179	459	677	587	584	588	599	607	626	627	0	114553
180	677	587	584	588	599	607	626	627	638	0	115152
181	587	584	588	599	607	626	627	638	1148	0	115759
182	584	588	599	607	626	627	638	1148	634	0	116385
183	588	599	607	626	627	638	1148	634	607	0	117012
184	599	607	626	627	638	1148	634	607	603	0	117650
185	607	626	627	638	1148	634	607	603	588	0	118798
186	626	627	638	1148	634	607	603	588	587	0	119432
187	627	638	1148	634	607	603	588	587	584	0	120039
188	638	1148	634	607	603	588	587	584	591	0	120642
189	1148	634	607	603	588	587	584	591	592	0	121230
190	634	607	603	588	587	584	591	592	595	0	121817
191	607	603	588	587	584	591	592	595	607	0	122401
192	603	588	587	584	591	592	595	607	611	0	122992
193	588	587	584	591	592	595	607	611	510	0	123584
194	587	584	591	592	595	607	611	510	735	0	124179
195	584	591	592	595	607	611	510	735	607	0	124786
196	591	592	595	607	611	510	735	607	603	0	125397
197	592	595	607	611	510	735	607	603	545	1	125907
198	595	607	611	510	735	607	603	545	681	0	126642
199	607	611	510	735	607	603	545	681	1148	0	127249
200	611	510	735	607	603	545	681	1148	642	0	127852
201	510	735	607	603	545	681	1148	642	618	0	128397
202	735	607	603	545	681	1148	642	618	607	0	129078
203	607	603	545	681	1148	642	618	607	619	0	130226
204	603	545	681	1148	642	618	607	619	611	0	130868
205	545	681	1148	642	618	607	619	611	607	0	131486
206	681	1148	642	618	607	619	611	607	424	0	132093
207	1148	642	618	607	619	611	607	424	595	0	132712
208	642	618	607	619	611	607	424	595	771	0	133323
209	618	607	619	611	607	424	595	771	591	0	133930
210	607	619	611	607	424	595	771	591	600	1	134354
211	619	611	607	424	595	771	591	600	603	0	134949
212	611	607	424	595	771	591	600	603	603	0	135720
213	607	424	595	771	591	600	603	603	490	0	136311
214	424	595	771	591	600	603	603	490	728	0	136911
215	595	771	591	600	603	603	490	728	611	0	137514
216	771	591	600	603	603	490	728	611	614	0	138117
217	591	600	603	603	490	728	611	614	603	1	138607
218	600	603	603	490	728	611	614	603	619	0	139335
219	603	603	490	728	611	614	603	619	615	0	139946
220	603	490	728	611	614	603	619	615	525	0	140560
221	490	728	611	614	603	619	615	525	452	0	141163
222	728	611	614	603	619	615	525	452	801	0	141782
223	611	614	603	619	615	525	452	801	638	0	142397
224	614	603	619	615	525	452	801	638	619	0	142922
225	603	619	615	525	452	801	638	619	607	1	143374
226	619	615	525	452	801	638	619	607	599	0	144175
227	615	525	452	801	638	619	607	599	611	0	144813
228	525	452	801	638	619	607	599	611	623	0	145432
229	452	801	638	619	607	599	611	623	642	0	146039
230	801	638	619	607	599	611	623	642	669	0	146638
231	638	619	607	599	611	623	642	669	677	0	147249
232	619	607	599	611	623	642	669	677	669	0	147872
233	607	599	611	623	642	669	677	669	677	0	148514
234	599	611	623	642	669	677	669	677	677	0	149183
235	611	623	642	669	677	669	677	677	681	0	149860
236	623	642	669	677	669	677	677	681	673	0	150529
237	642	669	677	669	677	677	681	673	674	0	151206
238	669	677	669	677	677	681	673	674	680	0	151883
239	677	669	677	677	681	673	674	680	670	0	152564
240	669	677	677	681	673	674	680	670	599	0	153237
241	677	677	681	673	674	680	670	599	700	0	153911
242	677	681	673	674	680	670	599	700	670	0	154591
243	681	673	674	680	670	599	700	670	673	0	155261
244	673	674	680	670	599	700	670	673	677	0	155860
245	674	680	670	599	700	670	673	677	657	0	156560
246	680	670	599	700	670	673	677	657	646	0	157230
247	670	599	700	670	673	677	657	646	658	0	157903
248	599	700	670	673	677	657	646	658	661	0	158580
249	700	670	673	677	657	646	658	661	650	0	159237
250	670	673	677	657	646	658	661	650	646	0	159883
251	673	677	657	646	658	661	650	646	646	0	160541
252	677	657	646	658	661	650	646	646	661	0	161202
253	657	646	658	661	650	646	646	661	650	0	161852
254	646	658	661	650	646	646	661	650	654	0	162498
255	658	661	650	646	646	661	650	654	498	0	163144
256	661	650	646	646	661	650	654	498	837	0	163805
257	650	646	646	661	650	654	498	837	684	0	164455
258	646	646	661	650	654	498	837	684	685	0	165109
259	646	661	650	654	498	837	684	685	685	1	165607
260	661	650	654	498	837	684	685	685	693	0	166444
261	650	654	498	837	684	685	685	693	684	0	167128
262	654	498	837	684	685	685	693	684	705	0	167813
263	498	837	684	685	685	693	684	705	696	0	168498
264	837	684	685	685	693	684	705	696	689	0	169191
265	684	685	685	693	684	705	696	689	681	0	169875
266	685	685	693	684	705	696	689	681	700	0	170580
267	685	693	684	705	696	689	681	700	693	0	171276
268	693	684	705	696	689	681	700	693	685	0	171965
269	684	705	696	689	681	700	693	685	696	0	172646
270	705	696	689	681	700	693	685	696	685	0	173346
271	696	689	681	700	693	685	696	685	697	0	174039
272	689	681	700	693	685	696	685	697	700	0	174724
273	681	700	693	685	696	685	697	700	693	0	175420
274	700	693	685	696	685	697	700	693	684	0	176105
275	693	685	696	685	697	700	693	684	693	0	176802
276	685	696	685	697	700	693	684	693	693	0	177502
277	696	685	697	700	693	684	693	693	688	0	178195
278	685	697	700	693	684	693	693	688	444	0	178879
279	697	700	693	684	693	693	688	444	887	0	179572
280	700	693	684	693	693	688	444	887	704	0	180265
281	693	684	693	693	688	444	887	704	708	0	180953
282	684	693	693	688	444	887	704	708	701	1	181397
283	693	693	688	444	887	704	708	701	692	0	182284
284	693	688	444	887	704	708	701	692	1296	0	182988
285	688	444	887	704	708	701	692	1296	716	0	183696
286	444	887	704	708	701	692	1296	716	704	0	184397
287	887	704	708	701	692	1296	716	704	693	0	185089
288	704	708	701	692	1296	716	704	693	1261	0	186385
289	708	701	692	1296	716	704	693	1261	700	0	187101
290	701	692	1296	716	704	693	1261	700	580	0	187805
291	692	1296	716	704	693	1261	700	580	821	0	188498
292	1296	716	704	693	1261	700	580	821	696	0	189759
293	716	704	693	1261	700	580	821	696	709	0	190459
294	704	693	1261	700	580	821	696	709	708	1	191039
295	693	1261	700	580	821	696	709	708	708	0	191860
296	1261	700	580	821	696	709	708	708	700	0	192556
297	700	580	821	696	709	708	708	700	705	0	193265
298	580	821	696	709	708	708	700	705	727	0	193973
299	821	696	709	708	708	700	705	727	724	0	194681
300	696	709	708	708	700	705	727	724	720	0	195381
301	709	708	708	700	705	727	724	720	735	0	196086
302	708	708	700	705	727	724	720	735	728	0	196813
303	708	700	705	727	724	720	735	728	716	0	197537
304	700	705	727	724	720	735	728	716	735	0	198257
305	705	727	724	720	735	728	716	735	728	0	198992
306	727	724	720	735	728	716	735	728	735	0	199720
307	724	720	735	728	716	735	728	735	724	0	200436
308	720	735	728	716	735	728	735	724	724	0	201171
309	735	728	716	735	728	735	724	724	727	0	201899
310	728	716	735	728	735	724	724	727	716	0	202634
311	716	735	728	735	724	724	727	716	705	0	203358
312	735	728	735	724	724	727	716	705	716	0	204082
313	728	735	724	724	727	716	705	716	719	0	204809
314	735	724	724	727	716	705	716	719	720	0	205525
315	724	724	727	716	705	716	719	720	701	0	206230
316	724	727	716	705	716	719	720	701	719	0	206946
317	727	716	705	716	719	720	701	719	724	0	207665
318	716	705	716	719	720	701	719	724	712	0	208385
319	705	716	719	720	701	719	724	712	697	0	209086
320	716	719	720	701	719	724	712	697	704	0	209805
321	719	720	701	719	724	712	697	704	704	0	210529
322	720	701	719	724	712	697	704	704	697	0	211241
323	701	719	724	712	697	704	704	697	700	0	211938
324	719	724	712	697	704	704	697	700	689	0	212642
