index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	409	1217	1172	1077	1082	1129	1046	969	1055	0	4957
5	1217	1172	1077	1082	1129	1046	969	1055	1097	0	6086
6	1172	1077	1082	1129	1046	969	1055	1097	1101	0	7132
7	1077	1082	1129	1046	969	1055	1097	1101	1027	0	8101
8	1082	1129	1046	969	1055	1097	1101	1027	1035	0	9156
9	1129	1046	969	1055	1097	1101	1027	1035	1082	0	10253
10	1046	969	1055	1097	1101	1027	1035	1082	988	0	11354
11	969	1055	1097	1101	1027	1035	1082	988	1067	0	12381
12	1055	1097	1101	1027	1035	1082	988	1067	1132	0	13416
13	1097	1101	1027	1035	1082	988	1067	1132	1035	0	14498
14	1101	1027	1035	1082	988	1067	1132	1035	930	0	15486
15	1027	1035	1082	988	1067	1132	1035	930	988	0	16553
16	1035	1082	988	1067	1132	1035	930	988	1070	0	17685
17	1082	988	1067	1132	1035	930	988	1070	1008	0	18720
18	988	1067	1132	1035	930	988	1070	1008	1082	0	19650
19	1067	1132	1035	930	988	1070	1008	1082	1214	0	20638
20	1132	1035	930	988	1070	1008	1082	1214	1035	0	21708
21	1035	930	988	1070	1008	1082	1214	1035	996	0	22716
22	930	988	1070	1008	1082	1214	1035	996	1011	0	23798
23	988	1070	1008	1082	1214	1035	996	1011	958	0	25012
24	1070	1008	1082	1214	1035	996	1011	958	910	0	26047
25	1008	1082	1214	1035	996	1011	958	910	1000	0	27043
26	1082	1214	1035	996	1011	958	910	1000	1140	0	28054
27	1214	1035	996	1011	958	910	1000	1140	1117	0	29012
28	1035	996	1011	958	910	1000	1140	1117	996	0	29922
29	996	1011	958	910	1000	1140	1117	996	1070	0	30922
30	1011	958	910	1000	1140	1117	996	1070	1156	0	32062
31	958	910	1000	1140	1117	996	1070	1156	1101	0	33179
32	910	1000	1140	1117	996	1070	1156	1101	1117	0	34175
33	1000	1140	1117	996	1070	1156	1101	1117	1175	0	35245
34	1140	1117	996	1070	1156	1101	1117	1175	1163	0	36401
35	1117	996	1070	1156	1101	1117	1175	1163	1179	0	37502
36	996	1070	1156	1101	1117	1175	1163	1179	1175	0	38619
37	1070	1156	1101	1117	1175	1163	1179	1175	1148	0	39794
38	1156	1101	1117	1175	1163	1179	1175	1148	1199	0	40957
39	1101	1117	1175	1163	1179	1175	1148	1199	1003	0	42136
40	1117	1175	1163	1179	1175	1148	1199	1003	1160	0	43311
41	1175	1163	1179	1175	1148	1199	1003	1160	1167	0	44459
42	1163	1179	1175	1148	1199	1003	1160	1167	1094	0	45658
43	1179	1175	1148	1199	1003	1160	1167	1094	1007	0	46661
44	1175	1148	1199	1003	1160	1167	1094	1007	1036	0	47821
45	1148	1199	1003	1160	1167	1094	1007	1036	1093	0	48988
46	1199	1003	1160	1167	1094	1007	1036	1093	988	0	50082
47	1003	1160	1167	1094	1007	1036	1093	988	973	0	51089
48	1160	1167	1094	1007	1036	1093	988	973	1074	0	52125
49	1167	1094	1007	1036	1093	988	973	1074	1179	0	53218
50	1094	1007	1036	1093	988	973	1074	1179	1062	0	54206
51	1007	1036	1093	988	973	1074	1179	1062	969	0	55179
52	1036	1093	988	973	1074	1179	1062	969	1035	0	56253
53	1093	988	973	1074	1179	1062	969	1035	1206	0	57432
54	988	973	1074	1179	1062	969	1035	1206	1105	0	58494
55	973	1074	1179	1062	969	1035	1206	1105	1028	0	59463
56	1074	1179	1062	969	1035	1206	1105	1028	1124	0	60498
57	1179	1062	969	1035	1206	1105	1028	1124	1160	0	61704
58	1062	969	1035	1206	1105	1028	1124	1160	1019	0	62809
59	969	1035	1206	1105	1028	1124	1160	1019	946	0	63837
60	1035	1206	1105	1028	1124	1160	1019	946	910	0	64961
61	1206	1105	1028	1124	1160	1019	946	910	864	0	66121
62	1105	1028	1124	1160	1019	946	910	864	833	0	67140
63	1028	1124	1160	1019	946	910	864	833	840	0	68086
64	1124	1160	1019	946	910	864	833	840	809	0	68996
65	1160	1019	946	910	864	833	840	809	825	0	69860
66	1019	946	910	864	833	840	809	825	806	0	70693
67	946	910	864	833	840	809	825	806	794	0	71533
68	910	864	833	840	809	825	806	794	762	0	72342
69	864	833	840	809	825	806	794	762	775	0	73167
70	833	840	809	825	806	794	762	775	770	0	73973
71	840	809	825	806	794	762	775	770	763	0	74767
72	809	825	806	794	762	775	770	763	747	0	75529
73	825	806	794	762	775	770	763	747	731	0	76304
74	806	794	762	775	770	763	747	731	755	0	77074
75	794	762	775	770	763	747	731	755	739	0	77837
76	762	775	770	763	747	731	755	739	747	0	78584
77	775	770	763	747	731	755	739	747	771	0	79315
78	770	763	747	731	755	739	747	771	813	0	80070
79	763	747	731	755	739	747	771	813	879	0	80809
80	747	731	755	739	747	771	813	879	954	0	81556
81	731	755	739	747	771	813	879	954	961	0	82327
82	755	739	747	771	813	879	954	961	1039	0	83140
83	739	747	771	813	879	954	961	1039	1085	0	84019
84	747	771	813	879	954	961	1039	1085	1175	0	84973
85	771	813	879	954	961	1039	1085	1175	1098	0	85934
86	813	879	954	961	1039	1085	1175	1098	1085	0	86973
87	879	954	961	1039	1085	1175	1098	1085	1152	0	88058
88	954	961	1039	1085	1175	1098	1085	1152	1070	0	89233
89	961	1039	1085	1175	1098	1085	1152	1070	1082	0	90331
90	1039	1085	1175	1098	1085	1152	1070	1082	1050	0	91416
91	1085	1175	1098	1085	1152	1070	1082	1050	1105	0	92568
92	1175	1098	1085	1152	1070	1082	1050	1105	1141	0	93638
93	1098	1085	1152	1070	1082	1050	1105	1141	1109	0	94720
94	1085	1152	1070	1082	1050	1105	1141	1109	957	0	95770
95	1152	1070	1082	1050	1105	1141	1109	957	972	0	96875
96	1070	1082	1050	1105	1141	1109	957	972	1032	0	98016
97	1082	1050	1105	1141	1109	957	972	1032	1039	0	99125
98	1050	1105	1141	1109	957	972	1032	1039	933	0	100082
99	1105	1141	1109	957	972	1032	1039	933	993	0	101054
100	1141	1109	957	972	1032	1039	933	993	996	0	102086
101	1109	957	972	1032	1039	933	993	996	1011	0	103125
102	957	972	1032	1039	933	993	996	1011	938	0	104058
103	972	1032	1039	933	993	996	1011	938	985	0	105051
104	1032	1039	933	993	996	1011	938	985	1046	0	106047
105	1039	933	993	996	1011	938	985	1046	1055	0	107058
106	933	993	996	1011	938	985	1046	1055	961	0	107996
107	993	996	1011	938	985	1046	1055	961	965	0	108981
108	996	1011	938	985	1046	1055	961	965	1066	0	110027
109	1011	938	985	1046	1055	961	965	1066	1156	0	111082
110	938	985	1046	1055	961	965	1066	1156	984	0	112043
111	985	1046	1055	961	965	1066	1156	984	992	0	113008
112	1046	1055	961	965	1066	1156	984	992	1144	0	114074
113	1055	961	965	1066	1156	984	992	1144	1105	0	115230
114	961	965	1066	1156	984	992	1144	1105	880	0	116214
115	965	1066	1156	984	992	1144	1105	880	965	0	117206
116	1066	1156	984	992	1144	1105	880	965	1097	0	118350
117	1156	984	992	1144	1105	880	965	1097	1082	0	119455
118	984	992	1144	1105	880	965	1097	1082	883	0	120335
119	992	1144	1105	880	965	1097	1082	883	949	0	121300
120	1144	1105	880	965	1097	1082	883	949	957	0	122397
121	1105	880	965	1097	1082	883	949	957	1059	0	123479
122	880	965	1097	1082	883	949	957	1059	930	0	124362
123	965	1097	1082	883	949	957	1059	930	1004	0	125311
124	1097	1082	883	949	957	1059	930	1004	1186	0	126268
125	1082	883	949	957	1059	930	1004	1186	1249	0	127327
126	883	949	957	1059	930	1004	1186	1249	1098	0	128257
127	949	957	1059	930	1004	1186	1249	1098	1101	0	129261
128	957	1059	930	1004	1186	1249	1098	1101	1117	0	130447
129	1059	930	1004	1186	1249	1098	1101	1117	1066	0	131696
130	930	1004	1186	1249	1098	1101	1117	1066	1144	0	132794
131	1004	1186	1249	1098	1101	1117	1066	1144	1058	0	133895
132	1186	1249	1098	1101	1117	1066	1144	1058	1066	0	135012
133	1249	1098	1101	1117	1066	1144	1058	1066	1024	0	136078
134	1098	1101	1117	1066	1144	1058	1066	1024	1175	0	137222
135	1101	1117	1066	1144	1058	1066	1024	1175	1116	0	138280
136	1117	1066	1144	1058	1066	1024	1175	1116	1090	0	139346
137	1066	1144	1058	1066	1024	1175	1116	1090	1082	0	140370
138	1144	1058	1066	1024	1175	1116	1090	1082	1042	0	141545
139	1058	1066	1024	1175	1116	1090	1082	1042	915	0	142661
140	1066	1024	1175	1116	1090	1082	1042	915	1105	0	143751
141	1024	1175	1116	1090	1082	1042	915	1105	1089	0	144833
142	1175	1116	1090	1082	1042	915	1105	1089	1063	0	145875
143	1116	1090	1082	1042	915	1105	1089	1063	1058	0	146790
144	1090	1082	1042	915	1105	1089	1063	1058	1144	0	147895
145	1082	1042	915	1105	1089	1063	1058	1144	1195	0	148984
146	1042	915	1105	1089	1063	1058	1144	1195	1147	0	150047
147	915	1105	1089	1063	1058	1144	1195	1147	888	0	151105
148	1105	1089	1063	1058	1144	1195	1147	888	902	0	152249
149	1089	1063	1058	1144	1195	1147	888	902	860	0	153444
150	1063	1058	1144	1195	1147	888	902	860	817	0	154591
151	1058	1144	1195	1147	888	902	860	817	790	0	155479
152	1144	1195	1147	888	902	860	817	790	786	0	156381
153	1195	1147	888	902	860	817	790	786	825	0	157241
154	1147	888	902	860	817	790	786	825	872	0	158058
155	888	902	860	817	790	786	825	872	879	0	158848
156	902	860	817	790	786	825	872	879	1245	0	159634
157	860	817	790	786	825	872	879	1245	1136	0	160459
158	817	790	786	825	872	879	1245	1136	1253	0	161331
159	790	786	825	872	879	1245	1136	1253	1152	0	162210
160	786	825	872	879	1245	1136	1253	1152	1308	0	163455
161	825	872	879	1245	1136	1253	1152	1308	1194	0	164591
162	872	879	1245	1136	1253	1152	1308	1194	1035	0	165844
163	879	1245	1136	1253	1152	1308	1194	1035	1101	0	166996
164	1245	1136	1253	1152	1308	1194	1035	1101	1206	0	168304
165	1136	1253	1152	1308	1194	1035	1101	1206	1102	0	169498
166	1253	1152	1308	1194	1035	1101	1206	1102	922	0	170533
167	1152	1308	1194	1035	1101	1206	1102	922	1187	0	171634
168	1308	1194	1035	1101	1206	1102	922	1187	1120	0	172840
169	1194	1035	1101	1206	1102	922	1187	1120	1074	0	173942
170	1035	1101	1206	1102	922	1187	1120	1074	926	0	174864
171	1101	1206	1102	922	1187	1120	1074	926	1125	0	176051
172	1206	1102	922	1187	1120	1074	926	1125	1089	0	177171
173	1102	922	1187	1120	1074	926	1125	1089	915	0	178245
174	922	1187	1120	1074	926	1125	1089	915	968	0	179171
175	1187	1120	1074	926	1125	1089	915	968	1008	0	180296
176	1120	1074	926	1125	1089	915	968	1008	1121	0	181385
177	1074	926	1125	1089	915	968	1008	1121	875	0	182300
178	926	1125	1089	915	968	1008	1121	875	981	0	183268
179	1125	1089	915	968	1008	1121	875	981	1101	0	184276
180	1089	915	968	1008	1121	875	981	1101	1097	0	185397
181	915	968	1008	1121	875	981	1101	1097	923	0	186272
182	968	1008	1121	875	981	1101	1097	923	1089	0	187253
183	1008	1121	875	981	1101	1097	923	1089	1101	0	188354
184	1121	875	981	1101	1097	923	1089	1101	1074	0	189451
185	875	981	1101	1097	923	1089	1101	1074	938	0	190374
186	981	1101	1097	923	1089	1101	1074	938	1105	0	191463
187	1101	1097	923	1089	1101	1074	938	1105	1086	0	192564
188	1097	923	1089	1101	1074	938	1105	1086	1062	0	193638
189	923	1089	1101	1074	938	1105	1086	1062	891	0	194576
190	1089	1101	1074	938	1105	1086	1062	891	1089	0	195681
191	1101	1074	938	1105	1086	1062	891	1089	1070	0	196767
192	1074	938	1105	1086	1062	891	1089	1070	926	0	197829
193	938	1105	1086	1062	891	1089	1070	926	965	0	198720
194	1105	1086	1062	891	1089	1070	926	965	1094	0	199809
195	1086	1062	891	1089	1070	926	965	1094	1066	0	200879
196	1062	891	1089	1070	926	965	1094	1066	899	0	201805
197	891	1089	1070	926	965	1094	1066	899	922	0	202770
198	1089	1070	926	965	1094	1066	899	922	992	0	203864
199	1070	926	965	1094	1066	899	922	992	1109	0	204930
200	926	965	1094	1066	899	922	992	1109	1047	0	205829
201	965	1094	1066	899	922	992	1109	1047	895	0	206751
202	1094	1066	899	922	992	1109	1047	895	1046	0	207743
203	1066	899	922	992	1109	1047	895	1046	1094	0	208852
204	899	922	992	1109	1047	895	1046	1094	1089	0	209899
205	922	992	1109	1047	895	1046	1094	1089	1035	0	210794
206	992	1109	1047	895	1046	1094	1089	1035	903	0	211840
207	1109	1047	895	1046	1094	1089	1035	903	1062	0	212934
208	1047	895	1046	1094	1089	1035	903	1062	1063	0	214023
209	895	1046	1094	1089	1035	903	1062	1063	953	0	215058
210	1046	1094	1089	1035	903	1062	1063	953	1015	0	215961
211	1094	1089	1035	903	1062	1063	953	1015	1004	0	217023
212	1089	1035	903	1062	1063	953	1015	1004	1028	0	218086
213	1035	903	1062	1063	953	1015	1004	1028	957	0	219039
214	903	1062	1063	953	1015	1004	1028	957	976	0	220054
215	1062	1063	953	1015	1004	1028	957	976	1012	0	221058
216	1063	953	1015	1004	1028	957	976	1012	1023	0	222086
217	953	1015	1004	1028	957	976	1012	1023	973	0	223043
218	1015	1004	1028	957	976	1012	1023	973	922	0	224019
219	1004	1028	957	976	1012	1023	973	922	1020	0	225031
220	1028	957	976	1012	1023	973	922	1020	1008	0	226054
221	957	976	1012	1023	973	922	1020	1008	969	0	227027
222	976	1012	1023	973	922	1020	1008	969	910	0	227949
223	1012	1023	973	922	1020	1008	969	910	1004	0	228969
224	1023	973	922	1020	1008	969	910	1004	1097	0	229977
225	973	922	1020	1008	969	910	1004	1097	1024	0	230946
226	922	1020	1008	969	910	1004	1097	1024	898	0	231856
227	1020	1008	969	910	1004	1097	1024	898	907	0	232860
228	1008	969	910	1004	1097	1024	898	907	930	0	233957
229	969	910	1004	1097	1024	898	907	930	942	0	234981
230	910	1004	1097	1024	898	907	930	942	996	0	235879
231	1004	1097	1024	898	907	930	942	996	1097	0	236786
232	1097	1024	898	907	930	942	996	1097	1144	0	237716
233	1024	898	907	930	942	996	1097	1144	1035	0	238658
234	898	907	930	942	996	1097	1144	1035	1019	0	239654
235	907	930	942	996	1097	1144	1035	1019	1082	0	240751
236	930	942	996	1097	1144	1035	1019	1082	1109	0	241895
237	942	996	1097	1144	1035	1019	1082	1109	1020	0	242930
238	996	1097	1144	1035	1019	1082	1109	1020	1035	0	243949
239	1097	1144	1035	1019	1082	1109	1020	1035	1093	0	245031
240	1144	1035	1019	1082	1109	1020	1035	1093	1070	0	246140
241	1035	1019	1082	1109	1020	1035	1093	1070	922	0	247160
242	1019	1082	1109	1020	1035	1093	1070	922	1047	0	248195
243	1082	1109	1020	1035	1093	1070	922	1047	1039	0	249288
244	1109	1020	1035	1093	1070	922	1047	1039	1023	0	250358
245	1020	1035	1093	1070	922	1047	1039	1023	915	0	251280
246	1035	1093	1070	922	1047	1039	1023	915	972	0	252327
247	1093	1070	922	1047	1039	1023	915	972	1004	0	253366
248	1070	922	1047	1039	1023	915	972	1004	1016	0	254389
249	922	1047	1039	1023	915	972	1004	1016	972	0	255304
250	1047	1039	1023	915	972	1004	1016	972	977	0	256276
251	1039	1023	915	972	1004	1016	972	977	1008	0	257280
252	1023	915	972	1004	1016	972	977	1008	1066	0	258296
253	915	972	1004	1016	972	977	1008	1066	1090	0	259268
254	972	1004	1016	972	977	1008	1066	1090	1015	0	260245
255	1004	1016	972	977	1008	1066	1090	1015	1090	0	261253
256	1016	972	977	1008	1066	1090	1015	1090	1167	0	262319
257	972	977	1008	1066	1090	1015	1090	1167	1047	0	263409
258	977	1008	1066	1090	1015	1090	1167	1047	976	0	264424
259	1008	1066	1090	1015	1090	1167	1047	976	1020	0	265514
260	1066	1090	1015	1090	1167	1047	976	1020	1140	0	266681
261	1090	1015	1090	1167	1047	976	1020	1140	1120	0	267728
262	1015	1090	1167	1047	976	1020	1140	1120	915	0	268704
263	1090	1167	1047	976	1020	1140	1120	915	1117	0	269724
264	1167	1047	976	1020	1140	1120	915	1117	1124	0	270864
265	1047	976	1020	1140	1120	915	1117	1124	946	0	271984
266	976	1020	1140	1120	915	1117	1124	946	992	0	272899
267	1020	1140	1120	915	1117	1124	946	992	1109	0	274016
268	1140	1120	915	1117	1124	946	992	1109	1097	0	275140
269	1120	915	1117	1124	946	992	1109	1097	1074	0	276086
270	915	1117	1124	946	992	1109	1097	1074	918	0	277078
271	1117	1124	946	992	1109	1097	1074	918	1074	0	278187
272	1124	946	992	1109	1097	1074	918	1074	1082	0	279284
273	946	992	1109	1097	1074	918	1074	1082	953	0	280358
274	992	1109	1097	1074	918	1074	1082	953	919	0	281276
275	1109	1097	1074	918	1074	1082	953	919	906	0	282350
276	1097	1074	918	1074	1082	953	919	906	872	0	283432
277	1074	918	1074	1082	953	919	906	872	817	0	284385
278	918	1074	1082	953	919	906	872	817	794	0	285304
279	1074	1082	953	919	906	872	817	794	782	0	286210
280	1082	953	919	906	872	817	794	782	801	0	287082
281	953	919	906	872	817	794	782	801	778	0	287899
282	919	906	872	817	794	782	801	778	779	0	288693
283	906	872	817	794	782	801	778	779	770	0	289475
284	872	817	794	782	801	778	779	770	771	0	290276
285	817	794	782	801	778	779	770	771	758	0	291054
286	794	782	801	778	779	770	771	758	740	0	291833
287	782	801	778	779	770	771	758	740	735	0	292603
288	801	778	779	770	771	758	740	735	735	0	293374
289	778	779	770	771	758	740	735	735	712	0	294132
290	779	770	771	758	740	735	735	712	716	0	294872
291	770	771	758	740	735	735	712	716	712	0	295607
292	771	758	740	735	735	712	716	712	701	0	296342
293	758	740	735	735	712	716	712	701	696	0	297054
294	740	735	735	712	716	712	701	696	693	0	297770
295	735	735	712	716	712	701	696	693	482	0	298482
296	735	712	716	712	701	696	693	482	903	0	299183
297	712	716	712	701	696	693	482	903	708	0	299879
298	716	712	701	696	693	482	903	708	705	0	300572
299	712	701	696	693	482	903	708	705	735	1	301054
300	701	696	693	482	903	708	705	735	770	0	301957
301	696	693	482	903	708	705	735	770	806	0	302665
302	693	482	903	708	705	735	770	806	899	0	303370
303	482	903	708	705	735	770	806	899	1152	0	304105
304	903	708	705	735	770	806	899	1152	1097	0	304875
305	708	705	735	770	806	899	1152	1097	1144	0	305681
306	705	735	770	806	899	1152	1097	1144	1183	0	306580
307	735	770	806	899	1152	1097	1144	1183	1167	0	307732
308	770	806	899	1152	1097	1144	1183	1167	1206	0	308829
309	806	899	1152	1097	1144	1183	1167	1206	1152	0	309973
310	899	1152	1097	1144	1183	1167	1206	1152	1175	0	311156
311	1152	1097	1144	1183	1167	1206	1152	1175	1055	0	312323
312	1097	1144	1183	1167	1206	1152	1175	1055	1210	0	313529
313	1144	1183	1167	1206	1152	1175	1055	1210	1198	0	314681
314	1183	1167	1206	1152	1175	1055	1210	1198	1101	0	315856
315	1167	1206	1152	1175	1055	1210	1198	1101	1051	0	316911
316	1206	1152	1175	1055	1210	1198	1101	1051	1276	0	318121
317	1152	1175	1055	1210	1198	1101	1051	1276	1206	0	319319
318	1175	1055	1210	1198	1101	1051	1276	1206	1024	0	320420
319	1055	1210	1198	1101	1051	1276	1206	1024	1004	0	321471
320	1210	1198	1101	1051	1276	1206	1024	1004	1054	0	322747
321	1198	1101	1051	1276	1206	1024	1004	1054	1202	0	323953
322	1101	1051	1276	1206	1024	1004	1054	1202	1102	0	324977
323	1051	1276	1206	1024	1004	1054	1202	1102	961	0	325981
324	1276	1206	1024	1004	1054	1202	1102	961	1186	0	327035
325	1206	1024	1004	1054	1202	1102	961	1186	1140	0	328237
326	1024	1004	1054	1202	1102	961	1186	1140	1218	0	329339
327	1004	1054	1202	1102	961	1186	1140	1218	1121	0	330300
328	1054	1202	1102	961	1186	1140	1218	1121	1109	0	331486
329	1202	1102	961	1186	1140	1218	1121	1109	1128	0	332626
330	1102	961	1186	1140	1218	1121	1109	1128	911	0	333844
331	961	1186	1140	1218	1121	1109	1128	911	1136	0	334965
332	1186	1140	1218	1121	1109	1128	911	1136	1078	0	336074
333	1140	1218	1121	1109	1128	911	1136	1078	1097	0	337202
334	1218	1121	1109	1128	911	1136	1078	1097	1062	0	338113
335	1121	1109	1128	911	1136	1078	1097	1062	1059	0	339249
336	1109	1128	911	1136	1078	1097	1062	1059	1155	0	340327
337	1128	911	1136	1078	1097	1062	1059	1155	1129	0	341424
338	911	1136	1078	1097	1062	1059	1155	1129	1214	0	342486
339	1136	1078	1097	1062	1059	1155	1129	1214	1210	0	343545
340	1078	1097	1062	1059	1155	1129	1214	1210	1167	0	344700
341	1097	1062	1059	1155	1129	1214	1210	1167	1000	0	345829
342	1062	1059	1155	1129	1214	1210	1167	1000	1199	0	347043
343	1059	1155	1129	1214	1210	1167	1000	1199	1148	0	348253
344	1155	1129	1214	1210	1167	1000	1199	1148	992	0	349420
345	1129	1214	1210	1167	1000	1199	1148	992	1089	0	350420
346	1214	1210	1167	1000	1199	1148	992	1089	1319	0	351619
347	1210	1167	1000	1199	1148	992	1089	1319	1121	0	352767
348	1167	1000	1199	1148	992	1089	1319	1121	1218	0	353759
349	1000	1199	1148	992	1089	1319	1121	1218	1206	0	354848
350	1199	1148	992	1089	1319	1121	1218	1206	1175	0	356167
