index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	280	704	701	681	692	697	704	681	704	0	3058
5	704	701	681	692	697	704	681	704	720	0	3755
6	701	681	692	697	704	681	704	720	728	0	4459
7	681	692	697	704	681	704	720	728	704	0	5140
8	692	697	704	681	704	720	728	704	720	0	5844
9	697	704	681	704	720	728	704	720	724	0	6564
10	704	681	704	720	728	704	720	724	727	0	7292
11	681	704	720	728	704	720	724	727	728	0	7996
12	704	720	728	704	720	724	727	728	696	0	8716
13	720	728	704	720	724	727	728	696	697	0	9440
14	728	704	720	724	727	728	696	697	704	0	10167
15	704	720	724	727	728	696	697	704	720	0	10895
16	720	724	727	728	696	697	704	720	720	0	11591
17	724	727	728	696	697	704	720	720	693	0	12288
18	727	728	696	697	704	720	720	693	712	0	12992
19	728	696	697	704	720	720	693	712	712	0	13712
20	696	697	704	720	720	693	712	712	731	0	14432
21	697	704	720	720	693	712	712	731	724	0	15125
22	704	720	720	693	712	712	731	724	692	0	15837
23	720	720	693	712	712	731	724	692	705	0	16549
24	720	693	712	712	731	724	692	705	700	0	17280
25	693	712	712	731	724	692	705	700	704	0	18004
26	712	712	731	724	692	705	700	704	689	0	18696
27	712	731	724	692	705	700	704	689	685	0	19401
28	731	724	692	705	700	704	689	685	696	0	20101
29	724	692	705	700	704	689	685	696	709	0	20805
30	692	705	700	704	689	685	696	709	716	0	21494
31	705	700	704	689	685	696	709	716	704	0	22179
32	700	704	689	685	696	709	716	704	689	0	22875
33	704	689	685	696	709	716	704	689	692	0	23584
34	689	685	696	709	716	704	689	692	704	0	24300
35	685	696	709	716	704	689	692	704	713	0	25004
36	696	709	716	704	689	692	704	713	712	0	25693
37	709	716	704	689	692	704	713	712	684	0	26385
38	716	704	689	692	704	713	712	684	701	0	27089
39	704	689	692	704	713	712	684	701	700	0	27802
40	689	692	704	713	712	684	701	700	712	0	28514
41	692	704	713	712	684	701	700	712	689	0	29198
42	704	713	712	684	701	700	712	689	704	0	29899
43	713	712	684	701	700	712	689	704	705	0	30599
44	712	684	701	700	712	689	704	705	716	0	31311
45	684	701	700	712	689	704	705	716	712	0	32000
46	701	700	712	689	704	705	716	712	700	0	32704
