index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	1035	1090	1054	1047	1054	1066	1094	1078	1097	0	5280
5	1090	1054	1047	1054	1066	1094	1078	1097	1113	0	6346
6	1054	1047	1054	1066	1094	1078	1097	1113	984	0	7440
7	1047	1054	1066	1094	1078	1097	1113	984	1187	0	8518
8	1054	1066	1094	1078	1097	1113	984	1187	1050	0	9615
9	1066	1094	1078	1097	1113	984	1187	1050	1032	0	10728
10	1094	1078	1097	1113	984	1187	1050	1032	1000	0	11712
11	1078	1097	1113	984	1187	1050	1032	1000	941	0	12899
12	1097	1113	984	1187	1050	1032	1000	941	1125	0	13949
13	1113	984	1187	1050	1032	1000	941	1125	1078	0	14981
14	984	1187	1050	1032	1000	941	1125	1078	1105	0	15981
15	1187	1050	1032	1000	941	1125	1078	1105	1054	0	16922
16	1050	1032	1000	941	1125	1078	1105	1054	1062	0	18047
17	1032	1000	941	1125	1078	1105	1054	1062	1070	0	19125
18	1000	941	1125	1078	1105	1054	1062	1070	1102	0	20230
19	941	1125	1078	1105	1054	1062	1070	1102	1105	0	21284
20	1125	1078	1105	1054	1062	1070	1102	1105	1058	0	22346
21	1078	1105	1054	1062	1070	1102	1105	1058	1031	0	23416
22	1105	1054	1062	1070	1102	1105	1058	1031	1043	0	24518
23	1054	1062	1070	1102	1105	1058	1031	1043	1058	0	25623
24	1062	1070	1102	1105	1058	1031	1043	1058	1035	0	26681
25	1070	1102	1105	1058	1031	1043	1058	1035	1055	0	27712
26	1102	1105	1058	1031	1043	1058	1035	1055	1074	0	28755
27	1105	1058	1031	1043	1058	1035	1055	1074	1109	0	29813
28	1058	1031	1043	1058	1035	1055	1074	1109	1101	0	30848
29	1031	1043	1058	1035	1055	1074	1109	1101	1117	0	31903
30	1043	1058	1035	1055	1074	1109	1101	1117	1147	0	32977
31	1058	1035	1055	1074	1109	1101	1117	1147	1125	0	34086
32	1035	1055	1074	1109	1101	1117	1147	1125	1089	0	35187
33	1055	1074	1109	1101	1117	1147	1125	1089	1059	0	36304
34	1074	1109	1101	1117	1147	1125	1089	1059	1070	0	37451
35	1109	1101	1117	1147	1125	1089	1059	1070	1113	0	38576
36	1101	1117	1147	1125	1089	1059	1070	1113	1124	0	39665
37	1117	1147	1125	1089	1059	1070	1113	1124	1152	0	40724
