index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	455	631	1303	700	670	677	677	689	735	0	3759
5	631	1303	700	670	677	677	689	735	790	0	4436
6	1303	700	670	677	677	689	735	790	864	0	5113
7	700	670	677	677	689	735	790	864	801	0	5802
8	670	677	677	689	735	790	864	801	1008	0	6537
9	677	677	689	735	790	864	801	1008	1004	0	7327
10	677	689	735	790	864	801	1008	1004	1008	0	8191
11	689	735	790	864	801	1008	1004	1008	821	0	8992
12	735	790	864	801	1008	1004	1008	821	949	0	10000
13	790	864	801	1008	1004	1008	821	949	1160	0	11004
14	864	801	1008	1004	1008	821	949	1160	972	0	12012
15	801	1008	1004	1008	821	949	1160	972	1063	0	12833
16	1008	1004	1008	821	949	1160	972	1063	821	0	13782
17	1004	1008	821	949	1160	972	1063	821	969	0	14942
18	1008	821	949	1160	972	1063	821	969	1159	0	15914
19	821	949	1160	972	1063	821	969	1159	953	0	16977
20	949	1160	972	1063	821	969	1159	953	864	0	17798
21	1160	972	1063	821	969	1159	953	864	1062	0	18767
22	972	1063	821	969	1159	953	864	1062	771	0	19926
23	1063	821	969	1159	953	864	1062	771	809	0	20879
24	821	969	1159	953	864	1062	771	809	1133	0	21743
25	969	1159	953	864	1062	771	809	1133	1000	0	22805
26	1159	953	864	1062	771	809	1133	1000	560	0	23576
27	953	864	1062	771	809	1133	1000	560	1233	0	24385
28	864	1062	771	809	1133	1000	560	1233	864	0	25518
29	1062	771	809	1133	1000	560	1233	864	844	0	26518
30	771	809	1133	1000	560	1233	864	844	829	1	27078
31	809	1133	1000	560	1233	864	844	829	782	0	28311
32	1133	1000	560	1233	864	844	829	782	806	0	29175
33	1000	560	1233	864	844	829	782	806	797	0	30019
34	560	1233	864	844	829	782	806	797	794	0	30848
35	1233	864	844	829	782	806	797	794	798	0	31630
36	864	844	829	782	806	797	794	798	801	0	32436
37	844	829	782	806	797	794	798	801	798	0	33233
38	829	782	806	797	794	798	801	798	829	0	34027
39	782	806	797	794	798	801	798	829	821	0	34825
40	806	797	794	798	801	798	829	821	813	0	35626
41	797	794	798	801	798	829	821	813	856	0	36424
42	794	798	801	798	829	821	813	856	860	0	37253
43	798	801	798	829	821	813	856	860	844	0	38074
44	801	798	829	821	813	856	860	844	1098	0	38887
45	798	829	821	813	856	860	844	1098	805	0	39743
