index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	226	338	829	899	821	914	767	910	786	0	3113
5	338	829	899	821	914	767	910	786	895	0	4027
6	829	899	821	914	767	910	786	895	798	0	4794
7	899	821	914	767	910	786	895	798	1214	0	5704
8	821	914	767	910	786	895	798	1214	1047	0	6490
9	914	767	910	786	895	798	1214	1047	797	0	7385
10	767	910	786	895	798	1214	1047	797	662	0	8183
11	910	786	895	798	1214	1047	797	662	638	0	9397
12	786	895	798	1214	1047	797	662	638	638	0	10444
13	895	798	1214	1047	797	662	638	638	630	0	11241
14	798	1214	1047	797	662	638	638	630	623	0	11903
15	1214	1047	797	662	638	638	630	623	630	0	12541
16	1047	797	662	638	638	630	623	630	627	0	13179
17	797	662	638	638	630	623	630	627	700	0	13809
18	662	638	638	630	623	630	627	700	634	0	14432
19	638	638	630	623	630	627	700	634	689	0	15062
20	638	630	623	630	627	700	634	689	611	0	15689
21	630	623	630	627	700	634	689	611	829	0	16389
22	623	630	627	700	634	689	611	829	821	0	17023
23	630	627	700	634	689	611	829	821	871	0	17712
24	627	700	634	689	611	829	821	871	825	0	18323
25	700	634	689	611	829	821	871	825	868	0	19152
26	634	689	611	829	821	871	825	868	821	0	19973
27	689	611	829	821	871	825	868	821	922	0	20844
28	611	829	821	871	825	868	821	922	798	0	21669
29	829	821	871	825	868	821	922	798	891	0	22537
30	821	871	825	868	821	922	798	891	840	0	23358
31	871	825	868	821	922	798	891	840	856	0	24280
32	825	868	821	922	798	891	840	856	872	0	25078
33	868	821	922	798	891	840	856	872	844	0	25969
34	821	922	798	891	840	856	872	844	849	0	26809
35	922	798	891	840	856	872	844	849	859	0	27665
36	798	891	840	856	872	844	849	859	806	0	28537
37	891	840	856	872	844	849	859	806	1249	0	29381
38	840	856	872	844	849	859	806	1249	751	0	30230
39	856	872	844	849	859	806	1249	751	673	0	31089
40	872	844	849	859	806	1249	751	673	603	0	31895
41	844	849	859	806	1249	751	673	603	623	0	33144
42	849	859	806	1249	751	673	603	623	622	0	33895
43	859	806	1249	751	673	603	623	622	646	0	34568
44	806	1249	751	673	603	623	622	646	689	0	35171
45	1249	751	673	603	623	622	646	689	677	0	35794
46	751	673	603	623	622	646	689	677	611	0	36416
47	673	603	623	622	646	689	677	611	665	0	37062
48	603	623	622	646	689	677	611	665	619	0	37751
49	623	622	646	689	677	611	665	619	658	0	38428
50	622	646	689	677	611	665	619	658	622	0	39039
51	646	689	677	611	665	619	658	622	654	0	39704
52	689	677	611	665	619	658	622	654	626	0	40323
53	677	611	665	619	658	622	654	626	666	0	40981
54	611	665	619	658	622	654	626	666	622	0	41603
55	665	619	658	622	654	626	666	622	654	0	42257
56	619	658	622	654	626	666	622	654	622	0	42883
57	658	622	654	626	666	622	654	622	635	0	43549
58	622	654	626	666	622	654	622	635	642	0	44171
59	654	626	666	622	654	622	635	642	650	0	44825
60	626	666	622	654	622	635	642	650	638	0	45447
61	666	622	654	622	635	642	650	638	657	0	46082
62	622	654	622	635	642	650	638	657	635	0	46724
63	654	622	635	642	650	638	657	635	649	0	47374
64	622	635	642	650	638	657	635	649	627	0	48012
65	635	642	650	638	657	635	649	627	669	0	48669
66	642	650	638	657	635	649	627	669	619	0	49304
67	650	638	657	635	649	627	669	619	669	0	49953
68	638	657	635	649	627	669	619	669	626	0	50580
69	657	635	649	627	669	619	669	626	666	0	51249
70	635	649	627	669	619	669	626	666	618	0	51868
71	649	627	669	619	669	626	666	618	650	0	52537
72	627	669	619	669	626	666	618	650	607	0	53163
73	669	619	669	626	666	618	650	607	693	0	53829
74	619	669	626	666	618	650	607	693	626	0	54447
75	669	626	666	618	650	607	693	626	662	0	55097
76	626	666	618	650	607	693	626	662	607	0	55704
77	666	618	650	607	693	626	662	607	646	0	56397
78	618	650	607	693	626	662	607	646	615	0	57023
79	650	607	693	626	662	607	646	615	669	0	57685
80	607	693	626	662	607	646	615	669	653	0	58292
81	693	626	662	607	646	615	669	653	666	0	58938
82	626	662	607	646	615	669	653	666	603	0	59553
83	662	607	646	615	669	653	666	603	650	0	60222
84	607	646	615	669	653	666	603	650	642	0	60875
85	646	615	669	653	666	603	650	642	700	0	61541
86	615	669	653	666	603	650	642	700	619	0	62144
87	669	653	666	603	650	642	700	619	677	0	62794
88	653	666	603	650	642	700	619	677	607	0	63436
89	666	603	650	642	700	619	677	607	646	0	64136
90	603	650	642	700	619	677	607	646	607	0	64755
91	650	642	700	619	677	607	646	607	685	0	65432
92	642	700	619	677	607	646	607	685	638	0	66039
93	700	619	677	607	646	607	685	638	657	0	66685
94	619	677	607	646	607	685	638	657	607	0	67292
95	677	607	646	607	685	638	657	607	639	0	67977
96	607	646	607	685	638	657	607	639	665	0	68615
97	646	607	685	638	657	607	639	665	677	0	69272
98	607	685	638	657	607	639	665	677	619	0	69879
99	685	638	657	607	639	665	677	619	630	0	70518
100	638	657	607	639	665	677	619	630	642	0	71183
101	657	607	639	665	677	619	630	642	696	0	71860
102	607	639	665	677	619	630	642	696	631	0	72479
103	639	665	677	619	630	642	696	631	638	0	73109
104	665	677	619	630	642	696	631	638	599	0	73751
105	677	619	630	642	696	631	638	599	658	0	74447
106	619	630	642	696	631	638	599	658	685	0	75078
107	630	642	696	631	638	599	658	685	883	0	75716
108	642	696	631	638	599	658	685	883	794	0	76315
109	696	631	638	599	658	685	883	794	887	0	76973
110	631	638	599	658	685	883	794	887	840	0	77658
111	638	599	658	685	883	794	887	840	887	0	78541
112	599	658	685	883	794	887	840	887	856	0	79335
113	658	685	883	794	887	840	887	856	895	0	80222
114	685	883	794	887	840	887	856	895	806	0	81062
115	883	794	887	840	887	856	895	806	1222	0	81949
116	794	887	840	887	856	895	806	1222	801	0	82805
117	887	840	887	856	895	806	1222	801	771	0	83700
118	840	887	856	895	806	1222	801	771	965	0	84506
119	887	856	895	806	1222	801	771	965	774	0	85728
120	856	895	806	1222	801	771	965	774	953	0	86529
121	895	806	1222	801	771	965	774	953	782	0	87300
122	806	1222	801	771	965	774	953	782	1245	0	88265
123	1222	801	771	965	774	953	782	1245	1070	0	89039
124	801	771	965	774	953	782	1245	1070	705	0	89992
125	771	965	774	953	782	1245	1070	705	704	0	90774
126	965	774	953	782	1245	1070	705	704	611	0	92019
127	774	953	782	1245	1070	705	704	611	607	0	93089
128	953	782	1245	1070	705	704	611	607	623	0	93794
129	782	1245	1070	705	704	611	607	623	642	0	94498
130	1245	1070	705	704	611	607	623	642	704	0	95109
131	1070	705	704	611	607	623	642	704	615	0	95716
132	705	704	611	607	623	642	704	615	611	0	96339
133	704	611	607	623	642	704	615	611	622	0	96981
134	611	607	623	642	704	615	611	622	700	0	97685
135	607	623	642	704	615	611	622	700	658	0	98300
136	623	642	704	615	611	622	700	658	611	0	98911
137	642	704	615	611	622	700	658	611	603	0	99533
138	704	615	611	622	700	658	611	603	634	0	100233
139	615	611	622	700	658	611	603	634	673	0	100891
140	611	622	700	658	611	603	634	673	697	0	101502
141	622	700	658	611	603	634	673	697	595	0	102105
142	700	658	611	603	634	673	697	595	615	0	102739
143	658	611	603	634	673	697	595	615	619	0	103412
144	611	603	634	673	697	595	615	619	708	0	104109
145	603	634	673	697	595	615	619	708	669	0	104704
146	634	673	697	595	615	619	708	669	592	0	105319
147	673	697	595	615	619	708	669	592	595	0	105938
148	697	595	615	619	708	669	592	595	638	0	106646
149	595	615	619	708	669	592	595	638	681	0	107315
150	615	619	708	669	592	595	638	681	650	0	107907
151	619	708	669	592	595	638	681	650	599	0	108502
152	708	669	592	595	638	681	650	599	669	0	109140
153	669	592	595	638	681	650	599	669	685	0	109821
154	592	595	638	681	650	599	669	685	646	0	110471
155	595	638	681	650	599	669	685	646	603	0	111070
156	638	681	650	599	669	685	646	603	673	0	111739
157	681	650	599	669	685	646	603	673	658	0	112424
158	650	599	669	685	646	603	673	658	665	0	113070
159	599	669	685	646	603	673	658	665	650	0	113673
160	669	685	646	603	673	658	665	650	662	0	114346
161	685	646	603	673	658	665	650	662	642	0	115004
162	646	603	673	658	665	650	662	642	704	0	115669
