index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	611	743	751	751	747	759	755	743	743	0	3603
5	743	751	751	747	759	755	743	743	747	0	4362
6	751	751	747	759	755	743	743	747	743	0	5117
7	751	747	759	755	743	743	747	743	751	0	5860
8	747	759	755	743	743	747	743	751	759	0	6603
9	759	755	743	743	747	743	751	759	763	0	7350
10	755	743	743	747	743	751	759	763	786	0	8093
11	743	743	747	743	751	759	763	786	778	0	8844
12	743	747	743	751	759	763	786	778	778	0	9603
13	747	743	751	759	763	786	778	778	778	0	10366
14	743	751	759	763	786	778	778	778	775	0	11152
15	751	759	763	786	778	778	778	775	778	0	11930
16	759	763	786	778	778	778	775	778	774	0	12708
17	763	786	778	778	778	775	778	774	775	0	13486
18	786	778	778	778	775	778	774	775	758	0	14261
19	778	778	778	775	778	774	775	758	755	0	15039
20	778	778	775	778	774	775	758	755	759	0	15813
21	778	775	778	774	775	758	755	759	739	0	16588
22	775	778	774	775	758	755	759	739	740	0	17346
23	778	774	775	758	755	759	739	740	731	0	18101
24	774	775	758	755	759	739	740	731	728	0	18860
25	775	758	755	759	739	740	731	728	731	0	19599
26	758	755	759	739	740	731	728	731	736	0	20339
27	755	759	739	740	731	728	731	736	731	0	21070
28	759	739	740	731	728	731	736	731	743	0	21798
29	739	740	731	728	731	736	731	743	743	0	22529
30	740	731	728	731	736	731	743	743	748	0	23265
31	731	728	731	736	731	743	743	748	778	0	23996
32	728	731	736	731	743	743	748	778	751	0	24739
33	731	736	731	743	743	748	778	751	755	0	25482
34	736	731	743	743	748	778	751	755	758	0	26230
35	731	743	743	748	778	751	755	758	759	0	27008
36	743	743	748	778	751	755	758	759	771	0	27759
37	743	748	778	751	755	758	759	771	758	0	28514
38	748	778	751	755	758	759	771	758	767	0	29272
39	778	751	755	758	759	771	758	767	762	0	30031
40	751	755	758	759	771	758	767	762	767	0	30802
41	755	758	759	771	758	767	762	767	770	0	31560
42	758	759	771	758	767	762	767	770	771	0	32327
43	759	771	758	767	762	767	770	771	778	0	33089
44	771	758	767	762	767	770	771	778	767	0	33856
45	758	767	762	767	770	771	778	767	770	0	34626
46	767	762	767	770	771	778	767	770	759	0	35397
47	762	767	770	771	778	767	770	759	774	0	36175
48	767	770	771	778	767	770	759	774	774	0	36942
49	770	771	778	767	770	759	774	774	763	0	37712
50	771	778	767	770	759	774	774	763	771	0	38471
51	778	767	770	759	774	774	763	771	766	0	39245
52	767	770	759	774	774	763	771	766	763	0	40019
53	770	759	774	774	763	771	766	763	762	0	40782
54	759	774	774	763	771	766	763	762	775	0	41553
55	774	774	763	771	766	763	762	775	766	0	42319
56	774	763	771	766	763	762	775	766	763	0	43082
57	763	771	766	763	762	775	766	763	770	0	43844
58	771	766	763	762	775	766	763	770	771	0	44619
59	766	763	762	775	766	763	770	771	762	0	45385
60	763	762	775	766	763	770	771	762	763	0	46148
61	762	775	766	763	770	771	762	763	763	0	46918
62	775	766	763	770	771	762	763	763	770	0	47689
63	766	763	770	771	762	763	763	770	755	0	48451
64	763	770	771	762	763	763	770	755	763	0	49214
65	770	771	762	763	763	770	755	763	766	0	49977
66	771	762	763	763	770	755	763	766	767	0	50747
67	762	763	763	770	755	763	766	767	774	0	51502
68	763	763	770	755	763	766	767	774	763	0	52265
69	763	770	755	763	766	767	774	763	758	0	53031
70	770	755	763	766	767	774	763	758	767	0	53798
71	755	763	766	767	774	763	758	767	774	0	54572
72	763	766	767	774	763	758	767	774	767	0	55335
73	766	767	774	763	758	767	774	767	770	0	56093
74	767	774	763	758	767	774	767	770	775	0	56860
75	774	763	758	767	774	767	770	775	793	0	57634
76	763	758	767	774	767	770	775	793	779	0	58401
77	758	767	774	767	770	775	793	779	782	0	59171
78	767	774	767	770	775	793	779	782	793	0	59946
79	774	767	770	775	793	779	782	793	779	0	60739
80	767	770	775	793	779	782	793	779	789	0	61518
81	770	775	793	779	782	793	779	789	786	0	62300
82	775	793	779	782	793	779	789	786	783	0	63093
83	793	779	782	793	779	789	786	783	770	0	63872
84	779	782	793	779	789	786	783	770	774	0	64661
85	782	793	779	789	786	783	770	774	763	0	65447
86	793	779	789	786	783	770	774	763	763	0	66230
87	779	789	786	783	770	774	763	763	758	0	67000
88	789	786	783	770	774	763	763	758	763	0	67774
89	786	783	770	774	763	763	758	763	763	0	68537
90	783	770	774	763	763	758	763	763	762	0	69300
91	770	774	763	763	758	763	763	762	767	0	70058
92	774	763	763	758	763	763	762	767	762	0	70821
93	763	763	758	763	763	762	767	762	771	0	71584
94	763	758	763	763	762	767	762	771	763	0	72346
95	758	763	763	762	767	762	771	763	751	0	73113
96	763	763	762	767	762	771	763	751	758	0	73875
97	763	762	767	762	771	763	751	758	763	0	74646
98	762	767	762	771	763	751	758	763	766	0	75409
99	767	762	771	763	751	758	763	766	763	0	76160
100	762	771	763	751	758	763	766	763	786	0	76918
101	771	763	751	758	763	766	763	786	774	0	77681
102	763	751	758	763	766	763	786	774	771	0	78447
103	751	758	763	766	763	786	774	771	778	0	79210
104	758	763	766	763	786	774	771	778	782	0	79996
105	763	766	763	786	774	771	778	782	767	0	80770
106	766	763	786	774	771	778	782	767	766	0	81541
107	763	786	774	771	778	782	767	766	767	0	82319
108	786	774	771	778	782	767	766	767	759	0	83101
109	774	771	778	782	767	766	767	759	762	0	83868
110	771	778	782	767	766	767	759	762	763	0	84634
111	778	782	767	766	767	759	762	763	759	0	85401
112	782	767	766	767	759	762	763	759	754	0	86160
113	767	766	767	759	762	763	759	754	759	0	86922
114	766	767	759	762	763	759	754	759	755	0	87685
115	767	759	762	763	759	754	759	755	770	0	88444
116	759	762	763	759	754	759	755	770	767	0	89198
117	762	763	759	754	759	755	770	767	774	0	89957
118	763	759	754	759	755	770	767	774	775	0	90712
119	759	754	759	755	770	767	774	775	762	0	91482
120	754	759	755	770	767	774	775	762	782	0	92249
121	759	755	770	767	774	775	762	782	759	0	93023
122	755	770	767	774	775	762	782	759	759	0	93798
123	770	767	774	775	762	782	759	759	743	0	94560
124	767	774	775	762	782	759	759	743	739	0	95342
125	774	775	762	782	759	759	743	739	751	0	96101
126	775	762	782	759	759	743	739	751	751	0	96860
127	762	782	759	759	743	739	751	751	744	0	97603
128	782	759	759	743	739	751	751	744	747	0	98342
129	759	759	743	739	751	751	744	747	754	0	99093
130	759	743	739	751	751	744	747	754	759	0	99844
131	743	739	751	751	744	747	754	759	759	0	100588
132	739	751	751	744	747	754	759	759	755	0	101335
133	751	751	744	747	754	759	759	755	770	0	102089
134	751	744	747	754	759	759	755	770	790	0	102848
135	744	747	754	759	759	755	770	790	767	0	103607
136	747	754	759	759	755	770	790	767	766	0	104362
137	754	759	759	755	770	790	767	766	755	0	105132
138	759	759	755	770	790	767	766	755	751	0	105922
139	759	755	770	790	767	766	755	751	739	0	106689
140	755	770	790	767	766	755	751	739	740	0	107455
141	770	790	767	766	755	751	739	740	731	0	108210
142	790	767	766	755	751	739	740	731	747	0	108961
143	767	766	755	751	739	740	731	747	747	0	109700
144	766	755	751	739	740	731	747	747	759	0	110440
145	755	751	739	740	731	747	747	759	774	0	111171
146	751	739	740	731	747	747	759	774	771	0	111918
