index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	1063	463	1412	584	1338	938	1058	506	1362	0	4922
5	463	1412	584	1338	938	1058	506	1362	502	0	5860
6	1412	584	1338	938	1058	506	1362	502	1156	0	6918
7	584	1338	938	1058	506	1362	502	1156	770	1	7424
8	1338	938	1058	506	1362	502	1156	770	848	0	8786
9	938	1058	506	1362	502	1156	770	848	510	1	9288
10	1058	506	1362	502	1156	770	848	510	1307	0	10444
11	506	1362	502	1156	770	848	510	1307	860	0	11214
12	1362	502	1156	770	848	510	1307	860	915	0	12062
13	502	1156	770	848	510	1307	860	915	836	1	12572
14	1156	770	848	510	1307	860	915	836	938	0	13879
15	770	848	510	1307	860	915	836	938	1125	0	14739
16	848	510	1307	860	915	836	938	1125	1097	0	15654
17	510	1307	860	915	836	938	1125	1097	1120	0	16490
18	1307	860	915	836	938	1125	1097	1120	1070	0	17428
19	860	915	836	938	1125	1097	1120	1070	1047	0	18553
20	915	836	938	1125	1097	1120	1070	1047	1078	0	19650
21	836	938	1125	1097	1120	1070	1047	1078	1047	0	20770
22	938	1125	1097	1120	1070	1047	1078	1047	1074	0	21840
23	1125	1097	1120	1070	1047	1078	1047	1074	1023	0	22887
24	1097	1120	1070	1047	1078	1047	1074	1023	1035	0	23965
25	1120	1070	1047	1078	1047	1074	1023	1035	973	0	25012
26	1070	1047	1078	1047	1074	1023	1035	973	976	0	26086
27	1047	1078	1047	1074	1023	1035	973	976	946	0	27109
28	1078	1047	1074	1023	1035	973	976	946	934	0	28144
29	1047	1074	1023	1035	973	976	946	934	973	0	29117
30	1074	1023	1035	973	976	946	934	973	926	0	30093
31	1023	1035	973	976	946	934	973	926	988	0	31039
32	1035	973	976	946	934	973	926	988	973	0	31973
33	973	976	946	934	973	926	988	973	965	0	32946
34	976	946	934	973	926	988	973	965	957	0	33872
35	946	934	973	926	988	973	965	957	938	0	34860
36	934	973	926	988	973	965	957	938	968	0	35833
37	973	926	988	973	965	957	938	968	973	0	36798
38	926	988	973	965	957	938	968	973	938	0	37755
39	988	973	965	957	938	968	973	938	949	0	38693
40	973	965	957	938	968	973	938	949	950	0	39661
41	965	957	938	968	973	938	949	950	976	0	40634
42	957	938	968	973	938	949	950	976	930	0	41572
43	938	968	973	938	949	950	976	930	907	0	42521
44	968	973	938	949	950	976	930	907	957	0	43471
45	973	938	949	950	976	930	907	957	965	0	44447
46	938	949	950	976	930	907	957	965	977	0	45377
47	949	950	976	930	907	957	965	977	969	0	46284
48	950	976	930	907	957	965	977	969	1015	0	47241
49	976	930	907	957	965	977	969	1015	954	0	48206
50	930	907	957	965	977	969	1015	954	957	0	49183
51	907	957	965	977	969	1015	954	957	910	0	50152
52	957	965	977	969	1015	954	957	910	950	0	51167
53	965	977	969	1015	954	957	910	950	949	0	52121
54	977	969	1015	954	957	910	950	949	487	0	53078
55	969	1015	954	957	910	950	949	487	1311	0	53988
56	1015	954	957	910	950	949	487	1311	506	0	54938
57	954	957	910	950	949	487	1311	506	1272	0	55887
58	957	910	950	949	487	1311	506	1272	514	1	56374
59	910	950	949	487	1311	506	1272	514	1159	0	57685
60	950	949	487	1311	506	1272	514	1159	806	1	58191
61	949	487	1311	506	1272	514	1159	806	1066	0	59463
62	487	1311	506	1272	514	1159	806	1066	1140	1	59977
63	1311	506	1272	514	1159	806	1066	1140	502	0	61136
64	506	1272	514	1159	806	1066	1140	502	447	0	61942
65	1272	514	1159	806	1066	1140	502	447	961	0	63008
66	514	1159	806	1066	1140	502	447	961	522	0	64148
67	1159	806	1066	1140	502	447	961	522	1354	1	64650
68	806	1066	1140	502	447	961	522	1354	945	1	65097
69	1066	1140	502	447	961	522	1354	945	1086	0	66058
70	1140	502	447	961	522	1354	945	1086	471	1	66580
71	502	447	961	522	1354	945	1086	471	475	0	67934
72	447	961	522	1354	945	1086	471	475	906	0	68879
73	961	522	1354	945	1086	471	475	906	1175	0	69965
74	522	1354	945	1086	471	475	906	1175	1187	1	70436
75	1354	945	1086	471	475	906	1175	1187	486	1	70911
76	945	1086	471	475	906	1175	1187	486	1401	0	71817
77	1086	471	475	906	1175	1187	486	1401	537	0	72992
78	471	475	906	1175	1187	486	1401	537	1378	0	74179
79	475	906	1175	1187	486	1401	537	1378	1023	1	74665
80	906	1175	1187	486	1401	537	1378	1023	1089	0	76066
81	1175	1187	486	1401	537	1378	1023	1089	479	1	76603
82	1187	486	1401	537	1378	1023	1089	479	1358	0	77981
83	486	1401	537	1378	1023	1089	479	1358	984	0	79004
84	1401	537	1378	1023	1089	479	1358	984	1028	0	80093
