index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	514	743	747	735	751	778	755	751	751	0	3490
5	743	747	735	751	778	755	751	751	747	0	4268
6	747	735	751	778	755	751	751	747	755	0	5023
7	735	751	778	755	751	751	747	755	759	0	5774
8	751	778	755	751	751	747	755	759	751	0	6525
9	778	755	751	751	747	755	759	751	755	0	7272
10	755	751	751	747	755	759	751	755	755	0	8027
11	751	751	747	755	759	751	755	755	751	0	8786
12	751	747	755	759	751	755	755	751	758	0	9537
13	747	755	759	751	755	755	751	758	771	0	10292
14	755	759	751	755	755	751	758	771	770	0	11047
15	759	751	755	755	751	758	771	770	771	0	11798
16	751	755	755	751	758	771	770	771	762	0	12556
17	755	755	751	758	771	770	771	762	775	0	13327
18	755	751	758	771	770	771	762	775	766	0	14097
19	751	758	771	770	771	762	775	766	790	0	14868
20	758	771	770	771	762	775	766	790	774	0	15630
21	771	770	771	762	775	766	790	774	779	0	16405
22	770	771	762	775	766	790	774	779	786	0	17171
23	771	762	775	766	790	774	779	786	801	0	17961
24	762	775	766	790	774	779	786	801	813	0	18735
25	775	766	790	774	779	786	801	813	825	0	19514
26	766	790	774	779	786	801	813	825	825	0	20300
27	790	774	779	786	801	813	825	825	829	0	21101
28	774	779	786	801	813	825	825	829	833	0	21914
29	779	786	801	813	825	825	829	833	828	0	22739
30	786	801	813	825	825	829	833	828	833	0	23564
31	801	813	825	825	829	833	828	833	837	0	24393
32	813	825	825	829	833	828	833	837	829	0	25226
33	825	825	829	833	828	833	837	829	832	0	26054
34	825	829	833	828	833	837	829	832	833	0	26887
35	829	833	828	833	837	829	832	833	836	0	27724
36	833	828	833	837	829	832	833	836	841	0	28553
37	828	833	837	829	832	833	836	841	840	0	29385
38	833	837	829	832	833	836	841	840	841	0	30218
39	837	829	832	833	836	841	840	841	852	0	31054
40	829	832	833	836	841	840	841	852	844	0	31895
41	832	833	836	841	840	841	852	844	849	0	32735
42	833	836	841	840	841	852	844	849	848	0	33576
43	836	841	840	841	852	844	849	848	848	0	34428
44	841	840	841	852	844	849	848	848	844	0	35272
45	840	841	852	844	849	848	848	844	857	0	36121
46	841	852	844	849	848	848	844	857	856	0	36969
47	852	844	849	848	848	844	857	856	848	0	37817
48	844	849	848	848	844	857	856	848	852	0	38661
49	849	848	848	844	857	856	848	852	852	0	39518
50	848	848	844	857	856	848	852	852	844	0	40374
51	848	844	857	856	848	852	852	844	837	0	41222
52	844	857	856	848	852	852	844	837	844	0	42074
53	857	856	848	852	852	844	837	844	849	0	42926
54	856	848	852	852	844	837	844	849	848	0	43770
55	848	852	852	844	837	844	849	848	848	0	44607
56	852	852	844	837	844	849	848	848	844	0	45451
57	852	844	837	844	849	848	848	844	860	0	46300
58	844	837	844	849	848	848	844	860	849	0	47148
59	837	844	849	848	848	844	860	849	836	0	47996
60	844	849	848	848	844	860	849	836	845	0	48840
61	849	848	848	844	860	849	836	845	836	0	49700
62	848	848	844	860	849	836	845	836	821	0	50549
63	848	844	860	849	836	845	836	821	833	0	51385
64	844	860	849	836	845	836	821	833	821	0	52230
65	860	849	836	845	836	821	833	821	821	0	53066
66	849	836	845	836	821	833	821	821	825	0	53887
67	836	845	836	821	833	821	821	825	817	0	54720
68	845	836	821	833	821	821	825	817	809	0	55541
69	836	821	833	821	821	825	817	809	829	0	56362
70	821	833	821	821	825	817	809	829	833	0	57187
71	833	821	821	825	817	809	829	833	825	0	58004
72	821	821	825	817	809	829	833	825	836	0	58813
73	821	825	817	809	829	833	825	836	841	0	59642
74	825	817	809	829	833	825	836	841	840	0	60475
75	817	809	829	833	825	836	841	840	852	0	61300
76	809	829	833	825	836	841	840	852	864	0	62136
77	829	833	825	836	841	840	852	864	872	0	62977
78	833	825	836	841	840	852	864	872	863	0	63817
79	825	836	841	840	852	864	872	863	884	0	64669
80	836	841	840	852	864	872	863	884	891	0	65533
81	841	840	852	864	872	863	884	891	899	0	66405
82	840	852	864	872	863	884	891	899	867	0	67268
83	852	864	872	863	884	891	899	867	872	0	68152
84	864	872	863	884	891	899	867	872	856	0	69043
85	872	863	884	891	899	867	872	856	848	0	69942
86	863	884	891	899	867	872	856	848	852	0	70809
87	884	891	899	867	872	856	848	852	849	0	71681
88	891	899	867	872	856	848	852	849	840	0	72537
89	899	867	872	856	848	852	849	840	844	0	73385
90	867	872	856	848	852	849	840	844	841	0	74237
91	872	856	848	852	849	840	844	841	840	0	75086
