index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	681	658	887	736	797	786	740	805	798	0	3813
5	658	887	736	797	786	740	805	798	793	0	4599
6	887	736	797	786	740	805	798	793	802	0	5339
7	736	797	786	740	805	798	793	802	786	0	6144
8	797	786	740	805	798	793	802	786	778	0	6942
9	786	740	805	798	793	802	786	778	778	0	7735
10	740	805	798	793	802	786	778	778	740	0	8537
11	805	798	793	802	786	778	778	740	797	0	9323
12	798	793	802	786	778	778	740	797	736	0	10101
13	793	802	786	778	778	740	797	736	797	0	10879
14	802	786	778	778	740	797	736	797	775	0	11619
15	786	778	778	740	797	736	797	775	797	0	12416
16	778	778	740	797	736	797	775	797	790	0	13152
17	778	740	797	736	797	775	797	790	814	0	13949
18	740	797	736	797	775	797	790	814	821	0	14724
19	797	736	797	775	797	790	814	821	805	0	15521
20	736	797	775	797	790	814	821	805	809	0	16311
21	797	775	797	790	814	821	805	809	806	0	17125
22	775	797	790	814	821	805	809	806	813	0	17946
23	797	790	814	821	805	809	806	813	813	0	18751
24	790	814	821	805	809	806	813	813	813	0	19560
25	814	821	805	809	806	813	813	813	810	0	20366
26	821	805	809	806	813	813	813	810	809	0	21179
27	805	809	806	813	813	813	810	809	646	0	21992
28	809	806	813	813	813	810	809	646	969	0	22805
29	806	813	813	813	810	809	646	969	626	0	23615
30	813	813	813	810	809	646	969	626	969	0	24424
31	813	813	810	809	646	969	626	969	638	1	25070
32	813	810	809	646	969	626	969	638	930	0	26039
33	810	809	646	969	626	969	638	930	763	1	26665
34	809	646	969	626	969	638	930	763	759	0	27634
35	646	969	626	969	638	930	763	759	766	1	28272
36	969	626	969	638	930	763	759	766	771	0	29202
37	626	969	638	930	763	759	766	771	766	0	29965
38	969	638	930	763	759	766	771	766	615	0	30724
39	638	930	763	759	766	771	766	615	907	0	31490
40	930	763	759	766	771	766	615	907	731	0	32261
41	763	759	766	771	766	615	907	731	790	0	33027
42	759	766	771	766	615	907	731	790	778	1	33642
43	766	771	766	615	907	731	790	778	798	0	34549
44	771	766	615	907	731	790	778	798	782	0	35280
45	766	615	907	731	790	778	798	782	805	0	36070
46	615	907	731	790	778	798	782	805	786	0	36848
47	907	731	790	778	798	782	805	786	790	0	37646
48	731	790	778	798	782	805	786	790	794	0	38428
49	790	778	798	782	805	786	790	794	786	0	39233
50	778	798	782	805	786	790	794	786	790	0	40019
51	798	782	805	786	790	794	786	790	770	0	40809
52	782	805	786	790	794	786	790	770	783	0	41603
53	805	786	790	794	786	790	770	783	762	0	42389
54	786	790	794	786	790	770	783	762	759	0	43179
55	790	794	786	790	770	783	762	759	763	0	43949
56	794	786	790	770	783	762	759	763	731	0	44732
57	786	790	770	783	762	759	763	731	732	0	45494
58	790	770	783	762	759	763	731	732	727	0	46253
59	770	783	762	759	763	731	732	727	728	0	47016
60	783	762	759	763	731	732	727	728	727	0	47747
61	762	759	763	731	732	727	728	727	685	0	48479
62	759	763	731	732	727	728	727	685	736	0	49206
63	763	731	732	727	728	727	685	736	681	0	49934
64	731	732	727	728	727	685	736	681	692	0	50661
65	732	727	728	727	685	736	681	692	701	0	51346
66	727	728	727	685	736	681	692	701	692	0	52082
67	728	727	685	736	681	692	701	692	681	0	52763
68	727	685	736	681	692	701	692	681	689	0	53455
69	685	736	681	692	701	692	681	689	677	0	54156
70	736	681	692	701	692	681	689	677	677	0	54848
71	681	692	701	692	681	689	677	677	669	0	55529
72	692	701	692	681	689	677	677	669	662	0	56218
73	701	692	681	689	677	677	669	662	669	0	56895
74	692	681	689	677	677	669	662	669	661	0	57572
75	681	689	677	677	669	662	669	661	642	0	58241
76	689	677	677	669	662	669	661	642	658	0	58903
77	677	677	669	662	669	661	642	658	646	0	59572
78	677	669	662	669	661	642	658	646	658	0	60233
79	669	662	669	661	642	658	646	658	649	0	60875
80	662	669	661	642	658	646	658	649	654	0	61533
81	669	661	642	658	646	658	649	654	642	0	62179
82	661	642	658	646	658	649	654	642	654	0	62837
83	642	658	646	658	649	654	642	654	653	0	63486
84	658	646	658	649	654	642	654	653	658	0	64140
85	646	658	649	654	642	654	653	658	654	0	64782
86	658	649	654	642	654	653	658	654	650	0	65436
87	649	654	642	654	653	658	654	650	665	0	66089
88	654	642	654	653	658	654	650	665	654	0	66747
89	642	654	653	658	654	650	665	654	665	0	67401
90	654	653	658	654	650	665	654	665	669	0	68051
91	653	658	654	650	665	654	665	669	677	0	68716
92	658	654	650	665	654	665	669	677	681	0	69370
93	654	650	665	654	665	669	677	681	685	0	70035
94	650	665	654	665	669	677	681	685	681	0	70704
95	665	654	665	669	677	681	685	681	693	0	71381
96	654	665	669	677	681	685	681	693	719	0	72062
97	665	669	677	681	685	681	693	719	689	0	72747
98	669	677	681	685	681	693	719	689	701	0	73428
99	677	681	685	681	693	719	689	701	688	0	74121
100	681	685	681	693	719	689	701	688	697	0	74840
101	685	681	693	719	689	701	688	697	700	0	75529
102	681	693	719	689	701	688	697	700	693	0	76230
103	693	719	689	701	688	697	700	693	692	0	76918
104	719	689	701	688	697	700	693	692	697	0	77615
105	689	701	688	697	700	693	692	697	692	0	78315
106	701	688	697	700	693	692	697	692	697	0	79008
107	688	697	700	693	692	697	692	697	696	0	79700
108	697	700	693	692	697	692	697	696	697	0	80397
109	700	693	692	697	692	697	696	697	724	0	81089
110	693	692	697	692	697	696	697	724	685	0	81786
111	692	697	692	697	696	697	724	685	731	0	82482
112	697	692	697	696	697	724	685	731	677	0	83179
113	692	697	696	697	724	685	731	677	704	0	83903
114	697	696	697	724	685	731	677	704	685	0	84588
115	696	697	724	685	731	677	704	685	697	0	85319
116	697	724	685	731	677	704	685	697	716	0	85996
117	724	685	731	677	704	685	697	716	669	0	86700
118	685	731	677	704	685	697	716	669	693	0	87385
119	731	677	704	685	697	716	669	693	719	0	88082
120	677	704	685	697	716	669	693	719	662	0	88798
121	704	685	697	716	669	693	719	662	689	0	89467
122	685	697	716	669	693	719	662	689	649	0	90160
123	697	716	669	693	719	662	689	649	732	0	90879
124	716	669	693	719	662	689	649	732	689	0	91541
125	669	693	719	662	689	649	732	689	692	0	92230
126	693	719	662	689	649	732	689	692	732	1	92879
127	719	662	689	649	732	689	692	732	731	0	93611
128	662	689	649	732	689	692	732	731	724	0	94300
129	689	649	732	689	692	732	731	724	720	0	94992
130	649	732	689	692	732	731	724	720	735	0	95724
131	732	689	692	732	731	724	720	735	740	0	96455
132	689	692	732	731	724	720	735	740	739	0	97179
133	692	732	731	724	720	735	740	739	739	0	97899
134	732	731	724	720	735	740	739	739	732	0	98634
135	731	724	720	735	740	739	739	732	735	0	99374
136	724	720	735	740	739	739	732	735	716	0	100113
137	720	735	740	739	739	732	735	716	735	0	100852
138	735	740	739	739	732	735	716	735	716	0	101584
139	740	739	739	732	735	716	735	716	724	0	102319
140	739	739	732	735	716	735	716	724	720	0	103035
141	739	732	735	716	735	716	724	720	720	0	103770
142	732	735	716	735	716	724	720	720	704	0	104486
143	735	716	735	716	724	720	720	704	747	0	105210
144	716	735	716	724	720	720	704	747	681	0	105930
145	735	716	724	720	720	704	747	681	736	0	106650
146	716	724	720	720	704	747	681	736	684	0	107354
147	724	720	720	704	747	681	736	684	701	0	108101
148	720	720	704	747	681	736	684	701	700	0	108782
149	720	704	747	681	736	684	701	700	701	0	109518
150	704	747	681	736	684	701	700	701	696	0	110202
151	747	681	736	684	701	700	701	696	689	0	110903
152	681	736	684	701	700	701	696	689	735	0	111603
