index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	556	514	1370	486	1323	510	1245	560	1226	0	4249
5	514	1370	486	1323	510	1245	560	1226	541	1	4759
6	1370	486	1323	510	1245	560	1226	541	1268	0	6004
7	486	1323	510	1245	560	1226	541	1268	529	1	6564
8	1323	510	1245	560	1226	541	1268	529	1335	0	7790
9	510	1245	560	1226	541	1268	529	1335	498	1	8331
10	1245	560	1226	541	1268	529	1335	498	1304	0	9599
11	560	1226	541	1268	529	1335	498	1304	521	1	10128
12	1226	541	1268	529	1335	498	1304	521	1171	0	11463
13	541	1268	529	1335	498	1304	521	1171	852	1	11961
14	1268	529	1335	498	1304	521	1171	852	467	0	13265
15	529	1335	498	1304	521	1171	852	467	1327	1	13786
16	1335	498	1304	521	1171	852	467	1327	506	0	14957
17	498	1304	521	1171	852	467	1327	506	1284	0	15809
18	1304	521	1171	852	467	1327	506	1284	549	1	16276
19	521	1171	852	467	1327	506	1284	549	1404	0	17603
20	1171	852	467	1327	506	1284	549	1404	471	1	18109
21	852	467	1327	506	1284	549	1404	471	1346	0	19393
22	467	1327	506	1284	549	1404	471	1346	502	1	19942
23	1327	506	1284	549	1404	471	1346	502	1210	0	21346
24	506	1284	549	1404	471	1346	502	1210	868	1	21817
25	1284	549	1404	471	1346	502	1210	868	459	0	23163
26	549	1404	471	1346	502	1210	868	459	1280	1	23665
27	1404	471	1346	502	1210	868	459	1280	569	0	24875
28	471	1346	502	1210	868	459	1280	569	1167	0	25743
29	1346	502	1210	868	459	1280	569	1167	899	1	26202
30	502	1210	868	459	1280	569	1167	899	459	0	27482
31	1210	868	459	1280	569	1167	899	459	642	1	28051
32	868	459	1280	569	1167	899	459	642	759	0	29218
33	459	1280	569	1167	899	459	642	759	926	0	30117
34	1280	569	1167	899	459	642	759	926	467	1	30576
35	569	1167	899	459	642	759	926	467	1272	0	31218
36	1167	899	459	642	759	926	467	1272	521	0	31977
37	899	459	642	759	926	467	1272	521	693	0	32903
38	459	642	759	926	467	1272	521	693	1265	1	33370
39	642	759	926	467	1272	521	693	1265	447	0	34642
40	759	926	467	1272	521	693	1265	447	665	1	35163
41	926	467	1272	521	693	1265	447	665	1121	0	35856
42	467	1272	521	693	1265	447	665	1121	459	0	37121
43	1272	521	693	1265	447	665	1121	459	708	1	37568
44	521	693	1265	447	665	1121	459	708	1172	0	38233
45	693	1265	447	665	1121	459	708	1172	439	0	39354
46	1265	447	665	1121	459	708	1172	439	1557	1	39813
47	447	665	1121	459	708	1172	439	1557	443	0	40521
48	665	1121	459	708	1172	439	1557	443	1428	0	41693
49	1121	459	708	1172	439	1557	443	1428	475	1	42132
50	459	708	1172	439	1557	443	1428	475	1261	0	43689
51	708	1172	439	1557	443	1428	475	1261	638	1	44132
52	1172	439	1557	443	1428	475	1261	638	1089	0	45560
53	439	1557	443	1428	475	1261	638	1089	899	1	46035
54	1557	443	1428	475	1261	638	1089	899	459	0	47296
55	443	1428	475	1261	638	1089	899	459	673	1	47934
56	1428	475	1261	638	1089	899	459	673	720	0	49023
57	475	1261	638	1089	899	459	673	720	977	0	49922
58	1261	638	1089	899	459	673	720	977	444	1	50381
59	638	1089	899	459	673	720	977	444	821	0	51054
60	1089	899	459	673	720	977	444	821	1323	0	51774
61	899	459	673	720	977	444	821	1323	439	0	52751
62	459	673	720	977	444	821	1323	439	728	1	53195
63	673	720	977	444	821	1323	439	728	1198	0	54016
64	720	977	444	821	1323	439	728	1198	448	0	55339
65	977	444	821	1323	439	728	1198	448	712	1	55778
66	444	821	1323	439	728	1198	448	712	1140	0	56506
67	821	1323	439	728	1198	448	712	1140	436	0	57704
68	1323	439	728	1198	448	712	1140	436	681	1	58152
69	439	728	1198	448	712	1140	436	681	902	0	58864
70	728	1198	448	712	1140	436	681	902	510	0	60004
71	1198	448	712	1140	436	681	902	510	619	1	60440
72	448	712	1140	436	681	902	510	619	953	0	61121
73	712	1140	436	681	902	510	619	953	553	0	62023
74	1140	436	681	902	510	619	953	553	646	1	62533
75	436	681	902	510	619	953	553	646	867	0	63152
76	681	902	510	619	953	553	646	867	957	0	64105
77	902	510	619	953	553	646	867	957	460	1	64658
78	510	619	953	553	646	867	957	460	642	0	65304
79	619	953	553	646	867	957	460	642	871	0	66171
80	953	553	646	867	957	460	642	871	572	0	67128
81	553	646	867	957	460	642	871	572	646	1	67588
82	646	867	957	460	642	871	572	646	887	0	68230
83	867	957	460	642	871	572	646	887	1483	0	69101
84	957	460	642	871	572	646	887	1483	1334	1	69673
85	460	642	871	572	646	887	1483	1334	623	0	70319
86	642	871	572	646	887	1483	1334	623	607	0	71206
87	871	572	646	887	1483	1334	623	607	1206	0	72689
88	572	646	887	1483	1334	623	607	1206	471	0	74023
89	646	887	1483	1334	623	607	1206	471	728	1	74646
90	887	1483	1334	623	607	1206	471	728	1097	0	75253
91	1483	1334	623	607	1206	471	728	1097	471	0	76459
92	1334	623	607	1206	471	728	1097	471	649	1	76930
93	623	607	1206	471	728	1097	471	649	872	0	77658
94	607	1206	471	728	1097	471	649	872	977	0	78755
95	1206	471	728	1097	471	649	872	977	455	1	79226
96	471	728	1097	471	649	872	977	455	646	0	79875
97	728	1097	471	649	872	977	455	646	864	0	80747
98	1097	471	649	872	977	455	646	864	611	0	81724
99	471	649	872	977	455	646	864	611	1404	1	82179
100	649	872	977	455	646	864	611	1404	502	0	82825
101	872	977	455	646	864	611	1404	502	623	0	83689
102	977	455	646	864	611	1404	502	623	879	1	84300
103	455	646	864	611	1404	502	623	879	1000	0	85704
104	646	864	611	1404	502	623	879	1000	467	1	86206
105	864	611	1404	502	623	879	1000	467	1381	0	86829
106	611	1404	502	623	879	1000	467	1381	526	0	87708
107	1404	502	623	879	1000	467	1381	526	1315	0	88708
108	502	623	879	1000	467	1381	526	1315	568	1	89175
109	623	879	1000	467	1381	526	1315	568	1257	0	90556
110	879	1000	467	1381	526	1315	568	1257	899	1	91082
111	1000	467	1381	526	1315	568	1257	899	906	0	92397
112	467	1381	526	1315	568	1257	899	906	957	1	92965
113	1381	526	1315	568	1257	899	906	957	973	0	94222
114	526	1315	568	1257	899	906	957	973	455	0	95121
115	1315	568	1257	899	906	957	973	455	1347	0	96027
116	568	1257	899	906	957	973	455	1347	545	0	96984
117	1257	899	906	957	973	455	1347	545	1295	0	97957
118	899	906	957	973	455	1347	545	1295	557	1	98412
119	906	957	973	455	1347	545	1295	557	1299	0	99759
120	957	973	455	1347	545	1295	557	1299	561	1	100304
121	973	455	1347	545	1295	557	1299	561	1295	0	101599
122	455	1347	545	1295	557	1299	561	1295	553	1	102156
123	1347	545	1295	557	1299	561	1295	553	1307	0	103455
124	545	1295	557	1299	561	1295	553	1307	545	1	104016
125	1295	557	1299	561	1295	553	1307	545	1241	0	105311
126	557	1299	561	1295	553	1307	545	1241	895	1	105864
127	1299	561	1295	553	1307	545	1241	895	475	0	107171
128	561	1295	553	1307	545	1241	895	475	1338	1	107716
129	1295	553	1307	545	1241	895	475	1338	530	0	108957
130	553	1307	545	1241	895	475	1338	530	1280	0	109852
131	1307	545	1241	895	475	1338	530	1280	945	1	110327
132	545	1241	895	475	1338	530	1280	945	973	0	111665
133	1241	895	475	1338	530	1280	945	973	1004	1	112195
134	895	475	1338	530	1280	945	973	1004	961	0	113475
135	475	1338	530	1280	945	973	1004	961	451	0	114420
136	1338	530	1280	945	973	1004	961	451	650	0	115393
137	530	1280	945	973	1004	961	451	650	852	0	116397
138	1280	945	973	1004	961	451	650	852	1004	0	117358
139	945	973	1004	961	451	650	852	1004	448	1	117809
140	973	1004	961	451	650	852	1004	448	681	0	118459
141	1004	961	451	650	852	1004	448	681	821	0	119311
142	961	451	650	852	1004	448	681	821	957	0	120315
143	451	650	852	1004	448	681	821	957	447	1	120763
144	650	852	1004	448	681	821	957	447	666	0	121444
145	852	1004	448	681	821	957	447	666	871	0	122265
146	1004	448	681	821	957	447	666	871	580	0	123222
147	448	681	821	957	447	666	871	580	1436	1	123669
148	681	821	957	447	666	871	580	1436	498	0	124335
149	821	957	447	666	871	580	1436	498	622	0	125206
150	957	447	666	871	580	1436	498	622	841	1	125786
151	447	666	871	580	1436	498	622	841	988	0	127222
152	666	871	580	1436	498	622	841	988	463	1	127720
153	871	580	1436	498	622	841	988	463	1409	0	128342
154	580	1436	498	622	841	988	463	1409	517	0	129183
155	1436	498	622	841	988	463	1409	517	1351	0	130171
156	498	622	841	988	463	1409	517	1351	544	1	130634
157	622	841	988	463	1409	517	1351	544	1280	0	132043
158	841	988	463	1409	517	1351	544	1280	926	1	132560
159	988	463	1409	517	1351	544	1280	926	962	0	133911
160	463	1409	517	1351	544	1280	926	962	1011	1	134455
161	1409	517	1351	544	1280	926	962	1011	985	0	135735
162	517	1351	544	1280	926	962	1011	985	455	0	136661
163	1351	544	1280	926	962	1011	985	455	654	0	137623
164	544	1280	926	962	1011	985	455	654	883	0	138634
165	1280	926	962	1011	985	455	654	883	568	0	139619
166	926	962	1011	985	455	654	883	568	1595	1	140074
167	962	1011	985	455	654	883	568	1595	444	0	140728
168	1011	985	455	654	883	568	1595	444	696	0	141611
169	985	455	654	883	568	1595	444	696	989	1	142179
170	455	654	883	568	1595	444	696	989	509	0	143774
171	654	883	568	1595	444	696	989	509	654	1	144218
172	883	568	1595	444	696	989	509	654	1055	0	144914
173	568	1595	444	696	989	509	654	1055	502	0	145903
174	1595	444	696	989	509	654	1055	502	716	1	146412
175	444	696	989	509	654	1055	502	716	809	0	147066
