index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	553	611	634	591	545	685	618	623	623	1	2965
5	611	634	591	545	685	618	623	623	626	0	3650
6	634	591	545	685	618	623	623	626	650	0	4268
7	591	545	685	618	623	623	626	650	642	0	4891
8	545	685	618	623	623	626	650	642	642	0	5514
9	685	618	623	623	626	650	642	642	642	0	6140
10	618	623	623	626	650	642	642	642	642	0	6790
11	623	623	626	650	642	642	642	642	638	0	7432
12	623	626	650	642	642	642	642	638	638	0	8074
13	626	650	642	642	642	642	638	638	619	0	8716
14	650	642	642	642	642	638	638	619	607	0	9358
15	642	642	642	642	638	638	619	607	622	0	9996
16	642	642	642	638	638	619	607	622	623	0	10634
17	642	642	638	638	619	607	622	623	642	0	11253
18	642	638	638	619	607	622	623	642	654	0	11860
19	638	638	619	607	622	623	642	654	653	0	12482
20	638	619	607	622	623	642	654	653	662	0	13105
21	619	607	622	623	642	654	653	662	665	0	13747
22	607	622	623	642	654	653	662	665	666	0	14401
23	622	623	642	654	653	662	665	666	661	0	15054
24	623	642	654	653	662	665	666	661	654	0	15716
25	642	654	653	662	665	666	661	654	657	0	16381
26	654	653	662	665	666	661	654	657	642	0	17047
27	653	662	665	666	661	654	657	642	631	0	17708
28	662	665	666	661	654	657	642	631	634	0	18362
29	665	666	661	654	657	642	631	634	556	0	19019
30	666	661	654	657	642	631	634	556	666	0	19661
31	661	654	657	642	631	634	556	666	615	0	20292
32	654	657	642	631	634	556	666	615	622	0	20926
33	657	642	631	634	556	666	615	622	627	1	21482
34	642	631	634	556	666	615	622	627	622	0	22148
35	631	634	556	666	615	622	627	622	646	0	22763
36	634	556	666	615	622	627	622	646	631	0	23385
37	556	666	615	622	627	622	646	631	630	0	24012
38	666	615	622	627	622	646	631	630	626	0	24634
39	615	622	627	622	646	631	630	626	627	0	25280
40	622	627	622	646	631	630	626	627	580	0	25911
41	627	622	646	631	630	626	627	580	688	0	26541
42	622	646	631	630	626	627	580	688	631	0	27167
43	646	631	630	626	627	580	688	631	638	0	27794
44	631	630	626	627	580	688	631	638	622	1	28374
45	630	626	627	580	688	631	638	622	635	0	29062
46	626	627	580	688	631	638	622	635	634	0	29693
47	627	580	688	631	638	622	635	634	638	0	30331
48	580	688	631	638	622	635	634	638	638	0	30953
49	688	631	638	622	635	634	638	638	642	0	31588
50	631	638	622	635	634	638	638	642	650	0	32222
51	638	622	635	634	638	638	642	650	654	0	32860
52	622	635	634	638	638	642	650	654	657	0	33498
53	635	634	638	638	642	650	654	657	654	0	34140
54	634	638	638	642	650	654	657	654	642	0	34790
55	638	638	642	650	654	657	654	642	642	0	35444
56	638	642	650	654	657	654	642	642	642	0	36101
