index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	910	1004	1074	1008	1074	525	1339	505	1253	0	5117
5	1004	1074	1008	1074	525	1339	505	1253	876	1	5642
6	1074	1008	1074	525	1339	505	1253	876	926	0	6981
7	1008	1074	525	1339	505	1253	876	926	988	1	7486
8	1074	525	1339	505	1253	876	926	988	1109	0	8739
9	525	1339	505	1253	876	926	988	1109	498	0	9615
10	1339	505	1253	876	926	988	1109	498	420	0	10541
11	505	1253	876	926	988	1109	498	420	1047	0	11529
12	1253	876	926	988	1109	498	420	1047	1199	0	12638
13	876	926	988	1109	498	420	1047	1199	1237	1	13136
14	926	988	1109	498	420	1047	1199	1237	1144	1	13556
15	988	1109	498	420	1047	1199	1237	1144	1156	0	14603
16	1109	498	420	1047	1199	1237	1144	1156	505	0	15802
17	498	420	1047	1199	1237	1144	1156	505	1386	0	17039
18	420	1047	1199	1237	1144	1156	505	1386	1035	0	18183
19	1047	1199	1237	1144	1156	505	1386	1035	1101	0	19339
20	1199	1237	1144	1156	505	1386	1035	1101	490	1	19844
21	1237	1144	1156	505	1386	1035	1101	490	1428	0	21230
22	1144	1156	505	1386	1035	1101	490	1428	1058	0	22265
23	1156	505	1386	1035	1101	490	1428	1058	1082	0	23366
24	505	1386	1035	1101	490	1428	1058	1082	506	1	23856
25	1386	1035	1101	490	1428	1058	1082	506	1459	0	25284
26	1035	1101	490	1428	1058	1082	506	1459	1167	0	26342
27	1101	490	1428	1058	1082	506	1459	1167	502	0	27424
28	490	1428	1058	1082	506	1459	1167	502	1405	1	27930
29	1428	1058	1082	506	1459	1167	502	1405	1117	0	29389
30	1058	1082	506	1459	1167	502	1405	1117	1031	0	30556
31	1082	506	1459	1167	502	1405	1117	1031	1004	1	31058
32	506	1459	1167	502	1405	1117	1031	1004	525	0	32463
33	1459	1167	502	1405	1117	1031	1004	525	1378	0	33580
34	1167	502	1405	1117	1031	1004	525	1378	949	0	34611
35	502	1405	1117	1031	1004	525	1378	949	514	0	35615
