index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	257	600	856	875	868	879	887	498	1234	0	3510
5	600	856	875	868	879	887	498	1234	817	0	4389
6	856	875	868	879	887	498	1234	817	801	0	5276
7	875	868	879	887	498	1234	817	801	786	1	5774
8	868	879	887	498	1234	817	801	786	790	0	7008
9	879	887	498	1234	817	801	786	790	814	0	7825
10	887	498	1234	817	801	786	790	814	817	0	8626
11	498	1234	817	801	786	790	814	817	817	0	9412
12	1234	817	801	786	790	814	817	817	805	0	10202
13	817	801	786	790	814	817	817	805	817	0	11016
14	801	786	790	814	817	817	805	817	810	0	11833
15	786	790	814	817	817	805	817	810	817	0	12650
16	790	814	817	817	805	817	810	817	836	0	13455
17	814	817	817	805	817	810	817	836	518	0	14272
18	817	817	805	817	810	817	836	518	1187	0	15082
19	817	805	817	810	817	836	518	1187	817	0	15899
20	805	817	810	817	836	518	1187	817	821	0	16735
21	817	810	817	836	518	1187	817	821	805	1	17253
22	810	817	836	518	1187	817	821	805	810	0	18440
23	817	836	518	1187	817	821	805	810	813	0	19257
24	836	518	1187	817	821	805	810	813	821	0	20078
25	518	1187	817	821	805	810	813	821	821	0	20883
26	1187	817	821	805	810	813	821	821	821	0	21693
27	817	821	805	810	813	821	821	821	809	0	22506
28	821	805	810	813	821	821	821	809	790	0	23327
29	805	810	813	821	821	821	809	790	782	0	24148
30	810	813	821	821	821	809	790	782	794	0	24969
31	813	821	821	821	809	790	782	794	517	0	25778
32	821	821	821	809	790	782	794	517	1152	0	26568
33	821	821	809	790	782	794	517	1152	813	0	27350
34	821	809	790	782	794	517	1152	813	829	0	28144
35	809	790	782	794	517	1152	813	829	837	1	28661
36	790	782	794	517	1152	813	829	837	844	0	29813
37	782	794	517	1152	813	829	837	844	833	0	30626
38	794	517	1152	813	829	837	844	833	840	0	31455
39	517	1152	813	829	837	844	833	840	510	0	32292
40	1152	813	829	837	844	833	840	510	1210	0	33136
41	813	829	837	844	833	840	510	1210	821	0	33969
42	829	837	844	833	840	510	1210	821	825	0	34809
43	837	844	833	840	510	1210	821	825	817	1	35319
44	844	833	840	510	1210	821	825	817	810	0	36529
45	833	840	510	1210	821	825	817	810	817	0	37350
46	840	510	1210	821	825	817	810	817	825	0	38175
47	510	1210	821	825	817	810	817	825	828	0	38992
48	1210	821	825	817	810	817	825	828	833	0	39802
49	821	825	817	810	817	825	828	833	841	0	40619
50	825	817	810	817	825	828	833	841	840	0	41444
51	817	810	817	825	828	833	841	840	840	0	42272
52	810	817	825	828	833	841	840	840	518	0	43105
53	817	825	828	833	841	840	840	518	1171	0	43946
54	825	828	833	841	840	840	518	1171	798	0	44786
55	828	833	841	840	840	518	1171	798	782	0	45626
56	833	841	840	840	518	1171	798	782	774	1	46144
57	841	840	840	518	1171	798	782	774	767	0	47315
58	840	840	518	1171	798	782	774	767	782	0	48113
59	840	518	1171	798	782	774	767	782	825	0	48895
60	518	1171	798	782	774	767	782	825	825	0	49669
61	1171	798	782	774	767	782	825	825	809	0	50436
62	798	782	774	767	782	825	825	809	829	0	51218
63	782	774	767	782	825	825	809	829	836	0	52043
64	774	767	782	825	825	809	829	836	837	0	52868
65	767	782	825	825	809	829	836	837	848	0	53677
66	782	825	825	809	829	836	837	848	860	0	54506
67	825	825	809	829	836	837	848	860	494	0	55342
68	825	809	829	836	837	848	860	494	1257	0	56179
69	809	829	836	837	848	860	494	1257	844	0	57027
70	829	836	837	848	860	494	1257	844	845	0	57887
71	836	837	848	860	494	1257	844	845	506	1	58381
72	837	848	860	494	1257	844	845	506	1202	0	59638
73	848	860	494	1257	844	845	506	1202	821	0	60482
74	860	494	1257	844	845	506	1202	821	813	0	61327
75	494	1257	844	845	506	1202	821	813	673	1	61833
76	1257	844	845	506	1202	821	813	673	907	0	63035
77	844	845	506	1202	821	813	673	907	786	0	63856
78	845	506	1202	821	813	673	907	786	778	0	64669
79	506	1202	821	813	673	907	786	778	790	0	65342
80	1202	821	813	673	907	786	778	790	817	0	66249
81	821	813	673	907	786	778	790	817	518	0	67035
82	813	673	907	786	778	790	817	518	1229	0	67813
83	673	907	786	778	790	817	518	1229	852	0	68603
84	907	786	778	790	817	518	1229	852	868	0	69420
85	786	778	790	817	518	1229	852	868	514	1	69938
86	778	790	817	518	1229	852	868	514	1241	0	71167
87	790	817	518	1229	852	868	514	1241	825	0	72019
88	817	518	1229	852	868	514	1241	825	813	0	72887
89	518	1229	852	868	514	1241	825	813	809	1	73401
90	1229	852	868	514	1241	825	813	809	814	0	74642
91	852	868	514	1241	825	813	809	814	825	0	75467
92	868	514	1241	825	813	809	814	825	825	0	76280
93	514	1241	825	813	809	814	825	825	521	0	77089
94	1241	825	813	809	814	825	825	521	1163	0	77903
95	825	813	809	814	825	825	521	1163	825	0	78728
96	813	809	814	825	825	521	1163	825	829	0	79553
97	809	814	825	825	521	1163	825	829	817	1	80074
98	814	825	825	521	1163	825	829	817	510	0	81237
99	825	825	521	1163	825	829	817	510	1163	0	82062
100	825	521	1163	825	829	817	510	1163	810	0	82891
101	521	1163	825	829	817	510	1163	810	809	0	83708
102	1163	825	829	817	510	1163	810	809	794	1	84218
103	825	829	817	510	1163	810	809	794	770	0	85381
104	829	817	510	1163	810	809	794	770	763	0	86191
105	817	510	1163	810	809	794	770	763	762	0	87000
106	510	1163	810	809	794	770	763	762	783	0	87794
107	1163	810	809	794	770	763	762	783	805	0	88564
108	810	809	794	770	763	762	783	805	852	0	89327
109	809	794	770	763	762	783	805	852	864	0	90089
110	794	770	763	762	783	805	852	864	879	0	90872
111	770	763	762	783	805	852	864	879	868	0	91677
112	763	762	783	805	852	864	879	868	506	0	92529
113	762	783	805	852	864	879	868	506	1257	0	93393
114	783	805	852	864	879	868	506	1257	829	0	94272
115	805	852	864	879	868	506	1257	829	840	0	95140
116	852	864	879	868	506	1257	829	840	821	1	95646
117	864	879	868	506	1257	829	840	821	817	0	96903
118	879	868	506	1257	829	840	821	817	825	0	97732
119	868	506	1257	829	840	821	817	825	848	0	98572
120	506	1257	829	840	821	817	825	848	510	0	99393
121	1257	829	840	821	817	825	848	510	1230	0	100210
122	829	840	821	817	825	848	510	1230	828	0	101035
123	840	821	817	825	848	510	1230	828	829	0	101883
124	821	817	825	848	510	1230	828	829	825	1	102393
125	817	825	848	510	1230	828	829	825	829	0	103623
126	825	848	510	1230	828	829	825	829	829	0	104451
127	848	510	1230	828	829	825	829	829	828	0	105280
128	510	1230	828	829	825	829	829	828	841	0	106105
129	1230	828	829	825	829	829	828	841	825	0	106934
130	828	829	825	829	829	828	841	825	844	0	107763
131	829	825	829	829	828	841	825	844	837	0	108591
132	825	829	829	828	841	825	844	837	829	0	109432
133	829	829	828	841	825	844	837	829	801	0	110257
134	829	828	841	825	844	837	829	801	794	0	111101
135	828	841	825	844	837	829	801	794	786	0	111938
136	841	825	844	837	829	801	794	786	794	0	112767
137	825	844	837	829	801	794	786	794	828	0	113568
138	844	837	829	801	794	786	794	828	849	0	114362
139	837	829	801	794	786	794	828	849	860	0	115148
140	829	801	794	786	794	828	849	860	879	0	115942
141	801	794	786	794	828	849	860	879	506	0	116770
142	794	786	794	828	849	860	879	506	1257	0	117619
143	786	794	828	849	860	879	506	1257	828	0	118479
144	794	828	849	860	879	506	1257	828	829	0	119358
145	828	849	860	879	506	1257	828	829	817	1	119864
146	849	860	879	506	1257	828	829	817	821	0	121121
147	860	879	506	1257	828	829	817	821	814	0	121949
148	879	506	1257	828	829	817	821	814	832	0	122778
149	506	1257	828	829	817	821	814	832	829	0	123595
150	1257	828	829	817	821	814	832	829	506	0	124416
151	828	829	817	821	814	832	829	506	1101	0	125230
152	829	817	821	814	832	829	506	1101	848	0	126062
153	817	821	814	832	829	506	1101	848	794	0	126891
154	821	814	832	829	506	1101	848	794	798	1	127397
155	814	832	829	506	1101	848	794	798	813	0	128498
156	832	829	506	1101	848	794	798	813	833	0	129346
157	829	506	1101	848	794	798	813	833	821	0	130140
158	506	1101	848	794	798	813	833	821	801	0	130938
159	1101	848	794	798	813	833	821	801	782	0	131751
160	848	794	798	813	833	821	801	782	779	0	132584
