index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	712	401	933	615	413	790	626	416	767	1	3156
5	401	933	615	413	790	626	416	767	587	0	3946
6	933	615	413	790	626	416	767	587	592	0	4572
7	615	413	790	626	416	767	587	592	405	1	4988
8	413	790	626	416	767	587	592	405	879	0	5755
9	790	626	416	767	587	592	405	879	700	0	6342
10	626	416	767	587	592	405	879	700	424	0	6934
11	416	767	587	592	405	879	700	424	934	1	7339
12	767	587	592	405	879	700	424	934	646	0	8218
13	587	592	405	879	700	424	934	646	417	0	8918
14	592	405	879	700	424	934	646	417	844	1	9342
15	405	879	700	424	934	646	417	844	607	0	10276
16	879	700	424	934	646	417	844	607	580	0	10922
17	700	424	934	646	417	844	607	580	404	1	11339
18	424	934	646	417	844	607	580	404	736	0	12183
19	934	646	417	844	607	580	404	736	560	0	12790
20	646	417	844	607	580	404	736	560	568	0	13370
21	417	844	607	580	404	736	560	568	409	1	13774
22	844	607	580	404	736	560	568	409	727	0	14510
23	607	580	404	736	560	568	409	727	568	0	15070
24	580	404	736	560	568	409	727	568	545	0	15638
25	404	736	560	568	409	727	568	545	584	1	16047
26	736	560	568	409	727	568	545	584	416	0	16774
27	560	568	409	727	568	545	584	416	728	0	17342
28	568	409	727	568	545	584	416	728	560	0	17887
29	409	727	568	545	584	416	728	560	572	0	18471
30	727	568	545	584	416	728	560	572	405	1	18887
31	568	545	584	416	728	560	572	405	735	0	19615
32	545	584	416	728	560	572	405	735	560	0	20175
33	584	416	728	560	572	405	735	560	565	0	20747
34	416	728	560	572	405	735	560	565	564	1	21152
35	728	560	572	405	735	560	565	564	564	0	21887
36	560	572	405	735	560	565	564	564	576	0	22447
37	572	405	735	560	565	564	564	576	588	0	23012
38	405	735	560	565	564	564	576	588	603	0	23576
39	735	560	565	564	564	576	588	603	618	0	24140
40	560	565	564	564	576	588	603	618	673	0	24716
41	565	564	564	576	588	603	618	673	705	0	25304
42	564	564	576	588	603	618	673	705	782	0	25907
43	564	576	588	603	618	673	705	782	879	0	26525
44	576	588	603	618	673	705	782	879	778	0	27198
45	588	603	618	673	705	782	879	778	432	0	27903
46	603	618	673	705	782	879	778	432	1066	0	28685
47	618	673	705	782	879	778	432	1066	748	0	29564
48	673	705	782	879	778	432	1066	748	389	0	30342
49	705	782	879	778	432	1066	748	389	1062	1	30774
50	782	879	778	432	1066	748	389	1062	724	0	31840
51	879	778	432	1066	748	389	1062	724	408	0	32588
52	778	432	1066	748	389	1062	724	408	922	1	32977
53	432	1066	748	389	1062	724	408	922	600	0	34039
54	1066	748	389	1062	724	408	922	600	408	0	34763
55	748	389	1062	724	408	922	600	408	845	1	35171
56	389	1062	724	408	922	600	408	845	661	0	36093
57	1062	724	408	922	600	408	845	661	630	0	36693
58	724	408	922	600	408	845	661	630	681	1	37101
59	408	922	600	408	845	661	630	681	740	0	37946
60	922	600	408	845	661	630	681	740	793	0	38607
61	600	408	845	661	630	681	740	793	736	0	39237
62	408	845	661	630	681	740	793	736	404	0	39918
63	845	661	630	681	740	793	736	404	1012	0	40658
64	661	630	681	740	793	736	404	1012	782	0	41451
65	630	681	740	793	736	404	1012	782	716	0	42187
66	681	740	793	736	404	1012	782	716	405	1	42591
67	740	793	736	404	1012	782	716	405	922	0	43603
68	793	736	404	1012	782	716	405	922	658	0	44385
69	736	404	1012	782	716	405	922	658	420	0	45101
70	404	1012	782	716	405	922	658	420	848	1	45506
71	1012	782	716	405	922	658	420	848	638	0	46428
72	782	716	405	922	658	420	848	638	607	0	47086
73	716	405	922	658	420	848	638	607	428	1	47506
74	405	922	658	420	848	638	607	428	833	0	48354
75	922	658	420	848	638	607	428	833	626	0	48992
76	658	420	848	638	607	428	833	626	607	0	49599
77	420	848	638	607	428	833	626	607	405	1	50027
78	848	638	607	428	833	626	607	405	829	0	50860
79	638	607	428	833	626	607	405	829	619	0	51486
80	607	428	833	626	607	405	829	619	591	0	52093
81	428	833	626	607	405	829	619	591	412	1	52498
82	833	626	607	405	829	619	591	412	856	0	53327
83	626	607	405	829	619	591	412	856	744	0	53946
84	607	405	829	619	591	412	856	744	416	0	54537
