index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	377	864	596	1089	841	813	809	825	868	0	3767
5	864	596	1089	841	813	809	825	868	891	0	4580
6	596	1089	841	813	809	825	868	891	883	0	5389
7	1089	841	813	809	825	868	891	883	895	0	6214
8	841	813	809	825	868	891	883	895	918	0	7082
9	813	809	825	868	891	883	895	918	930	0	7973
10	809	825	868	891	883	895	918	930	926	0	8856
11	825	868	891	883	895	918	930	926	934	0	9751
12	868	891	883	895	918	930	926	934	926	0	10669
13	891	883	895	918	930	926	934	926	907	0	11599
14	883	895	918	930	926	934	926	907	895	0	12525
15	895	918	930	926	934	926	907	895	879	0	13459
16	918	930	926	934	926	907	895	879	876	0	14385
17	930	926	934	926	907	895	879	876	646	0	15292
18	926	934	926	907	895	879	876	646	1027	0	16187
19	934	926	907	895	879	876	646	1027	832	0	17066
20	926	907	895	879	876	646	1027	832	833	0	17942
21	907	895	879	876	646	1027	832	833	837	1	18588
22	895	879	876	646	1027	832	833	837	829	0	19615
23	879	876	646	1027	832	833	837	829	758	0	20447
24	876	646	1027	832	833	837	829	758	716	0	21280
25	646	1027	832	833	837	829	758	716	728	0	22117
26	1027	832	833	837	829	758	716	728	673	0	22946
27	832	833	837	829	758	716	728	673	1319	1	23704
28	833	837	829	758	716	728	673	1319	829	1	24420
29	837	829	758	716	728	673	1319	829	821	1	25148
30	829	758	716	728	673	1319	829	821	786	1	25821
31	758	716	728	673	1319	829	821	786	786	0	27140
32	716	728	673	1319	829	821	786	786	770	0	27969
33	728	673	1319	829	821	786	786	770	685	0	28790
34	673	1319	829	821	786	786	770	685	662	0	29576
35	1319	829	821	786	786	770	685	662	825	0	30362
36	829	821	786	786	770	685	662	825	731	0	31132
37	821	786	786	770	685	662	825	731	615	0	31817
38	786	786	770	685	662	825	731	615	813	0	32479
39	786	770	685	662	825	731	615	813	712	0	33304
40	770	685	662	825	731	615	813	712	704	0	34035
41	685	662	825	731	615	813	712	704	697	1	34650
42	662	825	731	615	813	712	704	697	700	0	35463
43	825	731	615	813	712	704	697	700	708	0	36175
44	731	615	813	712	704	697	700	708	701	0	36879
45	615	813	712	704	697	700	708	701	677	0	37576
46	813	712	704	697	700	708	701	677	700	0	38276
47	712	704	697	700	708	701	677	700	693	0	38984
48	704	697	700	708	701	677	700	693	685	0	39685
49	697	700	708	701	677	700	693	685	677	0	40362
50	700	708	701	677	700	693	685	677	688	0	41062
51	708	701	677	700	693	685	677	688	697	0	41755
52	701	677	700	693	685	677	688	697	696	0	42440
53	677	700	693	685	677	688	697	696	697	0	43117
54	700	693	685	677	688	697	696	697	739	0	43805
55	693	685	677	688	697	696	697	739	880	0	44502
56	685	677	688	697	696	697	739	880	793	0	45198
57	677	688	697	696	697	739	880	793	810	0	45895
58	688	697	696	697	739	880	793	810	867	0	46634
59	697	696	697	739	880	793	810	867	845	0	47514
60	696	697	739	880	793	810	867	845	852	0	48307
61	697	739	880	793	810	867	845	852	926	0	49117
62	739	880	793	810	867	845	852	926	961	0	49984
63	880	793	810	867	845	852	926	961	914	0	50829
64	793	810	867	845	852	926	961	914	985	0	51681
65	810	867	845	852	926	961	914	985	1004	0	52607
66	867	845	852	926	961	914	985	1004	1008	0	53568
67	845	852	926	961	914	985	1004	1008	945	0	54482
68	852	926	961	914	985	1004	1008	945	911	0	55467
69	926	961	914	985	1004	1008	945	911	1011	0	56471
70	961	914	985	1004	1008	945	911	1011	919	0	57479
71	914	985	1004	1008	945	911	1011	919	898	0	58424
72	985	1004	1008	945	911	1011	919	898	907	1	59335
73	1004	1008	945	911	1011	919	898	907	934	0	60346
74	1008	945	911	1011	919	898	907	934	945	0	61265
75	945	911	1011	919	898	907	934	945	942	0	62163
76	911	1011	919	898	907	934	945	942	926	0	63070
77	1011	919	898	907	934	945	942	926	950	0	64004
78	919	898	907	934	945	942	926	950	968	0	64949
79	898	907	934	945	942	926	950	968	977	0	65891
80	907	934	945	942	926	950	968	977	942	0	66817
81	934	945	942	926	950	968	977	942	965	0	67767
82	945	942	926	950	968	977	942	965	969	0	68735
83	942	926	950	968	977	942	965	969	961	0	69712
84	926	950	968	977	942	965	969	961	933	0	70654
85	950	968	977	942	965	969	961	933	923	0	71619
86	968	977	942	965	969	961	933	923	918	0	72588
87	977	942	965	969	961	933	923	918	926	0	73549
88	942	965	969	961	933	923	918	926	911	0	74482
89	965	969	961	933	923	918	926	911	891	0	75405
90	969	961	933	923	918	926	911	891	906	0	76323
91	961	933	923	918	926	911	891	906	915	0	77249
92	933	923	918	926	911	891	906	915	895	0	78160
93	923	918	926	911	891	906	915	895	875	0	79051
94	918	926	911	891	906	915	895	875	895	0	79957
95	926	911	891	906	915	895	875	895	887	0	80872
96	911	891	906	915	895	875	895	887	883	0	81767
97	891	906	915	895	875	895	887	883	864	0	82642
98	906	915	895	875	895	887	883	864	864	0	83537
99	915	895	875	895	887	883	864	864	872	0	84424
100	895	875	895	887	883	864	864	872	879	0	85307
101	875	895	887	883	864	864	872	879	864	0	86171
102	895	887	883	864	864	872	879	864	868	0	87035
103	887	883	864	864	872	879	864	868	894	0	87907
104	883	864	864	872	879	864	868	894	662	0	88786
105	864	864	872	879	864	868	894	662	1148	0	89650
106	864	872	879	864	868	894	662	1148	864	0	90518
107	872	879	864	868	894	662	1148	864	879	0	91412
108	879	864	868	894	662	1148	864	879	879	1	92074
109	864	868	894	662	1148	864	879	879	891	0	93222
110	868	894	662	1148	864	879	879	891	872	0	94086
111	894	662	1148	864	879	879	891	872	868	0	94965
112	662	1148	864	879	879	891	872	868	891	0	95844
113	1148	864	879	879	891	872	868	891	895	0	96735
114	864	879	879	891	872	868	891	895	891	0	97607
115	879	879	891	872	868	891	895	891	875	0	98475
116	879	891	872	868	891	895	891	875	907	0	99366
117	891	872	868	891	895	891	875	907	910	0	100261
118	872	868	891	895	891	875	907	910	915	0	101152
119	868	891	895	891	875	907	910	915	902	0	102027
120	891	895	891	875	907	910	915	902	888	0	102934
121	895	891	875	907	910	915	902	888	902	0	103844
122	891	875	907	910	915	902	888	902	903	0	104759
123	875	907	910	915	902	888	902	903	887	0	105661
124	907	910	915	902	888	902	903	887	755	0	106549
125	910	915	902	888	902	903	887	755	977	0	107451
126	915	902	888	902	903	887	755	977	871	0	108354
127	902	888	902	903	887	755	977	871	880	0	109241
128	888	902	903	887	755	977	871	880	867	1	109996
129	902	903	887	755	977	871	880	867	868	0	110973
130	903	887	755	977	871	880	867	868	887	0	111844
131	887	755	977	871	880	867	868	887	635	0	112724
132	755	977	871	880	867	868	887	635	1190	0	113591
133	977	871	880	867	868	887	635	1190	891	0	114459
134	871	880	867	868	887	635	1190	891	876	0	115346
135	880	867	868	887	635	1190	891	876	891	1	115981
136	867	868	887	635	1190	891	876	891	883	0	117171
137	868	887	635	1190	891	876	891	883	876	0	118062
138	887	635	1190	891	876	891	883	876	867	0	118938
139	635	1190	891	876	891	883	876	867	887	0	119829
140	1190	891	876	891	883	876	867	887	888	0	120712
141	891	876	891	883	876	867	887	888	883	0	121588
142	876	891	883	876	867	887	888	883	864	0	122455
143	891	883	876	867	887	888	883	864	860	0	123342
144	883	876	867	887	888	883	864	860	867	0	124230
145	876	867	887	888	883	864	860	867	852	0	125113
146	867	887	888	883	864	860	867	852	829	0	125977
147	887	888	883	864	860	867	852	829	794	0	126837
148	888	883	864	860	867	852	829	794	704	0	127704
149	883	864	860	867	852	829	794	704	825	0	128556
150	864	860	867	852	829	794	704	825	798	0	129385
151	860	867	852	829	794	704	825	798	762	0	130179
152	867	852	829	794	704	825	798	762	755	0	130883
153	852	829	794	704	825	798	762	755	744	0	131708
154	829	794	704	825	798	762	755	744	770	0	132506
155	794	704	825	798	762	755	744	770	794	0	133268
156	704	825	798	762	755	744	770	794	809	0	134023
157	825	798	762	755	744	770	794	809	802	0	134767
158	798	762	755	744	770	794	809	802	809	0	135537
159	762	755	744	770	794	809	802	809	844	0	136331
160	755	744	770	794	809	802	809	844	876	0	137140
161	744	770	794	809	802	809	844	876	848	0	137942
162	770	794	809	802	809	844	876	848	821	0	138751
163	794	809	802	809	844	876	848	821	876	0	139595
164	809	802	809	844	876	848	821	876	895	0	140471
165	802	809	844	876	848	821	876	895	894	0	141319
166	809	844	876	848	821	876	895	894	868	0	142140
167	844	876	848	821	876	895	894	868	845	0	143016
168	876	848	821	876	895	894	868	845	906	0	143911
169	848	821	876	895	894	868	845	906	887	0	144805
170	821	876	895	894	868	845	906	887	856	0	145673
171	876	895	894	868	845	906	887	856	872	0	146518
172	895	894	868	845	906	887	856	872	907	0	147424
173	894	868	845	906	887	856	872	907	902	0	148311
174	868	845	906	887	856	872	907	902	872	0	149167
175	845	906	887	856	872	907	902	872	860	0	150039
176	906	887	856	872	907	902	872	860	899	0	150946
177	887	856	872	907	902	872	860	899	883	0	151848
178	856	872	907	902	872	860	899	883	868	0	152720
179	872	907	902	872	860	899	883	868	828	0	153580
180	907	902	872	860	899	883	868	828	876	0	154479
181	902	872	860	899	883	868	828	876	868	0	155362
182	872	860	899	883	868	828	876	868	871	0	156230
183	860	899	883	868	828	876	868	871	848	0	157058
184	899	883	868	828	876	868	871	848	845	0	157934
185	883	868	828	876	868	871	848	845	887	0	158802
186	868	828	876	868	871	848	845	887	883	0	159673
187	828	876	868	871	848	845	887	883	880	0	160521
188	876	868	871	848	845	887	883	880	852	0	161366
189	868	871	848	845	887	883	880	852	895	0	162253
190	871	848	845	887	883	880	852	895	614	0	163136
191	848	845	887	883	880	852	895	614	1207	0	164016
192	845	887	883	880	852	895	614	1207	836	0	164868
193	887	883	880	852	895	614	1207	836	837	0	165763
194	883	880	852	895	614	1207	836	837	852	1	166377
195	880	852	895	614	1207	836	837	852	844	0	167584
196	852	895	614	1207	836	837	852	844	833	0	168420
197	895	614	1207	836	837	852	844	833	821	0	169257
198	614	1207	836	837	852	844	833	821	864	0	170109
199	1207	836	837	852	844	833	821	864	903	0	170953
200	836	837	852	844	833	821	864	903	887	0	171786
201	837	852	844	833	821	864	903	887	856	0	172607
202	852	844	833	821	864	903	887	856	836	0	173471
203	844	833	821	864	903	887	856	836	864	0	174374
204	833	821	864	903	887	856	836	864	852	0	175261
205	821	864	903	887	856	836	864	852	837	0	176117
206	864	903	887	856	836	864	852	837	817	0	176953
207	903	887	856	836	864	852	837	817	840	0	177817
208	887	856	836	864	852	837	817	840	864	0	178669
209	856	836	864	852	837	817	840	864	848	0	179506
210	836	864	852	837	817	840	864	848	825	0	180323
211	864	852	837	817	840	864	848	825	891	0	181163
212	852	837	817	840	864	848	825	891	888	0	182027
213	837	817	840	864	848	825	891	888	871	0	182875
214	817	840	864	848	825	891	888	871	852	0	183700
215	840	864	848	825	891	888	871	852	887	0	184591
216	864	848	825	891	888	871	852	887	903	0	185479
217	848	825	891	888	871	852	887	903	872	0	186350
218	825	891	888	871	852	887	903	872	852	0	187202
219	891	888	871	852	887	903	872	852	891	0	188089
220	888	871	852	887	903	872	852	891	891	0	188992
221	871	852	887	903	872	852	891	891	743	0	189864
222	852	887	903	872	852	891	891	743	794	0	190716
