index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	677	463	1097	759	743	739	743	740	510	0	3786
5	463	1097	759	743	739	743	740	510	972	0	4525
6	1097	759	743	739	743	740	510	972	732	0	5268
7	759	743	739	743	740	510	972	732	739	0	6008
8	743	739	743	740	510	972	732	739	592	1	6518
9	739	743	740	510	972	732	739	592	879	0	7490
10	743	740	510	972	732	739	592	879	607	0	8222
11	740	510	972	732	739	592	879	607	872	0	8961
12	510	972	732	739	592	879	607	872	428	1	9553
13	972	732	739	592	879	607	872	428	1042	0	10432
14	732	739	592	879	607	872	428	1042	728	1	11039
15	739	592	879	607	872	428	1042	728	728	0	11911
16	592	879	607	872	428	1042	728	728	723	1	12339
17	879	607	872	428	1042	728	728	723	736	0	13381
18	607	872	428	1042	728	728	723	736	471	0	14109
19	872	428	1042	728	728	723	736	471	1031	0	14837
20	428	1042	728	728	723	736	471	1031	751	0	15560
21	1042	728	728	723	736	471	1031	751	758	0	16296
22	728	728	723	736	471	1031	751	758	767	1	16767
23	728	723	736	471	1031	751	758	767	770	0	17798
24	723	736	471	1031	751	758	767	770	790	0	18549
25	736	471	1031	751	758	767	770	790	794	0	19307
26	471	1031	751	758	767	770	790	794	798	0	20074
27	1031	751	758	767	770	790	794	798	498	0	20844
28	751	758	767	770	790	794	798	498	1109	0	21634
29	758	767	770	790	794	798	498	1109	778	0	22428
30	767	770	790	794	798	498	1109	778	786	0	23226
31	770	790	794	798	498	1109	778	786	782	1	23724
32	790	794	798	498	1109	778	786	782	794	0	24833
33	794	798	498	1109	778	786	782	794	463	0	25611
34	798	498	1109	778	786	782	794	463	1148	0	26397
35	498	1109	778	786	782	794	463	1148	801	0	27179
36	1109	778	786	782	794	463	1148	801	802	0	27973
37	778	786	782	794	463	1148	801	802	794	1	28436
38	786	782	794	463	1148	801	802	794	801	0	29584
39	782	794	463	1148	801	802	794	801	798	0	30385
40	794	463	1148	801	802	794	801	798	790	0	31187
41	463	1148	801	802	794	801	798	790	478	0	31981
42	1148	801	802	794	801	798	790	478	1113	0	32782
43	801	802	794	801	798	790	478	1113	782	0	33580
44	802	794	801	798	790	478	1113	782	778	0	34370
45	794	801	798	790	478	1113	782	778	786	1	34848
46	801	798	790	478	1113	782	778	786	798	0	35961
47	798	790	478	1113	782	778	786	798	521	0	36743
48	790	478	1113	782	778	786	798	521	1086	0	37521
49	478	1113	782	778	786	798	521	1086	778	0	38307
50	1113	782	778	786	798	521	1086	778	782	0	39105
51	782	778	786	798	521	1086	778	782	779	1	39626
52	778	786	798	521	1086	778	782	779	770	0	40712
53	786	798	521	1086	778	782	779	770	494	0	41490
54	798	521	1086	778	782	779	770	494	1066	0	42272
55	521	1086	778	782	779	770	494	1066	779	0	43051
56	1086	778	782	779	770	494	1066	779	789	0	43821
57	778	782	779	770	494	1066	779	789	798	1	44315
58	782	779	770	494	1066	779	789	798	809	0	45381
59	779	770	494	1066	779	789	798	809	475	0	46160
60	770	494	1066	779	789	798	809	475	1164	0	46949
61	494	1066	779	789	798	809	475	1164	797	0	47747
62	1066	779	789	798	809	475	1164	797	802	0	48556
63	779	789	798	809	475	1164	797	802	805	1	49031
64	789	798	809	475	1164	797	802	805	794	0	50195
65	798	809	475	1164	797	802	805	794	798	0	50992
66	809	475	1164	797	802	805	794	798	801	0	51794
67	475	1164	797	802	805	794	798	801	436	0	52599
68	1164	797	802	805	794	798	801	436	1167	0	53393
69	797	802	805	794	798	801	436	1167	786	0	54191
70	802	805	794	798	801	436	1167	786	790	0	54992
71	805	794	798	801	436	1167	786	790	778	1	55428
72	794	798	801	436	1167	786	790	778	783	0	56595
73	798	801	436	1167	786	790	778	783	789	0	57381
74	801	436	1167	786	790	778	783	789	646	0	58171
75	436	1167	786	790	778	783	789	646	926	0	58949
76	1167	786	790	778	783	789	646	926	779	0	59732
77	786	790	778	783	789	646	926	779	778	0	60521
78	790	778	783	789	646	926	779	778	560	1	61167
79	778	783	789	646	926	779	778	560	969	0	62093
80	783	789	646	926	779	778	560	969	763	0	62872
81	789	646	926	779	778	560	969	763	766	0	63650
82	646	926	779	778	560	969	763	766	763	1	64210
83	926	779	778	560	969	763	766	763	762	0	65179
84	779	778	560	969	763	766	763	762	491	0	65942
85	778	560	969	763	766	763	762	491	1046	0	66708
86	560	969	763	766	763	762	491	1046	751	0	67471
87	969	763	766	763	762	491	1046	751	755	0	68233
88	763	766	763	762	491	1046	751	755	755	1	68724
89	766	763	762	491	1046	751	755	755	763	0	69770
