index	i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter	Time
4	249	1175	1175	1175	1175	1164	1163	1199	1202	0	5089
5	1175	1175	1175	1175	1164	1163	1199	1202	1183	0	6253
6	1175	1175	1175	1164	1163	1199	1202	1183	1195	0	7416
7	1175	1175	1164	1163	1199	1202	1183	1195	1206	0	8615
8	1175	1164	1163	1199	1202	1183	1195	1206	1210	0	9817
9	1164	1163	1199	1202	1183	1195	1206	1210	1179	0	11000
10	1163	1199	1202	1183	1195	1206	1210	1179	1191	0	12195
11	1199	1202	1183	1195	1206	1210	1179	1191	1194	0	13401
12	1202	1183	1195	1206	1210	1179	1191	1194	1187	0	14611
13	1183	1195	1206	1210	1179	1191	1194	1187	1163	0	15790
14	1195	1206	1210	1179	1191	1194	1187	1163	1187	0	16981
15	1206	1210	1179	1191	1194	1187	1163	1187	1202	0	18175
16	1210	1179	1191	1194	1187	1163	1187	1202	1203	0	19362
17	1179	1191	1194	1187	1163	1187	1202	1203	1190	0	20525
18	1191	1194	1187	1163	1187	1202	1203	1190	1203	0	21712
19	1194	1187	1163	1187	1202	1203	1190	1203	1210	0	22914
20	1187	1163	1187	1202	1203	1190	1203	1210	1183	0	24117
21	1163	1187	1202	1203	1190	1203	1210	1183	1155	0	25307
22	1187	1202	1203	1190	1203	1210	1183	1155	1168	0	26510
23	1202	1203	1190	1203	1210	1183	1155	1168	1151	0	27720
24	1203	1190	1203	1210	1183	1155	1168	1151	1144	0	28903
25	1190	1203	1210	1183	1155	1168	1151	1144	1152	0	30058
26	1203	1210	1183	1155	1168	1151	1144	1152	1164	0	31226
27	1210	1183	1155	1168	1151	1144	1152	1164	1179	0	32377
28	1183	1155	1168	1151	1144	1152	1164	1179	1171	0	33521
29	1155	1168	1151	1144	1152	1164	1179	1171	517	0	34673
30	1168	1151	1144	1152	1164	1179	1171	517	1354	0	35837
31	1151	1144	1152	1164	1179	1171	517	1354	1199	0	37016
32	1144	1152	1164	1179	1171	517	1354	1199	1183	0	38187
33	1152	1164	1179	1171	517	1354	1199	1183	1171	1	38704
34	1164	1179	1171	517	1354	1199	1183	1171	1187	0	40058
35	1179	1171	517	1354	1199	1183	1171	1187	1194	0	41257
36	1171	517	1354	1199	1183	1171	1187	1194	1203	0	42440
37	517	1354	1199	1183	1171	1187	1194	1203	1179	0	43611
38	1354	1199	1183	1171	1187	1194	1203	1179	1182	0	44798
39	1199	1183	1171	1187	1194	1203	1179	1182	1191	0	45992
40	1183	1171	1187	1194	1203	1179	1182	1191	1175	0	47195
41	1171	1187	1194	1203	1179	1182	1191	1175	1167	0	48374
42	1187	1194	1203	1179	1182	1191	1175	1167	1152	0	49556
43	1194	1203	1179	1182	1191	1175	1167	1152	1160	0	50747
44	1203	1179	1182	1191	1175	1167	1152	1160	1155	0	51922
45	1179	1182	1191	1175	1167	1152	1160	1155	1137	0	53089
46	1182	1191	1175	1167	1152	1160	1155	1137	1144	0	54241
47	1191	1175	1167	1152	1160	1155	1137	1144	1163	0	55401
48	1175	1167	1152	1160	1155	1137	1144	1163	1175	0	56556
49	1167	1152	1160	1155	1137	1144	1163	1175	1156	0	57693
50	1152	1160	1155	1137	1144	1163	1175	1156	1159	0	58837
51	1160	1155	1137	1144	1163	1175	1156	1159	1171	0	60000
52	1155	1137	1144	1163	1175	1156	1159	1171	1183	0	61175
53	1137	1144	1163	1175	1156	1159	1171	1183	1156	0	62331
54	1144	1163	1175	1156	1159	1171	1183	1156	1160	0	63490
55	1163	1175	1156	1159	1171	1183	1156	1160	1175	0	64661
56	1175	1156	1159	1171	1183	1156	1160	1175	1183	0	65844
57	1156	1159	1171	1183	1156	1160	1175	1183	1155	0	67000
58	1159	1171	1183	1156	1160	1175	1183	1155	1160	0	68160
59	1171	1183	1156	1160	1175	1183	1155	1160	1179	0	69335
60	1183	1156	1160	1175	1183	1155	1160	1179	1194	0	70518
61	1156	1160	1175	1183	1155	1160	1179	1194	1183	0	71673
62	1160	1175	1183	1155	1160	1179	1194	1183	1179	0	72833
63	1175	1183	1155	1160	1179	1194	1183	1179	1183	0	74012
64	1183	1155	1160	1179	1194	1183	1179	1183	1206	0	75206
65	1155	1160	1179	1194	1183	1179	1183	1206	1183	0	76389
66	1160	1179	1194	1183	1179	1183	1206	1183	1175	0	77568
67	1179	1194	1183	1179	1183	1206	1183	1175	1183	0	78751
68	1194	1183	1179	1183	1206	1183	1175	1183	1175	0	79957
69	1183	1179	1183	1206	1183	1175	1183	1175	1187	0	81140
70	1179	1183	1206	1183	1175	1183	1175	1187	1175	0	82315
71	1183	1206	1183	1175	1183	1175	1187	1175	1175	0	83498
72	1206	1183	1175	1183	1175	1187	1175	1175	1187	0	84673
73	1183	1175	1183	1175	1187	1175	1175	1187	1191	0	85860
74	1175	1183	1175	1187	1175	1175	1187	1191	1186	0	87035
75	1183	1175	1187	1175	1175	1187	1191	1186	1199	0	88210
76	1175	1187	1175	1175	1187	1191	1186	1199	1233	0	89397
77	1187	1175	1175	1187	1191	1186	1199	1233	1214	0	90588
78	1175	1175	1187	1191	1186	1199	1233	1214	522	0	91774
79	1175	1187	1191	1186	1199	1233	1214	522	1323	0	92973
80	1187	1191	1186	1199	1233	1214	522	1323	1225	0	94206
81	1191	1186	1199	1233	1214	522	1323	1225	1191	0	95420
